股票代码,股票名称,总股本(股),流通股本(股),上市日期
002664,长鹰信质,400020000,349964025,2012-03-16
002665,首航节能,2538720737,2256453464,2012-03-27
002666,德联集团,754329268,442085836,2012-03-27
002667,鞍重股份,231132000,163942125,2012-03-29
002668,奥马电器,1084111428,654298135,2012-04-16
002669,康达新材,241129288,228536217,2012-04-16
002670,国盛金控,1935084653,628014310,2012-04-16
002671,龙泉股份,472441974,337749119,2012-04-26
002672,东江环保,686962602,649772808,2012-04-26
002673,西部证券,3501839770,3501839770,2012-05-03
002674,兴业科技,302082162,240423075,2012-05-07
002675,东诚药业,802214326,630277209,2012-05-25
002676,顺威股份,720000000,719976460,2012-05-25
002677,浙江美大,646051647,282936051,2012-05-25
002678,珠江钢琴,1358320323,1357129238,2012-05-30
002679,福建金森,235756000,235756000,2012-06-05
002680,*ST长生,973690378,442121662,2012-06-05
002681,奋达科技,2064625703,1104868182,2012-06-05
002682,龙洲股份,562368594,431227231,2012-06-12
002683,宏大爆破,701487983,597914096,2012-06-12
002684,猛狮科技,567374389,390226528,2012-06-12
002685,华东重机,1007690641,619797296,2012-06-12
002686,亿利达,443082021,328206131,2012-07-03
002687,乔治白,354852000,298617000,2012-07-13
002688,金河生物,635289655,532588078,2012-07-13
002689,远大智能,1043310725,1040820427,2012-07-17
002690,美亚光电,676000000,327702964,2012-07-31
002691,冀凯股份,340000000,339090100,2012-07-31
002692,睿康股份,718146000,715383900,2012-08-08
002693,双成药业,405000000,403416821,2012-08-08
002694,顾地科技,597196800,498976876,2012-08-16
002695,煌上煌,513883128,453120258,2012-09-05
002696,百洋股份,395310691,210262698,2012-09-05
002697,红旗连锁,1360000000,986425000,2012-09-05
002698,博实股份,681700000,544430640,2012-09-11
002699,美盛文化,909572725,750103379,2012-09-11
002700,新疆浩源,422426880,313130880,2012-09-21
002701,奥瑞金,2355225600,2353352546,2012-10-11
002702,海欣食品,480760000,318835000,2012-10-11
002703,浙江世宝,572859637,553065952,2012-11-02
002705,新宝股份,813437768,463321232,2014-01-21
002706,良信电器,785250720,546637756,2014-01-21
002707,众信旅游,848991972,524330849,2014-01-23
002708,光洋股份,468861076,240236242,2014-01-21
002709,天赐材料,339667541,195095480,2014-01-23
002711,欧浦智网,1056070400,1053117932,2014-01-27
002712,思美传媒,581202488,297433263,2014-01-23
002713,东易日盛,262665557,76621526,2014-02-19
002714,牧原股份,2085234222,1073202570,2014-01-28
002715,登云股份,92000000,82964295,2014-02-19
002716,金贵银业,960478192,622512275,2014-01-28
002717,岭南股份,1009248688,535662576,2014-02-19
002718,友邦吊顶,87631886,25408913,2014-01-28
002719,麦趣尔,174139457,140850826,2014-01-28
002721,金一文化,834718154,531914129,2014-01-27
002722,金轮股份,175466542,110918426,2014-01-28
002723,金莱特,186700000,173650000,2014-01-29
002724,海洋王,720000000,331932512,2014-11-04
002725,跃岭股份,256000000,109778110,2014-01-29
002726,龙大肉食,756092000,750174493,2014-06-26
002727,一心堂,567769811,297267513,2014-07-02
002728,特一药业,200901083,119606708,2014-07-31
002729,好利来,66680000,66679925,2014-09-12
002730,电光科技,322674000,290499000,2014-10-09
002731,萃华珠宝,150680000,128598333,2014-11-04
002732,燕塘乳业,157350000,155621325,2014-12-05
002733,雄韬股份,350113207,327238298,2014-12-03
002734,利民股份,283528220,203863196,2015-01-27
002735,王子新材,84223900,42515000,2014-12-03
002736,国信证券,8200000000,8200000000,2014-12-29
002737,葵花药业,584000000,516778746,2014-12-30
002738,中矿资源,251107096,124558325,2014-12-30
002739,万达电影,1761442461,1710283964,2015-01-22
002740,爱迪尔,330586904,240260788,2015-01-22
002741,光华科技,374228798,222093278,2015-02-16
002742,三圣股份,432000000,269684475,2015-02-17
002743,富煌钢构,337210880,331960880,2015-02-17
002745,木林森,1277168540,519870786,2015-02-17
002746,仙坛股份,309128341,242320891,2015-02-16
002747,埃斯顿,837980039,725761776,2015-03-20
002748,世龙实业,240000000,240000000,2015-03-19
002749,国光股份,219318530,139791397,2015-03-20
002750,龙津药业,400500000,397288326,2015-03-24
002751,易尚展示,154600613,94198750,2015-04-24
002752,昇兴股份,833180519,170451156,2015-04-22
002753,永东股份,333329255,200438631,2015-05-19
002755,东方新星,172278000,150350953,2015-05-15
002756,永兴特钢,360000000,185012671,2015-05-15
002757,南兴装备,131426050,97493825,2015-05-27
002758,华通医药,210000000,179238282,2015-05-27
002759,天际股份,452179983,125787620,2015-05-28
002760,凤形股份,88000000,72545826,2015-06-11
002761,多喜爱,204000000,202951417,2015-06-10
002762,金发拉比,356615000,190069755,2015-06-10
002763,汇洁股份,388800000,182874195,2015-06-10
002765,蓝黛传动,421251400,254893750,2015-06-12
002766,索菱股份,421754014,248864158,2015-06-11
002767,先锋电子,150000000,123731250,2015-06-12
002768,国恩股份,271250000,145454400,2015-06-30
002769,普路通,373318054,235663306,2015-06-29
002770,科迪乳业,1094867797,602994372,2015-06-30
002771,真视通,161544200,94004350,2015-06-29
002772,众兴菌业,373332758,254327261,2015-06-26
002773,康弘药业,674210027,476544907,2015-06-26
002774,快意电梯,341137000,83683400,2017-03-24
002775,文科园林,512899244,407244748,2015-06-29
002776,柏堡龙,360687304,228266848,2015-06-26
002777,久远银海,172540592,60040000,2015-12-31
002778,高科石化,89109500,47562263,2016-01-06
002779,中坚科技,132000000,40425000,2015-12-09
002780,三夫户外,112133870,64376346,2015-12-09
002781,奇信股份,225000000,91332776,2015-12-22
002782,可立克,426000000,106500000,2015-12-22
002783,凯龙股份,333880000,171208000,2015-12-09
002785,万里石,200000000,96885604,2015-12-23
002786,银宝山新,381240000,136700000,2015-12-23
002787,华源控股,306459735,105595761,2015-12-31
002788,鹭燕医药,192253200,105631013,2016-02-18
002789,建艺集团,138040000,65612571,2016-03-11
002790,瑞尔特,256000000,64000000,2016-03-08
002791,坚朗五金,321540000,80385000,2016-03-29
002792,通宇通讯,225226800,70714297,2016-03-28
002793,东音股份,200000000,64412700,2016-04-15
002795,永和智控,200000000,63750000,2016-04-28
002796,世嘉科技,112268755,29875000,2016-05-10
002797,第一创业,3502400000,1918449014,2016-05-11
002798,帝欧家居,385425276,96352079,2016-05-25
002799,环球印务,150000000,76875000,2016-06-08
002800,天顺股份,74680000,36490000,2016-05-30
002801,微光股份,117760000,29440000,2016-06-22
002802,洪汇新材,108350000,39139558,2016-06-29
002803,吉宏股份,116000000,45903025,2016-07-12
002805,丰元股份,96913800,53623450,2016-07-07
002806,华锋股份,176260802,57691625,2016-07-26
002807,江阴银行,1767426115,716254565,2016-09-02
002808,恒久科技,192000000,88704570,2016-08-12
002809,红墙股份,126383900,60681400,2016-08-23
002810,山东赫达,119064000,61391422,2016-08-26
002811,亚泰国际,180000000,45000000,2016-09-08
002812,恩捷股份,473867912,127063175,2016-09-14
002813,路畅科技,120000000,30000000,2016-10-12
002815,崇达技术,831240528,217720248,2016-10-12
002816,和科达,100000000,57260056,2016-10-25
002817,黄山胶囊,86670000,41540000,2016-10-25
002818,富森美,445063000,91475900,2016-11-09
002819,东方中科,113340000,45720074,2016-11-11
002820,桂发祥,204800000,124066348,2016-11-18
002821,凯莱英,230852437,120938260,2016-11-18
002822,中装建设,600000000,306060000,2016-11-29
002823,凯中精密,291313442,99930279,2016-11-24
002824,和胜股份,183623100,74953326,2017-01-12
002825,纳尔股份,140282730,40639939,2016-11-29
002826,易明医药,189720000,113156946,2016-12-09
002827,高争民爆,184000000,63140050,2016-12-09
002828,贝肯能源,204680000,98732525,2016-12-08
002829,星网宇达,160553800,61630761,2016-12-13
002830,名雕股份,133340000,39840000,2016-12-13
002831,裕同科技,400010000,119446099,2016-12-16
002832,比音勒芬,181339000,78999000,2016-12-23
002833,弘亚数控,135284300,57443550,2016-12-28
002835,同为股份,216000000,84088730,2016-12-28
002836,新宏泽,160000000,56368000,2016-12-29
002837,英维克,215012314,68368311,2016-12-29
002838,道恩股份,252000000,74789856,2017-01-06
002839,张家港行,1807526665,846457720,2017-01-24
002840,华统股份,268000050,146736078,2017-01-10
002841,视源股份,655480340,66577120,2017-01-19
002842,翔鹭钨业,170000000,71825000,2017-01-19
002843,泰嘉股份,141695000,84000000,2017-01-20
002845,同兴达,202787968,64736692,2017-01-25
002846,英联股份,194643200,50400000,2017-02-07
002847,盐津铺子,124000000,36068538,2017-02-08
002848,高斯贝尔,167150000,87581725,2017-02-13
002849,威星智能,132407050,57486900,2017-02-17
002850,科达利,210000000,92898133,2017-03-02
002851,麦格米特,312972104,126756081,2017-03-06
002852,道道全,289000000,125401645,2017-03-10
002853,皮阿诺,155341500,58030745,2017-03-10
002855,捷荣技术,240000000,83398125,2017-03-21
002856,美芝股份,121608000,30408000,2017-03-20
002857,三晖电气,128000000,48695653,2017-03-23
002858,力盛赛车,126320000,61655000,2017-03-24
002859,洁美科技,255700000,108462253,2017-04-07
002860,星帅尔,116678020,47258773,2017-04-12
002861,瀛通通讯,122698400,53114525,2017-04-13
002862,实丰文化,80000000,31160000,2017-04-11
002863,今飞凯达,376550000,185782800,2017-04-18
002864,盘龙药业,86670000,44932250,2017-11-16
002865,钧达股份,121680000,38099700,2017-04-25
002866,传艺科技,244165390,80625390,2017-04-26
002867,周大生,485379500,163072073,2017-04-27
002868,绿康生化,120000000,38460000,2017-05-03
002869,金溢科技,117800000,45001554,2017-05-15
002870,香山股份,111049200,40120000,2017-05-15
002871,伟隆股份,115600000,28900000,2017-05-11
002872,天圣制药,318000000,210436114,2017-05-19
002873,新天药业,117096000,61594714,2017-05-19
002875,安奈儿,132035930,38876500,2017-06-01
002876,三利谱,80000000,54696170,2017-05-25
002877,智能自控,207808000,51952000,2017-06-05
002878,元隆雅图,130229010,36500151,2017-06-06
002879,长缆科技,193107640,111550648,2017-07-07
002880,卫光生物,108000000,27000000,2017-06-16
002881,美格智能,181339000,45339000,2017-06-22
002882,金龙羽,432900000,83000000,2017-07-17
002883,中设股份,86630880,31017680,2017-06-20
002884,凌霄泵业,123952000,67808892,2017-07-11
002885,京泉华,120000000,45128010,2017-06-27
002886,沃特股份,117647250,49609013,2017-06-27
002887,绿茵生态,160000000,51339100,2017-08-01
002888,惠威科技,124676400,35576400,2017-07-21
002889,东方嘉盛,138101429,37202554,2017-07-31
002890,弘宇股份,66670000,39505164,2017-08-02
002891,中宠股份,100000000,53856516,2017-08-21
002892,科力尔,83600000,26336000,2017-08-17
002893,华通热力,120000000,64073012,2017-09-15
002895,川恒股份,407083000,89042000,2017-08-25
002896,中大力德,80000000,34250000,2017-08-29
002897,意华股份,170672000,67180734,2017-09-07
002898,赛隆药业,160000000,59837952,2017-09-12
002899,英派斯,120000000,79336900,2017-09-15
002900,哈三联,316600050,119258175,2017-09-22
002901,大博医疗,400100000,40096200,2017-09-22
002902,铭普光磁,140000000,70699925,2017-09-29
002903,宇环数控,150000000,66000000,2017-10-13
002905,金逸影视,268800000,67200000,2017-10-16
002906,华阳集团,473100000,202248648,2017-10-13
002907,华森制药,400060000,58960000,2017-10-20
002908,德生科技,133340000,76080412,2017-10-20
002909,集泰股份,168000000,75223917,2017-10-26
002910,庄园牧场,152210000,74117900,2017-10-31
002911,佛燃股份,556000000,271000000,2017-11-22
002912,中新赛克,106720000,50862400,2017-11-21
002913,奥士康,147184414,36013000,2017-12-01
002915,中欣氟材,112000000,28000000,2017-12-05
002916,深南电路,280000000,70000000,2017-12-13
002917,金奥博,113060000,28270000,2017-12-08
002918,蒙娜丽莎,236580000,59145000,2017-12-19
002919,名臣健康,81423830,20360000,2017-12-18
002920,德赛西威,550000000,99800000,2017-12-26
002921,联诚精密,80000000,20000000,2017-12-27
002922,伊戈尔,131992875,33000000,2017-12-29
002923,润都股份,120000000,30000000,2018-01-05
002925,盈趣科技,458529500,74662900,2018-01-15
002926,华西证券,2625000000,525000000,2018-02-05
002927,泰永长征,121940000,30485000,2018-02-23
002928,华夏航空,400500000,40500000,2018-03-02
002929,润建通信,220746347,55186600,2018-03-01
002930,宏川智慧,243298220,60830000,2018-03-28
002931,锋龙股份,88880000,22220000,2018-04-03
002932,明德生物,66585147,16646287,2018-07-10
002933,新兴装备,117350000,29350000,2018-08-28
002935,天奥电子,106670000,26670000,2018-09-03
002936,郑州银行,4403931900,600000000,2018-09-19
002937,兴瑞科技,184000000,46000000,2018-09-26
002938,鹏鼎控股,2311430816,231143082,2018-09-18
002939,长城证券,3103405351,310340536,2018-10-26
002940,昂利康,90000000,22500000,2018-10-23
300001,特锐德,997570075,867960488,2009-10-30
300002,神州泰岳,1961091984,1409061650,2009-10-30
300003,乐普医疗,1781652921,1406991724,2009-10-30
300004,南风股份,497510271,386583793,2009-10-30
300005,探路者,891293904,662222740,2009-10-30
300006,莱美药业,812241205,585565980,2009-10-30
300007,汉威科技,293022806,226915390,2009-10-30
300008,天海防务,960016185,602401515,2009-10-30
300009,安科生物,997366402,661495563,2009-10-30
300010,立思辰,873060697,631280224,2009-10-30
300011,鼎汉技术,558650387,448155110,2009-10-30
300012,华测检测,1657530714,1503165651,2009-10-30
300013,新宁物流,297791410,272688135,2009-10-30
300014,亿纬锂能,855479567,819237203,2009-10-30
300015,爱尔眼科,2383380148,1817068704,2009-10-30
300016,北陆药业,488989876,399692126,2009-10-30
300017,网宿科技,2433458117,1922937081,2009-10-30
300018,中元股份,484458536,345915930,2009-10-30
300019,硅宝科技,330901951,271217296,2009-10-30
300020,银江股份,655789086,618661393,2009-10-30
300021,大禹节水,797360687,648427009,2009-10-30
300022,吉峰科技,380240380,321128925,2009-10-30
300023,宝德股份,316106775,144408844,2009-10-30
300024,机器人,1560239617,1500458195,2009-10-30
300025,华星创业,428530562,389349763,2009-10-30
300026,红日药业,3011054793,2393950183,2009-10-30
300027,华谊兄弟,2794955919,2211164192,2009-10-30
300028,金亚科技,343980000,343975028,2009-10-30
300029,天龙光电,200000000,200000000,2009-12-25
300030,阳普医疗,308795815,254371177,2009-12-25
300031,宝通科技,396767886,256703676,2009-12-25
300032,金龙机电,803169608,789357454,2009-12-25
300033,同花顺,537600000,264104879,2009-12-25
300034,钢研高纳,422236162,421541352,2009-12-25
300035,中科电气,518006058,390129838,2009-12-25
300036,超图软件,449537367,334587580,2009-12-25
300037,新宙邦,379430368,245193686,2010-01-08
300038,数知科技,1171827123,666568074,2010-01-08
300039,上海凯宝,1071493800,1062341793,2010-01-08
300040,九洲电气,343032004,227322369,2010-01-08
300041,回天新材,425712412,289176930,2010-01-08
300042,朗科科技,133600000,111870420,2010-01-08
300043,星辉娱乐,1244198401,863705328,2010-01-20
300044,赛为智能,778154329,467845774,2010-01-20
300045,华力创通,615469387,367138516,2010-01-20
300046,台基股份,213120000,213120000,2010-01-20
300047,天源迪科,399083860,299238156,2010-01-20
300048,合康新能,1128540857,989665220,2010-01-20
300049,福瑞股份,263053100,227966722,2010-01-20
300050,世纪鼎利,544846718,369176247,2010-01-20
300051,三五互联,366555190,254042234,2010-02-11
300052,中青宝,264708600,260041157,2010-02-11
300053,欧比特,702158212,493764479,2010-02-11
300054,鼎龙股份,961016002,687336427,2010-02-11
300055,万邦达,865184815,863173090,2010-02-26
300056,三维丝,385490443,213226518,2010-02-26
300057,万顺股份,439664781,291635837,2010-02-26
300058,蓝色光标,2182109918,1662360977,2010-02-26
300059,东方财富,5168281412,4045510856,2010-03-19
300061,康旗股份,684851653,260197551,2010-03-19
300062,中能电气,308000000,189203800,2010-03-19
300063,天龙集团,726426950,499022331,2010-03-26
300064,豫金刚石,1205476595,605655065,2010-03-26
300065,海兰信,398174035,270522216,2010-03-26
300066,三川智慧,1040033262,996050114,2010-03-26
300067,安诺其,719666848,414119757,2010-04-21
300068,南都电源,877505321,621077581,2010-04-21
300069,金利华电,117000000,92397572,2010-04-21
300070,碧水源,3150510734,2160026495,2010-04-21
300071,华谊嘉信,678491488,469990093,2010-04-21
300072,三聚环保,2350503951,2129236996,2010-04-27
300073,当升科技,436722773,353823886,2010-04-27
300074,华平股份,542340100,485225761,2010-04-27
300075,数字政通,424340905,304731865,2010-04-27
300076,GQY视讯,424000000,381872762,2010-04-30
300077,国民技术,557615000,545161700,2010-04-30
300078,思创医惠,807885334,636377451,2010-04-30
300079,数码科技,1433578862,1208518569,2010-04-30
300080,易成新能,502804021,501986620,2010-06-25
300081,恒信东方,529657876,316334435,2010-05-20
300082,奥克股份,681670000,674672151,2010-05-20
300083,劲胜智能,1431685568,1190811891,2010-05-20
300084,海默科技,384765738,303468956,2010-05-20
300085,银之杰,706640535,413611607,2010-05-26
300086,康芝药业,450000000,435663111,2010-05-26
300087,荃银高科,430330071,351988339,2010-05-26
300088,长信科技,2298879814,2261706535,2010-05-26
300089,文化长城,481056870,276620710,2010-06-25
300090,盛运环保,1319952922,921204008,2010-06-25
300091,金通灵,1169841578,772684329,2010-06-25
300092,科新机电,234397647,167375948,2010-07-08
300093,金刚玻璃,216000000,215646750,2010-07-08
300094,国联水产,784345620,748334766,2010-07-08
300095,华伍股份,378710854,240108500,2010-07-28
300096,易联众,430000000,376522079,2010-07-28
300097,智云股份,288549669,174948662,2010-07-28
300098,高新兴,1764751629,1033923622,2010-07-28
300099,精准信息,669279255,388324908,2010-08-06
300100,双林股份,465718003,387095771,2010-08-06
300101,振芯科技,559350000,549640804,2010-08-06
300102,乾照光电,719603311,704538311,2010-08-12
300103,达刚路机,317601000,245101151,2010-08-12
300104,乐视网,3989440192,3043954880,2010-08-12
300105,龙源技术,513216000,513216000,2010-08-20
300106,西部牧业,211332310,211111854,2010-08-20
300107,建新股份,547429998,331391436,2010-08-20
300108,吉药控股,666014674,444624970,2010-08-25
300109,新开源,220651925,130529825,2010-08-25
300110,华仁药业,1182212982,1178190717,2010-08-25
300111,向日葵,1119800000,1117239595,2010-08-27
300112,万讯自控,286214080,183913772,2010-08-27
300113,顺网科技,694287240,468895558,2010-08-27
300114,中航电测,590760499,590760499,2010-08-27
300115,长盈精密,909860262,905587802,2010-09-02
300116,坚瑞沃能,2432524564,1294122997,2010-09-02
300117,嘉寓股份,716760000,714285000,2010-09-02
300118,东方日升,904301941,682540595,2010-09-02
300119,瑞普生物,404493463,204743577,2010-09-17
300120,经纬辉开,389927296,212657846,2010-09-17
300121,阳谷华泰,375131706,354987963,2010-09-17
300122,智飞生物,1600000000,866969025,2010-09-28
300123,亚光科技,559794902,307168355,2010-09-28
300124,汇川技术,1664164710,1342685562,2010-09-28
300125,易世达,177000000,173354260,2010-10-13
300126,锐奇股份,303957600,210678529,2010-10-13
300127,银河磁体,323146360,227114890,2010-10-13
300128,锦富技术,1094115412,1065716682,2010-10-13
300129,泰胜风能,719153256,490762586,2010-10-19
300130,新国都,477897755,334978232,2010-10-19
300131,英唐智控,1069526426,787815026,2010-10-19
300132,青松股份,385920000,369883801,2010-10-26
300133,华策影视,1774523621,1207496308,2010-10-26
300134,大富科技,767498006,712416506,2010-10-26
300135,宝利国际,921600000,708493328,2010-10-26
300136,信维通信,975595304,810050663,2010-11-05
300137,先河环保,551032550,473894515,2010-11-05
300138,晨光生物,513736190,372512692,2010-11-05
300139,晓程科技,274000000,212410601,2010-11-12
300140,中环装备,345154706,245406765,2010-11-12
300141,和顺电气,255499600,163973994,2010-11-12
300142,沃森生物,1537436984,1375383572,2010-11-12
300143,星普医科,546770824,263482644,2010-12-09
300144,宋城演艺,1452607800,1183196918,2010-12-09
300145,中金环境,1923438236,1185862820,2010-12-09
300146,汤臣倍健,1468817880,879418333,2010-12-15
300147,香雪制药,661476335,660399274,2010-12-15
300148,天舟文化,844934446,785817754,2010-12-15
300149,量子生物,499776892,405145879,2010-12-22
300150,世纪瑞尔,585106053,461312446,2010-12-22
300151,昌红科技,502500000,285955305,2010-12-22
300152,科融环境,712800000,712716525,2010-12-29
300153,科泰电源,320000000,317347386,2010-12-29
300154,瑞凌股份,455240000,313993650,2010-12-29
300155,安居宝,543370602,277858687,2011-01-07
300156,神雾环保,1010024415,721800000,2011-01-07
300157,恒泰艾普,712113257,613518861,2011-01-07
300158,振东制药,1033054660,850629279,2011-01-07
300159,新研股份,1490360202,968334646,2011-01-07
300160,秀强股份,592952423,574715239,2011-01-13
300161,华中数控,172765551,167929991,2011-01-13
300162,雷曼股份,349510030,219066031,2011-01-13
300163,先锋新材,474000000,329568092,2011-01-13
300164,通源石油,451262159,317246829,2011-01-13
300165,天瑞仪器,461760000,316154769,2011-01-25
300166,东方国信,1056680094,810670625,2011-01-25
300167,迪威迅,300240000,300240000,2011-01-25
300168,万达信息,1099449688,1091757807,2011-01-25
300169,天晟新材,325984340,257526826,2011-01-25
300170,汉得信息,872994589,672275890,2011-02-01
300171,东富龙,628337040,333626971,2011-02-01
300172,中电环保,522200000,346090776,2011-02-01
300173,智慧松德,586180503,387366278,2011-02-01
300174,元力股份,244800000,226275355,2011-02-01
300175,朗源股份,470800000,461610280,2011-02-15
300176,鸿特科技,387280800,372430077,2011-02-15
300177,中海达,446898611,326382273,2011-02-15
300178,腾邦国际,616508293,584887523,2011-02-15
300179,四方达,500006200,326427615,2011-02-15
300180,华峰超纤,1135835710,684001373,2011-02-22
300181,佐力药业,608624848,463805438,2011-02-22
300182,捷成股份,2574960807,1738056180,2011-02-22
300183,东软载波,469769857,263508707,2011-02-22
300184,力源信息,659253404,309773778,2011-02-22
300185,通裕重工,3267743928,2741429676,2011-03-08
300187,永清环保,648217285,634930257,2011-03-08
300188,美亚柏科,794886377,491104956,2011-03-16
300189,神农基因,1024000000,911977542,2011-03-16
300190,维尔利,814112830,744617800,2011-03-16
300191,潜能恒信,320000000,207017225,2011-03-16
300192,科斯伍德,242550000,166676689,2011-03-22
300193,佳士科技,506901310,457458751,2011-03-22
300194,福安药业,1189712382,598039718,2011-03-22
300195,长荣股份,433483630,302740480,2011-03-29
300196,长海股份,424496076,261322572,2011-03-29
300197,铁汉生态,2279493836,1469070049,2011-03-29
300198,纳川股份,1031548540,808771329,2011-04-07
300199,翰宇药业,928417040,557640939,2011-04-07
300200,高盟新材,260651171,203198367,2011-04-07
300201,海伦哲,1037234368,885476825,2011-04-07
300202,聚龙股份,549504000,411428779,2011-04-15
300203,聚光科技,452517400,451657900,2011-04-15
300204,舒泰神,476829309,466194398,2011-04-15
300205,天喻信息,430056000,425988788,2011-04-21
300206,理邦仪器,585000000,343716219,2011-04-21
300207,欣旺达,1547837000,1131301483,2011-04-21
300208,恒顺众昇,765525000,602388580,2011-04-26
300209,天泽信息,290656742,263760568,2011-04-26
300210,森远股份,484219953,400174603,2011-04-26
300211,亿通科技,302675973,185704080,2011-05-05
300212,易华录,450606188,423854540,2011-05-05
300213,佳讯飞鸿,594926386,385816118,2011-05-05
300214,日科化学,425812614,310652937,2011-05-11
300215,电科院,758322487,603168262,2011-05-11
300216,千山药机,361434920,286105956,2011-05-11
300217,东方电热,1273493706,878804069,2011-05-18
300218,安利股份,216987000,216276394,2011-05-18
300219,鸿利智汇,712818506,543765233,2011-05-18
300220,金运激光,126000000,124918913,2011-05-25
300221,银禧科技,504568203,423372502,2011-05-25
300222,科大智能,729548456,341702204,2011-05-25
300223,北京君正,200652598,120679401,2011-05-31
300224,正海磁材,820216556,736059474,2011-05-31
300225,金力泰,470340000,468606681,2011-05-31
300226,上海钢联,159216050,151760105,2011-06-08
300227,光韵达,222477228,150671281,2011-06-08
300228,富瑞特装,474375992,406102692,2011-06-08
300229,拓尔思,469466296,465534627,2011-06-15
300230,永利股份,816206041,542907540,2011-06-15
300231,银信科技,442100220,338016491,2011-06-15
300232,洲明科技,761260566,451556604,2011-06-22
300233,金城医药,393152238,355037697,2011-06-22
300234,开尔新材,289534588,152351762,2011-06-22
300235,方直科技,167831090,105236554,2011-06-29
300236,上海新阳,193765944,190199564,2011-06-29
300237,美晨生态,1453072510,1165718351,2011-06-29
300238,冠昊生物,265155701,245145076,2011-07-06
300239,东宝生物,463994108,444926340,2011-07-06
300240,飞力达,365559750,365035204,2011-07-06
300241,瑞丰光电,552579221,378684068,2011-07-12
300242,佳云科技,634555224,515797342,2011-07-12
300243,瑞丰高材,211220592,168173121,2011-07-12
300244,迪安诊断,551029453,356776734,2011-07-19
300245,天玑科技,313457493,214117733,2011-07-19
300246,宝莱特,146088000,107753865,2011-07-19
300247,乐金健康,804542313,600748573,2011-07-29
300248,新开普,481092495,316635304,2011-07-29
300249,依米康,445987594,304377875,2011-08-03
300250,初灵信息,229850083,138722354,2011-08-03
300251,光线传媒,2933608432,2742922744,2011-08-03
300252,金信诺,577803834,391087525,2011-08-18
300253,卫宁健康,1621927120,1242690804,2011-08-18
300254,仟源医药,208308000,161888654,2011-08-19
300255,常山药业,934966878,646125371,2011-08-19
300256,星星科技,966970146,775225202,2011-08-19
300257,开山股份,858000000,817730633,2011-08-19
300258,精锻科技,405000000,376379533,2011-08-26
300259,新天科技,1175657958,724378526,2011-08-31
300260,新莱应材,201940000,127795303,2011-09-06
300261,雅本化学,963309471,760668988,2011-09-06
300262,巴安水务,670118599,416857038,2011-09-16
300263,隆华科技,915089304,550422695,2011-09-16
300264,佳创视讯,413100000,318569745,2011-09-16
300265,通光线缆,337500000,336759675,2011-09-16
300266,兴源环境,1564431057,1462000051,2011-09-27
300267,尔康制药,2062604870,1171013472,2011-09-27
300268,佳沃股份,134000000,98218906,2011-09-27
300269,联建光电,600601137,351564999,2011-10-12
300270,中威电子,302806028,150831764,2011-10-12
300271,华宇软件,755751210,565211571,2011-10-26
300272,开能健康,484356758,311801655,2011-11-02
300273,和佳股份,794580776,562146134,2011-10-26
300274,阳光电源,1452258600,1065997830,2011-11-02
300275,梅安森,164276000,117596953,2011-11-02
300276,三丰智能,547999184,198096407,2011-11-15
300277,海联讯,335000000,334390625,2011-11-23
300278,华昌达,598463412,268060046,2011-12-16
300279,和晶科技,448941998,312556810,2011-12-29
300280,紫天科技,146150000,128000000,2011-12-29
300281,金明精机,418923580,262125299,2011-12-29
300282,三盛教育,249537637,222995698,2011-12-29
300283,温州宏丰,414361350,212954701,2012-01-10
300284,苏交科,809504984,541475928,2012-01-10
300285,国瓷材料,642227373,407487531,2012-01-13
300286,安科瑞,216563625,175468687,2012-01-13
300287,飞利信,1435273808,1109016734,2012-02-01
300288,朗玛信息,337941402,201367827,2012-02-16
300289,利德曼,423805235,350241560,2012-02-16
300290,荣科科技,338572507,320655020,2012-02-16
300291,华录百纳,812461176,595914970,2012-02-09
300292,吴通控股,1274850476,1029616865,2012-02-29
300293,蓝英装备,270000000,270000000,2012-03-08
300294,博雅生物,433324863,326935269,2012-03-08
300295,三六五网,192996000,177388440,2012-03-15
300296,利亚德,2542876576,1644203886,2012-03-15
300297,蓝盾股份,1175061904,755423831,2012-03-15
300298,三诺生物,565314734,371022641,2012-03-19
300299,富春股份,727932017,595520474,2012-03-19
300300,汉鼎宇佑,683931466,559035316,2012-03-19
300301,长方集团,790108769,554505848,2012-03-21
300302,同有科技,421057980,246646906,2012-03-21
300303,聚飞光电,1248924477,1129682838,2012-03-19
300304,云意电气,872291218,845969734,2012-03-21
300305,裕兴股份,288753000,228802294,2012-03-29
300306,远方信息,287473405,146065649,2012-03-29
300307,慈星股份,802000000,793223271,2012-03-29
300308,中际旭创,475504056,218097584,2012-04-10
300309,吉艾科技,871246918,695153724,2012-04-10
300310,宜通世纪,882715986,628366781,2012-04-25
300311,任子行,680036042,442806817,2012-04-25
300312,邦讯技术,320040000,183690000,2012-05-08
300313,天山生物,312977396,182462105,2012-04-25
300314,戴维医疗,288000000,189128636,2012-05-08
300315,掌趣科技,2757484192,2589982153,2012-05-11
300316,晶盛机电,1283770254,1198285335,2012-05-11
300317,珈伟新能,839735401,734269015,2012-05-11
300318,博晖创新,819430425,725715303,2012-05-23
300319,麦捷科技,694055671,638376010,2012-05-23
300320,海达股份,601234191,452890647,2012-06-01
300321,同大股份,88800000,82742309,2012-05-23
300322,硕贝德,406769850,367491396,2012-06-08
