股票代码,股票名称,总股本(股),流通股本(股),上市日期
002093,国脉科技,1007500000,981698108,2006-12-15
002094,青岛金王,692551924,601156065,2006-12-15
002095,生 意 宝,252720000,251638091,2006-12-15
002096,南岭民爆,371287000,370852000,2006-12-22
002097,山河智能,1056068465,858582618,2006-12-22
002098,浔兴股份,358000000,310000000,2006-12-22
002099,海翔药业,1618820253,1591744153,2006-12-26
002100,天康生物,963404643,963404643,2006-12-26
002101,广东鸿图,532438366,425611479,2006-12-29
002102,ST冠福,2633836290,2127418866,2006-12-29
002103,广博股份,545623431,374318205,2007-01-10
002104,恒宝股份,712028800,603105375,2007-01-10
002105,信隆健康,368500000,368500000,2007-01-12
002106,莱宝高科,705816160,703854402,2007-01-12
002107,沃华医药,360756000,348296926,2007-01-24
002108,沧州明珠,1417924199,1417924199,2007-01-24
002109,兴化股份,1052944789,544988434,2007-01-26
002110,三钢闽光,1634384159,990627050,2007-01-26
002111,威海广泰,381827504,326646222,2007-01-26
002112,三变科技,201600000,183310787,2007-02-08
002113,天润数娱,1532692930,804928397,2007-02-08
002114,罗平锌电,323395267,323377492,2007-02-15
002115,三维通信,553559398,347066450,2007-02-15
002116,中国海诚,417628938,415484064,2007-02-15
002117,东港股份,363777614,363660765,2007-03-02
002118,紫鑫药业,1280759826,1025708968,2007-03-02
002119,康强电子,288680000,282695000,2007-03-02
002120,韵达股份,1712764576,235051247,2007-03-06
002121,科陆电子,1408349147,807808950,2007-03-06
002122,*ST天马,1188000000,1186997510,2007-03-28
002123,梦网集团,810606519,623007695,2007-03-28
002124,天邦股份,1159628098,939999510,2007-04-03
002125,湘潭电化,345599985,258950385,2007-04-03
002126,银轮股份,801081664,766273693,2007-04-18
002127,南极电商,2454870403,1479829776,2007-04-18
002128,露天煤业,1634378473,1634378473,2007-04-18
002129,中环股份,2785156473,2644236466,2007-04-20
002130,沃尔核材,1261849062,992336410,2007-04-20
002131,利欧股份,6057193067,3882360736,2007-04-27
002132,恒星科技,1256498403,1252476814,2007-04-27
002133,广宇集团,774144175,634957144,2007-04-27
002134,天津普林,245849768,245849768,2007-05-16
002135,东南网架,1034402200,852578782,2007-05-30
002136,安 纳 达,215020000,214009360,2007-05-30
002137,麦达数字,579063520,284800693,2007-06-13
002138,顺络电子,812037354,694801330,2007-06-13
002139,拓邦股份,1019046531,784155134,2007-06-29
002140,东华科技,446034534,439604422,2007-07-12
002141,贤丰控股,1134656519,636604250,2007-07-20
002142,宁波银行,5208555328,4630622386,2007-07-19
002143,印纪传媒,1769834184,974123891,2007-07-20
002144,宏达高科,176762528,140293495,2007-08-03
002145,中核钛白,1591245576,1000200692,2007-08-03
002146,荣盛发展,4348163851,3891673348,2007-08-08
002147,新光圆成,1828076415,536987008,2007-08-08
002148,北纬科技,567010567,442929896,2007-08-10
002149,西部材料,425414274,425339274,2007-08-10
002150,通润装备,274243887,273144387,2007-08-10
002151,北斗星通,512979215,273183148,2007-08-13
002152,广电运通,2428885725,2001907261,2007-08-13
002153,石基信息,1066788853,484463143,2007-08-13
002154,报 喜 鸟,1258205008,1104199877,2007-08-16
002155,湖南黄金,1202039474,1201927655,2007-08-16
002156,通富微电,1153704572,972429849,2007-08-16
002157,正邦科技,2364646873,2160166032,2007-08-17
002158,汉钟精机,535268522,528682224,2007-08-17
002159,三特索道,138666666,138549311,2007-08-17
002160,常铝股份,724269941,601836908,2007-08-21
002161,远 望 谷,739757400,693904523,2007-08-21
002162,悦心健康,855550000,853049872,2007-08-23
002163,中航三鑫,803550000,803415998,2007-08-23
002164,宁波东力,699347282,439943407,2007-08-23
002165,红 宝 丽,602058110,527367847,2007-09-13
002166,莱茵生物,437281362,353879596,2007-09-13
002167,东方锆业,620946000,618601500,2007-09-13
002168,深圳惠程,814139568,785849568,2007-09-19
002169,智光电气,787791994,755200164,2007-09-19
002170,芭田股份,886862627,643206504,2007-09-19
002171,楚江新材,1069208056,1027509079,2007-09-21
002172,澳洋健康,776481362,690420171,2007-09-21
002173,创新医疗,454856365,202684375,2007-09-25
002174,游族网络,888467873,616009930,2007-09-25
002175,东方网络,753778212,530289946,2007-10-12
002176,江特电机,1469182112,1468310259,2007-10-12
002177,御银股份,761191294,761191294,2007-11-01
002178,延华智能,712153001,710000096,2007-11-01
002179,中航光电,790940909,782470922,2007-11-01
002180,纳思达,1063587938,946232828,2007-11-13
002181,粤 传 媒,1161058174,1134432577,2007-11-16
002182,云海金属,646422538,450943309,2007-11-13
002183,怡 亚 通,2122697819,2120369182,2007-11-13
002184,海得控制,241404649,135867605,2007-11-16
002185,华天科技,2131112944,2130438916,2007-11-20
002186,全 聚 德,308463955,306328932,2007-11-20
002187,广百股份,342422568,342422568,2007-11-22
002188,*ST巴士,295627524,183620380,2007-11-22
002189,利达光电,199240000,196697080,2007-12-03
002190,成飞集成,358729343,345188382,2007-12-03
002191,劲嘉股份,1494834382,1302249813,2007-12-05
002192,融捷股份,259655203,236991744,2007-12-05
002193,如意集团,261715550,230416048,2007-12-07
002194,*ST凡谷,564669722,411336539,2007-12-07
002195,二三四五,4442964822,4236393395,2007-12-12
002196,方正电机,443510022,301146315,2007-12-12
002197,证通电子,515156948,434578314,2007-12-18
002198,嘉应制药,507509848,451260850,2007-12-18
002199,东晶电子,243442363,243442363,2007-12-21
002200,云投生态,184132890,131618104,2007-12-21
002201,九鼎新材,332467470,331635324,2007-12-26
002202,金风科技,2906142460,2854628273,2007-12-26
002203,海亮股份,1952458432,1633838065,2008-01-16
002204,大连重工,1931370032,1931370032,2008-01-16
002205,国统股份,116152018,116152018,2008-01-23
002206,海 利 得,1223028645,909684228,2008-01-23
002207,ST准油,239177378,237423207,2008-01-28
002208,合肥城建,320100000,319272748,2008-01-28
002209,达 意 隆,195244050,153746913,2008-01-30
002210,飞马国际,1652880386,1396952915,2008-01-30
002211,宏达新材,432475779,432475779,2008-02-01
002212,南洋股份,1146902165,781828529,2008-02-01
002213,特 尔 佳,206000000,206000000,2008-02-01
002214,大立科技,458666666,357321401,2008-02-18
002215,诺 普 信,914076384,724953648,2008-02-18
002216,三全食品,812426898,572162400,2008-02-20
002217,合力泰,3116416220,2550654367,2008-02-20
002218,拓日新能,1236342104,1215717329,2008-02-28
002219,恒康医疗,1865236430,1844379472,2008-03-06
002220,天宝食品,766480153,545266581,2008-02-28
002221,东华能源,1649782824,1517591794,2008-03-06
002222,福晶科技,427500000,422924999,2008-03-19
002223,鱼跃医疗,1002476929,855106299,2008-04-18
002224,三 力 士,658065698,471165743,2008-04-25
002225,濮耐股份,888183498,682700272,2008-04-25
002226,江南化工,1248981690,911278767,2008-05-06
002227,奥 特 迅,220597400,220299088,2008-05-06
002228,合兴包装,1169516948,1165442738,2008-05-08
002229,鸿博股份,501336213,411701923,2008-05-08
002230,科大讯飞,2092530492,1817162014,2008-05-12
002231,奥维通信,356800000,305893750,2008-05-12
002232,启明信息,408548455,403712418,2008-05-09
002233,塔牌集团,1192275016,1162124030,2008-05-16
002234,民和股份,302046632,191154259,2008-05-16
002235,安妮股份,623964810,500366731,2008-05-16
002236,大华股份,2898756130,1834309150,2008-05-20
002237,恒邦股份,910400000,851675000,2008-05-20
002238,天威视讯,617353200,617353200,2008-05-26
002239,奥特佳,3131359417,3023685582,2008-05-22
002240,威华股份,535343457,490653375,2008-05-23
002241,歌尔股份,3245103948,2719502003,2008-05-22
002242,九阳股份,767511000,761931000,2008-05-28
002243,通产丽星,364948956,364948956,2008-05-28
002244,滨江集团,3111443890,2702903890,2008-05-29
002245,澳洋顺昌,986719278,914404929,2008-06-05
002246,北化股份,549034794,413686536,2008-06-05
002247,聚力文化,851196049,544103481,2008-06-12
002248,华东数控,307495600,296622578,2008-06-12
002249,大洋电机,2370430924,1365490771,2008-06-19
002250,联化科技,925902056,884233673,2008-06-19
002251,步 步 高,863903951,846920256,2008-06-19
002252,上海莱士,4974622099,4972589099,2008-06-23
002253,川大智胜,225626095,206772119,2008-06-23
002254,泰和新材,610833600,610827019,2008-06-25
002255,海陆重工,842271055,519452184,2008-06-25
002256,兆新股份,1882411872,1247271821,2008-06-25
002258,利尔化学,524373030,522976633,2008-07-08
002259,ST升达,752328267,723714615,2008-07-16
002260,*ST德奥,265200000,265200000,2008-07-16
002261,拓维信息,1100766874,831333923,2008-07-23
002262,恩华药业,1020015711,884175044,2008-07-23
002263,*ST东南,1878360100,1878345700,2008-07-28
002264,新 华 都,692043880,601646965,2008-07-31
002265,西仪股份,318566172,303173328,2008-08-06
002266,浙富控股,1978719849,1637548918,2008-08-06
002267,陕天然气,1112075445,1112075445,2008-08-13
002268,卫 士 通,838336028,809902075,2008-08-11
002269,美邦服饰,2512500000,2343750000,2008-08-28
002270,华明装备,759239130,431434098,2008-09-05
002271,东方雨虹,1499162032,993474970,2008-09-10
002272,川润股份,430400000,320644388,2008-09-19
002273,水晶光电,862822803,812690210,2008-09-19
002274,华昌化工,634909764,625332753,2008-09-25
002275,桂林三金,590200000,533391150,2009-07-10
002276,万马股份,1035489098,1033911028,2009-07-10
002277,友阿股份,1416605200,1416605200,2009-07-17
002278,神开股份,363909648,343984823,2009-08-11
002279,久其软件,711226578,589392206,2009-08-11
002280,联络互动,2177149675,1751856394,2009-08-21
002281,光迅科技,647662752,622077215,2009-08-21
002282,博深工具,437738511,192952102,2009-08-21
002283,天润曲轴,1127553978,1023704308,2009-08-21
002284,亚太股份,737583199,685998841,2009-08-28
002285,世联行,2042970972,2010014632,2009-08-28
002286,保龄宝,369256000,369255175,2009-08-28
002287,奇正藏药,406000000,405999925,2009-08-28
002288,超华科技,931643744,800289882,2009-09-03
002289,宇顺电子,280253733,258961008,2009-09-03
002290,中科新材,242712330,210319125,2009-09-03
002291,星期六,398921895,396670643,2009-09-03
002292,奥飞娱乐,1357159525,763270831,2009-09-10
002293,罗莱生活,744729147,700309358,2009-09-10
002294,信立泰,1046016000,1046016000,2009-09-10
002295,精艺股份,250616000,250242500,2009-09-29
002296,辉煌科技,376656420,323711911,2009-09-29
002297,博云新材,471315045,397597012,2009-09-29
002298,中电兴发,691505915,518532066,2009-09-29
002299,圣农发展,1239480517,1100366957,2009-10-21
002300,太阳电缆,542700000,542658308,2009-10-21
002301,齐心集团,641801082,640500158,2009-10-21
002302,西部建设,1262354304,1032234050,2009-11-03
002303,美盈森,1531323685,1530758335,2009-11-03
002304,洋河股份,1506988000,1248485824,2009-11-06
002305,南国置业,1734215770,1623290407,2009-11-06
002306,*ST云网,800000000,793228462,2009-11-11
002307,北新路桥,898206436,891710821,2009-11-11
002308,威创股份,910356625,901784143,2009-11-27
002309,中利集团,871787068,469295514,2009-11-27
002310,东方园林,2682778484,1532496297,2009-11-27
002311,海大集团,1582091004,1544372370,2009-11-27
002312,三泰控股,1378091733,1014378745,2009-12-03
002313,日海智能,312000000,311330949,2009-12-03
002314,南山控股,2707782513,1137417381,2009-12-03
002315,焦点科技,235000000,123463971,2009-12-09
002316,亚联发展,393120000,293413643,2009-12-09
002317,众生药业,814461076,778935780,2009-12-11
002318,久立特材,841520326,820772046,2009-12-11
002319,乐通股份,200000000,199962031,2009-12-11
002320,海峡股份,660424648,558363850,2009-12-16
002321,华英农业,534291100,422559689,2009-12-16
002322,理工环科,396662205,350671950,2009-12-18
002323,*ST百特,745729656,317618625,2009-12-18
002324,普利特,406274967,235982865,2009-12-18
002325,洪涛股份,1249438640,920158371,2009-12-22
002326,永太科技,820093827,529075675,2009-12-22
002327,富安娜,871157604,509415219,2009-12-30
002328,新朋股份,448100000,323798210,2009-12-30
002329,皇氏集团,837640035,518629122,2010-01-06
002330,得利斯,502000000,501868900,2010-01-06
002331,皖通科技,388122312,303253261,2010-01-06
002332,仙琚制药,916212166,903983691,2010-01-12
002333,罗普斯金,502603600,484569720,2010-01-12
002334,英威腾,754225710,574080607,2010-01-13
002335,科华恒盛,279390230,225259949,2010-01-13
002336,人人乐,400000000,339250000,2010-01-13
002337,赛象科技,588615750,587730751,2010-01-15
002338,奥普光电,240000000,239978550,2010-01-15
002339,积成电子,393696000,329186175,2010-01-22
002340,格林美,4152174073,3783624223,2010-01-22
002341,新纶科技,1151556492,625441666,2010-01-22
002342,巨力索具,960000000,881085000,2010-01-26
002343,慈文传媒,474949686,369408495,2010-01-26
002344,海宁皮城,1282745046,1275335883,2010-01-26
002345,潮宏基,905412707,878699215,2010-01-28
002346,柘中股份,441575416,392283517,2010-01-28
002347,泰尔股份,449350562,319105885,2010-01-28
002348,高乐股份,947200000,738368889,2010-02-03
002349,精华制药,835724374,764588558,2010-02-03
002350,北京科锐,500271975,482853775,2010-02-03
002351,漫步者,595370000,288676200,2010-02-05
002352,顺丰控股,4418767258,1122971513,2010-02-05
002353,杰瑞股份,957853992,673969275,2010-02-05
002354,天神娱乐,936846900,588134429,2010-02-09
002355,兴民智通,624781419,483398681,2010-02-09
002356,赫美集团,527806548,480239402,2010-02-09
002357,富临运业,313489036,313154415,2010-02-10
002358,森源电气,929756977,910425280,2010-02-10
002359,北讯集团,1087191760,708560000,2010-02-10
002360,同德化工,391512600,296579467,2010-03-03
002361,神剑股份,837574116,580772693,2010-03-03
002362,汉王科技,217031292,177755576,2010-03-03
002363,隆基机械,416100301,385531565,2010-03-05
002364,中恒电气,563564960,515340343,2010-03-05
002365,永安药业,294682500,237920659,2010-03-05
002366,台海核电,867057350,489005089,2010-03-12
002367,康力电梯,797652687,524245033,2010-03-12
002368,太极股份,415229246,404198796,2010-03-12
002369,卓翼科技,579971704,399878180,2010-03-16
002370,亚太药业,536494456,407239451,2010-03-16
002371,北方华创,458004372,359336231,2010-03-16
002372,伟星新材,1310927490,1169785330,2010-03-18
002373,千方科技,1467612775,839287421,2010-03-18
002374,丽鹏股份,877427468,735037061,2010-03-18
002375,亚厦股份,1339996498,1242728918,2010-03-23
002376,新北洋,665712402,575856740,2010-03-23
002377,国创高新,916325201,485966859,2010-03-23
002378,章源钨业,924167436,923241956,2010-03-31
002379,宏创控股,926400000,926400000,2010-03-31
002380,科远股份,239991649,143353629,2010-03-31
002381,双箭股份,428500000,255031880,2010-04-02
002382,蓝帆医疗,964046086,485807939,2010-04-02
002383,合众思壮,745158184,486117428,2010-04-02
002384,东山精密,1606572477,1159925377,2010-04-09
002385,大北农,4242993865,2634836907,2010-04-09
002386,天原集团,780857017,671601662,2010-04-09
002387,维信诺,1367663046,469009758,2010-04-13
002388,新亚制程,503766600,399596250,2010-04-13
002389,南洋科技,946062685,586325057,2010-04-13
002390,信邦制药,1667228611,1139565456,2010-04-16
002391,长青股份,359486180,237714604,2010-04-16
002392,北京利尔,1190490839,756054435,2010-04-23
002393,力生制药,182454992,182454992,2010-04-23
002394,联发股份,323700000,322063209,2010-04-23
002395,双象股份,178806000,178806000,2010-04-29
002396,星网锐捷,583280278,539111233,2010-06-23
002397,梦洁股份,779764760,425676706,2010-04-29
002398,建研集团,692624177,525430894,2010-05-06
002399,海普瑞,1247201704,1247201704,2010-05-06
002400,省广集团,1743337128,1674758193,2010-05-06
002401,中远海科,303240000,302167026,2010-05-06
002402,和而泰,855755396,718510831,2010-05-11
002403,爱仕达,350320801,293030375,2010-05-11
002404,嘉欣丝绸,577673641,402042110,2010-05-11
002405,四维图新,1309470982,1042454488,2010-05-18
002406,远东传动,561000000,415701778,2010-05-18
002407,多氟多,702650481,543540420,2010-05-18
002408,齐翔腾达,1775209253,1744055779,2010-05-18
002409,雅克科技,462853503,183145196,2010-05-25
002410,广联达,1126551939,886412735,2010-05-25
002411,延安必康,1532283909,290331625,2010-05-25
002412,汉森制药,296000000,287825000,2010-05-25
002413,雷科防务,1139746650,995291349,2010-05-28
002414,高德红外,624256031,476169257,2010-07-16
002415,海康威视,9227270473,7914294968,2010-05-28
002416,爱施德,1239281806,1173173820,2010-05-28
002417,深南股份,270000000,225852529,2010-06-01
002418,康盛股份,1136400000,1002718874,2010-06-01
002419,天虹股份,1200300000,1199895987,2010-06-01
002420,毅昌股份,401000000,391717442,2010-06-01
002421,达实智能,1902159229,1522632963,2010-06-03
002422,科伦药业,1439845500,1029444968,2010-06-03
002423,中原特钢,502986577,502986352,2010-06-03
002424,贵州百灵,1411200000,728368488,2010-06-03
002425,凯撒文化,813744432,804381635,2010-06-08
002426,胜利精密,3441517719,2152033335,2010-06-08
002427,*ST尤夫,398154658,384663624,2010-06-08
002428,云南锗业,653120000,644314718,2010-06-08
002429,兆驰股份,4526940607,3972931638,2010-06-10
002430,杭氧股份,964603777,949807814,2010-06-10
002431,棕榈股份,1486985450,1324777184,2010-06-10
002432,九安医疗,432805921,432805921,2010-06-10
002433,太安堂,768907200,691510000,2010-06-18
002434,万里扬,1350000000,1019076300,2010-06-18
002435,长江润发,834320551,312341018,2010-06-18
002436,兴森科技,1487907504,1262529294,2010-06-18
002437,誉衡药业,2198122950,2172097635,2010-06-23
002438,江苏神通,485772156,371478695,2010-06-23
002439,启明星辰,896692587,585455619,2010-06-23
002440,闰土股份,1150500000,923601760,2010-07-06
002441,众业达,545283109,392678053,2010-07-06
002442,龙星化工,480000000,479552250,2010-07-06
002443,金洲管道,520535520,507476990,2010-07-06
002444,巨星科技,1075247700,1011855624,2010-07-13
002445,ST中南,1408839070,1298821871,2010-07-13
002446,盛路通信,762110260,422332101,2010-07-13
002447,晨鑫科技,1427193000,1325792363,2010-07-13
002448,中原内配,607615305,461839495,2010-07-16
002449,国星光电,618477169,607507224,2010-07-16
002450,康得新,3540900282,2892517006,2010-07-16
002451,摩恩电气,439200000,415750600,2010-07-20
002452,长高集团,529400000,393148788,2010-07-20
002453,华软科技,571300000,554716322,2010-07-20
002454,松芝股份,632199600,616545416,2010-07-20
002455,百川股份,516977142,348752133,2010-08-03
002456,欧菲科技,2712945875,2667719538,2010-08-03
002457,青龙管业,334992000,334452486,2010-08-03
002458,益生股份,337378701,178629421,2010-08-10
002459,天业通联,388689351,386984955,2010-08-10
002460,赣锋锂业,1114896080,792507091,2010-08-10
002461,珠江啤酒,2213328480,1360321586,2010-08-18
002462,嘉事堂,250526315,249317836,2010-08-18
002463,沪电股份,1719120663,1673642533,2010-08-18
002464,众应互联,326121493,326095978,2010-08-31
002465,海格通信,2306943384,2087775793,2010-08-31
002466,天齐锂业,1142052851,1135960009,2010-08-31
002467,二六三,787380220,640861426,2010-09-08
002468,申通快递,1530802166,331775350,2010-09-08
002469,三维工程,503262849,463423224,2010-09-08
002470,金正大,3290622729,2725155521,2010-09-08
002471,中超控股,1268000000,1265562541,2010-09-10
002472,双环传动,686540920,550201005,2010-09-10
002473,*ST圣莱,160000000,160000000,2010-09-10
002474,榕基软件,622200000,468648270,2010-09-15
002475,立讯精密,4114616722,4110492212,2010-09-15
002476,宝莫股份,612000000,586304840,2010-09-15
002477,雏鹰农牧,3135159630,1970676602,2010-09-15
002478,常宝股份,959992879,593609755,2010-09-21
002479,富春环保,894100000,789606220,2010-09-21
002480,新筑股份,655614000,638815918,2010-09-21
002481,双塔食品,1243390000,1107127650,2010-09-21
002482,广田集团,1537279657,1529295846,2010-09-29
002483,润邦股份,672447760,671230146,2010-09-29
002484,江海股份,815155441,763647129,2010-09-29
002485,希努尔,544000000,544000000,2010-10-15
002486,嘉麟杰,832000000,832000000,2010-10-15
002487,大金重工,552200000,533165625,2010-10-15
002488,金固股份,1011203661,768059989,2010-10-21
002489,浙江永强,2175736503,1878686453,2010-10-21
002490,山东墨龙,541722000,288774000,2010-10-21
002491,通鼎互联,1261553144,1176505827,2010-10-21
002492,恒基达鑫,405000000,398131742,2010-11-02
002493,荣盛石化,6291107750,5125837500,2010-11-02
002494,华斯股份,385560818,295020162,2010-11-02
002495,佳隆股份,935625600,713934903,2010-11-02
002496,ST辉丰,1507501326,966098263,2010-11-09
002497,雅化集团,960000000,814848773,2010-11-09
002498,汉缆股份,3326796000,3326796000,2010-11-09
002499,科林环保,189000000,188984175,2010-11-09
002500,山西证券,2828725153,2828725153,2010-11-15
002501,利源精制,1214835580,961735352,2010-11-17
002502,骅威文化,859828874,621464448,2010-11-17
002503,搜于特,3092505396,1994799832,2010-11-17
002504,弘高创意,1025800523,414548971,2010-11-18
002505,大康农业,5485372200,5485372200,2010-11-18
002506,协鑫集成,5062400000,2523520000,2010-11-18
002507,涪陵榨菜,789357241,775128657,2010-11-23
002508,老板电器,949032825,934535156,2010-11-23
002509,天广中茂,2492492696,1947946948,2010-11-23
002510,天汽模,896241132,786848177,2010-11-25
002511,中顺洁柔,1286692741,1257260522,2010-11-25
002512,达华智能,1095386132,676265652,2010-12-03
002513,蓝丰生化,340086278,254413270,2010-12-03
002514,宝馨科技,554034264,388005184,2010-12-03
002515,金字火腿,978313280,821081707,2010-12-03
002516,旷达科技,1502392852,942723281,2010-12-07
002517,恺英网络,2152517634,874279806,2010-12-07
002518,科士达,582445394,557951026,2010-12-07
002519,银河电子,1126430898,831547845,2010-12-07
002520,日发精机,554088969,497368379,2010-12-10
002521,齐峰新材,494685819,425292848,2010-12-10
002522,浙江众成,905779387,854169259,2010-12-10
002523,天桥起重,1416640800,1348516654,2010-12-10
002524,光正集团,503332800,481939290,2010-12-17
002526,山东矿机,1782793836,1517412674,2010-12-17
002527,新时达,620184257,420730796,2010-12-24
002528,英飞拓,1198675082,864163174,2010-12-24
002529,海源复材,260000000,200000000,2010-12-24
002530,金财互联,785186964,338566675,2010-12-31
002531,天顺风能,1779019047,1769006513,2010-12-31
002532,新界泵业,503080023,377873464,2010-12-31
002533,金杯电工,553121280,518253195,2010-12-31
002534,杭锅股份,739391850,726947835,2011-01-10
002535,林州重机,801683074,569303753,2011-01-11
002536,西泵股份,333807876,314114151,2011-01-11
002537,海联金汇,1251350095,1208452384,2011-01-10
002538,司尔特,718120283,698446233,2011-01-18
002539,云图控股,1010100000,605549663,2011-01-18
002540,亚太科技,1270529500,894995363,2011-01-18
002541,鸿路钢构,523718853,369524687,2011-01-18
002542,中化岩土,1811025812,806652084,2011-01-28
002543,万和电气,572000000,485261075,2011-01-28
002544,杰赛科技,571388692,511389893,2011-01-28
002545,东方铁塔,1291154187,771155527,2011-02-11
002546,新联电子,834049096,781903697,2011-02-11
002547,春兴精工,1128057168,654623418,2011-02-18
002548,金新农,380550126,312318913,2011-02-18
002549,凯美特气,623700000,620234925,2011-02-18
002550,千红制药,1280000000,903749927,2011-02-18
002551,尚荣医疗,705917914,407564664,2011-02-25
002552,*ST宝鼎,306232338,200148944,2011-02-25
002553,南方轴承,348000000,234294201,2011-02-25
002554,惠博普,1070810000,769495201,2011-02-25
002555,三七互娱,2124870253,1183117099,2011-03-02
002556,辉隆股份,717600000,698859122,2011-03-02
002557,洽洽食品,507000000,507000000,2011-03-02
002558,巨人网络,2024379932,427109360,2011-03-02
002559,亚威股份,373003481,313703144,2011-03-03
002560,通达股份,429141351,270332025,2011-03-03
002561,徐家汇,415763000,397262145,2011-03-03
002562,兄弟科技,866090199,497903140,2011-03-10
002563,森马服饰,2699847700,1838813286,2011-03-11
002564,天沃科技,882914400,602180848,2011-03-10
002565,顺灏股份,709104615,684756138,2011-03-18
002566,益盛药业,330951600,227759429,2011-03-18
002567,唐人神,836570799,757204141,2011-03-25
002568,百润股份,531742650,372757366,2011-03-25
002569,步森股份,140010000,139775250,2011-04-12
002570,*ST因美,1022520000,1022476500,2011-04-12
002571,德力股份,391950700,253197600,2011-04-12
002572,索菲亚,923426310,638083160,2011-04-12
002573,清新环境,1081272100,1078674825,2011-04-22
002574,明牌珠宝,528000000,528000000,2011-04-22
002575,群兴玩具,588720000,588104625,2011-04-22
002576,通达动力,165100000,164415254,2011-04-28
002577,雷柏科技,282880000,281293440,2011-04-28
002578,闽发铝业,988093296,563428000,2011-04-28
002579,中京电子,372772800,346909396,2011-05-06
002580,圣阳股份,354057227,301351687,2011-05-06
002581,未名医药,659735586,400789736,2011-05-20
002582,好想你,515684160,261364260,2011-05-20
002583,海能达,1837220491,1047165384,2011-05-27
002584,西陇科学,585216422,356162359,2011-06-02
002585,双星新材,1156278085,852192212,2011-06-02
002586,围海股份,1144223714,689608037,2011-06-02
002587,奥拓电子,611214834,393072086,2011-06-10
002588,史丹利,1156884000,752164847,2011-06-10
002589,瑞康医药,1504710471,1083610850,2011-06-10
002590,万安科技,479646926,434475848,2011-06-10
002591,恒大高新,308006909,181891171,2011-06-21
002592,八菱科技,283331157,212739174,2011-11-11
002593,日上集团,701145000,466583380,2011-06-28
002594,比亚迪,1813142855,1142213919,2011-06-30
002595,豪迈科技,800000000,527051434,2011-06-28
002596,海南瑞泽,1070602206,862638458,2011-07-07
002597,金禾实业,558768374,554050305,2011-07-07
002598,山东章鼓,312000000,270164663,2011-07-07
002599,盛通股份,324683378,191345033,2011-07-15
002600,领益智造,6724976982,1487891022,2011-07-15
002601,龙蟒佰利,2032020889,705530548,2011-07-15
002602,世纪华通,2334756244,1277061369,2011-07-28
002603,以岭药业,1206306583,989143477,2011-07-28
002604,*ST龙力,599561402,512832558,2011-07-28
002605,姚记扑克,397769187,267362225,2011-08-05
002606,大连电瓷,407496000,402563434,2011-08-05
002607,亚夏汽车,820335960,705402441,2011-08-10
002608,江苏国信,3778079704,538952097,2011-08-10
002609,捷顺科技,665877771,366912372,2011-08-15
002610,爱康科技,4489969012,4223235950,2011-08-15
002611,东方精工,1838647096,1027686529,2011-08-30
002612,朗姿股份,400000000,209576508,2011-08-30
002613,北玻股份,937170000,519683172,2011-08-30
002614,奥佳华,561602000,321839789,2011-09-09
002615,哈尔斯,410400000,229153678,2011-09-09
002616,长青集团,741883144,459407044,2011-09-20
002617,露笑科技,1102237150,1046614566,2011-09-20
002618,丹邦科技,547920000,547920000,2011-09-20
002619,艾格拉斯,1844896231,1363059222,2011-09-29
002620,瑞和股份,362500000,298838307,2011-09-29
002621,三垒股份,347595000,325288581,2011-09-29
002622,融钰集团,840000000,839956950,2011-10-18
002623,亚玛顿,160000000,159573625,2011-10-13
002624,完美世界,1314799692,465988755,2011-10-28
002625,光启技术,2154587862,510848232,2011-11-03
002626,金达威,616481927,600126867,2011-10-28
002627,宜昌交运,314714579,277156931,2011-11-03
002628,成都路桥,737416215,723572463,2011-11-03
002629,仁智股份,411948000,344600433,2011-11-03
002630,华西能源,1180800000,970427764,2011-11-11
002631,德尔未来,667866000,646879421,2011-11-11
002632,道明光学,626420744,554399980,2011-11-22
002633,申科股份,150000000,149418750,2011-11-22
002634,棒杰股份,461002575,270185678,2011-12-05
002635,安洁科技,737951831,365890823,2011-11-25
002636,金安国纪,728000000,246448472,2011-11-25
002637,赞宇科技,423450000,258497120,2011-11-25
002638,勤上股份,1518685574,979369882,2011-11-25
002639,雪人股份,674072767,516348985,2011-12-05
002640,跨境通,1558041330,999835018,2011-12-08
002641,永高股份,1123200000,895924478,2011-12-08
002642,荣之联,661580313,515719286,2011-12-20
002643,万润股份,909133215,877382398,2011-12-20
002644,佛慈制药,510657000,510657000,2011-12-22
002645,华宏科技,356056532,252666303,2011-12-20
002646,青青稞酒,450000000,449777825,2011-12-22
002647,仁东控股,559936650,559926950,2011-12-28
002648,卫星石化,1065610806,1036069476,2011-12-28
002649,博彦科技,525492600,417111294,2012-01-06
002650,加加食品,1152000000,947094260,2012-01-06
002651,利君股份,1017500000,384140416,2012-01-06
002652,扬子新材,512064000,509526600,2012-01-19
002653,海思科,1080270000,455349800,2012-01-17
002654,万润科技,902605378,588374948,2012-02-17
002655,共达电声,360000000,359997500,2012-02-17
002656,摩登大道,712519844,471710667,2012-02-28
002657,中科金财,337576686,279678306,2012-02-28
002658,雪迪龙,604888030,304703665,2012-03-09
002659,凯文教育,498566987,310994750,2012-03-09
002660,茂硕电源,274327707,205466239,2012-03-16
002661,克明面业,331930298,327355042,2012-03-16
002662,京威股份,1500000000,1445301100,2012-03-09
002663,普邦股份,1795890452,1250103504,2012-03-16
