证券代码,证券简称,融资买入额(元),融资余额(元),融券卖出量(股),融券余量(股),融券余额(元),融资融券余额(元)
1,深发展Ａ,"14,354,453","671,199,834","1,300","27,333","437,875","671,637,709"
2,万  科Ａ,0,"176,380,525",0,"4,609,237","41,160,487","217,541,012"
9,中国宝安,"20,906,983","413,688,832","147,000","315,638","3,604,586","417,293,418"
12,南  玻Ａ,"5,745,896","143,828,464","138,301","161,300","1,498,476","145,326,940"
21,长城开发,"4,190,311","58,448,008","20,300","21,511","132,508","58,580,516"
24,招商地产,"3,708,616","111,659,495","125,449","622,979","14,515,411","126,174,906"
31,中粮地产,"1,870,814","51,021,512",0,"30,700","140,606","51,162,118"
39,中集集团,"4,112,033","284,602,082","253,965","661,045","10,173,482","294,775,564"
59,辽通化工,"3,379,753","127,752,808","169,700","56,045","536,351","128,289,159"
60,中金岭南,"3,712,010","150,358,833","5,000","785,945","7,560,791","157,919,624"
61,农 产 品,"2,225,625","135,773,435","125,067","126,067","830,782","136,604,217"
63,中兴通讯,"12,654,994","300,662,066","43,980","235,667","3,897,932","304,559,998"
69,华侨城Ａ,"13,850,943","160,528,687","278,000","320,856","2,361,500","162,890,187"
100,TCL 集团,"12,022,875","200,799,833","1,938,800","1,275,422","2,729,403","203,529,236"
157,中联重科,"11,865,895","346,904,388","605,500","1,498,199","14,877,116","361,781,504"
338,潍柴动力,"17,907,266","370,171,353","86,800","67,964","2,236,016","372,407,369"
400,许继电气,"4,186,398","107,812,020","6,650","78,901","1,473,871","109,285,891"
401,冀东水泥,"2,407,302","66,190,067","94,113","194,890","3,506,071","69,696,138"
402,金 融 街,"1,486,973","181,039,773","3,000","255,389","1,705,999","182,745,772"
422,湖北宜化,"20,184,191","196,210,961","103,200","81,138","1,661,706","197,872,667"
423,东阿阿胶,"6,051,986","161,218,635","16,400","83,635","3,354,599","164,573,234"
425,徐工机械,"12,539,433","152,412,977","20,500","143,100","2,103,570","154,516,547"
503,海虹控股,"2,141,638","80,612,002","8,000","17,265","106,352","80,718,354"
522,白云山Ａ,"62,695,798","123,206,468","1,000","7,500","120,900","123,327,368"
527,美的电器,"3,556,520","184,611,567","74,400","45,226","612,812","185,224,379"
528,柳    工,"8,164,118","146,188,753","42,500","117,180","1,450,689","147,639,442"
538,云南白药,"8,085,784","102,658,254","72,000","166,755","8,901,382","111,559,636"
540,中天城投,"2,200,560","106,845,571",0,"43,600","352,288","107,197,859"
541,佛山照明,"2,141,772","56,917,524","1,200","23,000","221,030","57,138,554"
550,江铃汽车,"143,530","6,170,653","9,800","53,872","1,239,056","7,409,709"
559,万向钱潮,"3,222,725","186,020,667","41,840","106,144","645,355","186,666,022"
562,宏源证券,"3,254,478","176,825,060","113,107","398,142","6,035,833","182,860,893"
568,泸州老窖,"20,021,686","263,444,501","96,683","320,871","14,249,880","277,694,381"
581,威孚高科,"4,554,758","43,688,099","13,000","38,857","1,326,189","45,014,288"
612,焦作万方,"1,588,233","52,381,495","6,953","25,700","340,525","52,722,020"
623,吉林敖东,"9,908,089","445,302,516","5,816","241,237","6,139,482","451,441,998"
625,长安汽车,"940,490","11,185,082","99,200","240,902","1,134,648","12,319,730"
629,攀钢钒钛,"19,811,011","391,347,947","287,600","377,900","3,095,001","394,442,948"
630,铜陵有色,"16,958,065","317,976,242","238,701","312,562","6,841,982","324,818,224"
651,格力电器,"12,285,596","211,406,336","42,200","902,422","19,492,313","230,898,649"
652,泰达股份,"3,399,694","89,769,770","1,000","149,791","669,566","90,439,336"
655,金岭矿业,"1,701,842","100,087,504",0,"3,200","44,064","100,131,568"
680,山推股份,"3,993,699","114,360,407","6,000","72,599","699,854","115,060,261"
686,东北证券,"1,473,059","53,221,163","41,636","266,281","4,686,546","57,907,709"
690,宝新能源,"2,426,163","28,658,457","115,400","80,300","313,973","28,972,430"
709,河北钢铁,"6,714,704","260,687,131","40,947","451,447","1,367,884","262,055,015"
718,苏宁环球,"2,017,464","49,728,647","159,993","216,171","1,539,137","51,267,784"
728,国元证券,"3,139,724","184,090,733","155,062","279,599","2,986,117","187,076,850"
729,燕京啤酒,"3,795,362","95,691,754","23,900","149,050","2,365,423","98,057,177"
758,中色股份,"30,272,370","231,655,388","136,031","131,026","3,299,235","234,954,623"
762,西藏矿业,"4,831,578","102,590,501","26,800","91,582","1,612,759","104,203,260"
768,西飞国际,"5,998,389","179,372,309","48,200","253,310","2,173,400","181,545,709"
776,广发证券,"10,094,158","157,810,347","238,880","819,062","26,062,552","183,872,899"
778,新兴铸管,"6,531,862","98,812,593",0,"109,047","895,276","99,707,869"
780,平庄能源,"2,068,918","70,175,169","39,443","104,383","1,420,652","71,595,821"
783,长江证券,"4,852,827","126,480,147","134,301","1,065,461","10,239,081","136,719,228"
786,北新建材,"450,189","41,756,955","3,000","78,455","1,084,248","42,841,203"
792,盐湖股份,"21,958,696","429,051,055","79,357","68,970","2,290,493","431,341,548"
793,华闻传媒,0,"92,003,408",0,"45,500","295,295","92,298,703"
