证券代码,证券简称,融资买入额(元),融资余额(元),融券卖出量(股),融券余量(股),融券余额(元),融资融券余额(元)
1,平安银行,"80,163,509","3,853,915,963","5,237,373","2,438,258","23,602,338","3,877,518,301"
2,万  科Ａ,"69,318,403","1,560,379,567","7,825,645","5,158,376","47,766,561","1,608,146,128"
6,深振业Ａ,"1,481,899","139,790,706","1,000","9,705","38,723","139,829,429"
9,中国宝安,"46,241,143","1,384,423,585","786,591","951,267","9,731,463","1,394,155,048"
12,南  玻Ａ,"28,193,800","576,792,142","631,676","1,153,865","9,669,389","586,461,531"
21,长城开发,"12,017,196","237,543,060","196,100","527,700","2,707,101","240,250,161"
24,招商地产,"13,079,549","457,418,993","699,886","961,968","24,770,676","482,189,669"
27,深圳能源,"2,514,780","144,447,638","15,400","88,700","454,144","144,901,782"
28,国药一致,"4,292,694","95,797,890","22,700","35,588","1,142,375","96,940,265"
31,中粮地产,"1,523,225","175,576,672","68,400","286,500","1,031,400","176,608,072"
39,中集集团,"20,477,538","344,056,301","506,891","881,271","9,561,791","353,618,092"
43,中航地产,"5,943,488","122,702,063","20,000","94,600","565,708","123,267,771"
46,泛海建设,"2,860,229","145,340,296","380,500","924,542","4,382,329","149,722,625"
49,德赛电池,"6,592,556","119,069,506",100,"13,200","796,224","119,865,730"
50,深天马Ａ,"11,169,646","393,912,907","16,200","29,401","335,171","394,248,078"
59,辽通化工,"2,354,176","276,409,113","122,000","503,927","2,267,672","278,676,785"
60,中金岭南,"1,984,343","235,085,671","664,780","1,391,701","9,407,899","244,493,570"
61,农 产 品,"6,434,341","439,194,934","374,695","593,513","3,709,456","442,904,390"
63,中兴通讯,"128,977,390","783,083,443","1,370,622","2,386,434","35,223,765","818,307,208"
69,华侨城Ａ,"36,812,903","413,896,712","2,676,544","2,545,086","14,608,792","428,505,504"
89,深圳机场,"747,295","37,668,729","42,800","50,300","180,074","37,848,803"
100,TCL 集团,"23,093,028","800,601,939","1,789,458","4,397,900","9,499,464","810,101,403"
157,中联重科,"12,518,761","961,234,556","930,300","4,273,564","21,624,234","982,858,790"
338,潍柴动力,"7,163,608","425,464,720","280,210","546,544","9,646,502","435,111,222"
400,许继电气,"18,710,302","747,594,772","73,400","253,251","6,774,465","754,369,237"
401,冀东水泥,"7,761,727","209,409,130","221,200","576,848","4,026,398","213,435,528"
402,金 融 街,"8,323,903","653,198,441","748,413","913,204","4,483,832","657,682,273"
417,合肥百货,"4,214,250","191,512,407","29,800","75,400","385,294","191,897,701"
422,湖北宜化,"6,437,301","384,076,392","341,400","552,502","3,530,487","387,606,879"
423,东阿阿胶,"30,549,341","604,694,285","142,015","485,804","20,496,070","625,190,355"
425,徐工机械,"2,413,239","245,150,904","338,508","897,570","6,695,873","251,846,777"
426,兴业矿业,"3,748,621","113,338,869","46,364","62,250","453,802","113,792,671"
501,鄂武商Ａ,"1,827,770","190,406,181","6,090","32,190","333,488","190,739,669"
503,海虹控股,"41,112,769","1,346,867,698","19,300","591,300","10,519,227","1,357,386,925"
506,中润资源,"6,548,302","103,548,460","15,500","32,002","157,130","103,705,590"
511,银基发展,"3,738,831","283,018,842","21,000","94,700","418,574","283,437,416"
513,丽珠集团,"8,043,650","166,384,556","1,400","2,100","76,734","166,461,290"
528,柳    工,"4,167,644","194,172,181","128,700","447,511","2,747,718","196,919,899"
537,广宇发展,"14,247,271","139,069,907","27,000","72,700","519,805","139,589,712"
538,云南白药,"14,055,915","113,457,996","121,100","1,146,521","122,093,021","235,551,017"
539,粤电力Ａ,"3,337,023","131,686,498",0,0,0,"131,686,498"
540,中天城投,"12,749,724","401,787,908","107,000","229,116","1,544,241","403,332,149"
550,江铃汽车,"1,240,275","197,336,738","10,013","110,450","1,715,289","199,052,027"
551,创元科技,"14,113,200","247,652,763","3,000","34,209","253,489","247,906,252"
552,靖远煤电,"4,698,552","111,970,960","17,500","29,264","265,132","112,236,092"
559,万向钱潮,"14,192,553","397,318,365","124,030","222,590","1,208,664","398,527,029"
562,宏源证券,"155,724,014","1,545,398,774","3,273,834","1,249,534","11,320,778","1,556,719,552"
563,陕国投Ａ,"44,278,968","414,362,092","73,300","189,820","1,609,674","415,971,766"
568,泸州老窖,"30,936,924","592,331,878","331,636","861,392","20,854,299","613,186,177"
572,海马汽车,"9,207,622","145,908,622","43,000","61,818","220,072","146,128,694"
581,威孚高科,"14,617,972","578,689,733","326,132","384,440","7,834,886","586,524,619"
592,中福实业,"8,961,303","211,995,106","12,900","16,700","69,472","212,064,578"
596,古井贡酒,"3,553,366","89,266,596","64,262","46,697","953,086","90,219,682"
598,兴蓉投资,"74,082,935","864,921,433","270,295","57,800","306,918","865,228,351"
616,亿城股份,0,"136,965,409",0,"7,700","21,175","136,986,584"
623,吉林敖东,"29,585,123","871,191,139","603,911","1,052,194","16,887,714","888,078,853"
625,长安汽车,"15,154,977","486,900,869","1,167,907","2,266,504","18,743,990","505,644,859"
629,攀钢钒钛,"28,027,835","709,222,536","2,082,410","3,111,100","6,813,309","716,035,845"
630,铜陵有色,"6,105,439","335,095,606","282,200","756,991","7,971,114","343,066,720"
631,顺发恒业,"578,494","42,469,971","47,300","60,200","263,676","42,733,647"
650,仁和药业,"12,989,931","212,802,679","51,600","42,900","209,781","213,012,460"
651,格力电器,"18,977,957","729,615,011","720,556","2,810,654","70,940,906","800,555,917"
655,金岭矿业,"1,911,595","114,234,653","86,390","114,140","828,657","115,063,310"
661,长春高新,"15,280,973","783,390,403",100,"26,900","2,822,348","786,212,751"
667,名流置业,"1,602,769","108,058,035","92,900","98,100","169,713","108,227,748"
671,阳 光 城,"12,038,785","96,006,469","9,200","34,341","387,709","96,394,178"
680,山推股份,"3,710,987","129,912,662","118,200","220,291","698,322","130,610,984"
685,中山公用,"6,689,596","133,790,539","49,100","99,300","992,007","134,782,546"
686,东北证券,"18,710,010","363,001,299","304,710","329,537","5,733,943","368,735,242"
690,宝新能源,"3,845,528","239,718,024","15,000","140,600","646,760","240,364,784"
709,河北钢铁,"6,016,456","288,882,403","2,889,600","1,683,800","3,081,354","291,963,757"
718,苏宁环球,"5,222,452","185,889,770","330,600","316,704","1,741,872","187,631,642"
725,京东方Ａ,"55,878,132","1,076,195,843","5,669,500","813,444","1,732,636","1,077,928,479"
728,国元证券,"8,597,462","517,101,107","701,287","573,215","4,815,007","521,916,114"
729,燕京啤酒,"4,900,299","322,971,262","375,664","648,134","3,856,397","326,827,659"
735,罗 牛 山,"6,640,580","246,244,249","316,200","32,500","172,575","246,416,824"
737,南风化工,"2,797,553","137,356,294","3,500","6,900","32,568","137,388,862"
750,国海证券,"133,808,657","530,934,568","837,506","517,271","6,657,278","537,591,846"
758,中色股份,"78,901,466","405,206,081","725,656","438,912","5,762,914","410,968,995"
762,西藏矿业,"18,524,230","449,212,418","38,600","209,601","2,538,268","451,750,686"
768,中航飞机,"7,585,310","672,288,389","308,918","924,684","8,275,922","680,564,311"
776,广发证券,"37,336,574","1,893,610,395","3,904,196","1,919,312","22,417,564","1,916,027,959"
778,新兴铸管,"5,269,462","231,721,472","216,076","580,936","2,678,115","234,399,587"
780,平庄能源,"2,789,835","101,237,038","218,400","393,230","1,993,677","103,230,715"
783,长江证券,"19,976,115","764,610,819","2,422,661","2,119,680","16,978,635","781,589,454"
786,北新建材,"4,698,626","315,144,299","24,800","231,655","3,813,041","318,957,340"
789,江西水泥,"9,198,950","127,821,193","19,800","23,300","202,477","128,023,670"
792,盐湖股份,"9,844,248","495,808,491","256,252","644,053","10,858,734","506,667,225"
793,华闻传媒,"123,325,023","1,973,224,378","273,400","369,791","5,177,074","1,978,401,452"
799,酒 鬼 酒,"17,857,077","339,683,316","53,500","18,100","316,750","340,000,066"
800,一汽轿车,"26,202,413","486,720,507","450,920","907,305","10,905,806","497,626,313"
807,云铝股份,"340,731","79,856,885","131,300","598,639","2,143,127","82,000,012"
811,烟台冰轮,"7,779,833","177,051,067","41,900","57,177","359,072","177,410,139"
816,江淮动力,"3,698,199","236,299,614",0,"49,600","220,224","236,519,838"
823,超声电子,"34,673,892","248,156,370","30,600","32,200","289,800","248,446,170"
826,桑德环境,"33,077,717","480,075,413","3,400","22,414","812,732","480,888,145"
830,鲁西化工,"10,034,074","204,788,121","55,600","70,700","250,278","205,038,399"
839,中信国安,"26,327,806","575,732,712","414,420","848,348","5,955,402","581,688,114"
848,承德露露,"6,503,344","129,230,906","1,200","57,770","1,306,180","130,537,086"
858,五 粮 液,"26,185,063","1,423,561,303","1,260,277","996,895","18,980,880","1,442,542,183"
860,顺鑫农业,"3,621,959","112,007,499","17,900","36,400","403,312","112,410,811"
869,张  裕Ａ,"10,554,444","323,536,539","27,000","77,706","2,425,981","325,962,520"
876,新 希 望,"13,001,012","341,918,781","117,100","397,571","3,725,240","345,644,021"
877,天山股份,"4,826,162","249,625,753","20,700","30,500","173,240","249,798,993"
878,云南铜业,"1,982,896","131,218,225","100,380","937,477","8,306,046","139,524,271"
887,中鼎股份,"9,755,796","304,364,130",500,"77,380","522,315","304,886,445"
895,双汇发展,"9,364,176","308,386,111","254,330","1,110,951","45,548,991","353,935,102"
917,电广传媒,"141,441,855","1,465,975,248","123,862","142,562","1,945,971","1,467,921,219"
926,福星股份,"6,527,108","333,736,234","14,500","31,300","214,718","333,950,952"
927,一汽夏利,"1,239,260","129,813,486","25,700","208,300","714,469","130,527,955"
930,中粮生化,"8,085,826","261,661,041","44,300","30,306","114,859","261,775,900"
933,神火股份,"3,150,891","199,563,000","235,000","755,980","3,439,709","203,002,709"
937,冀中能源,"8,969,914","395,183,112","228,250","820,225","6,660,226","401,843,338"
939,凯迪电力,"2,824,447","177,307,831","18,900","72,100","342,475","177,650,306"
960,锡业股份,"3,762,544","250,753,544","62,100","710,832","7,790,717","258,544,261"
961,中南建设,"2,423,011","93,403,903","101,600","153,420","1,429,874","94,833,777"
962,东方钽业,"6,792,065","130,929,126","22,100","59,700","637,596","131,566,722"
963,华东医药,"3,298,607","54,733,297","29,300","54,870","2,418,120","57,151,417"
968,煤 气 化,"2,296,915","122,595,060","59,500","181,635","1,276,894","123,871,954"
969,安泰科技,"3,579,105","249,717,029","128,857","567,662","4,410,734","254,127,763"
970,中科三环,"30,845,435","661,529,773","993,241","307,250","4,427,472","665,957,245"
975,银泰资源,"3,998,426","286,523,002","30,000","25,500","205,020","286,728,022"
983,西山煤电,"6,769,742","415,818,282","687,741","1,219,718","8,818,561","424,636,843"
989,九 芝 堂,"13,923,867","221,299,220","23,400","51,200","633,344","221,932,564"
998,隆平高科,"11,858,920","108,482,998","3,200","34,700","750,908","109,233,906"
999,华润三九,0,"75,072,098",0,"426,998","12,528,121","87,600,219"
2001,新 和 成,"4,036,807","176,117,796","128,063","349,437","5,402,295","181,520,091"
2005,德豪润达,"25,929,901","435,576,498","2,700","76,500","735,165","436,311,663"
2006,精功科技,"3,088,839","93,206,967","2,000","97,501","702,007","93,908,974"
2007,华兰生物,"58,557,904","539,474,430","66,000","508,921","14,153,094","553,627,524"
2008,大族激光,"46,380,742","775,689,554","189,400","369,655","4,313,874","780,003,428"
2011,盾安环境,"13,539,564","257,609,089","132,000","123,300","1,239,165","258,848,254"
2024,苏宁云商,"60,840,566","1,575,672,899","1,548,788","4,407,095","24,591,591","1,600,264,490"
2029,七 匹 狼,"6,090,788","255,019,583",0,"13,050","92,003","255,111,586"
2038,双鹭药业,"22,021,634","245,496,741","83,400","269,632","14,964,576","260,461,317"
2041,登海种业,"7,560,285","174,513,308","6,400","28,593","629,904","175,143,212"
2050,三花股份,"8,001,383","184,269,135","24,837","87,817","1,153,037","185,422,172"
2051,中工国际,"926,133","67,433,255","34,209","66,276","1,769,570","69,202,825"
2056,横店东磁,"42,429,732","229,688,606","178,520","157,236","2,437,158","232,125,764"
2065,东华软件,"13,863,387","274,576,628",0,"38,939","1,006,184","275,582,812"
2067,景兴纸业,"2,386,471","104,698,916","24,000","19,100","38,200","104,737,116"
2069,獐 子 岛,"3,017,365","148,281,317","58,400","468,294","5,174,648","153,455,965"
2073,软控股份,"55,024,981","562,927,460","45,600","171,194","1,586,969","564,514,429"
2081,金 螳 螂,"35,321,747","277,075,784","355,806","608,227","14,037,880","291,113,664"
2092,中泰化学,"10,433,299","312,980,806","309,500","639,399","3,120,267","316,101,073"
2106,莱宝高科,"20,058,734","496,477,006","250,011","399,206","6,067,930","502,544,936"
2129,中环股份,"14,978,297","413,126,246","2,100","34,100","592,999","413,719,245"
2140,东华科技,"4,882,788","114,173,192","7,800","47,400","1,070,292","115,243,484"
2142,宁波银行,"7,314,749","352,947,145","711,943","1,004,421","8,045,411","360,992,556"
2146,荣盛发展,"22,312,072","240,106,007","638,084","490,808","6,527,747","246,633,754"
2152,广电运通,"9,521,227","251,742,713","10,700","59,780","777,140","252,519,853"
2154,报 喜 鸟,"2,655,479","191,184,745","3,000","27,900","154,008","191,338,753"
2155,辰州矿业,"3,811,118","286,872,646","172,700","357,710","2,940,375","289,813,021"
2158,汉钟精机,"17,795,472","160,133,529","2,000","79,983","1,112,564","161,246,093"
2167,东方锆业,"5,432,925","190,620,968","11,600","58,540","582,473","191,203,441"
2191,劲嘉股份,"15,602,238","269,121,072","5,600","38,900","389,778","269,510,850"
2202,金风科技,"8,354,317","365,534,873","534,893","1,828,697","9,838,389","375,373,262"
2230,科大讯飞,"209,377,786","1,171,486,451","3,900","35,901","1,981,017","1,173,467,468"
2233,塔牌集团,"4,401,599","73,433,546","40,500","34,000","198,900","73,632,446"
2236,大华股份,"45,542,399","313,949,089","100,745","472,719","19,239,664","333,188,753"
2237,恒邦股份,"3,237,216","113,936,748","8,000","29,500","422,440","114,359,188"
2241,歌尔声学,"26,030,373","318,452,305","163,828","586,228","20,517,980","338,970,285"
2244,滨江集团,"12,461,360","214,897,703","118,500","26,300","208,822","215,106,525"
2250,联化科技,"8,790,459","71,987,869","9,400","30,700","703,030","72,690,899"
2252,上海莱士,"5,545,127","200,339,525","6,800","24,786","519,019","200,858,544"
2267,陕天然气,"3,071,127","194,954,780","11,100","68,469","642,924","195,597,704"
2269,美邦服饰,"1,812,187","88,175,774","11,000","85,300","721,638","88,897,412"
2275,桂林三金,"6,783,256","98,115,424","21,000","15,000","249,750","98,365,174"
2293,罗莱家纺,"16,632,077","221,506,518","13,400","18,800","358,704","221,865,222"
2294,信立泰,"17,728,841","322,432,307","10,300","74,000","2,254,780","324,687,087"
2299,圣农发展,"431,243","52,642,325","33,500","359,730","3,608,091","56,250,416"
2304,洋河股份,"16,491,471","628,169,983","130,114","205,749","10,236,013","638,405,996"
2310,东方园林,"22,419,557","281,110,825","116,531","258,382","8,319,900","289,430,725"
2311,海大集团,"3,585,396","73,486,515","1,500","50,310","481,466","73,967,981"
2340,格林美,"93,477,967","602,373,021","22,300","119,530","1,382,962","603,755,983"
2353,杰瑞股份,"17,038,511","338,103,530","94,516","245,056","16,185,949","354,289,479"
2375,亚厦股份,"10,878,288","126,181,770","115,395","127,427","3,088,830","129,270,600"
2385,大北农,"6,266,785","123,212,884","210,400","459,891","4,884,042","128,096,926"
2405,四维图新,"161,300,261","960,688,988","474,558","169,086","2,727,357","963,416,345"
2415,海康威视,"36,698,040","306,812,138","334,856","625,792","12,784,930","319,597,068"
2422,科伦药业,"1,548,020","173,103,130","32,892","155,230","8,540,754","181,643,884"
2428,云南锗业,"8,543,418","276,320,436","7,400","75,900","884,994","277,205,430"
2450,康得新,"31,433,603","316,661,620","72,159","149,858","4,029,682","320,691,302"
2456,欧菲光,"34,742,392","461,405,629","13,300","24,400","1,153,632","462,559,261"
2476,宝莫股份,"23,664,039","194,358,034","13,600","75,800","525,294","194,883,328"
2490,山东墨龙,"4,868,707","94,955,138",0,"49,357","428,912","95,384,050"
2500,山西证券,"14,220,344","254,056,346","860,013","635,264","4,116,510","258,172,856"
2556,辉隆股份,"7,099,866","198,047,251","28,100","43,500","255,345","198,302,596"
2570,贝因美,"38,272,926","431,570,531","132,210","242,857","7,358,567","438,929,098"
2594,比亚迪,"35,513,143","829,921,292","83,527","217,267","7,295,826","837,217,118"
2648,卫星石化,"18,791,123","408,920,371","25,300","35,800","741,776","409,662,147"
2673,西部证券,"31,152,898","468,641,576","203,691","152,853","1,883,148","470,524,724"
159901,深100ETF,"6,800,690","370,739,403","83,074,185","197,236,633","105,718,837","476,458,240"
159902,中 小 板,"9,447,619","68,653,954","7,288,863","35,754,586","78,052,261","146,706,215"
159903,深成ETF,"666,290","49,983,565","5,881,400","13,194,733","10,568,983","60,552,548"
159919,300ETF,"6,898,426","1,152,694,033","7,836,731","32,229,263","71,774,571","1,224,468,604"
159920,恒生ETF,"104,310","1,948,791","20,400","443,098","438,224","2,387,015"
159922,500ETF,"2,119,235","3,826,865","32,300","128,665","441,321","4,268,186"
159925,南方300,"8,550","34,712",0,0,0,"34,712"
300022,吉峰农机,"6,514,983","180,288,254","90,100","223,664","1,279,358","181,567,612"
300024,机器人,"83,415,994","669,187,200","4,300","73,292","3,408,078","672,595,278"
300027,华谊兄弟,"264,475,733","974,799,264",0,"78,920","3,275,180","978,074,444"
300070,碧水源,"47,280,818","417,970,206","3,900","59,635","2,516,597","420,486,803"
300152,燃控科技,0,"349,025,086","53,900","79,100","740,376","349,765,462"
300355,蒙草抗旱,0,"269,933,184",0,"45,850","1,265,920","271,199,104"
