证券代码,证券简称,融资买入额(元),融资余额(元),融券卖出量(股),融券余量(股),融券余额(元),融资融券余额(元)
1,平安银行,"36,463,289","1,376,126,618","981,086","1,421,649","22,007,126","1,398,133,744"
2,万  科Ａ,0,"574,116,820",0,"10,956,521","110,879,991","684,996,811"
9,中国宝安,"24,482,896","553,415,693","18,800","487,901","4,113,005","557,528,698"
12,南  玻Ａ,"15,535,776","133,683,657","241,870","663,783","5,363,366","139,047,023"
21,长城开发,"12,283,920","82,719,502","92,700","167,453","763,586","83,483,088"
24,招商地产,"43,546,911","219,862,141","553,519","1,041,778","30,211,562","250,073,703"
31,中粮地产,"29,231,585","150,765,635","55,900","226,100","915,705","151,681,340"
39,中集集团,"21,818,175","302,004,916","121,903","577,708","6,585,871","308,590,787"
59,辽通化工,"20,733,579","152,477,678","65,300","111,873","741,718","153,219,396"
60,中金岭南,"35,269,902","126,813,493","1,296,926","1,266,441","11,195,338","138,008,831"
61,农 产 品,"49,976,560","287,397,801","698,260","635,143","3,779,101","291,176,902"
63,中兴通讯,"16,765,098","334,182,618","286,400","1,092,426","9,973,849","344,156,467"
69,华侨城Ａ,"16,129,380","163,828,594","2,719,649","2,769,953","19,555,868","183,384,462"
100,TCL 集团,"21,289,453","408,122,090","1,256,000","1,440,820","3,155,396","411,277,486"
157,中联重科,"48,609,076","504,422,825","205,051","1,789,545","16,445,919","520,868,744"
338,潍柴动力,"23,584,631","266,032,170","116,884","699,750","17,500,747","283,532,917"
400,许继电气,"21,212,017","155,443,946","8,400","241,470","6,012,603","161,456,549"
401,冀东水泥,"36,372,842","213,289,805","421,811","369,614","4,878,905","218,168,710"
402,金 融 街,"40,842,011","368,341,068","699,736","971,126","6,292,896","374,633,964"
422,湖北宜化,"36,639,092","379,769,563","152,200","433,878","4,733,608","384,503,171"
423,东阿阿胶,"20,918,163","217,783,128","50,038","398,645","15,886,003","233,669,131"
425,徐工机械,"20,536,524","252,955,169","160,800","437,133","4,996,430","257,951,599"
503,海虹控股,"22,779,268","251,680,593","36,800","452,771","4,246,992","255,927,585"
522,白云山Ａ,"29,919,294","574,127,215","69,211","8,500","153,170","574,280,385"
527,美的电器,0,"160,270,073",0,"620,851","5,699,412","165,969,485"
528,柳    工,"18,987,302","132,352,808","79,770","383,281","3,817,479","136,170,287"
538,云南白药,"2,317,782","91,523,570","69,072","698,416","45,934,819","137,458,389"
540,中天城投,"34,641,463","258,845,245","23,000","123,837","823,516","259,668,761"
541,佛山照明,"9,623,741","96,297,097",0,"28,500","183,540","96,480,637"
550,江铃汽车,"2,773,705","62,142,832",200,"97,530","1,684,343","63,827,175"
559,万向钱潮,"5,537,335","116,027,686","6,501","68,301","304,622","116,332,308"
562,宏源证券,"48,219,395","418,063,923","759,576","703,291","12,553,744","430,617,667"
568,泸州老窖,"74,801,339","671,368,658","910,002","567,227","19,506,937","690,875,595"
581,威孚高科,"4,056,009","57,420,638","13,641","291,674","9,278,150","66,698,788"
612,焦作万方,"10,650,047","80,226,826","2,000","90,300","939,120","81,165,946"
623,吉林敖东,"44,961,609","523,257,607","324,219","580,485","9,043,955","532,301,562"
625,长安汽车,"12,082,534","58,931,618","288,328","2,267,066","14,373,198","73,304,816"
629,攀钢钒钛,"40,126,223","542,758,530","1,429,613","2,195,740","8,980,577","551,739,107"
630,铜陵有色,"46,191,128","448,064,679","269,500","430,912","7,885,689","455,950,368"
651,格力电器,"47,850,965","386,102,084","211,900","2,220,376","56,064,495","442,166,579"
652,泰达股份,"10,193,058","116,217,469","29,900","154,000","535,920","116,753,389"
655,金岭矿业,"22,391,503","163,193,022","8,000","21,100","244,971","163,437,993"
680,山推股份,"21,401,503","173,072,614","116,200","268,200","1,303,452","174,376,066"
686,东北证券,"10,408,250","158,212,417","19,620","414,008","6,578,588","164,791,005"
690,宝新能源,"16,792,599","92,946,569","463,300","253,900","1,094,309","94,040,878"
709,河北钢铁,"26,020,876","234,136,429","4,329,002","1,560,200","4,274,948","238,411,377"
718,苏宁环球,"3,664,039","90,900,665","137,600","409,982","3,042,068","93,942,733"
728,国元证券,"17,956,982","285,245,808","602,080","753,117","8,035,759","293,281,567"
729,燕京啤酒,"11,344,218","322,054,752","15,200","142,514","792,377","322,847,129"
758,中色股份,"22,712,961","342,905,642","427,319","307,589","5,976,454","348,882,096"
762,西藏矿业,"18,624,448","195,499,143","23,400","90,000","1,086,300","196,585,443"
768,中航飞机,"23,387,506","181,474,627","1,329,386","920,869","7,440,621","188,915,248"
776,广发证券,"117,846,164","820,320,642","2,887,796","2,202,812","32,271,195","852,591,837"
778,新兴铸管,"14,273,728","104,305,734","130,700","256,540","1,652,118","105,957,852"
780,平庄能源,"10,836,743","107,567,251","74,900","333,000","3,130,200","110,697,451"
783,长江证券,"38,718,679","318,228,122","780,020","2,482,353","22,415,648","340,643,770"
786,北新建材,"18,344,019","108,649,362","13,800","345,785","5,888,718","114,538,080"
792,盐湖股份,"29,546,489","437,423,351","18,700","223,169","5,909,515","443,332,866"
793,华闻传媒,0,"119,408,551",0,"415,940","2,757,682","122,166,233"
800,一汽轿车,"9,591,960","74,084,270","273,500","1,082,585","9,061,237","83,145,507"
825,太钢不锈,"6,681,536","109,893,823","1,782,888","547,300","1,942,915","111,836,738"
829,天音控股,"6,959,616","95,358,331",0,"335,863","1,303,148","96,661,479"
839,中信国安,"5,752,953","240,187,065","81,800","445,378","2,645,545","242,832,610"
858,五 粮 液,"169,918,439","1,740,784,913","2,026,837","1,402,839","39,293,519","1,780,078,432"
869,张  裕Ａ,"10,358,222","199,923,795","70,062","118,119","5,575,215","205,499,010"
876,新 希 望,"25,959,426","258,090,692","169,646","268,196","3,204,942","261,295,634"
878,云南铜业,"17,240,052","225,771,416","133,188","252,021","3,729,911","229,501,327"
895,双汇发展,"9,040,698","92,896,330","21,100","258,691","14,923,885","107,820,215"
897,津滨发展,"9,132,869","69,498,643","23,700","120,800","340,656","69,839,299"
898,鞍钢股份,"21,151,050","160,441,570","1,170,400","435,676","1,646,855","162,088,425"
917,电广传媒,"25,403,188","567,904,804","48,000","94,640","934,097","568,838,901"
927,一汽夏利,"6,844,387","43,878,007","90,840","146,400","715,896","44,593,903"
930,中粮生化,"44,572,606","217,563,118","115,900","168,400","806,636","218,369,754"
933,神火股份,"23,860,655","243,661,608","282,184","704,160","5,245,991","248,907,599"
937,冀中能源,"53,462,350","329,843,182","562,070","819,144","11,123,976","340,967,158"
960,锡业股份,"31,717,604","313,133,655","65,757","569,827","11,123,023","324,256,678"
968,煤 气 化,"13,003,598","113,718,850","69,400","283,656","3,381,180","117,100,030"
969,安泰科技,"14,916,955","163,198,767","258,069","268,613","2,839,240","166,038,007"
983,西山煤电,"26,304,479","335,839,342","663,400","1,768,614","24,283,071","360,122,413"
999,华润三九,"4,493,429","66,174,387","52,700","463,631","10,617,151","76,791,538"
2001,新 和 成,"7,092,084","85,979,490","2,400","107,093","1,923,390","87,902,880"
2007,华兰生物,"27,281,708","272,580,891","85,100","245,130","5,037,422","277,618,313"
2008,大族激光,"19,331,689","315,616,266","48,600","213,800","1,740,332","317,356,598"
2022,科华生物,"16,581,970","213,867,853","30,230","55,630","573,545","214,441,398"
2024,苏宁电器,"42,742,786","805,139,607","539,231","2,197,149","14,589,070","819,728,677"
2028,思源电气,"21,346,698","99,133,514","2,800","79,542","1,046,773","100,180,287"
2056,横店东磁,"21,022,980","177,994,882","89,500","167,749","2,395,456","180,390,338"
2069,獐 子 岛,"14,608,484","105,193,279","45,286","261,576","4,106,742","109,300,021"
2081,金 螳 螂,"7,813,030","86,787,937","31,131","469,052","19,470,349","106,258,286"
2092,中泰化学,"12,567,845","205,823,556","22,100","404,719","2,828,986","208,652,542"
2106,莱宝高科,"20,043,797","158,972,208","320,622","340,199","5,225,456","164,197,664"
2122,天马股份,"4,758,289","73,710,636","60,000","59,606","326,641","74,037,277"
2128,露天煤业,"13,936,907","87,861,056","54,354","127,026","1,690,715","89,551,771"
2142,宁波银行,"26,424,954","472,816,919","73,200","886,800","9,071,964","481,888,883"
2146,荣盛发展,"9,562,822","243,846,547","151,374","877,134","11,227,315","255,073,862"
2155,辰州矿业,"29,275,154","488,053,960","122,528","207,392","4,025,479","492,079,439"
2202,金风科技,"13,954,246","236,769,077","15,800","769,311","4,115,813","240,884,890"
2304,洋河股份,"59,302,328","319,756,979","180,620","253,302","23,351,911","343,108,890"
159901,深100ETF,"4,577,588","105,531,812","38,724,678","80,052,135","45,629,716","151,161,528"
159902,中 小 板,"4,346,219","53,075,892","4,294,562","22,679,817","44,157,605","97,233,497"
159903,深成ETF,"139,300","11,259,598","1,546,600","13,544,340","12,365,983","23,625,581"
159919,300ETF,"2,223,975","71,033,704","4,644,352","8,843,489","21,569,271","92,602,975"
159920,恒生ETF,"41,441","2,401,906",100,100,101,"2,402,007"
