证券代码,证券简称,融资买入额(元),融资余额(元),融券卖出量(股),融券余量(股),融券余额(元),融资融券余额(元)
1,平安银行,"97,799,579","1,888,229,367","2,330,602","1,645,038","17,338,699","1,905,568,066"
2,万  科Ａ,"70,277,026","1,618,698,165","2,335,904","6,110,744","57,196,564","1,675,894,729"
6,深振业Ａ,"88,456,038","362,292,561","31,200","217,940","1,124,571","363,417,132"
9,中国宝安,0,"1,253,115,082",0,"748,357","6,346,067","1,259,461,149"
12,南  玻Ａ,"42,912,047","482,619,842","236,990","921,161","6,761,322","489,381,164"
21,长城开发,"66,614,334","403,843,876","262,432","323,728","2,113,944","405,957,820"
24,招商地产,"54,446,502","985,830,347","594,884","781,938","9,492,727","995,323,074"
27,深圳能源,"32,155,850","324,514,804","242,900","443,228","2,854,387","327,369,191"
28,国药一致,"18,149,372","196,490,471","15,136","35,898","1,651,308","198,141,779"
31,中粮地产,"82,796,684","486,750,704","290,600","300,400","1,511,012","488,261,716"
39,中集集团,"37,274,252","685,492,167","209,701","879,215","12,836,539","698,328,706"
43,中航地产,"18,046,634","183,971,247","1,000","135,193","717,875","184,689,122"
46,泛海控股,"7,587,483","238,218,921","47,100","432,183","2,264,638","240,483,559"
49,德赛电池,"38,845,297","297,820,508","6,900","20,500","782,074","298,602,582"
50,深天马Ａ,"391,692,456","1,161,208,042","60,970","42,000","1,057,560","1,162,265,602"
59,华锦股份,"94,758,639","722,604,734","47,901","303,700","2,141,085","724,745,819"
60,中金岭南,"71,187,786","390,656,659","375,518","1,146,780","8,818,739","399,475,398"
61,农 产 品,"20,630,598","1,091,810,863","104,202","567,972","5,844,432","1,097,655,295"
62,深圳华强,"98,102,226","467,476,063","1,900","20,000","339,600","467,815,663"
63,中兴通讯,"151,510,049","2,043,971,580","359,952","1,287,756","17,848,298","2,061,819,878"
69,华侨城Ａ,"39,460,070","1,415,716,277","1,257,756","1,753,187","9,467,208","1,425,183,485"
88,盐 田 港,"36,387,765","369,858,300","375,000","34,100","181,753","370,040,053"
89,深圳机场,"5,242,152","74,789,640","12,600","266,300","1,091,830","75,881,470"
100,TCL 集团,0,"1,074,886,887",0,"1,738,433","4,224,392","1,079,111,279"
156,华数传媒,"22,124,558","286,876,755",0,"35,525","1,039,107","287,915,862"
157,中联重科,"43,141,504","833,813,453","2,275,077","3,098,433","14,438,698","848,252,151"
338,潍柴动力,"92,094,393","1,007,699,223","269,871","891,603","18,438,350","1,026,137,573"
400,许继电气,"69,138,287","1,117,953,711","404,609","229,531","4,847,694","1,122,801,405"
401,冀东水泥,"14,985,801","301,529,857","45,000","388,300","3,277,252","304,807,109"
402,金 融 街,"42,774,662","558,451,080","585,167","1,520,345","9,410,935","567,862,015"
417,合肥百货,"18,282,596","254,915,764","31,900","154,200","891,276","255,807,040"
422,湖北宜化,"35,693,249","389,845,056","47,657","547,986","3,216,678","393,061,734"
423,东阿阿胶,"34,013,731","748,791,663","125,262","498,667","18,146,492","766,938,155"
425,徐工机械,"34,650,349","312,230,859","266,153","1,907,955","15,397,196","327,628,055"
426,兴业矿业,"50,317,043","400,137,184","6,000","86,200","961,130","401,098,314"
501,鄂武商Ａ,"10,353,819","214,246,546","3,000","225,950","2,815,336","217,061,882"
503,海虹控股,"75,828,163","1,584,962,073","271,100","520,825","9,265,476","1,594,227,549"
506,中润资源,"40,121,602","223,521,373","1,000","96,100","465,124","223,986,497"
511,烯碳新材,"128,657,861","1,424,420,832","329,581","101,900","980,278","1,425,401,110"
513,丽珠集团,"3,763,162","96,652,827",300,"16,200","767,718","97,420,545"
525,红 太 阳,"27,054,866","409,442,239","3,500","23,300","337,384","409,779,623"
528,柳    工,"42,033,882","446,856,232","227,650","433,708","2,784,405","449,640,637"
537,广宇发展,"13,706,538","303,432,346","14,900","122,200","785,746","304,218,092"
538,云南白药,"33,301,434","699,968,875","118,409","614,551","32,687,970","732,656,845"
539,粤电力Ａ,"25,523,716","210,533,325",0,"56,400","270,720","210,804,045"
540,中天城投,"40,941,943","498,476,959","8,000","428,400","2,771,748","501,248,707"
550,江铃汽车,"8,751,738","78,478,484","61,200","127,105","4,041,939","82,520,423"
551,创元科技,"24,348,410","408,032,986","195,933","58,100","538,006","408,570,992"
552,靖远煤电,"14,802,725","135,490,639","7,700","24,140","217,260","135,707,899"
559,万向钱潮,"199,174,691","1,952,052,456","783,400","363,294","5,344,054","1,957,396,510"
562,宏源证券,"233,292,076","1,995,132,777","1,433,273","641,680","7,648,826","2,002,781,603"
563,陕国投Ａ,"51,892,438","264,543,946","868,900","183,488","1,306,435","265,850,381"
568,泸州老窖,"66,738,631","674,142,938","390,539","570,532","11,011,267","685,154,205"
572,海马汽车,"78,100,541","344,594,041","653,300","145,800","666,306","345,260,347"
581,威孚高科,"86,215,115","665,335,847","518,045","387,289","9,879,742","675,215,589"
592,平潭发展,"85,961,589","1,146,198,689",0,"60,200","700,728","1,146,899,417"
596,古井贡酒,"11,248,750","122,149,402","26,050","50,605","1,191,748","123,341,150"
598,兴蓉投资,"107,835,352","595,067,416","2,106,000","162,300","805,008","595,872,424"
616,亿城投资,"149,013,450","561,483,676","5,400","155,900","597,097","562,080,773"
623,吉林敖东,"46,508,726","1,020,600,077","283,911","1,946,665","33,132,238","1,053,732,315"
625,长安汽车,"75,678,068","703,208,742","2,350,941","1,549,316","21,612,958","724,821,700"
629,攀钢钒钛,"151,663,737","937,636,784","4,592,300","1,799,700","4,535,244","942,172,028"
630,铜陵有色,"57,573,019","435,002,992","130,697","696,788","7,135,109","442,138,101"
631,顺发恒业,"20,944,868","183,304,439","38,500","98,723","575,555","183,879,994"
650,仁和药业,"14,645,667","287,999,564","31,300","128,830","672,493","288,672,057"
651,格力电器,"37,065,390","1,696,515,654","252,577","2,672,151","78,400,910","1,774,916,564"
655,金岭矿业,"13,806,973","156,394,697",0,"489,016","3,750,753","160,145,450"
661,长春高新,"43,465,527","838,536,691","8,100","15,301","1,372,500","839,909,191"
667,美好集团,"87,153,753","273,798,415","148,000","96,500","201,685","274,000,100"
671,阳 光 城,"19,319,743","238,294,234","49,903","52,600","575,970","238,870,204"
680,山推股份,"21,237,713","160,123,413","242,710","264,700","862,922","160,986,335"
685,中山公用,"19,009,034","127,132,963","12,900","119,052","1,409,576","128,542,539"
686,东北证券,"96,146,248","1,016,407,658","574,100","564,527","4,668,638","1,021,076,296"
690,宝新能源,"14,992,507","226,356,963","15,300","204,900","903,609","227,260,572"
709,河北钢铁,"43,976,126","448,161,585","1,866,100","1,343,915","2,728,147","450,889,732"
718,苏宁环球,"18,405,230","240,901,386","185,346","352,900","1,630,398","242,531,784"
725,京东方Ａ,"101,071,535","1,412,352,382","7,593,300","447,400","1,042,442","1,413,394,824"
728,国元证券,"182,336,417","975,179,116","933,964","732,095","9,143,867","984,322,983"
729,燕京啤酒,"23,016,617","334,986,380","241,508","720,707","4,771,079","339,757,459"
731,四川美丰,"31,730,046","405,749,035","11,800","35,600","255,608","406,004,643"
735,罗 牛 山,"27,707,055","311,069,239","39,000","24,600","157,440","311,226,679"
737,南风化工,"15,155,267","151,895,187","9,300","43,300","189,654","152,084,841"
750,国海证券,"52,387,021","601,668,516","112,600","454,870","4,485,018","606,153,534"
758,中色股份,"38,187,659","494,753,428","377,055","130,986","1,499,790","496,253,218"
762,西藏矿业,"125,612,258","637,343,639","2,100","117,900","2,012,553","639,356,192"
768,中航飞机,"47,223,607","786,221,771","373,016","1,446,057","17,902,186","804,123,957"
776,广发证券,"81,444,159","1,386,941,831","468,600","2,128,660","22,287,070","1,409,228,901"
778,新兴铸管,"28,685,758","416,273,689","1,888,032","570,060","2,365,750","418,639,439"
780,平庄能源,"20,040,438","138,817,862","6,200","126,300","588,558","139,406,420"
783,长江证券,"318,866,804","2,280,788,791","2,259,598","2,271,430","13,469,580","2,294,258,371"
786,北新建材,"20,657,095","331,879,661","48,300","131,965","2,025,663","333,905,324"
788,北大医药,"34,362,503","481,384,395",0,"37,154","639,049","482,023,444"
789,江西水泥,"11,828,452","169,570,368",0,"46,153","450,453","170,020,821"
790,华神集团,"36,852,570","391,095,213",0,"19,200","200,064","391,295,277"
792,盐湖股份,"63,493,162","553,134,799","235,938","699,431","13,184,275","566,319,074"
793,华闻传媒,"96,529,385","2,150,838,858","254,200","616,409","7,698,948","2,158,537,806"
799,酒 鬼 酒,"146,639,108","267,734,398","234,862","20,000","290,000","268,024,398"
800,一汽轿车,"89,346,205","562,477,297","1,050,705","504,501","5,715,995","568,193,292"
807,云铝股份,"26,443,614","164,416,192","11,815","156,839","765,374","165,181,566"
811,烟台冰轮,"63,424,475","406,575,936","188,600","82,800","949,716","407,525,652"
816,江淮动力,"13,956,851","313,439,696","20,000","21,500","99,545","313,539,241"
823,超声电子,"111,087,595","671,081,093","24,500","46,600","623,042","671,704,135"
825,太钢不锈,"14,478,983","220,947,062",0,"125,900","350,002","221,297,064"
826,桑德环境,"54,959,428","539,896,084","442,898","106,850","2,330,398","542,226,482"
830,鲁西化工,"13,667,117","242,659,956",0,"109,500","422,670","243,082,626"
831,五矿稀土,"96,870,515","1,779,392,403","421,852","130,292","3,127,008","1,782,519,411"
839,中信国安,"82,544,135","902,337,884","274,230","648,034","5,171,310","907,509,194"
848,承德露露,"5,382,588","127,533,425","11,000","100,534","2,186,615","129,720,040"
858,五 粮 液,"41,199,110","705,064,223","598,695","1,790,817","34,526,951","739,591,174"
860,顺鑫农业,"33,606,655","315,986,647","21,900","24,131","369,687","316,356,334"
869,张  裕Ａ,"12,024,955","209,127,385","10,000","162,418","4,607,798","213,735,183"
876,新 希 望,"14,979,159","279,610,749","190,218","600,147","8,714,134","288,324,883"
877,天山股份,"51,637,807","386,752,744","126,800","43,200","277,344","387,030,088"
878,云南铜业,"47,196,420","256,273,587","255,591","604,100","6,022,877","262,296,464"
887,中鼎股份,"59,495,184","946,940,728","26,600","91,440","978,408","947,919,136"
895,双汇发展,"79,535,687","436,358,110","327,687","558,064","19,532,240","455,890,350"
915,山大华特,"10,826,805","183,145,899",700,"13,500","348,300","183,494,199"
917,电广传媒,"85,942,433","1,847,557,483","110,000","281,873","4,571,980","1,852,129,463"
921,海信科龙,"12,847,069","157,309,941",0,"10,100","89,385","157,399,326"
926,福星股份,"18,923,524","377,978,598",0,"100,000","694,000","378,672,598"
927,一汽夏利,"20,341,890","106,204,940","393,401","157,900","816,343","107,021,283"
930,中粮生化,"36,366,543","392,947,139","153,300","116,100","556,119","393,503,258"
933,神火股份,"25,690,975","226,877,823","41,300","286,100","1,247,396","228,125,219"
937,冀中能源,"28,158,892","224,747,114","232,763","585,564","3,888,145","228,635,259"
938,紫光股份,"57,004,744","659,469,490","50,804","6,118","168,857","659,638,347"
939,凯迪电力,0,"362,551,076",0,"83,900","629,250","363,180,326"
960,锡业股份,"249,224,726","718,767,037","199,400","405,990","7,165,723","725,932,760"
961,中南建设,"24,935,821","165,244,028","86,200","183,928","1,469,585","166,713,613"
962,东方钽业,"24,439,488","281,735,698","12,195","47,100","550,599","282,286,297"
963,华东医药,"1,272,261","47,384,596","32,550","145,572","7,986,079","55,370,675"
968,煤 气 化,"16,489,030","156,822,685",800,"74,026","576,663","157,399,348"
969,安泰科技,"44,589,863","535,672,461","17,100","379,797","3,778,980","539,451,441"
970,中科三环,"149,750,768","1,051,219,196","574,000","171,635","2,593,404","1,053,812,600"
975,银泰资源,"11,181,604","260,415,734","9,300","43,600","471,316","260,887,050"
