证券代码,证券简称,融资买入额(元),融资余额(元),融券卖出量(股),融券余量(股),融券余额(元),融资融券余额(元)
1,平安银行,"147,350,593","3,069,136,286","116,500","733,180","8,145,630","3,077,281,916"
2,万  科Ａ,"140,261,457","1,929,416,467","238,600","915,219","21,233,081","1,950,649,548"
6,深振业Ａ,"8,967,950","1,070,877,041",0,0,0,"1,070,877,041"
9,中国宝安,"37,383,254","2,102,753,032","108,015","420,567","3,608,464","2,106,361,496"
12,南  玻Ａ,"12,641,421","896,553,734",0,"28,525","243,317","896,797,051"
22,深赤湾Ａ,"37,761,117","350,505,145","22,500","259,900","6,871,756","357,376,901"
27,深圳能源,"5,526,388","453,587,457",0,"61,100","398,983","453,986,440"
28,国药一致,"2,539,591","97,359,194",700,"6,500","461,045","97,820,239"
30,富奥股份,"14,709,582","143,406,815","1,500","37,700","344,955","143,751,770"
31,中粮地产,0,"795,286,219",0,"138,000","1,104,000","796,390,219"
39,中集集团,"23,773,317","1,008,324,044","10,700","131,032","2,443,746","1,010,767,790"
43,中航地产,"7,248,750","469,489,483",0,"24,516","259,624","469,749,107"
46,泛海控股,"7,492,610","603,016,896",0,"169,500","1,393,290","604,410,186"
49,德赛电池,"26,201,029","289,764,129",700,"6,924","370,434","290,134,563"
50,深天马Ａ,"128,793,109","1,764,778,868",0,"24,700","538,954","1,765,317,822"
59,华锦股份,"33,205,522","794,622,964",0,500,"5,720","794,628,684"
60,中金岭南,"111,418,255","1,876,869,171","323,800","650,686","8,198,644","1,885,067,815"
61,农 产 品,0,"840,553,773",0,"85,042","770,481","841,324,254"
62,深圳华强,"12,543,707","763,123,038",400,"39,900","1,038,198","764,161,236"
63,中兴通讯,"253,254,403","2,427,213,739","18,100","300,930","6,894,307","2,434,108,046"
69,华侨城Ａ,"23,315,219","1,028,821,290","33,500","285,226","2,532,806","1,031,354,096"
78,海王生物,"7,594,999","726,784,312",0,0,0,"726,784,312"
88,盐 田 港,"19,721,413","398,784,376","22,000","207,000","1,906,470","400,690,846"
89,深圳机场,"7,265,076","303,997,709","15,000","55,000","488,950","304,486,659"
90,天健集团,"16,397,637","420,581,426",0,0,0,"420,581,426"
99,中信海直,0,"366,622,208",0,0,0,"366,622,208"
100,TCL 集团,"26,232,382","1,830,290,661","170,000","274,000","980,920","1,831,271,581"
151,中成股份,"18,935,578","554,423,417",0,"50,000","890,000","555,313,417"
156,华数传媒,"10,696,859","861,627,842","7,800","7,870","117,106","861,744,948"
157,中联重科,"14,176,133","1,107,812,322","18,000","294,290","1,368,449","1,109,180,771"
166,申万宏源,"81,830,736","631,449,940",900,"120,000","704,400","632,154,340"
333,美的集团,"67,254,326","2,327,042,414","27,700","370,245","15,513,266","2,342,555,680"
338,潍柴动力,"31,432,619","1,505,030,040","437,400","6,022,636","41,616,415","1,546,646,455"
400,许继电气,"26,759,890","564,533,998","66,800","84,300","1,417,926","565,951,924"
401,冀东水泥,"176,889,379","2,009,533,281","76,100","386,700","6,871,659","2,016,404,940"
402,金 融 街,"29,791,934","1,074,920,688","42,000","280,000","3,376,800","1,078,297,488"
404,华意压缩,"13,070,132","270,397,798",0,0,0,"270,397,798"
413,东旭光电,"202,252,225","3,035,132,061","519,500","757,897","7,935,182","3,043,067,243"
415,渤海金控,"9,627,586","808,637,014","19,800","73,700","501,897","809,138,911"
417,合肥百货,"7,604,777","459,031,218",0,0,0,"459,031,218"
418,小天鹅Ａ,"4,231,721","107,521,529",0,0,0,"107,521,529"
422,湖北宜化,"36,434,565","647,375,442","306,500","442,770","2,731,891","650,107,333"
423,东阿阿胶,"65,945,005","1,311,010,173",800,"13,900","873,476","1,311,883,649"
425,徐工机械,"21,167,377","787,759,760","100,000","536,100","2,058,624","789,818,384"
426,兴业矿业,"12,562,838","475,816,523",0,0,0,"475,816,523"
488,晨鸣纸业,"84,086,679","930,633,665","11,700","99,900","1,583,415","932,217,080"
501,鄂武商Ａ,"32,980,919","542,786,725",0,"13,910","241,895","543,028,620"
503,海虹控股,0,"2,479,758,850",0,"54,100","1,348,713","2,481,107,563"
506,中润资源,0,"465,708,966",0,"3,200","28,000","465,736,966"
513,丽珠集团,"11,797,736","246,203,458",0,"7,177","359,855","246,563,313"
516,国际医学,"18,902,241","951,252,676",0,0,0,"951,252,676"
525,红 太 阳,"14,825,340","428,198,238",0,"1,700","35,207","428,233,445"
528,柳    工,"19,634,010","457,437,714",0,"3,700","32,819","457,470,533"
531,穗恒运Ａ,"1,094,641","213,815,195",0,"22,500","200,925","214,016,120"
536,华映科技,"9,952,190","524,267,468",0,600,"3,444","524,270,912"
537,广宇发展,"32,795,481","499,970,617","3,000","3,000","28,650","499,999,267"
538,云南白药,"18,144,531","458,741,218",300,"23,087","2,034,196","460,775,414"
539,粤电力Ａ,"2,135,583","320,660,513",0,"4,700","25,098","320,685,611"
540,中天金融,0,"1,557,291,190",0,"303,300","2,229,255","1,559,520,445"
541,佛山照明,"8,032,633","446,643,826",0,"18,000","162,900","446,806,726"
