证券代码,证券简称,融资买入额(元),融资余额(元),融券卖出量(股),融券余量(股),融券余额(元),融资融券余额(元)
1,平安银行,"98,566,798","4,018,691,377","6,420,154","1,667,207","16,005,186","4,034,696,563"
2,万  科Ａ,"84,150,029","1,236,715,443","8,102,428","5,723,590","55,633,293","1,292,348,736"
6,深振业Ａ,"1,447,675","147,755,761",0,"106,305","445,418","148,201,179"
9,中国宝安,"57,140,415","1,304,099,674","968,123","1,008,927","11,501,768","1,315,601,442"
12,南  玻Ａ,"37,487,325","533,086,031","1,093,227","1,248,527","12,297,991","545,384,022"
21,长城开发,"13,883,115","189,183,613","202,400","358,600","1,660,318","190,843,931"
24,招商地产,"44,489,050","580,784,549","539,678","862,369","20,714,103","601,498,652"
27,深圳能源,"3,402,815","158,095,607","1,600","21,200","108,332","158,203,939"
28,国药一致,"11,009,153","99,237,783","12,200","27,388","798,086","100,035,869"
31,中粮地产,"3,467,033","182,967,270","158,700","269,776","960,403","183,927,673"
39,中集集团,"6,024,204","383,862,652","263,680","743,646","7,562,880","391,425,532"
43,中航地产,"14,021,184","112,374,616","21,800","47,099","230,785","112,605,401"
46,泛海建设,"4,995,648","136,067,695","470,998","702,544","3,344,109","139,411,804"
49,德赛电池,"18,115,557","91,552,491",800,"13,500","850,500","92,402,991"
50,深天马Ａ,"58,826,586","400,181,998","18,200","29,400","382,788","400,564,786"
59,辽通化工,"4,738,043","313,236,800","52,000","109,855","494,348","313,731,148"
60,中金岭南,"3,508,764","254,036,689","460,937","1,253,274","8,434,534","262,471,223"
61,农 产 品,"10,321,773","420,982,853","614,972","568,660","3,440,393","424,423,246"
63,中兴通讯,"158,917,537","823,035,743","2,268,300","2,425,740","32,529,173","855,564,916"
69,华侨城Ａ,"18,225,593","533,928,327","2,236,405","1,176,270","5,940,164","539,868,491"
89,深圳机场,"507,321","28,763,277","50,800","31,100","111,338","28,874,615"
100,TCL 集团,"32,707,672","779,113,484","3,705,800","3,395,008","7,570,868","786,684,352"
157,中联重科,"29,477,461","1,049,497,498","1,742,539","3,115,002","16,509,511","1,066,007,009"
338,潍柴动力,"26,921,454","493,886,023","835,836","392,442","6,930,526","500,816,549"
400,许继电气,"44,615,696","575,775,462","18,920","342,551","10,105,255","585,880,717"
401,冀东水泥,"9,534,751","215,043,933","315,817","647,193","5,061,049","220,104,982"
402,金 融 街,"9,305,824","711,954,394","2,279,244","1,273,343","6,672,317","718,626,711"
417,合肥百货,"1,750,985","198,644,642","8,700","55,000","288,200","198,932,842"
422,湖北宜化,"5,183,464","419,411,934","302,100","518,641","3,480,081","422,892,015"
423,东阿阿胶,"35,042,972","476,680,757","698,791","443,431","18,437,861","495,118,618"
425,徐工机械,"2,983,526","270,215,364","410,819","1,090,892","8,399,868","278,615,232"
426,兴业矿业,"2,796,299","105,740,892","17,800","58,700","501,885","106,242,777"
501,鄂武商Ａ,"3,503,828","174,662,407","21,800","40,800","444,312","175,106,719"
503,海虹控股,"50,690,252","1,124,120,208","66,700","625,003","9,575,046","1,133,695,254"
506,中润资源,"3,380,007","69,985,241","21,000","3,602","15,561","70,000,802"
511,银基发展,"25,590,284","271,160,093","1,600","53,700","234,669","271,394,762"
513,丽珠集团,"5,944,888","147,215,633","1,100","3,100","121,210","147,336,843"
528,柳    工,"3,272,418","207,677,976","201,716","580,012","3,706,276","211,384,252"
537,广宇发展,"4,790,770","129,582,628","20,600","85,300","458,914","130,041,542"
538,云南白药,"15,243,825","93,494,355","251,964","1,048,223","98,522,481","192,016,836"
539,粤电力Ａ,"4,799,662","139,412,961","25,200","27,400","125,492","139,538,453"
540,中天城投,"24,965,467","405,701,174","111,174","206,115","1,399,520","407,100,694"
550,江铃汽车,"5,509,495","144,143,721","24,400","72,301","1,096,083","145,239,804"
551,创元科技,"26,908,456","199,995,731","5,700","51,209","380,483","200,376,214"
552,靖远煤电,"7,664,909","122,325,039","62,999","64,113","619,973","122,945,012"
559,万向钱潮,"53,865,228","380,362,450","378,150","247,197","1,413,967","381,776,417"
562,宏源证券,"87,822,175","967,361,843","2,297,614","1,442,909","12,769,745","980,131,588"
563,陕国投Ａ,"43,949,951","445,353,965","52,110","76,710","1,260,345","446,614,310"
