证券代码,证券简称,融资买入额(元),融资余额(元),融券卖出量(股),融券余量(股),融券余额(元),融资融券余额(元)
1,平安银行,"132,631,645","4,277,618,859","139,600","1,053,058","10,435,805","4,288,054,664"
2,万  科Ａ,"37,481,187","2,191,859,934","204,300","1,853,182","43,253,268","2,235,113,202"
6,深振业Ａ,"4,192,527","777,666,729",0,"233,300","1,192,163","778,858,892"
9,中国宝安,"4,203,649","1,267,045,389","7,800","18,650","84,298","1,267,129,687"
12,南  玻Ａ,"2,079,919","591,266,884",0,"110,060","526,087","591,792,971"
22,深赤湾Ａ,"2,333,973","200,268,143","12,000","87,000","1,539,900","201,808,043"
27,深圳能源,"2,838,589","328,094,228","3,700","221,800","1,166,668","329,260,896"
28,国药一致,"7,656,116","255,309,511",0,"40,720","1,844,209","257,153,720"
30,富奥股份,"392,693","101,734,550",0,"3,000","12,330","101,746,880"
31,中粮地产,"826,751","548,577,392","36,100","105,370","573,213","549,150,605"
36,华联控股,"1,864,142","391,314,594",0,"66,199","330,995","391,645,589"
39,中集集团,"4,542,273","1,007,551,176","48,400","198,400","2,132,800","1,009,683,976"
43,中航善达,"1,379,114","346,290,361",0,"5,300","34,980","346,325,341"
46,泛海控股,"1,252,326","735,895,627","9,900","138,600","731,808","736,627,435"
49,德赛电池,"2,526,702","347,222,233","1,300","43,271","1,081,342","348,303,575"
50,深天马Ａ,"21,951,187","1,644,115,476","19,800","46,563","512,659","1,644,628,135"
59,华锦股份,"6,364,295","721,325,975","26,800","26,800","177,416","721,503,391"
60,中金岭南,"9,761,653","1,356,866,968","16,900","436,850","1,926,509","1,358,793,477"
61,农 产 品,"1,316,413","612,995,108","5,200","87,800","445,146","613,440,254"
62,深圳华强,"2,836,623","547,009,327","7,400","40,821","774,374","547,783,701"
63,中兴通讯,"276,554,519","2,536,224,374","14,500","829,800","14,480,010","2,550,704,384"
69,华侨城Ａ,"37,803,933","1,323,853,264","49,300","134,400","795,648","1,324,648,912"
78,海王生物,"1,350,755","487,167,411",0,"156,000","605,280","487,772,691"
88,盐 田 港,"3,154,555","284,436,098",0,"61,200","328,032","284,764,130"
89,深圳机场,"5,704,148","345,963,203","170,500","278,200","2,144,922","348,108,125"
90,天健集团,"976,614","319,950,172",0,"120,140","685,999","320,636,171"
99,中信海直,"1,843,565","266,167,296",0,"21,200","127,624","266,294,920"
