证券代码,证券简称,融资买入额(元),融资余额(元),融券卖出量(股),融券余量(股),融券余额(元),融资融券余额(元)
1,平安银行,"7,599,351","1,062,878,113","107,800","276,557","3,617,366","1,066,495,479"
2,万  科Ａ,"13,167,807","282,486,360","3,028,356","2,162,032","17,836,765","300,323,125"
9,中国宝安,"4,943,421","538,874,634","115,500","759,563","6,349,947","545,224,581"
12,南  玻Ａ,"464,982","140,401,831","235,000","522,528","3,678,597","144,080,428"
21,长城开发,"204,435","54,864,962","17,200","67,091","291,174","55,156,136"
24,招商地产,"4,921,716","155,096,904","277,574","679,564","14,848,473","169,945,377"
31,中粮地产,"4,350,029","67,550,311","35,000","224,582","833,198","68,383,509"
39,中集集团,"2,263,605","249,938,172","110,300","479,823","4,577,512","254,515,684"
59,辽通化工,"3,207,346","132,380,946","140,100","523,875","3,106,579","135,487,525"
60,中金岭南,"1,582,052","103,552,716","276,700","1,136,871","8,651,588","112,204,304"
61,农 产 品,"3,806,890","139,588,364","33,810","92,048","428,023","140,016,387"
63,中兴通讯,"2,185,749","374,586,391","271,744","1,503,083","12,084,787","386,671,178"
69,华侨城Ａ,"3,251,099","159,533,443","1,258,666","1,607,299","9,225,897","168,759,340"
100,TCL 集团,"8,878,949","244,255,628","2,143,800","2,689,851","5,594,890","249,850,518"
157,中联重科,"9,267,756","577,364,053","588,654","3,540,100","28,745,612","606,109,665"
338,潍柴动力,"8,922,322","279,944,166","196,996","649,196","13,633,116","293,577,282"
400,许继电气,0,"89,168,930",0,"156,470","2,678,766","91,847,696"
401,冀东水泥,"9,651,322","144,696,877","351,788","493,195","5,573,103","150,269,980"
402,金 融 街,"13,563,832","331,745,698","395,700","193,878","1,089,593","332,835,291"
422,湖北宜化,"14,303,722","375,782,457","28,400","408,413","3,875,839","379,658,296"
423,东阿阿胶,"5,157,012","145,428,549","64,292","442,996","17,015,476","162,444,025"
425,徐工机械,"3,039,860","184,284,217","35,293","490,779","5,045,207","189,329,424"
503,海虹控股,"17,073,249","178,430,854","112,900","543,286","4,645,095","183,075,949"
522,白云山Ａ,"4,347,470","600,910,159","8,800","11,301","195,055","601,105,214"
527,美的电器,0,"207,554,757",0,"620,951","5,700,330","213,255,087"
528,柳    工,"3,443,084","157,936,992","88,819","393,771","3,213,170","161,150,162"
538,云南白药,"4,653,578","99,985,291","82,864","655,460","42,395,153","142,380,444"
540,中天城投,"9,131,087","226,376,556","148,980","222,680","1,382,843","227,759,399"
541,佛山照明,"5,800,096","78,898,957","16,500","167,900","1,049,375","79,948,332"
550,江铃汽车,"1,416,840","86,537,360","17,200","74,027","1,050,443","87,587,803"
559,万向钱潮,"4,239,518","125,108,560","28,800","308,103","1,297,113","126,405,673"
562,宏源证券,"13,031,327","463,397,317","284,965","678,035","11,336,746","474,734,063"
568,泸州老窖,"24,483,243","528,804,808","416,626","622,475","20,510,551","549,315,359"
581,威孚高科,"2,943,708","68,110,380","23,300","326,135","9,138,303","77,248,683"
