证券代码,证券简称,融资买入额(元),融资余额(元),融券卖出量(股),融券余量(股),融券余额(元),融资融券余额(元)
1,平安银行,"56,811,277","3,054,679,441","3,461,050","1,286,932","16,150,996","3,070,830,437"
2,万  科Ａ,"34,110,617","1,901,489,335","1,396,800","2,191,496","18,715,374","1,920,204,709"
6,深振业Ａ,"31,444,046","189,525,611","42,300","104,700","594,696","190,120,307"
9,中国宝安,"13,201,985","1,179,796,809","150,660","428,683","3,905,302","1,183,702,111"
12,南  玻Ａ,"29,902,937","632,699,461","52,000","337,235","2,974,412","635,673,873"
21,长城开发,"6,841,322","223,235,432","70,600","313,000","1,712,110","224,947,542"
24,招商地产,"34,263,940","644,436,754","208,376","468,811","10,234,144","654,670,898"
27,深圳能源,"7,302,819","205,554,035","1,200","246,118","1,388,105","206,942,140"
28,国药一致,"14,610,504","118,748,500",100,"48,000","1,890,240","120,638,740"
31,中粮地产,"8,430,776","252,411,222","5,800","177,000","704,460","253,115,682"
39,中集集团,"19,936,466","900,411,154","219,580","868,766","12,405,979","912,817,133"
43,中航地产,"1,747,603","145,927,519","9,500","95,100","569,649","146,497,168"
46,泛海建设,"1,624,178","224,963,922","90,853","567,646","2,616,848","227,580,770"
49,德赛电池,"5,695,214","131,606,404",100,"21,776","1,447,668","133,054,072"
50,深天马Ａ,"8,118,990","268,962,165","15,500","33,617","375,838","269,338,003"
59,辽通化工,"26,760,077","291,455,549","335,330","414,170","2,290,360","293,745,909"
60,中金岭南,"2,489,521","229,911,238","161,913","940,976","6,135,163","236,046,401"
61,农 产 品,"38,664,487","1,039,877,070","108,166","454,400","3,798,784","1,043,675,854"
62,深圳华强,"17,487,822","160,172,697",0,0,0,"160,172,697"
63,中兴通讯,"38,188,316","1,623,814,058","344,662","1,201,915","17,920,554","1,641,734,612"
69,华侨城Ａ,"15,534,798","536,692,344","733,975","1,131,732","6,156,622","542,848,966"
88,盐 田 港,"20,947,767","375,151,248","229,996","56,400","354,756","375,506,004"
89,深圳机场,"1,354,432","105,835,969","4,400","76,460","340,247","106,176,216"
100,TCL 集团,"66,777,542","1,349,301,566","1,813,700","988,200","2,371,680","1,351,673,246"
156,华数传媒,"2,277,029","83,737,897","3,400","15,716","350,781","84,088,678"
157,中联重科,"20,871,867","960,476,118","316,500","2,327,606","13,220,802","973,696,920"
338,潍柴动力,"30,907,063","459,027,644","217,668","322,024","6,456,581","465,484,225"
400,许继电气,"6,769,825","489,658,699","50,600","196,469","5,974,623","495,633,322"
401,冀东水泥,"9,700,937","251,272,708","69,100","241,793","2,212,406","253,485,114"
402,金 融 街,"63,628,931","628,748,537","972,290","632,392","3,269,466","632,018,003"
417,合肥百货,"10,070,886","260,645,554","2,000","154,200","993,048","261,638,602"
422,湖北宜化,"30,313,493","384,010,687","226,100","571,844","3,980,033","387,990,720"
423,东阿阿胶,"11,924,408","578,136,917","73,593","213,611","8,745,235","586,882,152"
425,徐工机械,"5,386,146","302,409,721","54,475","484,136","3,800,468","306,210,189"
