证券代码,证券简称,融资买入额(元),融资余额(元),融券卖出量(股),融券余量(股),融券余额(元),融资融券余额(元)
1,平安银行,"123,256,696","3,339,086,432","353,900","779,480","8,036,439","3,347,122,871"
2,万  科Ａ,"67,776,448","2,032,805,862","38,200","655,119","14,425,720","2,047,231,582"
6,深振业Ａ,"15,351,375","1,094,079,499",0,"60,000","495,600","1,094,575,099"
9,中国宝安,"63,998,825","2,139,365,238","495,786","660,836","5,749,273","2,145,114,511"
12,南  玻Ａ,"23,681,230","888,059,116","56,100","103,425","883,249","888,942,365"
22,深赤湾Ａ,"24,967,804","365,366,477","25,000","270,900","7,335,972","372,702,449"
27,深圳能源,"6,589,133","466,779,747","7,400","68,400","440,496","467,220,243"
28,国药一致,"2,566,728","89,486,086",0,"7,900","603,718","90,089,804"
30,富奥股份,"13,189,565","140,785,495","8,300","53,400","482,202","141,267,697"
31,中粮地产,0,"832,008,540",0,"138,000","1,104,000","833,112,540"
39,中集集团,"47,273,661","1,009,180,259","20,800","184,562","3,442,081","1,012,622,340"
43,中航地产,"8,994,978","477,755,391",0,"24,516","254,966","478,010,357"
46,泛海控股,"5,376,009","612,337,514","2,000","108,700","886,992","613,224,506"
49,德赛电池,"29,159,244","286,030,811","18,800","25,003","1,375,415","287,406,226"
50,深天马Ａ,"126,430,237","1,681,428,689","1,000","71,200","1,552,872","1,682,981,561"
59,华锦股份,"54,064,094","786,179,506",0,"40,500","467,370","786,646,876"
60,中金岭南,"111,995,252","1,819,391,528","97,500","425,386","5,053,586","1,824,445,114"
61,农 产 品,0,"849,809,129",0,"85,042","770,481","850,579,610"
62,深圳华强,"31,450,965","775,745,194",100,"37,700","997,165","776,742,359"
63,中兴通讯,"98,193,730","2,461,093,190","15,900","280,730","6,131,142","2,467,224,332"
69,华侨城Ａ,"25,240,594","1,053,187,928","51,000","325,900","2,802,740","1,055,990,668"
78,海王生物,"8,754,601","712,252,568",0,0,0,"712,252,568"
88,盐 田 港,"19,043,105","414,732,809","126,600","226,300","2,075,171","416,807,980"
89,深圳机场,"6,396,666","315,929,883",0,"40,000","348,000","316,277,883"
90,天健集团,"12,124,756","401,155,361",0,0,0,"401,155,361"
99,中信海直,0,"372,496,873",0,0,0,"372,496,873"
100,TCL 集团,"33,913,552","1,842,558,397","233,900","337,900","1,216,440","1,843,774,837"
151,中成股份,"10,910,168","549,205,137","1,000","11,000","188,870","549,394,007"
156,华数传媒,"11,232,679","829,107,558","23,500","30,500","449,570","829,557,128"
157,中联重科,"15,271,038","1,133,523,304","7,200","241,590","1,137,889","1,134,661,193"
166,申万宏源,"23,364,120","605,143,779","2,300","125,700","731,574","605,875,353"
333,美的集团,"73,243,310","2,462,380,190","11,900","262,445","10,437,439","2,472,817,629"
338,潍柴动力,"49,320,588","1,540,860,879","374,748","6,096,532","41,151,591","1,582,012,470"
400,许继电气,"2,889,111","547,749,667",0,"29,100","482,478","548,232,145"
401,冀东水泥,"307,106,651","1,940,610,093","255,700","542,200","10,290,956","1,950,901,049"
402,金 融 街,"12,506,630","1,085,315,645","2,500","187,200","2,106,000","1,087,421,645"
404,华意压缩,"7,089,617","245,465,671",0,0,0,"245,465,671"
413,东旭光电,"179,684,231","3,276,816,402","436,000","755,697","8,320,224","3,285,136,626"
415,渤海金控,"5,142,126","788,597,794","21,100","76,300","520,366","789,118,160"
417,合肥百货,"7,678,745","433,526,213",0,0,0,"433,526,213"
418,小天鹅Ａ,"5,116,161","106,521,724",600,600,"27,642","106,549,366"
422,湖北宜化,0,"624,014,651",0,"292,200","1,835,016","625,849,667"
423,东阿阿胶,"61,116,283","1,294,830,235",800,"16,900","1,083,459","1,295,913,694"
425,徐工机械,"12,255,950","792,795,418","31,100","706,000","2,682,800","795,478,218"
426,兴业矿业,"12,930,316","500,716,131",0,"30,000","286,200","501,002,331"
488,晨鸣纸业,"123,796,299","1,013,024,474","116,500","158,000","2,616,480","1,015,640,954"
501,鄂武商Ａ,"11,900,580","574,160,750","1,000","14,910","251,532","574,412,282"
503,海虹控股,0,"2,502,678,344",0,"55,300","1,378,629","2,504,056,973"
506,中润资源,0,"476,896,552",0,"3,200","28,000","476,924,552"
513,丽珠集团,"16,072,992","219,552,744",0,"8,577","428,593","219,981,337"
516,国际医学,"34,949,918","951,619,170",0,0,0,"951,619,170"
525,红 太 阳,"41,080,268","429,685,345","1,000","1,000","20,930","429,706,275"
528,柳    工,"16,687,165","453,356,966",0,"3,700","32,486","453,389,452"
531,穗恒运Ａ,"1,844,389","216,713,932","1,500","26,000","231,660","216,945,592"
536,华映科技,"6,629,764","528,009,571",0,"1,800","9,720","528,019,291"
537,广宇发展,"8,824,815","520,605,600",0,0,0,"520,605,600"
538,云南白药,"9,999,891","463,777,658","3,000","31,687","2,851,513","466,629,171"
539,粤电力Ａ,"701,000","337,865,143",0,"4,700","24,581","337,889,724"
540,中天金融,"114,656,252","1,657,014,568","190,300","583,000","4,285,050","1,661,299,618"
541,佛山照明,"7,002,880","464,151,594",0,"30,000","268,200","464,419,794"
543,皖能电力,"3,808,544","532,087,036",0,0,0,"532,087,036"
550,江铃汽车,"4,661,685","167,275,703","2,300","7,000","141,470","167,417,173"
551,创元科技,"21,420,098","593,320,233",0,0,0,"593,320,233"
552,靖远煤电,"18,167,153","389,127,592",0,0,0,"389,127,592"
554,泰山石油,"15,720,981","461,105,375",0,"4,700","42,864","461,148,239"
559,万向钱潮,"25,803,365","1,192,285,169","159,700","257,000","2,731,910","1,195,017,079"
563,陕国投Ａ,"39,285,325","818,442,739","310,000","312,900","1,702,176","820,144,915"
565,渝三峡Ａ,"3,780,581","170,891,706",0,0,0,"170,891,706"
566,海南海药,"9,580,059","1,034,994,297",0,"56,100","733,788","1,035,728,085"
568,泸州老窖,"33,279,270","414,006,331","30,500","315,925","18,083,546","432,089,877"
572,海马汽车,"6,227,634","460,702,800",0,"75,000","372,000","461,074,800"
581,威孚高科,"64,655,881","951,364,839",0,"27,800","688,884","952,053,723"
592,平潭发展,0,"999,258,726",0,"30,200","173,650","999,432,376"
596,古井贡酒,"40,056,403","207,600,392","11,800","23,292","1,247,287","208,847,679"
598,兴蓉环境,"19,755,039","897,370,407","12,600","173,200","971,652","898,342,059"
600,建投能源,"322,456,318","972,752,521","17,500","352,500","4,628,325","977,380,846"
607,华媒控股,"5,210,563","453,387,355",0,0,0,"453,387,355"
616,海航投资,"27,178,429","710,096,395",0,"91,000","414,050","710,510,445"
623,吉林敖东,"27,323,143","1,784,238,246","3,400","177,330","3,892,393","1,788,130,639"
625,长安汽车,"31,488,212","2,620,228,629","4,100","98,200","1,337,484","2,621,566,113"
626,远大控股,"2,965,802","198,795,541",0,54,901,"198,796,442"
630,铜陵有色,"47,820,038","1,152,680,570",0,"734,500","2,225,535","1,154,906,105"
631,顺发恒业,"895,072","330,638,097",0,0,0,"330,638,097"
650,仁和药业,"5,624,800","532,086,024",0,"18,000","105,480","532,191,504"
651,格力电器,"144,759,186","3,973,405,903","11,700","460,675","17,772,841","3,991,178,744"
655,金岭矿业,"25,592,162","294,486,694",300,300,"2,523","294,489,217"
656,金科股份,"13,026,999","533,311,205",0,"190,000","963,300","534,274,505"
661,长春高新,"10,881,639","741,932,133","3,000","5,638","720,987","742,653,120"
665,湖北广电,"3,282,948","112,506,957",0,0,0,"112,506,957"
667,美好置业,"21,517,375","478,179,539",0,"38,800","131,920","478,311,459"
671,阳 光 城,"5,558,326","680,046,775",0,"87,900","483,450","680,530,225"
680,山推股份,"49,588,749","599,474,066",0,"11,000","69,410","599,543,476"
685,中山公用,"10,497,442","496,579,397","13,900","43,932","468,315","497,047,712"
686,东北证券,"63,838,883","1,803,200,274",0,"290,030","3,033,714","1,806,233,988"
690,宝新能源,"30,938,090","580,162,223","4,900","82,500","597,300","580,759,523"
697,炼石有色,"21,646,808","1,228,087,530","10,200","10,200","220,014","1,228,307,544"
700,模塑科技,0,"103,291,286",0,0,0,"103,291,286"
708,大冶特钢,"18,736,574","180,151,360","68,300","108,300","1,341,837","181,493,197"
709,河钢股份,"387,762,317","2,628,376,495","13,559,799","34,293,203","164,264,443","2,792,640,938"
712,锦龙股份,"19,664,143","1,532,287,716","27,300","145,100","2,643,722","1,534,931,438"
718,苏宁环球,"6,794,650","728,559,458","9,000","69,660","383,130","728,942,588"
719,大地传媒,"1,799,229","132,159,091",0,0,0,"132,159,091"
725,京东方Ａ,"220,736,319","6,414,915,025","253,800","2,890,900","10,985,420","6,425,900,445"
726,鲁  泰Ａ,"1,683,149","106,066,857",0,"32,000","368,960","106,435,817"
728,国元证券,"96,723,628","2,555,255,288","307,400","4,507,146","59,178,828","2,614,434,116"
729,燕京啤酒,"6,373,313","422,595,632",0,"10,000","64,200","422,659,832"
731,四川美丰,"25,847,972","744,001,914",0,"40,000","338,000","744,339,914"
732,泰禾集团,"3,666,325","310,542,314",0,"16,400","265,680","310,807,994"
