证券代码,证券简称,融资买入额(元),融资余额(元),融券卖出量(股),融券余量(股),融券余额(元),融资融券余额(元)
1,平安银行,"166,811,483","2,847,108,617","4,202,534","1,369,665","14,737,596","2,861,846,213"
2,万  科Ａ,"178,492,856","1,943,294,076","1,824,060","6,511,773","61,666,490","2,004,960,566"
6,深振业Ａ,"27,454,201","588,119,662",0,"138,700","866,875","588,986,537"
9,中国宝安,"48,248,554","2,414,908,439","387,916","541,808","6,599,220","2,421,507,659"
12,南  玻Ａ,"65,318,847","823,977,693","298,758","1,310,195","10,442,254","834,419,947"
24,招商地产,"173,443,086","965,406,768","499,531","728,509","9,485,188","974,891,956"
27,深圳能源,"51,455,931","582,900,285","378,337","526,913","4,231,111","587,131,396"
28,国药一致,"10,458,036","154,739,025","7,900","28,100","1,307,774","156,046,799"
31,中粮地产,"11,312,473","476,218,478","76,100","306,300","1,595,823","477,814,301"
39,中集集团,"93,556,048","1,097,906,622","593,694","1,035,772","18,312,449","1,116,219,071"
43,中航地产,"40,315,181","595,468,894","45,000","74,400","587,016","596,055,910"
46,泛海控股,"32,125,106","442,009,059","32,700","717,277","4,447,117","446,456,176"
49,德赛电池,"20,371,969","397,411,925","10,600","23,550","862,637","398,274,562"
50,深天马Ａ,"51,974,030","1,173,366,466","10,000","30,880","681,830","1,174,048,296"
60,中金岭南,"46,892,806","490,087,707","374,400","1,037,866","8,136,870","498,224,577"
61,农 产 品,"46,890,354","943,386,119","189,143","545,081","6,094,005","949,480,124"
62,深圳华强,"6,487,710","413,607,795","6,500","22,100","331,058","413,938,853"
63,中兴通讯,"140,694,461","2,428,851,717","1,160,189","1,492,004","22,156,258","2,451,007,975"
69,华侨城Ａ,"96,899,176","1,524,319,344","1,447,000","2,142,237","12,896,267","1,537,215,611"
78,海王生物,"19,455,770","465,225,314",0,500,"4,910","465,230,224"
88,盐 田 港,"88,580,428","872,371,422","688,463","35,000","280,000","872,651,422"
89,深圳机场,"17,355,081","148,121,864","41,900","133,800","669,000","148,790,864"
99,中信海直,"53,130,809","791,406,338","7,100","9,300","130,014","791,536,352"
100,TCL 集团,"120,579,766","2,384,405,968","8,264,054","3,262,078","10,536,512","2,394,942,480"
151,中成股份,"20,423,593","330,203,208",0,0,0,"330,203,208"
156,华数传媒,"17,657,032","262,341,107","37,100","26,000","718,900","263,060,007"
157,中联重科,"101,038,750","1,101,459,980","3,958,600","1,276,030","6,405,670","1,107,865,650"
333,美的集团,"280,623,496","982,910,282","101,057","245,675","5,402,393","988,312,675"
338,潍柴动力,"154,628,739","1,438,301,004","396,984","906,343","19,114,774","1,457,415,778"
400,许继电气,"43,738,788","1,209,745,914","247,533","348,623","7,056,129","1,216,802,043"
401,冀东水泥,"45,053,305","399,840,207","641,672","522,360","4,790,041","404,630,248"
402,金 融 街,"67,190,318","720,570,741","781,700","1,686,868","11,032,117","731,602,858"
410,沈阳机床,"27,749,576","384,438,975",0,"16,700","135,771","384,574,746"
413,东旭光电,"30,010,055","684,729,863","86,900","87,500","663,250","685,393,113"
415,渤海租赁,0,"156,803,708",0,0,0,"156,803,708"
417,合肥百货,"9,726,662","448,588,779","2,100","187,756","1,220,414","449,809,193"
422,湖北宜化,"37,079,885","596,921,434","56,400","558,699","3,480,695","600,402,129"
423,东阿阿胶,"135,986,851","1,361,072,238","165,140","457,181","16,344,221","1,377,416,459"
425,徐工机械,"33,469,383","602,187,620","868,538","1,271,182","11,847,416","614,035,036"
426,兴业矿业,"8,006,965","345,037,917","2,800","56,600","623,732","345,661,649"
501,鄂武商Ａ,"8,679,534","279,372,973","4,300","229,000","3,144,170","282,517,143"
503,海虹控股,"147,240,208","2,653,173,322","528,678","850,238","20,830,833","2,674,004,155"
506,中润资源,0,"456,422,083",0,"108,800","758,336","457,180,419"
511,烯碳新材,"61,547,508","975,856,614","738,700","103,800","841,818","976,698,432"
513,丽珠集团,"4,211,035","107,527,395","4,400","8,500","440,300","107,967,695"
516,开元投资,"26,537,928","407,714,571",0,0,0,"407,714,571"
525,红 太 阳,0,"326,991,725",0,"23,700","377,304","327,369,029"
528,柳    工,"42,423,626","609,780,327","134,900","360,251","2,874,803","612,655,130"
536,华映科技,"33,723,055","378,657,307","32,800","51,881","969,137","379,626,444"
537,广宇发展,"33,078,695","369,286,481","255,100","78,400","562,128","369,848,609"
538,云南白药,"145,705,576","1,550,100,122","291,514","658,509","35,915,083","1,586,015,205"
539,粤电力Ａ,"16,461,963","269,128,079","5,000","71,334","404,464","269,532,543"
540,中天城投,"30,330,715","758,340,485","38,100","296,600","2,254,160","760,594,645"
541,佛山照明,"33,532,899","263,165,506",0,0,0,"263,165,506"
543,皖能电力,"38,618,449","383,272,240","14,000","10,000","82,700","383,354,940"
550,江铃汽车,"2,230,873","115,500,446","23,800","116,984","3,552,804","119,053,250"
551,创元科技,"14,210,108","526,930,192","9,600","60,201","594,786","527,524,978"
552,靖远煤电,"18,364,005","169,891,285","155,612","44,040","423,224","170,314,509"
554,泰山石油,"15,608,682","366,930,359",0,0,0,"366,930,359"
559,万向钱潮,"98,212,879","1,754,051,456","1,006,696","250,320","3,419,370","1,757,470,826"
562,宏源证券,"344,306,564","3,187,137,966","1,664,092","596,503","9,025,091","3,196,163,057"
563,陕国投Ａ,"42,561,826","453,644,663","289,699","209,000","1,832,930","455,477,593"
566,海南海药,"18,116,964","327,895,824","8,824","13,024","205,649","328,101,473"
568,泸州老窖,"60,568,886","663,679,910","246,340","436,933","7,497,770","671,177,680"
572,海马汽车,"12,312,204","357,408,696","78,400","101,800","476,424","357,885,120"
581,威孚高科,"27,437,792","801,079,232","147,118","432,329","11,543,184","812,622,416"
592,平潭发展,"283,950,524","1,889,658,936","1,500","60,400","1,135,520","1,890,794,456"
596,古井贡酒,"35,875,375","194,886,890","93,534","54,527","1,401,889","196,288,779"
598,兴蓉投资,"53,098,511","1,188,336,404","862,400","164,053","917,056","1,189,253,460"
607,华智控股,"19,116,938","207,282,575",0,0,0,"207,282,575"
616,亿城投资,"18,020,183","731,323,914","6,300","144,000","586,080","731,909,994"
623,吉林敖东,"206,878,865","1,687,421,433","928,944","2,379,649","55,350,635","1,742,772,068"
625,长安汽车,"18,462,447","768,799,819","533,940","1,489,044","21,159,315","789,959,134"
629,攀钢钒钛,"112,073,397","1,182,851,002","4,635,047","1,623,812","4,920,150","1,187,771,152"
630,铜陵有色,"23,832,761","521,772,287","139,800","284,876","3,110,846","524,883,133"
631,顺发恒业,"3,780,161","171,338,737","2,000","132,300","829,521","172,168,258"
650,仁和药业,"12,302,835","642,578,965","11,100","127,900","913,206","643,492,171"
651,格力电器,"125,403,370","2,304,515,831","752,259","2,991,181","85,577,688","2,390,093,519"
655,金岭矿业,"16,990,421","148,571,091","42,800","453,952","3,731,486","152,302,577"
661,长春高新,"15,441,479","807,491,194",400,"57,197","5,065,939","812,557,133"
667,美好集团,"16,455,049","388,110,424","32,600","171,500","463,050","388,573,474"
