日期,开盘价,收盘价,最高价,最低价,成交量,成交额,振幅,换手率(%)
2018-11-16,4.01,4.81,4.81,4.01,18788,901万,-,0.19
2018-11-19,5.29,5.29,5.29,5.29,12729,673万,0.00%,0.13
2018-11-20,5.82,5.82,5.82,5.82,17317,1008万,0.00%,0.17
2018-11-21,6.40,6.40,6.40,6.40,56472,3614万,0.00%,0.56
2018-11-22,7.04,7.04,7.04,7.04,62321,4387万,0.00%,0.62
2018-11-23,7.74,7.74,7.74,7.20,6480130,48.7亿,7.67%,64.08
2018-11-26,7.49,7.18,7.60,6.97,4129449,29.8亿,8.14%,40.84
2018-11-27,7.07,6.90,7.15,6.71,2491143,17.1亿,6.13%,24.63
2018-11-28,6.80,6.95,7.11,6.75,1998899,13.9亿,5.22%,19.77
2018-11-29,6.95,6.55,6.95,6.54,2080369,14.0亿,5.90%,20.57
2018-11-30,6.47,6.45,6.52,6.17,1803341,11.5亿,5.34%,17.83
2018-12-03,6.54,6.66,6.88,6.43,2329073,15.5亿,6.98%,23.03
2018-12-04,6.53,6.58,6.59,6.43,1403854,9.14亿,2.40%,13.88
2018-12-05,6.40,6.43,6.50,6.37,1016949,6.54亿,1.98%,10.06
2018-12-06,6.36,6.45,6.66,6.32,1172016,7.62亿,5.29%,11.59
2018-12-07,6.42,6.38,6.49,6.34,705091,4.51亿,2.33%,6.97
2018-12-10,6.32,6.23,6.36,6.18,761900,4.75亿,2.82%,7.53
2018-12-11,6.24,6.33,6.38,6.20,724028,4.55亿,2.89%,7.16
2018-12-12,6.32,6.31,6.38,6.28,518517,3.28亿,1.58%,5.13
2018-12-13,6.32,6.37,6.47,6.26,963671,6.15亿,3.33%,9.53
2018-12-14,6.34,6.25,6.35,6.20,806205,5.04亿,2.35%,7.97
2018-12-17,6.21,6.23,6.26,6.17,427577,2.66亿,1.44%,4.23
