日期,开盘价,收盘价,最高价,最低价,成交量,成交额,振幅,换手率(%)
2017-05-19,22.09,26.51,26.51,22.09,53,13.8万,-,0.03
2017-05-22,29.16,29.16,29.16,29.16,34,9.98万,0.00%,0.02
2017-05-23,32.08,32.08,32.08,32.08,21,6.73万,0.00%,0.01
2017-05-24,35.29,35.29,35.29,35.29,38,13.4万,0.00%,0.02
2017-05-25,38.82,38.82,38.82,38.82,267,104万,0.00%,0.16
2017-05-26,42.70,42.70,42.70,42.70,609,260万,0.00%,0.35
2017-05-31,46.97,46.97,46.97,46.97,366,172万,0.00%,0.21
2017-06-01,51.67,51.67,51.67,51.67,17184,8879万,0.00%,9.98
2017-06-02,48.88,47.62,50.16,46.66,83778,4.05亿,6.77%,48.65
2017-06-05,50.00,52.38,52.38,49.56,105524,5.44亿,5.92%,61.28
2017-06-06,47.87,48.55,50.34,47.14,85111,4.13亿,6.11%,49.43
2017-06-07,47.83,53.41,53.41,47.83,103930,5.34亿,11.49%,60.35
2017-06-08,52.98,48.12,52.98,48.07,88281,4.45亿,9.19%,51.27
2017-06-09,48.55,48.80,49.80,47.89,52783,2.58亿,3.97%,30.65
2017-06-12,46.90,45.09,46.99,44.52,52296,2.40亿,5.06%,30.37
2017-06-13,45.00,46.49,47.95,44.99,40386,1.87亿,6.56%,23.45
2017-06-14,45.90,44.70,45.93,44.25,38620,1.74亿,3.61%,22.43
2017-06-15,44.52,45.55,46.19,44.50,32126,1.46亿,3.78%,18.66
2017-06-16,45.37,45.20,45.62,44.49,23912,1.08亿,2.48%,13.89
2017-06-19,45.35,45.00,45.68,44.61,18281,8224万,2.37%,10.62
2017-06-20,45.00,45.03,45.80,44.72,19709,8910万,2.40%,11.45
2017-06-21,45.01,45.15,45.29,44.66,14615,6568万,1.40%,8.49
2017-06-22,45.15,45.65,46.98,45.14,40815,1.88亿,4.08%,23.7
2017-06-23,45.38,44.08,45.50,42.69,33211,1.47亿,6.16%,19.29
2017-06-26,43.58,43.88,44.18,42.95,16725,7319万,2.79%,9.71
2017-06-27,43.80,43.89,45.00,43.70,15808,6998万,2.96%,9.18
2017-06-28,43.68,43.08,43.99,42.70,19266,8315万,2.94%,11.19
2017-06-29,43.00,43.00,43.39,42.85,10794,4650万,1.25%,6.27
2017-06-30,42.56,43.90,44.55,42.20,25911,1.14亿,5.47%,15.05
2017-07-03,43.77,44.00,44.29,43.53,17909,7868万,1.73%,10.4
2017-07-04,44.00,44.10,44.55,43.70,12765,5626万,1.93%,7.41
2017-07-05,43.92,44.77,45.21,43.89,22603,1.01亿,2.99%,13.13
2017-07-06,44.76,44.93,45.43,44.40,22489,1.01亿,2.30%,13.06
2017-07-07,45.20,45.45,46.20,45.00,28039,1.28亿,2.67%,16.28
2017-07-10,44.51,43.12,44.80,43.00,24234,1.06亿,3.96%,14.07
2017-07-11,43.12,42.36,43.35,42.25,12310,5272万,2.55%,7.15
2017-07-12,42.20,42.43,42.50,41.03,13613,5700万,3.47%,7.91
2017-07-13,42.12,41.70,42.12,41.50,7673,3208万,1.46%,4.46
2017-07-14,41.70,41.70,42.51,41.51,8164,3427万,2.40%,4.74
2017-07-17,41.07,37.53,41.28,37.53,21633,8337万,8.99%,12.56
2017-07-18,37.14,37.23,37.59,36.48,11083,4117万,2.96%,6.44
2017-07-19,36.97,37.60,37.80,36.52,9848,3662万,3.44%,5.72
2017-07-20,37.40,37.30,38.21,37.25,8424,3182万,2.55%,4.89
2017-07-21,37.03,36.85,37.59,36.75,5984,2214万,2.25%,3.47
2017-07-24,36.33,37.23,37.23,35.68,11631,4238万,4.21%,6.75
2017-07-25,36.92,36.99,37.47,36.90,7009,2605万,1.53%,4.07
2017-07-26,36.98,36.62,37.22,36.57,5370,1977万,1.76%,3.12
2017-07-27,36.66,37.68,37.91,36.50,12055,4515万,3.85%,7
2017-07-28,37.80,37.35,37.80,37.30,7218,2706万,1.33%,4.19
2017-07-31,37.20,37.34,37.72,37.06,5506,2059万,1.77%,3.2
2017-08-01,37.32,37.59,37.61,36.80,6923,2581万,2.17%,4.02
2017-08-02,37.47,37.03,37.70,37.01,6795,2534万,1.84%,3.95
2017-08-03,37.06,37.26,37.68,36.72,7678,2867万,2.59%,4.46
2017-08-04,37.45,36.70,37.45,36.51,6548,2415万,2.52%,3.8
2017-08-07,37.00,37.00,37.30,36.55,4767,1766万,2.04%,2.77
2017-08-08,36.95,37.25,37.27,36.85,4779,1772万,1.14%,2.78
2017-08-09,37.26,37.85,38.30,37.03,10836,4079万,3.41%,6.29
2017-08-10,37.85,36.86,37.85,36.60,8063,2997万,3.30%,4.68
2017-08-11,36.78,36.24,36.78,36.17,6510,2369万,1.65%,3.78
2017-08-14,36.18,36.80,36.93,36.07,4191,1539万,2.37%,2.43
2017-08-15,36.80,37.34,37.34,36.80,5857,2171万,1.47%,3.4
2017-08-16,37.38,38.01,38.09,37.15,10324,3899万,2.52%,6
2017-08-17,39.53,39.86,40.83,39.53,34036,1.36亿,3.42%,19.77
2017-08-18,38.98,38.75,39.18,38.39,18326,7102万,1.98%,10.64
2017-08-21,38.65,39.46,39.59,38.60,10210,4008万,2.55%,5.93
2017-08-22,39.25,39.19,39.99,39.12,11421,4519万,2.20%,6.63
2017-08-23,39.01,38.93,39.30,38.52,8032,3127万,1.99%,4.66
2017-08-24,38.84,38.99,39.71,38.84,9778,3838万,2.23%,5.68
2017-08-25,38.88,40.16,40.16,38.70,14256,5646万,3.74%,8.28
2017-08-28,40.33,41.15,41.56,40.33,17713,7265万,3.06%,10.29
2017-08-29,40.88,41.14,42.50,40.80,22285,9241万,4.13%,12.94
2017-08-30,40.81,40.38,41.33,40.20,12995,5287万,2.75%,7.55
2017-08-31,40.38,41.94,42.17,40.35,19116,7938万,4.51%,11.1
2017-09-01,41.78,42.25,42.48,41.76,15793,6660万,1.72%,9.17
2017-09-04,42.25,41.40,42.30,41.31,14535,6071万,2.34%,8.44
2017-09-05,41.30,41.51,41.80,41.27,7923,3289万,1.28%,4.6
2017-09-06,41.51,41.41,41.60,40.81,9225,3805万,1.90%,5.36
