日期,开盘价,收盘价,最高价,最低价,成交量,成交额,振幅,换手率(%)
2010-03-12,62.00,60.21,65.00,59.00,168785,10.2亿,-,84.39
2010-03-15,56.30,54.19,56.70,54.19,68588,3.75亿,4.17%,34.29
2010-03-16,53.70,53.60,55.19,51.81,56481,3.04亿,6.24%,28.24
2010-03-17,53.33,54.34,54.81,52.50,40262,2.17亿,4.31%,20.13
2010-03-18,53.80,52.87,53.89,52.62,36386,1.93亿,2.34%,18.19
2010-03-19,52.56,51.95,52.60,51.60,32836,1.70亿,1.89%,16.42
2010-03-22,52.02,52.51,52.80,51.80,22310,1.17亿,1.92%,11.15
2010-03-23,52.30,53.00,53.59,52.00,24012,1.27亿,3.03%,12.01
2010-03-24,52.97,54.65,55.10,52.31,43155,2.34亿,5.26%,21.58
2010-03-25,54.90,54.83,56.78,54.20,40967,2.28亿,4.72%,20.48
2010-03-26,54.00,53.60,54.65,52.68,24466,1.31亿,3.59%,12.23
2010-03-29,53.50,53.62,53.87,52.40,21359,1.14亿,2.74%,10.68
2010-03-30,53.10,54.88,55.18,52.88,27904,1.52亿,4.29%,13.95
2010-03-31,54.58,55.46,56.50,54.36,32878,1.83亿,3.90%,16.44
2010-04-01,55.66,56.08,57.35,55.66,39452,2.23亿,3.05%,19.73
2010-04-02,55.62,55.20,56.27,55.12,21712,1.20亿,2.05%,10.86
2010-04-06,55.50,56.59,56.59,54.81,22797,1.27亿,3.22%,11.4
2010-04-07,56.60,58.73,58.95,56.12,38520,2.24亿,5.00%,19.26
2010-04-08,58.01,56.72,59.35,56.60,28651,1.66亿,4.68%,14.33
2010-04-09,56.99,57.49,57.80,56.04,17440,9960万,3.10%,8.72
2010-04-12,57.73,56.75,58.22,56.32,22251,1.27亿,3.30%,11.13
2010-04-13,57.37,58.50,59.49,55.22,59774,3.49亿,7.52%,29.89
2010-04-14,58.38,56.10,58.38,56.02,25096,1.42亿,4.03%,12.55
2010-04-15,56.10,53.02,56.75,52.20,23114,1.25亿,8.11%,11.56
2010-04-16,52.81,53.05,53.97,51.82,12208,6487万,4.06%,6.1
2010-04-19,52.98,52.79,53.78,52.35,13062,6937万,2.70%,6.53
2010-04-21,52.80,53.95,54.17,52.07,13540,7258万,3.98%,6.77
2010-04-22,53.90,54.20,54.82,53.30,13946,7551万,2.82%,6.97
2010-04-23,53.60,51.89,53.95,51.86,19320,1.02亿,3.86%,9.66
2010-04-26,51.80,51.50,52.49,51.35,14646,7578万,2.20%,7.32
2010-04-27,51.41,46.90,51.41,46.35,17435,8298万,9.83%,8.72
2010-04-28,46.30,45.13,47.36,44.53,10219,4651万,6.03%,5.11
2010-04-29,45.14,44.91,46.15,44.90,8980,4082万,2.77%,4.49
