标的证券代码,标的证券简称,本日融资余额(元),本日融资买入额(元),本日融资偿还额(元),本日融券余量,本日融券卖出量,本日融券偿还量
510010,治理ETF,39260113,456884,644766,956000,507100,464200
510050,50ETF,10536326805,233260504,176729552,28414681,115717527,114458305
510180,180ETF,1859820312,43568228,11351949,7876371,15852925,16777750
510300,300ETF,10869781815,99516572,85268063,66285280,51801309,49483989
510330,华夏300,296668405,304738,5270411,1741041,556000,57139
510500,500ETF,24895185,2660178,1284994,549350,85000,184100
510880,红利ETF,183916252,2185492,4314114,643318,1425900,1309633
600000,浦发银行,7200243745,234217317,285393001,2763835,4620144,4607144
600005,武钢股份,246858840,5658740,4518336,663071,630000,673200
600008,首创股份,262324024,10243297,11622791,266201,41600,41600
600009,上海机场,409597186,14583841,37493328,280144,53100,120643
600010,包钢股份,809589797,61295853,69819357,450836,2066068,2187268
600011,华能国际,309155823,9100483,6894436,42732,200400,201887
600015,华夏银行,1127963307,42980319,78314393,2739868,725350,733015
600016,民生银行,5592225871,152117033,170575684,11893673,6258418,6826469
600018,上港集团,494444524,43106515,31875755,936100,55900,42900
600019,宝钢股份,394050801,16249836,16991106,892861,2509400,2552800
600022,山东钢铁,84792279,4595085,4747987,277600,266628,84328
600027,华电国际,386077966,11691631,14770147,102508,384030,421330
600028,中国石化,787960490,34341662,20271138,801892,804200,651200
600029,南方航空,459130054,9072282,8882552,689746,113900,79800
600030,中信证券,5399569033,203070692,181625385,2871874,4195341,3874002
600031,三一重工,528523982,10986203,14751098,2359779,212270,200813
600036,招商银行,3641217978,215473100,131575600,1388114,4951487,4981171
600037,歌华有线,394085846,53557647,39976799,53500,103900,91400
600038,哈飞股份,360301992,61640340,51356459,21990,1300,900
600039,四川路桥,235302191,3383627,2823333,21300,2000,0
600048,保利地产,2085659426,134123450,50032120,2503388,1110680,1964399
600050,中国联通,1562609310,85726524,66916592,899720,6285000,5884400
600056,中国医药,236724627,17332162,11041760,11600,900,900
600058,五矿发展,171981096,11630848,15291593,119511,216984,236484
600059,古越龙山,300159866,52531574,48655658,135215,23700,20000
600060,海信电器,643744196,73969981,43572719,204950,671900,630900
600062,华润双鹤,280084052,13889522,23047423,91307,54700,91872
600063,皖维高新,129768105,0,284678,28200,0,0
600066,宇通客车,227231912,18674503,10099376,1149022,640148,616829
600067,冠城大通,431083091,24939171,26280429,142100,20100,10000
600068,葛洲坝,278782321,12794851,14059475,410166,1842347,1718047
600072,中船股份,106558465,7302289,5731989,9400,6000,0
600077,宋都股份,77199932,6043541,4156255,5400,0,0
600078,澄星股份,102846996,7834729,8813118,16200,129600,151900
600079,人福医药,321208217,20759300,15481544,35800,25600,20600
600085,同仁堂,402567377,20823429,14851783,600369,86600,113800
600086,东方金钰,459458455,10071582,17924380,48384,7000,1700
600089,特变电工,904112922,95132333,68634255,996940,1421520,1381430
600094,大名城,94781257,1893993,4582800,27000,10000,0
600096,云天化,240004032,15899825,9827294,222236,101900,100100
600100,同方股份,1842111762,128624663,100043970,832698,380400,349300
600104,上汽集团,820107393,71515661,52905607,670825,2642740,2712268
600107,美尔雅,171786078,14707929,9744454,32300,21800,21800
600108,亚盛集团,1310541014,46306430,54071439,469000,580680,521680
600109,国金证券,1281533347,223214886,131047060,533280,669197,595897
600110,中科英华,209863290,12808076,9702579,22300,0,0
600111,包钢稀土,2042272869,98634327,115742683,734324,1328123,1166323
600113,浙江东日,161218835,8421638,12023622,48400,10800,10000
600115,东方航空,246837211,5551094,3959787,418794,182800,100000
600116,三峡水利,146498302,22512421,10161597,9100,43300,43300
600118,中国卫星,851788955,105275321,88063042,420593,945365,883504
600119,长江投资,337329728,29632822,26946708,9600,0,0
600120,浙江东方,570514378,24075501,27307558,53707,13000,14700
600123,兰花科创,448034226,20939549,18068160,294322,700300,643600
600125,铁龙物流,374395734,22055794,19267702,335593,268000,176175
600132,重庆啤酒,199135470,7537646,13203318,56900,24900,8000
600138,中青旅,426389998,60468029,45601012,62200,67600,39400
600139,西部资源,219629434,0,568987,104800,0,0
600141,兴发集团,254156942,7204052,7290154,31500,20100,0
600143,金发科技,703941953,37320534,21400465,100600,147800,186400
600145,国创能源,103578319,5326780,7460105,54200,0,1800
600146,大元股份,121667204,4793558,2461979,54700,1100,3900
600149,廊坊发展,102042760,10394428,9902660,22500,0,0
600150,中国船舶,532244835,46153224,45098145,1030516,1069544,977144
600151,航天机电,413412829,29485081,38537281,56300,84090,67990
600153,建发股份,409083165,44373365,24354880,270385,444456,407647
600157,永泰能源,356771168,15414592,16952232,72100,927800,919500
600158,中体产业,709020954,98138188,72436557,193100,59700,47300
600160,巨化股份,186188478,19381576,26669330,172900,901642,852242
600161,天坛生物,442579055,31647190,24406602,3400,14700,16400
600163,福建南纸,166055200,18262418,16455275,159800,12700,0
600166,福田汽车,360807775,50214338,53481197,633100,1920190,1693990
600169,太原重工,306785098,19592631,11132834,265600,59000,99800
600170,上海建工,288226410,46825801,26129451,89790,851706,878406
600175,美都控股,563352657,71866194,64187199,35000,0,0
600176,中国玻纤,130261620,45527027,16190704,24000,24000,0
600177,雅戈尔,429439928,0,7124516,484939,0,0
600179,黑化股份,110578838,6818379,5072807,97900,5200,0
600185,格力地产,191477821,24981897,19574547,93700,16300,18700
600186,莲花味精,86719589,3213989,3391197,38500,0,0
600187,国中水务,287140836,22303981,16995719,21300,0,0
600188,兖州煤业,120670863,6047285,8289341,584141,700690,574750
600193,创兴资源,190721643,22491665,17800934,42200,24000,34900
600196,复星医药,1074797346,0,30491690,785913,0,0
600197,伊力特,164654653,10036538,6724917,1400,138197,137197
600198,大唐电信,307916217,39849764,42454936,12500,7300,0
600199,金种子酒,217376240,24675259,18255760,34200,426900,428200
600200,江苏吴中,307399531,28813015,15025758,800,0,0
600206,有研硅股,393538007,33521323,20572238,6700,0,0
600208,新湖中宝,287969344,8515665,7930818,528518,194400,139800
600209,罗顿发展,331871863,18003285,16608487,46000,118900,119900
600216,浙江医药,392083642,32773757,38650836,248525,361160,357515
600218,全柴动力,154374371,14429971,10731107,26000,9113,9913
600219,南山铝业,365228781,7343068,5241517,463534,310000,72372
600221,海南航空,308692812,20329991,9074398,82762,531200,464300
600223,鲁商置业,69935080,2612931,2352117,100,0,0
600225,天津松江,168022764,26265782,22917370,79700,46600,7300
600228,昌九生化,63284150,270417,632731,0,0,0
600229,青岛碱业,203189467,9012699,11394460,12300,4600,7300
600230,沧州大化,103070114,7848189,7143708,55500,0,1000
600239,云南城投,414451334,14540647,11813607,93722,10901,47300
600240,华业地产,306394546,27857870,18516689,214700,464812,442512
600251,冠农股份,120730346,15818784,8533736,1000,1100,600
600252,中恒集团,745754083,86919849,85816300,623069,1049499,1063333
600256,广汇能源,3333488045,120666326,69106871,1816296,1299850,1220323
600257,大湖股份,259952651,18103761,26651013,38301,14100,300
600259,广晟有色,374127613,19006423,18897483,154068,36380,43900
600260,凯乐科技,279072538,10741180,8969098,63964,20000,4700
600261,阳光照明,106000764,18074840,12362189,19400,68400,68000
600266,北京城建,278497936,9466365,13645266,125900,82200,16900
600267,海正药业,565055270,39766669,39633620,251688,173150,102065
600271,航天信息,1164430585,116904431,152937252,419142,1051971,945131
600276,恒瑞医药,227206008,20134419,10442325,586943,77846,79421
