标的证券代码,标的证券简称,本日融资余额(元),本日融资买入额(元),本日融资偿还额(元),本日融券余量,本日融券卖出量,本日融券偿还量
510010,治理ETF,35058038,173991,111345,1427187,86700,216100
510050,50ETF,8352924376,320420545,109214829,17477516,186826610,192481648
510180,180ETF,1200157195,54957238,5695193,3627899,27461600,27512850
510300,300ETF,11079586743,0,28874057,61426720,69235220,73912722
510330,华夏300,240082889,1459687,1358797,1269600,200400,131700
510500,500ETF,17608514,66928,1296581,1452100,7800,0
510880,红利ETF,152772793,2609076,304613,252419,1496700,1507900
600000,浦发银行,7005301873,198743818,93253036,3843441,5692011,5797170
600005,武钢股份,246407212,5451323,5104786,1355801,263400,15840
600008,首创股份,263583112,2609823,5454577,96927,14700,39500
600009,上海机场,433968201,9414916,13361695,922853,105100,97523
600010,包钢股份,377285361,0,473128,2680976,0,0
600011,华能国际,315583566,8040552,2625046,131619,78800,35700
600015,华夏银行,1258321658,21090524,32102580,2504132,1205054,1054925
600016,民生银行,5576836761,91622805,60068576,2776122,4484626,5898118
600018,上港集团,516583953,30347865,43744766,1001100,527400,430000
600019,宝钢股份,352351417,5088656,5393879,853997,152000,239200
600022,山东钢铁,108852232,2486522,709744,62000,213593,197893
600027,华电国际,402743704,5740174,4150104,69965,227300,227300
600028,中国石化,633745795,7140186,11745604,667085,312300,278750
600029,南方航空,442965533,2485641,5762110,194418,36800,92400
600030,中信证券,4716976343,159690568,145786665,3355779,7184935,7049122
600031,三一重工,598034375,3731215,7942585,2439749,477400,579350
600036,招商银行,3526003337,122817717,62741964,3265027,3354172,3524256
600037,歌华有线,279816917,6128088,7980431,4400,7400,13400
600038,哈飞股份,344367435,14568229,13390699,58000,700,3000
600039,四川路桥,269852719,3243150,2562803,23100,15600,0
600048,保利地产,1731807101,63352594,42144064,1531115,910879,846375
600050,中国联通,1495664440,20132568,19854684,346900,332300,288300
600056,中国医药,221736141,19318984,11299932,16300,0,0
600058,五矿发展,100855149,0,525038,448295,0,0
600059,古越龙山,257025952,13550862,5824028,113415,13500,26400
600060,海信电器,632482431,26758065,28150623,212610,130722,93500
600062,华润双鹤,272647219,15864043,15484530,137673,142159,141975
600063,皖维高新,152247698,0,663139,28200,0,0
600066,宇通客车,243335313,2390684,8096602,747789,349869,182471
600067,冠城大通,463869378,1794493,2636862,94900,19000,0
600068,葛洲坝,297181464,6638743,3547505,304966,220900,35800
600072,中船股份,93070292,4071663,2394024,15100,0,0
600077,宋都股份,84486810,2829042,8096753,32800,41900,12700
600078,澄星股份,124353107,6195697,6850629,17900,0,23000
600079,人福医药,320835522,6223429,4868970,44344,26000,21376
600085,同仁堂,440455782,48576215,9897528,711594,114700,110200
600086,东方金钰,513865374,34548798,5927310,79354,31600,30000
600089,特变电工,745790113,27288827,27771600,1176903,1470570,1327170
600094,大名城,93639203,2424894,1075488,34166,25900,21500
600096,云天化,225216117,2296876,3434822,113193,68000,111000
600100,同方股份,1509691078,72839973,69051927,657966,595341,564552
600104,上汽集团,780855702,20831554,15446469,948537,598595,525821
600107,美尔雅,180911066,7943560,8824019,34600,0,8800
600108,亚盛集团,1371617783,63948543,52363823,673943,431895,394295
600109,国金证券,724870569,186145969,211871220,339416,1053300,986600
600110,中科英华,228557450,6387381,3305232,31700,0,0
600111,包钢稀土,2461313740,44483734,50463689,518651,217800,244063
600113,浙江东日,194945051,3652094,4826128,37500,0,0
600115,东方航空,270999010,1688436,2548688,250800,76000,70000
600116,三峡水利,183652775,6440028,6102062,10600,6100,3100
600118,中国卫星,810824719,54895697,61244329,378134,329601,303101
600119,长江投资,368942551,7171433,4760045,8000,2500,2900
600120,浙江东方,567561245,13142311,8995385,86472,18807,0
600123,兰花科创,514829524,8789314,9750768,215791,140683,136966
600125,铁龙物流,389501151,11341160,8581373,295728,262600,89400
600132,重庆啤酒,228145037,2911838,7540978,90480,10489,29700
600138,中青旅,281195860,2192945,3194011,80210,2200,4700
600139,西部资源,238578608,22204196,4610345,62000,36400,34100
600141,兴发集团,227978895,0,717462,43536,0,0
600143,金发科技,678297518,16741832,11563028,509900,47700,100800
600145,国创能源,117234067,1127973,767061,133600,0,0
600146,大元股份,120147533,0,354820,41700,0,0
600149,廊坊发展,95212537,0,620507,82100,0,0
600150,中国船舶,392133070,28878401,35179950,873527,478945,502159
600151,航天机电,392838885,10898424,8408332,25500,61100,61100
600153,建发股份,292147926,2428842,6442674,465332,44000,57900
600157,永泰能源,386936162,12849008,8525021,75000,76200,66000
600158,中体产业,573922104,18572253,11275374,201500,56100,53300
600160,巨化股份,169967937,4786866,5912059,62900,15600,30802
600161,天坛生物,427035567,137105616,127513129,7100,51600,57100
600163,福建南纸,172881849,2426761,1830136,1000,0,0
600166,福田汽车,362646967,6432538,3344460,338100,89300,69500
600169,太原重工,343533230,3168527,4789249,402389,34800,61700
600170,上海建工,297637873,4833221,3545920,113797,26700,39300
600175,美都控股,535705854,6873824,4348768,35000,2800,0
600176,中国玻纤,83509674,1799989,3950917,5000,0,500
600177,雅戈尔,534029286,13120033,10040449,326455,273023,188823
600179,黑化股份,95938935,5271853,3553147,36200,13000,13000
600185,格力地产,143774131,6650390,4991123,71600,26100,21600
600186,莲花味精,95502558,637293,551723,71100,10000,0
600187,国中水务,325363870,1704608,1535536,21300,0,0
600188,兖州煤业,163317504,2395985,1306834,343220,131600,66100
600193,创兴资源,176528002,3500501,5292746,5871,5000,8000
600196,复星医药,1287501614,65825562,72393814,816081,855440,816502
600197,伊力特,176175049,6791001,6226627,12990,0,3100
600198,大唐电信,315735374,22619442,12567565,5000,0,3800
600199,金种子酒,252491356,8737428,6363717,32900,20000,25000
600200,江苏吴中,290722582,8894936,14818051,100,0,0
600206,有研硅股,218260296,32751551,8462327,11200,0,0
600208,新湖中宝,229375071,2351220,4067415,683969,226500,382848
600209,罗顿发展,331516619,5213136,8026362,44915,3700,26800
600216,浙江医药,458992646,8857956,10292457,192362,70100,82837
600218,全柴动力,155822515,6484831,9505223,12900,2500,4600
600219,南山铝业,319683358,11604939,3643391,248053,30200,43947
600221,海南航空,330668486,5776321,2625887,314662,103400,23400
600223,鲁商置业,78450865,1036175,680383,11600,10000,0
600225,天津松江,129354958,42523075,32607718,98600,46000,46000
600228,昌九生化,85555339,2057712,157521676,1200,0,500
600229,青岛碱业,214437947,3436166,4251040,12600,24000,24000
600230,沧州大化,125104596,2745361,2827994,9200,800,68
600239,云南城投,484596477,2947558,9294575,134050,0,0
600240,华业地产,257977527,3962754,3453534,11048,0,4000
600251,冠农股份,106246956,4331522,2918408,500,0,8000
600252,中恒集团,776445018,17384566,17502801,307700,290194,319439
