标的证券代码,标的证券简称,本日融资余额(元),本日融资买入额(元),本日融资偿还额(元),本日融券余量,本日融券卖出量,本日融券偿还量
510010,治理ETF,12642800,52022,68427,166000,0,64400
510050,50ETF,1141778851,116856806,51929380,20485440,51216230,54946501
510180,180ETF,454137813,5925340,3566427,28718576,12748700,18205100
510300,300ETF,3698725195,0,17444225,93369275,77519181,79273006
510880,红利ETF,24752235,455196,83483,515271,256900,152900
600000,浦发银行,3879290635,72962538,72211544,4471611,1517524,1186424
600005,武钢股份,123091928,2153469,2470742,1574537,97100,96300
600009,上海机场,92617843,3658397,2280194,414931,75700,234100
600010,包钢股份,584926543,9959022,21385435,4809957,279600,144800
600011,华能国际,75119928,7312787,8797847,481480,313601,363801
600015,华夏银行,1127436924,22794517,41844133,1685868,593767,283167
600016,民生银行,5595708739,72469014,210775941,21318510,5593468,4555168
600019,宝钢股份,274400271,9001371,5071981,1871917,950800,394788
600022,山东钢铁,53724087,3062058,483802,309500,58000,35000
600027,华电国际,38369926,1501753,3942956,423694,546947,715564
600028,中国石化,354102502,8669374,2576861,1134586,214900,339631
600029,南方航空,315458934,1691447,1127940,734110,27000,83000
600030,中信证券,3389487019,87598011,108938072,2887618,3712908,3551635
600031,三一重工,419940457,11721454,11447380,1919751,459023,281486
600036,招商银行,1828927283,26143693,45822335,6052028,1786571,2111372
600038,哈飞股份,155837192,9624923,10474801,20600,19000,7700
600039,四川路桥,137801029,2554055,4783792,5000,0,9300
600048,保利地产,1586099513,33555087,90326321,3240268,1109465,1448985
600050,中国联通,1114275847,44616276,21724998,1280800,334800,322200
600058,五矿发展,243059225,4179648,6920566,449070,81540,79040
600059,古越龙山,138411432,12148164,5851608,24513,20100,15200
600060,海信电器,128349832,17503957,8094043,169100,200,6200
600062,华润双鹤,101348492,2509611,5144349,71723,30991,18491
600063,皖维高新,96442062,1955310,246309,0,0,5000
600066,宇通客车,70228579,807244,2562966,239058,159500,134707
600067,冠城大通,180204469,5980369,4831644,17900,1300,0
600068,葛洲坝,387812153,13193631,10710727,266904,292600,98700
600074,中达股份,28340578,754791,1227087,40000,0,0
600077,宋都股份,83625490,8438156,8163101,28200,13188,36188
600078,澄星股份,135695825,6695679,11212694,57100,6000,4000
600079,人福医药,84045096,1179729,5342193,13546,2000,1000
600085,同仁堂,432429768,15227239,15286105,710535,78346,62578
600086,东方金钰,101339457,8523920,4066050,2900,2900,5000
600089,特变电工,628781527,15863486,12545113,838020,1033901,776593
600094,大名城,31591453,1049670,1700789,20300,16700,6000
600096,云天化,251869349,21890077,11042508,303831,282300,302100
600100,同方股份,533159235,21344428,15343820,517329,267200,548692
600104,上汽集团,401926711,16796923,13231522,1378895,648117,865016
600107,美尔雅,106444504,890729,2661232,14760,0,11700
600108,亚盛集团,248886430,7458720,7115525,622014,214414,115775
600109,国金证券,416572414,15517731,20808243,430095,287521,225203
600111,包钢稀土,2211497431,22896515,34088373,1793666,463002,483480
600113,浙江东日,81074330,7626268,3393681,27400,4400,100
600115,东方航空,113406676,315125,15548997,647700,303000,369000
600116,三峡水利,73548315,2477424,3883228,14800,0,5000
600118,中国卫星,523134816,24329037,23133814,439301,327444,380244
600120,浙江东方,320759237,9297110,10155281,71000,10700,0
600123,兰花科创,753279001,10548885,13589764,273022,50900,114100
600125,铁龙物流,133097687,2359860,5413856,166894,81000,114600
600132,重庆啤酒,236044200,14489822,13077605,289401,217095,229149
600139,西部资源,48541588,685704,804491,26630,15000,66100
600141,兴发集团,269122686,15403464,17914586,4200,0,0
600143,金发科技,172819620,3470081,13245203,578141,662945,598445
600145,国创能源,61079284,2126839,1519205,137800,58400,60800
600146,大元股份,154926427,2641564,2874193,14400,4400,8800
600149,廊坊发展,105982555,3395282,3431118,33900,0,0
600150,中国船舶,390863936,7625791,5362469,401770,40078,80878
600153,建发股份,134832976,1375377,5938951,904044,90400,64400
600157,永泰能源,98732567,13451935,15519634,39801,172000,141100
600158,中体产业,223180017,3624633,4068937,131000,100,27200
600160,巨化股份,243999605,4726840,5945003,300430,99300,51200
600163,福建南纸,98050581,8698347,8902446,43500,76700,86100
600166,福田汽车,237521739,7741336,7467102,367945,309300,378900
600169,太原重工,203461873,3558637,3510970,560000,247600,182400
600170,上海建工,360748052,112012186,87519961,489400,432400,315306
600177,雅戈尔,333483904,4743197,9333427,500663,75200,214400
600179,黑化股份,68824209,2588834,5059996,35000,10300,16200
600185,格力地产,55746825,2900936,2237501,37300,24600,20700
600186,莲花味精,52572465,1826592,3345599,1100,300,0
600188,兖州煤业,262043778,3959010,3106846,770492,69601,37901
600193,创兴资源,105393719,6987884,4561930,11500,6000,26439
600196,复星医药,284708067,11259958,12870718,570757,170200,226770
600197,伊力特,60328873,4076553,7979679,16600,10300,10300
600199,金种子酒,115024299,9620169,14859596,24400,53500,54500
600208,新湖中宝,204976781,9807585,2198069,528000,156700,200600
600209,罗顿发展,153905110,22949660,35277354,49700,34000,38000
600216,浙江医药,355081005,13177506,8918665,191968,73199,49500
600218,全柴动力,73706437,5531639,5163242,35800,15000,4000
600219,南山铝业,244941342,5864838,9727876,159400,79300,38981
600221,海南航空,135483140,5601406,4433090,851055,180500,282500
600223,鲁商置业,29813154,2867400,3619891,30300,0,0
600225,天津松江,22984361,1304062,441703,2700,1000,16800
600229,青岛碱业,22498918,3875132,1237309,19545,1900,0
600230,沧州大化,114690189,5928221,3889390,12300,0,0
600239,云南城投,299851474,4206554,2715398,83900,0,0
600240,华业地产,161634565,3022770,526861,101200,20000,23900
600252,中恒集团,625639834,47647296,36667902,748438,573284,566418
600256,广汇能源,4275015045,77701288,83248220,2480709,565810,635633
600257,大湖股份,97584406,15624006,15299799,18000,0,0
600259,广晟有色,325523223,10678700,12156332,256743,35220,33470
600260,凯乐科技,131371576,7197462,3425747,17500,19700,17000
600266,北京城建,251835297,8519431,13025190,183278,187000,160072
600267,海正药业,184444863,6715060,8103675,189500,13300,47100
600271,航天信息,804191487,23609961,16310569,45501,61900,79500
600276,恒瑞医药,114251019,1936741,7626295,130798,38374,57656
600277,亿利能源,99536247,10799184,11064933,20300,48000,50800
600288,大恒科技,98219119,5939181,4041530,13900,3900,0
600293,三峡新材,69845811,3384773,1244381,12600,0,2799
600298,安琪酵母,140000297,3064551,1803185,6000,14400,17000
600300,维维股份,127351836,7261277,10528526,1100,18300,18200
600301,南化股份,59992899,6741231,7191565,18500,0,10400
600309,烟台万华,181392051,12922729,6665788,1468644,445847,309619
600311,荣华实业,40455808,860175,1536576,36600,0,5400
600312,平高电气,129356516,3219318,3665697,73900,17000,2300
600315,上海家化,50387784,2506496,6431974,452734,54900,15598
600316,洪都航空,328995957,25313736,14841371,129909,117446,141546
600321,国栋建设,46516787,252295,1195091,43200,0,0
600325,华发股份,338325608,3966142,4922368,12100,1300,3000
600332,广州药业,378402954,24261510,25454147,51600,0,0
600333,长春燃气,71680627,5327624,1907264,12600,31400,38800
600340,华夏幸福,147958021,6443896,2579032,128567,21500,66423
600348,阳泉煤业,313535870,3635232,6062045,592515,297584,214108
600354,敦煌种业,60640409,1507943,1468045,10000,5600,8300
600362,江西铜业,683916584,6030242,11001806,699994,280519,103406
600366,宁波韵升,125087404,4126159,4131083,20200,9200,6000
600369,西南证券,265522092,12786373,10983646,420932,421165,319430
600372,中航电子,179869158,1713155,3882176,179976,44376,39100
600376,首开股份,395691314,18518354,14790542,335414,218195,167395
600383,金地集团,474339283,20726507,21406776,2711034,879249,988576
600395,盘江股份,315790930,4618391,11839149,293163,64948,39348
600406,国电南瑞,525962657,8654138,15193365,640232,303593,179963
600408,安泰集团,32206555,507044,1685919,56200,0,5000
600415,小商品城,326681104,5292014,5618451,296000,33300,120400
600418,江淮汽车,200164554,37006371,19656934,492852,121500,149700
600425,青松建化,114478088,10126308,16143225,4000,1900,1800
600426,华鲁恒升,102781562,3065231,7168347,17000,20000,20000
600433,冠豪高新,1314284645,113200569,46574697,11200,0,0
600435,北方导航,243009541,60082527,25424638,40310,10200,3100
600436,片仔癀,119076824,7778045,4014896,11446,1400,2000
600449,宁夏建材,81914105,3420857,2646404,9800,10400,1000
600456,宝钛股份,66694813,2670681,2531237,75400,50070,71384
600458,时代新材,78238040,7173973,3410194,18600,0,2200
600467,好当家,71244705,3524923,4522740,23000,5000,20000
600470,六国化工,96154435,7401740,4748271,26400,10100,6300
600478,科力远,205469920,13425296,5882480,14700,2000,3500
600483,福建南纺,55689586,337282,684548,26800,0,0
600489,中金黄金,585952742,4391698,20385029,1059259,268000,106100
600490,中科合臣,315762857,16143185,9440850,15600,500,0
600491,龙元建设,46637036,1467775,2117702,4000,0,10000
600495,晋西车轴,57603713,3866709,1331421,4200,12800,9700
600497,驰宏锌锗,119306334,0,526702,67816,0,0
600498,烽火通信,124222350,7513446,10573681,155933,111422,79082
600502,安徽水利,176368752,8351571,6490226,35700,100,0
600503,华丽家族,433198693,163255497,77114182,27200,86800,72600
600515,海岛建设,153439287,48233774,41319692,48100,300,9800
600516,方大炭素,340986496,20483084,16739909,374332,1110360,1047360
600518,康美药业,863606501,47486469,38384753,1690289,298797,438982
600519,贵州茅台,1650264577,80693152,66656938,652191,238265,173123
600528,中铁二局,206348736,2062071,1886006,122200,6000,400
600535,天士力,105487557,2748827,6324228,273635,44765,18810
600543,莫高股份,129068744,6821522,5329922,33200,0,0
600545,新疆城建,42255106,255066,700506,25100,14000,9000
600546,山煤国际,169113238,1085503,1110027,105880,43076,9776
600547,山东黄金,733010154,0,5084223,728803,0,0
600549,厦门钨业,716182155,16397652,19800693,276686,153283,130162
600557,康缘药业,332249569,10684512,28244464,32100,3100,1400
600559,老白干酒,47947839,7790569,11476380,8600,900,700
600568,中珠控股,46363133,5862879,4334847,59900,3000,3000
600582,天地科技,141778358,2258664,1232968,100550,49750,21300
600583,海油工程,265872216,14522471,9069673,837706,431885,448200
600585,海螺水泥,510959370,12467609,28922984,2081162,929967,817057
600588,用友软件,118173661,6188515,8982237,114100,97600,51700
600598,北大荒,388717567,9577139,5561057,479200,87600,304000
600600,青岛啤酒,684891490,10042283,3868403,272786,49174,120397
600606,金丰投资,80234577,2373462,2752418,17205,0,15800
600609,金杯汽车,28035704,664967,1592909,47600,41100,41100
600614,鼎立股份,80653555,2082890,9047009,46000,14900,2000
600616,金枫酒业,68459148,1393911,3814632,18900,15100,15100
600636,三爱富,78041109,2238639,3425234,23040,8600,14600
600637,百视通,227723539,15304195,30705530,116738,56970,82033
600642,申能股份,186527685,4393608,1462747,184300,70600,0
600644,乐山电力,38000964,1538874,311678,19100,9967,9967
600645,中源协和,230217016,21392575,14034241,24691,900,1500
600649,城投控股,217951794,16313339,16387535,110589,197388,309300
600655,豫园商城,172982265,3973943,7835875,551393,139018,119918
600660,福耀玻璃,137971588,1503065,3871815,187036,126584,223384
600664,哈药股份,264535411,12300700,8611980,376502,250715,281700
600667,太极实业,80021665,1967823,1665932,13000,13000,0
600668,尖峰集团,257687371,25043086,14754656,40546,4000,4900
600674,川投能源,381884451,14972731,16893561,859108,222200,275007
600675,中华企业,264854233,17302083,21821598,232173,90900,80227
600690,青岛海尔,862785207,7629278,12597374,650098,223321,315142
600692,亚通股份,107361627,51110501,24119036,126799,27100,44100
600694,大商股份,49728847,0,22238,0,0,0
600696,多伦股份,41224365,2674327,1624741,33600,1500,10000
600702,沱牌舍得,204177641,21663432,16302747,7700,26700,25300
600703,三安光电,166293109,5658129,6122774,974031,82957,116290
600711,盛屯矿业,33323838,499608,336971,31200,0,0
600720,祁连山,108768587,29562570,18286134,25700,10900,9900
600739,辽宁成大,1269719454,17201762,20736560,272819,352444,306917
600740,山西焦化,79493741,3961927,3683262,83299,33300,33700
600741,华域汽车,234715808,8933122,11393714,227033,143810,101210
600742,一汽富维,112334876,3922298,5109397,5300,8300,6000
600743,华远地产,40739203,657986,222441,27600,0,0
600744,华银电力,61446003,3357321,4652276,29000,23000,5000
600747,大连控股,229476914,3001426,5535349,444000,31000,35400
600748,上实发展,235625348,13716546,17022569,119299,95009,78200
600750,江中药业,139296247,5434570,4035318,13000,1000,6600
600759,正和股份,203904304,6452160,4119209,181000,76600,3700
600770,综艺股份,173877971,39560982,16672143,180700,265300,605399
600779,水井坊,75052564,4663102,5396268,276302,213330,206498
600787,中储股份,80679102,3130333,6479208,22200,10000,10000
600795,国电电力,186257703,12013465,27846965,2462200,2313397,3277597
600800,天津磁卡,89524808,3906287,5729258,86600,0,3100
600801,华新水泥,59282460,13219956,17733207,30503,9000,3000
600804,鹏博士,405257755,7006215,14028333,1047941,184230,193230
600805,悦达投资,115371940,3293099,5815918,45100,3500,2000
600809,山西汾酒,118190693,8539309,8329573,181237,255033,244033
600815,厦工股份,80937007,1441531,3638010,0,13000,56000
600816,安信信托,142528891,2960118,3009408,95667,26993,7000
600820,隧道股份,151890173,3566161,2613118,8300,600,10400
600823,世茂股份,195293890,0,4532234,27638,0,0
600825,新华传媒,51830507,3450240,1192361,5100,5000,0
600827,友谊股份,161470453,6840570,4731462,63993,29300,19600
600832,东方明珠,124091214,3273282,2983247,445000,4000,14400
600837,海通证券,2522382185,98887107,95747985,3243552,2608511,2541394
600839,四川长虹,162620901,2133275,2402228,166700,180100,165000
600844,丹化科技,87911879,1146685,1449349,16900,0,0
600868,梅雁吉祥,55646866,1350121,1793266,35550,10000,28450
600875,东方电气,369643905,9995425,12576658,171197,301451,318851
600880,博瑞传播,177002449,2880298,3224179,0,0,6600
600881,亚泰集团,182203609,10579931,3509467,215500,0,3200
600886,国投电力,207566192,20931477,4750104,1003206,517846,166400
600887,伊利股份,464199008,14268813,45645934,1436280,538902,431572
600900,长江电力,866680383,23386510,25227534,426462,70900,714800
600970,中材国际,177042845,8588854,14276187,102486,218158,208358
600971,恒源煤电,79870422,3069281,642073,32270,22300,8700
600987,航民股份,108714622,25861855,16500273,18100,4400,12400
600999,招商证券,922243162,49059708,33274379,1050134,1195251,1342078
601001,大同煤业,126355563,1328389,1419604,836364,119000,29200
601002,晋亿实业,60610899,2138962,1550090,20600,3000,0
601005,重庆钢铁,15401075,855998,302373,164950,86000,24000
601006,大秦铁路,507169486,6421313,10682234,1013289,304700,544800
601009,南京银行,467327603,1375860,7857080,395072,170800,73544
601038,一拖股份,77777328,4085215,3221959,15700,8900,48200
601088,中国神华,947686523,7960080,17151679,675480,423365,154593
601099,太平洋,555794501,11169070,16395521,444930,424300,452400
601101,昊华能源,270652601,4855950,3474901,110762,151114,131314
601111,中国国航,159250299,3885769,1240768,986794,543437,900396
601117,中国化学,370018322,21757332,25561515,1004426,523000,816844
601118,海南橡胶,367354507,10321193,8238994,662311,123300,503300
601139,深圳燃气,77317940,5482687,2101116,10400,10400,9200
601166,兴业银行,3418935087,65233792,146339958,4935891,3279840,2850196
601168,西部矿业,417679449,7429397,15989272,1057077,257500,137300
601169,北京银行,794724957,7330816,5100208,1299147,171600,123600
601186,中国铁建,650704467,4846562,3054810,149987,30000,32500
601288,农业银行,658753807,34863517,34198426,821744,4337844,4116043
601299,中国北车,471155123,10718597,9031797,1311165,458000,646000
601311,骆驼股份,86050772,7126822,7225407,16100,0,7300
601318,中国平安,4078283744,55645650,59034342,1730580,732730,595285
601328,交通银行,886728957,26173220,13807220,377549,46000,97100
601333,广深铁路,109802105,8097908,4260116,45200,43700,51200
601336,新华保险,227617547,7646063,10297821,90900,74400,114500
601377,兴业证券,407707627,20596350,33340775,563717,1077524,1004524
601388,怡球资源,87138789,3527316,2046251,42000,35000,10000
601390,中国中铁,357834429,6563625,5753107,205183,10100,86700
601398,工商银行,191996503,637422,3839006,2331031,7200,4200
601555,东吴证券,288811636,10448166,16971100,309441,536541,602700
601600,中国铝业,160491158,7227497,5815287,1022554,310524,530224
601601,中国太保,564284093,7675662,22880086,1886916,917355,809369
601607,上海医药,317005570,10266849,11718712,615674,259473,405173
601608,中信重工,84021031,2628254,3988423,49300,54100,4800
601618,中国中冶,410939186,2550776,1530813,577884,114500,0
601628,中国人寿,791926679,8961241,18242953,522499,60100,232109
601633,长城汽车,43259568,3776323,1995708,278774,161968,237423
601666,平煤股份,191948812,2588558,1950349,345658,16700,30100
601668,中国建筑,704016832,10654141,12552651,1043279,201200,264200
601669,中国水电,389063815,13777349,12558458,0,10000,10000
601688,华泰证券,1016601516,27982498,43142159,1025732,742067,1025107
601699,潞安环能,509387334,8956923,13592820,483553,126643,216389
601717,郑煤机,539097562,8791903,14403290,387544,151000,144400
601766,中国南车,535810101,22347662,24207704,489323,156000,522200
601788,光大证券,495644478,10860537,17426099,933500,830745,676507
601789,宁波建工,52020944,2949978,1572059,11900,0,21400
601800,中国交建,195873846,16641161,6558632,501000,88000,54600
601801,皖新传媒,51389115,824567,1001194,6800,9000,3000
601808,中海油服,420145575,4670790,4676750,68304,39751,26098
601818,光大银行,1407022639,19918985,52629745,666688,810500,852100
601857,中国石油,534733327,44868262,9813281,382276,780186,782186
601866,中海集运,66357046,901934,392787,217600,11000,167700
601888,中国国旅,251685989,3517747,6422098,352028,16291,51181
601898,中煤能源,220708633,1731519,7154053,246211,5000,74200
601899,紫金矿业,363533468,3132081,3404124,2811051,33700,2700
601901,方正证券,1307740885,130932598,128182597,1592600,2255493,2583293
601918,国投新集,130487970,3769422,6858117,44600,22000,47000
601928,凤凰传媒,112973028,6493534,3167715,89980,92000,68000
601929,吉视传媒,100046247,1639847,5505727,2200,2200,0
601939,建设银行,226207798,123247,3174050,3463354,262700,272405
601958,金钼股份,415017016,3474870,5096480,692325,41600,104020
601988,中国银行,210633055,5378186,4635404,36500,955200,956500
601989,中国重工,495935231,10003955,6809466,541100,895300,1074400
601991,大唐发电,58341234,12537852,3473021,188200,299500,216000
601992,金隅股份,133302799,15099944,13568004,103100,60800,76100
601996,丰林集团,87216221,11866790,8881866,28100,4400,0
601998,中信银行,386664693,11274497,18189188,422961,234400,356100
603000,人民网,189078835,6193138,4930111,13400,3800,0
