标的证券代码,标的证券简称,本日融资余额(元),本日融资买入额(元),本日融资偿还额(元),本日融券余量,本日融券卖出量,本日融券偿还量
510050,50ETF,12170976927,117263232,103895146,42844093,10584000,11617700
510160,小康ETF,992366,52,595,0,0,0
510180,180ETF,280474724,1943534,1195392,1423925,172600,56600
510300,300ETF,14929640161,93882518,138800770,59088841,14630900,14007840
510310,HS300ETF,6602130,286059,18481,0,0,0
510330,华夏300,3757900,3944,382975,0,0,0
510390,平安300,910521,919309,187366,0,0,0
510500,500ETF,1706269260,32260032,22211462,741680624,8861200,402500
510510,广发500,6155153,377483,267133,5250000,0,0
510590,平安500,4155,0,0,0,0,0
510810,上海国企,847794,92464,0,0,0,0
510880,红利ETF,21223704,3171632,790994,700,0,0
510900,H股ETF,23648493114,212686633,347848425,0,0,0
512000,券商ETF,5790406,629406,680576,0,0,0
512070,非银ETF,8208624,73998,64109,0,0,0
512090,MSCI易基,3231495,130256,3637913,0,0,0
512160,MSCI基金,1373611,167441,132038,0,0,0
512180,建信MSCI,2447645,968677,3346078,0,0,0
512280,景顺MSCI,1604219,360672,414916,0,0,0
512500,中证500,4478587,265335,75272,0,0,0
512520,MSCIETF,1890562,122067,476899,0,0,0
512580,环保ETF,2604021,131400,64191,0,0,0
512660,军工ETF,2702920,300717,953577,0,0,0
512800,银行ETF,5259594,1018444,1849829,0,0,0
512880,证券ETF,78243737,7059741,3915097,0,0,0
512990,MSCIA股,2689729,146951,42028,0,0,0
513050,中概互联,162889624,36274976,29481638,2387300,0,2800
518880,黄金ETF,18821468445,194680496,278154700,52800,2700,0
600000,浦发银行,4203610104,17853034,22574499,2189250,244600,27700
600004,白云机场,259363802,13484921,16151858,253968,140210,0
600006,东风汽车,299508604,4318235,2651959,30229,0,0
600007,中国国贸,239446300,1273810,1384553,46200,1000,4700
600008,首创股份,749716936,2415660,5129478,296000,0,74700
600009,上海机场,186041011,21821524,12127969,216314,15500,19900
600010,包钢股份,1379923937,31027803,24138149,1965700,1098200,100000
600011,华能国际,193358914,6009728,11399863,609110,28200,332600
600012,皖通高速,134946574,1635070,397635,23600,0,0
600015,华夏银行,2547612549,41799446,26806415,729875,490986,4500
600016,民生银行,8854834677,32047896,40652075,2015822,548040,382900
600017,日照港,433985219,3849788,5091928,0,0,0
600018,上港集团,591546702,980525,4257368,575491,177400,13400
600019,宝钢股份,1348986153,33257180,31063292,2430080,361500,303420
600020,中原高速,218466981,2680991,1001841,0,0,0
600021,上海电力,242264477,2426045,8217685,93000,8900,16100
600022,山东钢铁,1179410677,45034611,43666025,2950220,752700,1369080
600023,浙能电力,318472349,3337626,5405313,175800,5100,13900
600026,中远海能,452544696,5407621,2721093,62900,0,0
600027,华电国际,321153880,16685347,8271487,145600,143600,90000
600028,中国石化,1573326548,23430680,35056056,2317281,1179990,170400
600029,南方航空,1401169233,56876730,85185706,4655036,678300,642143
600030,中信证券,8019749072,93727226,138685567,3072969,614939,797500
