标的证券代码,标的证券简称,本日融资余额(元),本日融资买入额(元),本日融资偿还额(元),本日融券余量,本日融券卖出量,本日融券偿还量
510010,治理ETF,122382,0,3465,1900,0,0
510050,50ETF,84700497,45087810,52885378,2142238,2697600,3064300
510180,180ETF,15977975,189420,2351070,6035700,945900,655100
510880,红利ETF,3520959,151822,49272,7200,2200,0
600000,浦发银行,665389598,18742154,28115248,311870,140200,317800
600005,武钢股份,95290652,884336,2954255,59200,0,2000
600009,上海机场,13501214,2534368,6637,6507,0,4500
600010,包钢股份,60689026,20742067,7069186,1219156,580100,273300
600015,华夏银行,146693814,3087386,12359605,458433,202500,239400
600016,民生银行,940438982,33797282,22333769,1525227,303200,167400
600019,宝钢股份,178620129,4762642,7473401,772700,157400,0
600028,中国石化,140275277,10678837,3982975,942122,29600,117779
600029,南方航空,45185897,6818581,7379565,28900,5200,25100
600030,中信证券,1085825198,20358436,25810465,1015714,194700,251200
600031,三一重工,41483715,5537166,5443524,862894,465987,327050
600036,招商银行,537764040,6871148,24153262,3762055,1265013,729463
600037,歌华有线,32247500,2807523,1266973,26200,1200,8000
600048,保利地产,250885727,41143882,20576474,1414612,944800,674304
600050,中国联通,1041149651,29919806,111929624,4441826,205400,409185
600058,五矿发展,28338591,9216165,8806211,125000,121156,134811
600064,南京高科,22716320,2673571,8878902,8700,9200,10000
600068,葛洲坝,46716956,12745456,5469020,117936,200,0
600085,同仁堂,18614488,1492246,785674,306312,109300,3200
600089,特变电工,703442751,12245976,14736473,520113,209238,197000
600096,云天化,33775576,5994345,3291971,47449,10900,27084
600100,同方股份,381383115,12335108,18111723,629369,275700,176949
600104,上汽集团,141823803,1642526,7843507,948543,548306,382416
600108,亚盛集团,26918303,3320093,764779,49400,0,6300
600109,国金证券,13060036,1001763,1115165,13400,18100,15100
600111,包钢稀土,133284595,41165910,41281223,187356,288988,315165
600115,东方航空,6541214,1100136,1088418,124900,0,135900
600118,中国卫星,14774609,1960955,2455954,102682,29200,13800
600123,兰花科创,65423732,20298410,24075357,21046,400,13226
600132,重庆啤酒,29937392,14812738,6410918,54500,62300,54000
600150,中国船舶,36054095,3981244,2917230,47426,110911,107900
600151,航天机电,11127256,2067376,5468953,123849,13000,22600
600158,中体产业,50273893,5846724,2996536,39400,0,0
600160,巨化股份,55068265,12882084,36254550,46500,30800,37500
600166,福田汽车,14462243,736861,2353378,55078,45278,93800
600169,太原重工,12461471,1760533,1811089,62225,8900,13000
600173,卧龙地产,4985501,563358,1339504,0,0,0
600175,美都控股,7636310,523330,985692,0,5000,5000
600177,雅戈尔,14102413,1245666,294572,272500,46000,32900
600183,生益科技,26763427,3112806,880548,22170,2000,100
600188,兖州煤业,24469496,1982823,6532545,78500,24800,23400
600196,复星医药,33842415,2562504,1866527,36000,0,40400
600208,新湖中宝,5830216,1084399,678343,52100,103100,111046
600216,浙江医药,31414996,1406724,3023286,12600,5000,5000
600219,南山铝业,32619396,8332097,4912676,43900,43500,30500
600220,江苏阳光,4938064,773299,3738990,40100,94600,54500
