标的证券代码,标的证券简称,本日融资余额(元),本日融资买入额(元),本日融资偿还额(元),本日融券余量,本日融券卖出量,本日融券偿还量
510010,治理ETF,3710581,40925,50880,28688,0,0
510050,50ETF,7580334381,43174442,26495293,19957706,9161700,7016700
510180,180ETF,782560559,993100,2242042,2074658,46600,52500
510230,金融ETF,12522010,57418,167757,0,0,0
510300,300ETF,20486942217,56247116,49414926,214162667,31442264,25650840
510310,HS300ETF,3438235,10276,111278,0,0,0
510330,华夏300,4268964,105623,152180,34400,1500,0
510500,500ETF,119315179,13213460,14560258,82275557,0,20300
510510,广发500,9031565,201038,22574,10102600,0,55500
510880,红利ETF,7770858,416453,130761,52700,0,300
510900,H股ETF,806607522,42045824,47873894,0,0,300000
511010,国债ETF,14105378,247535,78579,0,0,0
512070,非银ETF,9772480,5185,60301,0,0,0
512500,中证500,2442933,3661,3661,0,0,0
512990,MSCIA股,2568886,180018,177411,0,0,0
518880,黄金ETF,489838808,29376290,15848841,0,0,0
600000,浦发银行,2299065200,31987469,54536353,4736731,128500,605258
600005,武钢股份,487161197,0,758771,115000,0,0
600006,东风汽车,538777760,57083589,41514446,6600,0,20000
600007,中国国贸,234845329,19057868,18857631,0,0,0
600008,首创股份,854493413,58482915,63568744,367100,185000,12000
600009,上海机场,406260905,11532889,28639684,70131,9900,20200
600010,包钢股份,1260060003,40762086,45632674,766250,19200,0
600011,华能国际,338120103,5126004,16890611,275900,209600,5500
600015,华夏银行,2219115087,130595826,131320523,381158,0,9800
600016,民生银行,5486194308,412064719,112969130,15826193,1306197,270800
600017,日照港,547886918,11726848,17606829,14900,0,2000
600018,上港集团,582961658,77465434,103245364,432200,122000,0
600019,宝钢股份,808430813,0,4414138,17000,0,0
600021,上海电力,422360657,0,6697132,74500,0,0
600022,山东钢铁,343798447,18586055,16489759,94400,82800,0
600023,浙能电力,677387505,26498346,51187336,203200,10000,11100
600026,中海发展,494827465,32604185,44474939,0,0,26700
600027,华电国际,489956256,15738073,18212179,195279,20000,3000
600028,中国石化,2302670145,59700194,92137272,3760230,68000,32500
600029,南方航空,1544797911,59070421,96530426,797397,173600,7800
600030,中信证券,9234680289,426906516,406982972,5624378,1902500,607300
600031,三一重工,963176335,20772061,30675081,332313,21400,17300
600036,招商银行,2133013964,83260301,20328075,1685066,276447,403500
600037,歌华有线,1281665669,77763996,101780275,10800,0,0
600038,中直股份,1031773162,39724951,27505018,121300,3900,14300
600039,四川路桥,486245005,30009163,33297522,25600,0,4800
600048,保利地产,2289923977,84299293,168380202,1148900,807500,52000
600050,中国联通,1871074431,63712057,57805732,1359104,409000,242800
600056,中国医药,441677081,31792887,101928513,4900,0,13100
600058,五矿发展,818626979,51631220,69642749,49801,23600,28000
600059,古越龙山,492884652,17579910,19103995,100,0,5700
600060,海信电器,835073370,56393378,41471256,146400,63700,500
600062,华润双鹤,451772237,23297323,15683882,18400,0,0
600063,皖维高新,571933233,15621571,11860158,1000,0,200
600066,宇通客车,408980654,19910176,16104591,119194,4600,41300
600067,冠城大通,857855379,20765545,21265009,5000,5000,300
600068,葛洲坝,891368667,92644075,102652149,247200,63700,14700
600073,上海梅林,863230536,46250958,66276411,25000,0,0
600077,宋都股份,516485609,40031769,44430336,200,0,0
600078,澄星股份,420248241,31700654,35232569,400,0,0
600079,人福医药,440477541,24784582,40672853,3700,600,0
600085,同仁堂,725149406,26133060,40400223,98600,14900,8000
600086,东方金钰,577947469,59625646,25790185,16300,0,22300
600088,中视传媒,417500839,18460787,21880319,500,0,1600
600089,特变电工,1406061282,56168531,74277020,348800,28000,13300
600094,大名城,749925147,39285763,55878957,7600,4000,16900
600096,云天化,530458964,23627426,24696193,40800,0,0
600098,广州发展,560581519,38900254,43520883,47000,0,0
600100,同方股份,3491828898,131497314,187069061,560962,11000,188000
600104,上汽集团,932441890,49530030,89812595,360500,127300,29300
600107,美尔雅,769537127,14909233,21044788,10600,0,0
600108,亚盛集团,969645214,27546999,29683234,27900,0,3000
600109,国金证券,2722545259,102408636,144217856,486622,77800,84000
600110,诺德股份,837359433,0,2102019,0,0,0
600111,北方稀土,2164083120,90426383,143521480,558000,105700,105500
600112,天成控股,811851396,43216475,45534223,0,0,0
600113,浙江东日,433737277,46456234,57533035,122000,73300,25000
600115,东方航空,910671315,32378149,47593017,636700,131600,100
600116,三峡水利,611219105,46510130,66846691,0,0,0
600118,中国卫星,1608269632,46724288,58488789,287094,39000,101940
600119,长江投资,951153156,97654504,90214656,87500,8200,5000
600120,浙江东方,1259787760,128040133,141808584,183200,49000,34000
600123,兰花科创,551749279,40831389,34277366,79700,2700,0
600125,铁龙物流,636625215,25852372,21300737,300,0,0
600132,重庆啤酒,233517777,6915883,12270378,47900,7000,100
600135,乐凯胶片,840460519,33415942,51062926,0,0,0
600138,中青旅,559029799,98491404,74573433,79600,12800,14900
600139,西部资源,769079240,21912603,40919216,30099,30000,19900
600141,兴发集团,718062562,91704591,89976768,0,0,0
600143,金发科技,689515116,11343668,23340266,86700,9500,23200
600146,商赢环球,303006206,70973814,88179459,0,0,0
600149,廊坊发展,885871422,220361475,180734043,263697,52500,15000
600150,中国船舶,1271660531,30182587,50272946,1403611,14700,37800
600151,航天机电,621662460,22382629,15813824,6400,1100,0
600153,建发股份,1561304043,89385737,106169628,121226,16900,207100
600155,宝硕股份,498771816,49045294,52044570,8000,8000,0
600157,永泰能源,918712273,18300582,30028670,427370,152800,12000
600158,中体产业,1283288434,50990500,76590321,53430,30800,98100
600160,巨化股份,843464667,47647421,47271699,22400,15700,27500
600161,天坛生物,969081125,79577884,44286622,10700,10000,5600
600166,福田汽车,1325889665,42756989,41288082,113800,50000,200000
600169,太原重工,572005511,35149126,23147681,6000,0,114500
600170,上海建工,872978927,80187637,66001444,499900,11200,6000
600171,上海贝岭,1223697613,39431659,57721709,32700,19400,900
600175,美都能源,505711178,31454757,24749000,0,0,0
600176,中国巨石,919812612,32143976,43584366,0,0,0
600177,雅戈尔,1583452909,89548442,116675933,195200,43300,21800
600183,生益科技,786805240,138741663,116149833,32200,0,0
600185,格力地产,586861923,14425491,25253480,3500,3000,0
600186,莲花健康,718937133,60568203,69370817,0,0,0
600187,国中水务,1238944848,380923828,419307801,506900,228200,305800
600188,兖州煤业,234888371,18172136,20242899,175199,43100,34900
600193,创兴资源,426866267,19051083,24183647,25100,24700,4600
600196,复星医药,983172104,72939808,70262054,124900,14100,59500
600197,伊力特,410245858,22841086,23242226,5200,0,0
600198,大唐电信,1412502246,72243408,113494142,50000,50000,0
600199,金种子酒,393454015,15295831,23229624,6100,0,0
600200,江苏吴中,1149043068,29361486,34213116,3000,0,20000
600201,生物股份,1043701956,35891686,26375140,0,0,0
600206,有研新材,1029569134,46182908,48040075,2300,0,0
600208,新湖中宝,828715756,12731862,37598101,404800,173700,48500
600209,罗顿发展,335478015,0,2610938,0,0,0
600210,紫江企业,727896292,30416013,38800452,0,0,0
600216,浙江医药,1025484727,86758420,111989834,15100,0,0
600218,全柴动力,979023221,37470529,34451971,900,900,0
600219,南山铝业,1454019524,0,21917762,9250,0,0
600220,江苏阳光,502420862,18551331,22326389,0,0,0
600221,海南航空,1262306935,49257750,52662918,852600,5500,0
600222,太龙药业,563981597,24392072,17867892,0,0,0
600223,鲁商置业,334044795,7709919,10340146,1700,0,0
600225,天津松江,382798110,7028378,14679117,0,0,0
600229,城市传媒,457821438,19026824,28600227,0,0,0
600237,铜峰电子,633135407,110918919,87624878,0,0,0
600239,云南城投,619444972,24002198,16902594,6390,0,500
600240,华业资本,955719765,21818815,38300647,400,0,0
600251,冠农股份,341595395,19548471,16388099,0,0,0
600252,中恒集团,1169344876,35837510,35038737,135400,42000,81100
600256,广汇能源,1014712292,18429397,23581015,251300,53000,1000
600257,大湖股份,563153597,45463463,35197924,0,0,0
600259,广晟有色,620728063,65491991,75883910,100522,59588,13700
600260,凯乐科技,1269445270,57420682,51891833,5000,0,0
600261,阳光照明,276357964,16250847,13062521,3000,0,0
600266,北京城建,1315401731,77810664,73175444,0,0,1600
600267,海正药业,789577032,0,4652456,27200,0,0
600270,外运发展,513852141,19225591,27372597,0,0,0
600271,航天信息,2153337024,55850982,62161267,170680,1200,8800
600276,恒瑞医药,421874592,13643325,22560089,192213,23900,8300
600277,亿利洁能,1052318118,44333102,55861233,29900,14100,2000
600285,羚锐制药,346197309,32584817,23405807,0,0,0
600288,大恒科技,762508937,66630934,57284799,32300,0,0
600289,亿阳信通,916981548,187664266,162853329,162200,115000,45000
600292,远达环保,839011980,85149316,88412722,5200,5000,0
600293,三峡新材,735912610,26536524,14958069,0,0,0
600298,安琪酵母,393778062,33785921,36627480,26216,5700,35153
600300,维维股份,493022141,15209850,11454071,36000,0,0
600307,酒钢宏兴,785731659,29772557,28140923,0,0,0
600309,万华化学,1069558759,23542252,26082312,94000,0,7000
600312,平高电气,1145721171,66845003,64942558,13800,0,94400
600315,上海家化,1056734506,107073302,78109923,328700,0,0
600316,洪都航空,810484777,24619928,34942686,154369,24100,40600
600318,新力金融,283768833,0,519988,0,0,0
600320,振华重工,339644606,10279616,15739542,108000,0,82800
600321,国栋建设,441343403,0,581638,1800,0,0
600323,瀚蓝环境,452286950,39222524,47646704,147400,137400,43300
600325,华发股份,790167716,53126866,67662756,116200,81700,0
600329,中新药业,474802485,25191316,20864695,0,0,0
600330,天通股份,504740596,0,1967883,0,0,0
600331,宏达股份,610981927,32293743,62403140,2600,0,0
600332,白云山,944682849,43156676,55314750,24591,0,0
600333,长春燃气,258850476,17412113,22837170,0,0,0
600335,国机汽车,288069518,40386815,32153261,0,0,0
600336,澳柯玛,506361023,42556054,35443030,0,0,0
600340,华夏幸福,1557142203,46381037,75138514,139923,8000,25200
600343,航天动力,1244018096,83368502,101879165,97918,47900,10000
600348,阳泉煤业,437393351,37022443,28967841,104700,63700,10600
600350,山东高速,255210233,0,7380436,500,0,0
600352,浙江龙盛,1460401106,41437169,53731210,675900,302000,13600
600354,敦煌种业,477154998,21901801,20746559,5000,0,0
600362,江西铜业,1019520706,42539833,85194950,81800,32800,54000
600363,联创光电,888512666,22765156,19876427,0,0,0
600366,宁波韵升,1178394601,80850301,116271231,6300,4500,58900
600369,西南证券,1465670642,69385865,79658672,188500,156800,8200
600372,中航电子,1087723152,33288430,39591888,272355,31185,72178
600373,中文传媒,798771899,7169645,10617920,18000,300,3400
600376,首开股份,1020911602,67250094,59963180,26400,11000,3000
600377,宁沪高速,90458934,4036438,5930978,25700,19500,0
600380,健康元,1100987137,120180070,113812458,75800,50000,21000
600382,广东明珠,1021184053,64667112,60591548,0,0,0
600383,金地集团,2781651972,50388128,136122003,381456,204800,31400
600386,北巴传媒,459786024,9934126,14756124,20000,0,0
600387,海越股份,578324257,14361780,7827728,0,0,0
600388,龙净环保,1113332087,116617547,123133004,6000,6000,0
600389,江山股份,232272917,46718892,46568042,0,0,0
600391,成发科技,886051763,68883147,74358302,15600,600,1400
600392,盛和资源,1325440568,139111882,244811210,364955,164955,75000
600395,盘江股份,274899324,26735447,22743158,108898,85500,10400
600406,国电南瑞,1878370257,75367520,105448012,248255,3600,66352
600409,三友化工,327819633,14707311,13657475,0,0,0
600410,华胜天成,1278686627,60090272,51826796,46908,0,0
600415,小商品城,653369615,37934973,50065303,529900,209800,151500
600416,湘电股份,770565844,52615509,37350140,7100,0,14700
600418,江淮汽车,975987267,174356306,143901442,272000,18000,5300
600422,昆药集团,726924860,47341495,46893620,1500,1500,0
600425,青松建化,334872484,33240220,27723702,6000,0,0
600426,华鲁恒升,362562235,19583785,21134127,29900,0,10
600433,冠豪高新,930575574,25284834,37463829,102700,0,0
600435,北方导航,1133379693,62964121,87642407,444018,199900,440656
600436,片仔癀,509724323,14839393,15429938,29356,4000,700
600446,金证股份,2035735758,112718165,113293595,187900,0,2000
600449,宁夏建材,485884862,11977189,19503581,4938,4900,0
600456,宝钛股份,502548659,18261631,27295966,0,0,0
600458,时代新材,521865707,14800111,19193646,41000,0,16000
600459,贵研铂业,764084391,36888160,55039402,25000,25000,5000
600460,士兰微,717772765,24130234,31471288,0,0,0
600467,好当家,452053430,24860923,29967380,0,0,0
600470,六国化工,613964297,36636245,36909755,430000,0,11900
600478,科力远,1303553041,20236733,16416270,10300,0,28700
600481,双良节能,638406765,17216253,19603581,0,0,0
600482,中国动力,1645457190,59151045,42263128,6455,0,0
600483,福能股份,318590819,18140548,22727895,4000,0,0
600486,扬农化工,521091165,17418835,12184982,0,0,0
600489,中金黄金,1859119102,157637370,181401390,468100,70100,10000
600490,鹏欣资源,1541079653,108192046,56348623,15000,10500,10000
600491,龙元建设,587986785,76640161,66501370,2000,0,0
600495,晋西车轴,654714000,86580915,76184699,6000,0,120000
600497,驰宏锌锗,1362908959,188591351,241074666,116414,77100,30100
600498,烽火通信,499266559,74837122,78652373,69335,57235,7500
600499,科达洁能,1031474635,0,10377921,0,0,0
600500,中化国际,664764343,11199043,13435240,0,0,0
600502,安徽水利,856404833,182295488,154633038,176500,163000,60000
