标的证券代码,标的证券简称,本日融资余额(元),本日融资买入额(元),本日融资偿还额(元),本日融券余量,本日融券卖出量,本日融券偿还量
510010,治理ETF,3908933,6875,19517,70188,0,0
510050,50ETF,7689957730,30101734,37144341,15691206,3577900,1827100
510180,180ETF,820650267,366573,637704,2182458,246000,0
510230,金融ETF,10859162,303990,5000,0,0,0
510300,300ETF,20727274639,59668054,59600594,262545472,16301700,21420033
510310,HS300ETF,3278154,54085,155880,0,0,0
510330,华夏300,5511518,84736,57270,36200,0,0
510500,500ETF,113024916,9608789,9835540,73153830,2601000,0
510510,广发500,9503645,14569,6794,9992600,0,100000
510880,红利ETF,5931302,213538,69263,53000,300,0
510900,H股ETF,702995630,60069483,28661945,0,0,0
511010,国债ETF,22331590,2928629,2217897,0,0,0
512070,非银ETF,9959125,218595,115869,0,0,0
512500,中证500,2590459,58617,4212,0,0,0
512990,MSCIA股,2462682,171882,90397,0,0,0
518880,黄金ETF,327354917,43533276,43158738,0,0,0
600000,浦发银行,2410704254,156230517,83157658,2892546,536326,108100
600005,武钢股份,513646371,0,563711,115000,0,0
600006,东风汽车,595898628,32786048,53275149,155000,155000,0
600007,中国国贸,165384341,3095910,4238586,0,0,0
600008,首创股份,581849711,8510570,8930165,186700,5000,10000
600009,上海机场,456373551,24387846,10521818,130100,5600,11231
600010,包钢股份,1307371814,30093424,24706742,3972750,3000,571200
600011,华能国际,365988243,3199725,3186520,110100,3700,0
600015,华夏银行,1767770236,161267048,268054432,2761045,141900,393100
600016,民生银行,3926116138,103716681,125088582,6297310,1664100,2262000
600017,日照港,557089942,15646100,8391802,22400,14400,50000
600018,上港集团,562210543,16069561,28007202,395500,16900,50400
600019,宝钢股份,855105181,0,1834113,17000,0,0
600021,上海电力,476005582,17335477,16781655,94900,45900,5400
600022,山东钢铁,284513911,9207797,7148646,173000,80000,0
600023,浙能电力,725121075,20562709,22943229,227600,0,0
600026,中海发展,502074638,19553859,21334892,0,0,0
600027,华电国际,485158072,8158493,13632073,366679,44800,33600
600028,中国石化,2388911746,43915902,47520840,493700,10100,985000
600029,南方航空,1253848282,92470223,72885424,1213221,145000,14000
600030,中信证券,9025751391,424142825,387501755,5231037,1206200,262400
600031,三一重工,1071785838,15347692,16525823,97213,24000,15000
600036,招商银行,1925740917,50091708,52698726,1718556,492464,46400
600037,歌华有线,1273754425,89025326,90164079,10100,0,0
600038,中直股份,1042809433,21759601,18306175,131991,9191,5900
600039,四川路桥,439477572,15890700,18672332,39200,0,0
600048,保利地产,1881303460,81657544,47962774,677100,140700,53000
600050,中国联通,1748909360,25104873,31387740,471900,258000,77200
600056,中国医药,537376707,19463182,19921201,0,0,0
600058,五矿发展,895858876,51569766,41326603,54901,28000,10000
600059,古越龙山,501351468,15609026,16978886,500,0,0
600060,海信电器,732879381,49998908,34228915,267100,300,0
600062,华润双鹤,380347097,15116289,14413127,18400,0,0
600063,皖维高新,576992411,21096959,16269496,1200,0,0
600066,宇通客车,408374162,9183261,10776604,134594,24200,28600
600067,冠城大通,836276333,8238321,9538720,5100,0,0
600068,葛洲坝,879733740,126521234,111365834,299800,50000,14400
600073,上海梅林,845572231,54698122,59513472,0,0,0
600077,宋都股份,477947857,20014614,20435563,200,0,0
600078,澄星股份,389633070,6894138,8376692,1200,0,0
600079,人福医药,512366163,23620959,26140328,3900,0,0
600085,同仁堂,778901320,26150852,38097750,113900,2400,4300
600086,东方金钰,489956821,15131870,14264420,4600,0,0
600088,中视传媒,419416131,11828710,15722915,200,0,0
600089,特变电工,1414454896,55244619,52780367,54800,17900,80110
600094,大名城,895427818,60222692,57107682,400,0,0
600096,云天化,536868450,14017153,15639524,800,0,0
600098,广州发展,529331523,13421770,10565109,5600,0,0
600100,同方股份,3407323656,180619401,190197235,789200,81500,2000
600104,上汽集团,774459591,23017243,22396319,414100,65000,43115
600107,美尔雅,761573228,14694983,11578881,10600,0,0
600108,亚盛集团,984091358,15635893,19391090,59100,3100,2800
600109,国金证券,2518360941,122877137,118185187,592622,91800,60300
600110,诺德股份,904984135,0,2841394,0,0,0
600111,北方稀土,2257611937,102687527,113815890,599350,84900,92800
600112,天成控股,821801022,32933831,37913318,733,733,0
600113,浙江东日,377648909,66676077,65671791,3700,0,0
600115,东方航空,951762998,35942021,45960699,709000,43200,81600
600116,三峡水利,592141195,23193128,24506454,0,0,0
600118,中国卫星,1701535288,57620555,57342263,316500,25900,44807
600119,长江投资,770798912,137096394,158977099,0,0,0
600120,浙江东方,1218204731,428189471,408660041,83200,28200,50000
600123,兰花科创,530676420,54453734,36992894,113900,2200,40600
600125,铁龙物流,615859826,14168967,17426020,300,0,0
600132,重庆啤酒,227154118,3728141,5188807,19500,18500,0
600135,乐凯胶片,866870274,35131128,44612501,0,0,0
600138,中青旅,440181680,51853063,70417388,193430,38800,4000
600139,西部资源,540585716,0,1258711,0,0,0
600141,兴发集团,518124345,11957810,14912040,0,0,0
600143,金发科技,723842736,19494456,21393169,114262,9000,10200
600146,商赢环球,307625720,0,257483,0,0,0
600149,廊坊发展,460965549,0,12641974,3197,0,0
600150,中国船舶,1317898417,47525120,57045204,1189418,162000,45900
600151,航天机电,614521732,17767044,21671873,6500,0,400
600153,建发股份,1540736151,75506515,88214985,106026,26800,4900
600155,宝硕股份,364363321,45538344,55716574,0,0,0
600157,永泰能源,1057741018,36131826,40532602,499370,58700,330500
600158,中体产业,1457184910,69480241,84852417,121600,53300,0
600160,巨化股份,764759095,21923539,30782556,4700,0,10000
600161,天坛生物,764480932,113848101,97086926,700,0,0
600166,福田汽车,1269862907,30507287,27137102,18300,0,50000
