标的证券代码,标的证券简称,本日融资余额(元),本日融资买入额(元),本日融资偿还额(元),本日融券余量,本日融券卖出量,本日融券偿还量
510010,治理ETF,46588329,1570636,751508,2880232,2333256,2764270
510050,50ETF,18080977769,243853628,503606342,72241062,110842894,125380194
510180,180ETF,3995942802,95019706,20478389,42747646,48237781,53125141
510300,300ETF,36644108339,628289027,433675020,288246112,319434068,374982533
510310,HS300ETF,16673365,16374069,1913704,100000,100000,0
510330,华夏300,54356901,5136875,511016,4036000,113400,258300
510500,500ETF,37537924,2722194,11620695,3163870,268000,321000
510510,广发500,26165439,778262,313222,4954100,656900,679000
510880,红利ETF,140366579,3442769,2439181,2253157,1623182,2085885
600000,浦发银行,8985579477,643630949,650824313,4538371,12024762,12843862
600005,武钢股份,448683788,29718312,43375683,1004100,506600,643400
600006,东风汽车,319835242,27763873,19610607,10000,0,0
600007,中国国贸,110613519,12277324,16146631,21000,18700,5500
600008,首创股份,420237550,17858698,8327547,217001,427100,435800
600009,上海机场,526778839,40399932,53294478,1214212,174750,243931
600010,包钢股份,2619173541,305646158,272867909,3412600,10009300,9857500
600011,华能国际,404076202,24654817,34881137,1618344,601300,413700
600015,华夏银行,2640513277,189444499,198258874,1921465,2753604,2733804
600016,民生银行,6532852315,278207791,242858242,7110114,9184581,10022246
600017,日照港,309294863,42090899,45450741,1500,0,78000
600018,上港集团,340674180,151994163,44356670,721522,7460185,7047063
600019,宝钢股份,727522594,81082793,87408840,2825241,533400,1280100
600021,上海电力,285806218,26050837,29771493,10500,40000,40000
600022,山东钢铁,303048273,80625886,98531210,502995,116400,189460
600023,浙能电力,378560804,20332503,17472895,47700,1100,800
600026,中海发展,190080434,23480567,19154034,28000,25000,22500
600027,华电国际,593408108,33016977,38269477,1127650,643300,649000
600028,中国石化,1440540771,115434179,127407405,1912939,793000,757800
600029,南方航空,653712866,28455956,19314082,1140601,1167150,1470400
600030,中信证券,9171508594,1364847435,900011419,4021753,12787608,13196208
600031,三一重工,844890429,74644784,68172308,1198903,881824,942500
600036,招商银行,5316253223,203809403,215351293,5992444,6034837,7702656
600037,歌华有线,1025392178,48103031,77805395,67900,63300,61300
600038,哈飞股份,641754090,54859147,43326282,37300,35179,32779
600039,四川路桥,388532530,15214713,19347012,109800,10000,13900
600048,保利地产,2274775847,241694630,180259959,3743830,1792901,2737601
600050,中国联通,2029842997,153261812,140223976,2872050,1168700,3143200
600056,中国医药,536445596,20205770,23310174,19740,59300,50860
600058,五矿发展,600653718,49353917,59532159,264455,250800,251400
600059,古越龙山,405179860,33966794,23709065,161100,1400,8700
600060,海信电器,1040076803,27990013,31211339,202600,89000,86400
600062,华润双鹤,855903438,21522603,32079469,218163,74500,77600
600063,皖维高新,559059875,47767107,51418974,83100,197900,199800
600066,宇通客车,685344102,35131697,37302254,627581,455876,487087
600067,冠城大通,339737646,25354385,30215399,200072,43500,36900
600068,葛洲坝,817803333,43138471,51325558,950061,313300,306900
600073,上海梅林,339649949,35961827,24726346,37600,15800,4100
600077,宋都股份,357239669,25478290,22718191,160613,88000,14600
600078,澄星股份,402744812,16576948,21248840,62000,10000,10400
600079,人福医药,721842930,18707620,24752815,107909,46300,44700
600085,同仁堂,545831998,34514466,31567780,600145,124152,127160
600086,东方金钰,547751153,19003329,19509681,48238,700,600
600088,中视传媒,310958543,21341848,25922467,0,5900,5900
600089,特变电工,1912505982,102837613,97024234,1007961,532200,640985
600094,大名城,248697899,3554614,5431774,99643,2100,2900
600096,云天化,377029100,30427502,29396892,489869,192200,176300
600098,广州发展,229179238,21617831,15760625,9900,94200,93100
600100,同方股份,2624843725,156227873,118614156,1006992,541600,511054
600104,上汽集团,805525033,42713360,76505171,3137881,892746,813350
600107,美尔雅,355129649,36942016,20781496,49500,84800,84800
600108,亚盛集团,1615131145,227638752,206387659,445600,3028189,3055089
600109,国金证券,2400570674,206160410,187430222,881500,6593814,6636714
600110,中科英华,748317286,42851462,30255488,21700,1800,0
600111,包钢稀土,2528765554,218109984,177010472,544531,1717570,1681670
600113,浙江东日,41730347,0,155693,31700,0,0
600115,东方航空,234052965,51149303,48034142,1244900,1027400,1082500
600116,三峡水利,330428647,24965100,27215070,31000,117800,115000
600118,中国卫星,2107846884,39193860,55163957,178870,177837,181237
600119,长江投资,396642815,15060798,17565587,9700,10000,10000
600120,浙江东方,977801603,84884908,64748255,76219,356900,376499
600123,兰花科创,606773907,65471508,57765741,290464,191300,207162
600125,铁龙物流,633967142,16663766,29508001,334660,152870,241105
600132,重庆啤酒,328502931,14991913,10197843,164454,19700,17000
600135,乐凯胶片,282192412,45316579,32038872,15900,0,0
600138,中青旅,681664622,69707193,60578862,109850,23100,27200
600139,西部资源,678857726,0,3138387,59800,0,0
600141,兴发集团,407428695,17062485,18190768,49000,1900,500
600143,金发科技,829138142,309547570,242987851,1222100,3099417,2596517
600146,大元股份,404240567,34943331,48724778,60800,19100,18600
600149,廊坊发展,608534035,181822956,110099932,101300,447850,439350
600150,中国船舶,2550666808,155370819,144479734,399828,582365,582265
600151,航天机电,1227505985,30744737,51933082,44500,42900,30800
600153,建发股份,1208243372,240184420,182000778,780467,2065523,2046623
600155,宝硕股份,200135463,32346984,38055769,37100,1200,0
600157,永泰能源,1225017534,31052588,70864371,646000,136399,128199
600158,中体产业,1468192148,229468385,212562984,190200,697600,691500
600160,巨化股份,559296793,61014701,40766971,291721,71803,106700
600161,天坛生物,834092359,36213461,31290892,18800,60080,56280
600163,福建南纸,52137784,0,360494,142400,0,0
600166,福田汽车,733073366,34542401,38908086,549400,732600,633300
600169,太原重工,991337639,93733442,103384860,453200,888945,890270
600170,上海建工,446470748,39393327,40443624,233060,810371,815571
600171,上海贝岭,463247829,69434208,32359149,5100,26600,24500
600175,美都能源,680148436,0,14418559,25700,0,0
600176,中国玻纤,435404568,22895363,22562855,16800,37100,37100
600177,雅戈尔,1014532624,63479650,59598458,1226318,250700,257800
600179,黑化股份,270740613,10205546,11384989,82400,0,8000
600183,生益科技,154538523,2826473,3974004,2200,0,0
600185,格力地产,316606396,32889917,45244029,118600,219800,211100
600186,莲花味精,292964777,0,908241,118800,0,0
600187,国中水务,1427265952,139408332,52644975,41300,39200,39200
600188,兖州煤业,178853506,21186689,30488535,360607,282600,288200
600193,创兴资源,434420747,14749315,12851805,106519,20300,20900
600196,复星医药,1706859999,198785318,122490760,841513,1354183,1288124
600197,伊力特,240357821,12388646,14248503,19000,29700,35800
600198,大唐电信,945093616,21605208,20210646,12500,1900,0
600199,金种子酒,335265556,27330286,32097761,30200,39200,47400
600200,江苏吴中,775132083,0,2693461,16500,0,0
600201,金宇集团,408529753,6218658,4323134,0,0,0
600206,有研新材,600309607,31105432,33299466,50300,12300,10600
600208,新湖中宝,412783884,22636116,30219063,1214260,1096780,992080
600209,罗顿发展,471478493,72493194,68223889,40700,838100,838100
600210,紫江企业,230560275,4967765,7753180,0,0,0
600216,浙江医药,552251558,11500594,17053233,346592,104000,75521
600218,全柴动力,366142139,15067833,8773209,51500,3000,0
600219,南山铝业,620622016,29469477,29508286,469147,260109,219812
600220,江苏阳光,344215110,9382749,14192409,10600,0,6000
600221,海南航空,1085931323,84056853,87428454,1294800,5082700,5165720
600222,太龙药业,194313733,5384555,4765273,24300,1900,800
600223,鲁商置业,217712721,9463965,4138122,145800,2000,300
600225,天津松江,259227105,62083105,36837504,65000,233046,245646
600229,青岛碱业,109726255,0,1639068,36200,0,0
600230,沧州大化,274452394,14125812,13276959,22600,0,4500
600237,铜峰电子,425567034,11140158,13751431,0,0,0
600239,云南城投,469583102,19004494,16368261,176109,14200,46400
600240,华业地产,897817262,0,3313681,217600,0,0
600251,冠农股份,405106578,32782006,25501160,10900,7200,1100
600252,中恒集团,1772981199,88046831,64078154,920186,205800,218700
600256,广汇能源,3369571979,56134836,59343906,1269721,287600,122428
600257,大湖股份,417885328,21932133,13905070,25600,7500,400
600259,广晟有色,547118540,38732860,47339640,126500,221395,221895
600260,凯乐科技,648088820,14728849,11156865,34370,25200,22500
600261,阳光照明,457432842,10322626,17449839,15300,300,0
600266,北京城建,914970306,113699863,115678006,208600,75900,74160
600267,海正药业,757767412,17736047,16630908,233749,139189,125189
600270,外运发展,543879687,23875493,15693309,5200,3200,3200
600271,航天信息,1782822652,24756203,28194383,504560,221100,161900
600276,恒瑞医药,301072533,4325168,21678508,738510,156395,113153
600277,亿利能源,807144236,27900288,37440260,121607,170300,175800
600285,羚锐制药,332703690,9881197,12510717,20900,7200,6500
600288,大恒科技,512187563,0,3862789,96400,0,0
600289,亿阳信通,745016100,60351378,26827216,26900,42300,39400
600292,中电远达,456697046,38722010,28868425,3300,10000,10300
600293,三峡新材,386120938,13966250,20579382,54800,0,0
600298,安琪酵母,343459815,33181091,31729731,17800,0,9800
600300,维维股份,398828029,0,2841555,116700,0,0
600307,酒钢宏兴,130167692,14928629,4050747,43200,0,0
600309,万华化学,686469726,18108223,33122447,887773,212664,178014
600311,荣华实业,256533650,8471376,10590702,73200,0,11300
600312,平高电气,949877177,52532042,40556728,111200,33500,35000
600315,上海家化,1468622337,93608619,60323730,320546,169357,190709
600316,洪都航空,1473723755,56931517,72948109,209807,55300,38700
600318,巢东股份,127160728,0,288018,15500,0,0
600320,振华重工,433266334,86331112,72150465,5500,0,0
600321,国栋建设,364961778,16700667,18552247,74800,0,0
600323,瀚蓝环境,232483794,8840763,7617665,1400,0,3000
600325,华发股份,755420311,146206326,102114817,128727,78373,78246
600329,中新药业,382557844,19157229,16389470,18200,10300,13134
600330,天通股份,140101483,6225196,9334082,0,0,0
600331,宏达股份,174741554,30549578,25454796,2600,0,0
600332,白云山,1765727911,55528788,62825038,248063,290900,272800
600333,长春燃气,241906177,9281150,10839799,39900,4500,8300
600335,国机汽车,228916879,35906687,22430900,7300,5000,5000
600336,澳柯玛,477808166,22689614,24661938,82399,49400,3000
600340,华夏幸福,765051982,40044116,26427189,485231,285276,295276
600343,航天动力,693356846,97829107,40360706,9300,1300,300
