标的证券代码,标的证券简称,本日融资余额(元),本日融资买入额(元),本日融资偿还额(元),本日融券余量,本日融券卖出量,本日融券偿还量
510010,治理ETF,52402262,2306086,1708550,6042206,2221200,1536500
510050,50ETF,19143890041,826847066,676914064,152440323,254013298,245796854
510180,180ETF,4322804455,169571708,67635081,47167392,62797689,62636862
510300,300ETF,44093418553,1639527009,682321086,375630289,398531278,400257082
510310,HS300ETF,8262445,2345529,1847407,93000,7000,7000
510330,华夏300,75411976,9573060,3571633,3771400,295800,543600
510500,500ETF,60356289,4674277,2323073,3084800,79200,454200
510510,广发500,36416783,1081595,11938588,3679876,70000,180800
510880,红利ETF,146655988,5136814,437730,2792815,1976589,2207172
600000,浦发银行,12120443307,2479059266,2072393293,4850489,44279949,44044474
600005,武钢股份,819300710,147862810,114041174,859100,434200,415600
600006,东风汽车,521128421,138687307,96069401,10000,0,0
600007,中国国贸,166758067,19646499,15718194,23500,0,1800
600008,首创股份,981536121,210633178,189933883,561345,939044,869700
600009,上海机场,748641212,162364362,80728192,994603,481550,459617
600010,包钢股份,4025282503,374168247,390025041,3496276,5869979,6315566
600011,华能国际,778963962,195407877,177968737,1621923,2048346,2031628
600015,华夏银行,3597747624,836476533,599097975,2426802,41926228,41575667
600016,民生银行,9980914415,2575919053,2279270364,9987183,60402169,59225461
600017,日照港,483704647,63703235,65043959,4500,73100,70100
600018,上港集团,810943310,145045640,127363020,424300,4171250,4202350
600019,宝钢股份,1042764996,159907053,158465870,4143724,2008624,1650001
600021,上海电力,312866385,41204432,63793074,12700,6400,6400
600022,山东钢铁,320417077,51545409,57461582,369126,354900,347874
600023,浙能电力,477102614,68670277,77512191,87600,258900,359400
600026,中海发展,251739639,89592280,91460865,27000,27700,26000
600027,华电国际,906865281,142657307,167135601,1363561,2240704,2186632
600028,中国石化,4141190955,849312331,859736930,3027552,5060061,5684308
600029,南方航空,1295234871,246790324,236711034,1575625,4167213,4203588
600030,中信证券,24177052889,9101730367,7403439043,4730388,35236608,35449648
600031,三一重工,1104771770,211440238,189819632,1287675,1422990,1522690
600036,招商银行,8462035006,2141049521,1420124355,8748862,59501828,59210066
600037,歌华有线,1097523060,63285234,44495006,51600,146600,159900
600038,哈飞股份,926598335,84101108,78489682,48400,82002,86102
600039,四川路桥,636022433,197469292,91472304,60000,352700,380500
600048,保利地产,2468450469,546651370,512106897,3527358,10833807,10718079
600050,中国联通,2886119152,479916242,426474197,3540651,4752323,4646764
600056,中国医药,644666801,56417527,74099881,13636,98888,97852
600058,五矿发展,622753770,68484596,71179265,181799,125900,121400
600059,古越龙山,568670716,64472987,52124856,140700,73100,85500
600060,海信电器,1240344773,109610502,95364020,213400,316400,396700
600062,华润双鹤,826519204,59317474,73590898,99263,102700,114600
600063,皖维高新,739104072,141659684,95936385,64500,3000,2000
600066,宇通客车,602579596,53632077,44565925,632688,557667,606301
600067,冠城大通,493021834,91781473,85571161,158600,507050,483931
600068,葛洲坝,1276510906,322366035,295549383,984961,2095172,2354072
600073,上海梅林,482878056,53316023,50494050,38600,48900,67900
600077,宋都股份,406478103,23949542,20418337,67513,37400,42400
600078,澄星股份,409668412,36118778,50166732,37000,25300,7300
600079,人福医药,837515047,39290140,73451853,180315,80300,110900
600085,同仁堂,995958083,81840261,32884297,676144,334191,291856
600086,东方金钰,694908185,18206026,29145861,41767,1400,1900
600088,中视传媒,321207955,35896705,31931278,3000,12900,9900
600089,特变电工,2448360077,360107262,419501106,901592,2128883,2077352
600094,大名城,284212967,41694889,28860885,103970,14500,4100
600096,云天化,240851348,27326428,22277909,524870,65400,52100
600098,广州发展,599193317,116132543,114053078,74100,112400,112400
600100,同方股份,3142879415,264487782,228210365,905014,801414,791114
600104,上汽集团,1144009622,226183333,212906411,2260562,2517686,2502626
600107,美尔雅,473025671,77075688,75599515,53200,13100,17000
600108,亚盛集团,1897330701,273590053,320105049,470800,536800,527600
600109,国金证券,4267061068,1271676183,1110381371,951159,9509175,9438637
600110,中科英华,740013709,31274498,45205019,19000,9700,9700
600111,包钢稀土,3238997738,407455420,397351409,486551,758590,802191
600112,天成控股,241323379,50978226,17828591,0,0,0
600113,浙江东日,28953468,0,1576434,31700,0,0
600115,东方航空,696459959,282532183,241424089,1261548,3117000,3118592
600116,三峡水利,374207693,47570615,51676432,36400,127100,123700
600118,中国卫星,2027341414,231061105,325191389,201470,924380,925380
600119,长江投资,502616417,57126925,49700168,6700,22300,24800
600120,浙江东方,908382974,115741792,121065698,49419,151600,147900
600123,兰花科创,733703653,89625565,97916193,291926,389145,390445
600125,铁龙物流,706173178,85996862,68952027,428600,510221,514921
600132,重庆啤酒,415656191,36130694,25364755,168654,15700,14800
600135,乐凯胶片,343821839,20769300,30870033,3000,10500,11400
600138,中青旅,737109189,49831861,81872445,87550,10100,15600
600139,西部资源,801958075,57079843,81302407,44500,61600,72800
600141,兴发集团,515488375,79342283,73410782,32100,4200,8600
600143,金发科技,1065092356,81634075,89687752,836600,988200,1002200
600146,大元股份,382305123,17404589,21895058,35600,100,9900
600149,廊坊发展,669079527,56009658,55978240,87600,348800,354500
600150,中国船舶,2906101802,239057594,329883658,298421,965560,975212
600151,航天机电,1125278871,0,48009447,43300,0,0
600153,建发股份,1773760161,266016024,234469488,701031,1226825,1263796
600155,宝硕股份,324104087,26627240,33427341,36800,300,300
600157,永泰能源,1329813779,144038468,138976415,503100,761200,727700
600158,中体产业,1526920995,217759763,196702662,206700,483282,484382
600160,巨化股份,588491582,107640957,88256986,301422,180510,179510
600161,天坛生物,754073273,68057839,60913095,14500,24100,24700
600163,福建南纸,161751248,25390992,24910225,45000,11600,15300
