标的证券代码,标的证券简称,本日融资余额(元),本日融资买入额(元),本日融资偿还额(元),本日融券余量,本日融券卖出量,本日融券偿还量
510010,治理ETF,7443603,160192,194348,164288,0,0
510050,50ETF,9993343457,68166867,66231603,33221638,2882500,2343910
510180,180ETF,1855773673,783794,2735796,5033159,75300,44800
510230,金融ETF,21698365,97823,145957,0,0,0
510300,300ETF,28988375098,74386832,48100525,277741564,36126699,32607954
510310,HS300ETF,5594529,0,0,0,0,0
510330,华夏300,10181296,100490,34899,66900,0,0
510500,500ETF,122405281,7513548,19661041,675880,18400,0
510510,广发500,13108202,56113,95851,1209800,0,208400
510880,红利ETF,7977389,133736,111653,131700,0,0
510900,H股ETF,662350327,42968666,30193555,0,0,0
511010,国债ETF,1951449,0,0,0,0,0
512070,非银ETF,13300562,275558,236107,0,0,0
512500,中证500,2513032,59927,18009,0,0,0
512990,MSCIA股,3252025,36944,80371,0,0,0
518880,黄金ETF,9787894,3847419,2538358,0,0,0
600000,浦发银行,3094130040,116640385,89064498,1105200,33500,29500
600005,武钢股份,907020233,47040987,28589710,200800,9500,0
600006,东风汽车,622867564,22288591,31251651,0,0,0
600007,中国国贸,265621428,9082728,19935483,600,0,0
600008,首创股份,792477303,29876724,60913656,281100,0,0
600009,上海机场,594923849,13613038,13521375,107960,900,1100
600010,包钢股份,1761994682,83072178,50559848,945700,52100,628900
600011,华能国际,528941756,23351678,16304389,105700,3700,300
600015,华夏银行,1575956900,56892072,46768262,226018,9000,8500
600016,民生银行,4096162909,485866088,90318359,1113760,290800,36200
600017,日照港,1066768481,21100307,33847732,5500,0,0
600018,上港集团,848328549,20965987,24036468,271300,2200,40700
600019,宝钢股份,1493397546,114714757,148794282,615156,21500,600
600021,上海电力,715080979,43993478,39357977,7300,0,0
600022,山东钢铁,408647200,14825186,16368153,32600,0,0
600023,浙能电力,1185925487,44539665,48122893,162400,47600,23900
600026,中海发展,777654164,57436075,54949430,100,0,0
600027,华电国际,797638815,52278398,50149574,58236,38000,100
600028,中国石化,3659516696,121062020,86591751,282200,0,0
600029,南方航空,1685868551,160263925,121501626,758229,19000,400900
600030,中信证券,13696611755,455465746,522123129,2233475,130000,336300
600031,三一重工,1606016297,19702649,29196901,346728,13200,19000
600036,招商银行,3490381798,85009756,83011022,1643892,157522,22500
600037,歌华有线,1301768186,88151196,100702010,12800,600,400
600038,中直股份,1184967710,60326357,62149736,86800,3800,300
600039,四川路桥,616750005,18709859,19271502,0,0,0
600048,保利地产,2312141566,105740382,192619999,1022824,153900,35700
600050,中国联通,2824970294,75885871,107933344,754000,100000,8700
600056,中国医药,783404378,17832613,21447286,1500,0,0
600058,五矿发展,732151220,101380139,125471742,74901,0,0
600059,古越龙山,566531856,10772775,12752733,800,0,0
600060,海信电器,822510470,62770944,68087064,219500,11100,0
600062,华润双鹤,584447350,17714288,7529390,20000,0,0
600063,皖维高新,761911196,20756042,30414728,1000,0,0
600066,宇通客车,519671062,25945146,16941504,86894,700,4600
600067,冠城大通,1174027691,41825007,56031443,800,0,0
600068,葛洲坝,1712434541,50242049,145513955,157700,46900,1700
600073,上海梅林,712460369,20476368,50434629,1200,0,0
600077,宋都股份,593811258,21188503,41218149,200,0,0
600078,澄星股份,411206954,16291284,18456127,1900,0,0
600079,人福医药,637570289,29548540,29619092,52784,0,0
