标的证券代码,标的证券简称,本日融资余额(元),本日融资买入额(元),本日融资偿还额(元),本日融券余量,本日融券卖出量,本日融券偿还量
510010,治理ETF,2961209,4439,395,0,0,0
510050,50ETF,6795125002,21582439,20807351,9036793,1082700,1612500
510180,180ETF,444719774,83854,28479,1445436,0,61900
510230,金融ETF,9028410,0,0,0,0,0
510300,300ETF,19995271369,33744452,34993165,89209628,2891890,9760635
510310,HS300ETF,2969708,9976,110044,0,0,0
510330,华夏300,4397694,22266,1,11700,0,24500
510500,500ETF,121981557,373723,5618232,71180414,40200,17500
510510,广发500,9190517,13307,7,10016300,0,0
510880,红利ETF,7264477,133892,454246,51700,0,1300
510900,H股ETF,2393752991,128383124,68261429,0,0,0
511010,国债ETF,302127538,3853041,4296208,0,0,0
512070,非银ETF,8790529,95881,130031,0,0,0
512500,中证500,2367206,0,0,0,0,0
512990,MSCIA股,1852008,0,47895,0,0,0
518880,黄金ETF,6171084408,196718426,41109013,8378700,8259000,11543800
600000,浦发银行,2131107730,19522006,23095802,1377922,29300,40620
600004,白云机场,121896124,7268797,4794984,0,0,0
600006,东风汽车,459384385,2821499,13477457,14800,14800,0
600007,中国国贸,576557943,2319620,3314224,0,0,0
600008,首创股份,676238635,2504132,6839529,73900,0,8200
600009,上海机场,347078932,4132539,12324411,92692,15000,2200
600010,包钢股份,1288467962,15689159,59850951,1261200,100000,63900
600011,华能国际,441773034,12420077,8286926,7700,0,0
600015,华夏银行,1559663469,11404614,16198319,3170672,23400,27800
600016,民生银行,5810297299,32280095,23924393,7928136,19600,906500
600017,日照港,521178535,4988620,4187703,3000,0,37000
600018,上港集团,473441313,3820493,8100581,499400,0,0
600019,宝钢股份,863205852,0,3981303,623400,0,0
600020,中原高速,99765284,3263312,7375594,0,0,0
600021,上海电力,419796244,12500072,19653517,125300,40800,41600
600022,山东钢铁,510006889,31095333,42839264,607600,400000,195000
600023,浙能电力,741189653,19484442,50551900,88200,0,72300
600026,中远海能,580216661,31352457,28542822,15000,0,0
600027,华电国际,570140514,22157889,8964058,43300,0,0
600028,中国石化,1968692916,63615975,95806769,7016241,384200,2514400
600029,南方航空,1849477667,43036469,72546166,1210450,82700,43700
600030,中信证券,9537113402,118232922,140361001,682325,9600,159500
600031,三一重工,941662712,5993844,16463400,379100,5900,18000
600033,福建高速,32546260,2819159,1234126,0,0,0
600036,招商银行,2028425164,25503048,28219804,1644360,97038,389243
600037,歌华有线,1011965791,16465615,17154666,3000,0,0
600038,中直股份,868428272,59827566,88336988,86600,500,39800
600039,四川路桥,515670242,9884390,12182370,41100,0,0
600048,保利地产,2258364949,36208058,40418096,269600,1200,0
600050,中国联通,4771884606,377980776,368383361,4361020,1331420,60200
600056,中国医药,330376888,17484524,21770942,48022,0,0
600058,五矿发展,696674499,10641254,12990806,22639,0,4000
600059,古越龙山,486939923,19201447,17251026,200,0,0
600060,海信电器,699699120,10289524,9466627,159200,0,14000
600061,国投安信,162821846,9370378,14074527,799,700,0
600062,华润双鹤,282949810,4810896,6904580,36396,0,0
600063,皖维高新,555299171,7149646,18514362,1000,0,0
600064,南京高科,152411341,5896039,8788295,0,0,0
600066,宇通客车,652121369,7088218,30476847,120900,10500,300
600067,冠城大通,879473730,4306917,10348253,300,300,0
600068,葛洲坝,1045732399,74030447,93513067,380600,112300,6300
600073,上海梅林,786400546,9648344,10853536,3299,0,1600
600077,宋都股份,748380790,5407981,18555924,100,0,0
600078,澄星股份,459058252,5608189,12124245,0,0,0
600079,人福医药,424195726,3064725,8352423,21100,300,0
600085,同仁堂,618835442,39796850,31121088,92000,1300,1200
600086,东方金钰,702265594,13441227,8948545,2800,100,0
600088,中视传媒,407028734,1853700,2388001,100,0,2000
600089,特变电工,1234381820,16083676,28290326,180400,17800,0
600094,大名城,641775936,5093488,9984384,500,0,0
600096,云天化,450445611,11379915,16883445,39500,15200,500
600098,广州发展,995361155,47453499,12584048,76300,0,100
600100,同方股份,3149331002,27979188,44959339,2692058,0,0
600104,上汽集团,863032269,17829389,23103567,598646,89600,79791
600107,美尔雅,819529262,19798785,8944580,10600,0,0
600108,亚盛集团,1058774744,11928748,20410835,16900,0,500
600109,国金证券,2328980613,27558239,45992048,2705267,8100,27500
600110,诺德股份,1382369825,88687067,98552544,65000,65000,40000
600111,北方稀土,2045768774,18341807,26683365,350176,0,6900
600112,天成控股,802562122,12627098,13379755,0,0,0
600113,浙江东日,694087939,70865062,75958284,285700,151000,45000
600115,东方航空,1427414115,106266116,111913588,1153500,322200,198000
600116,三峡水利,699330574,7064583,17121314,0,0,0
600118,中国卫星,1503097378,29239104,38555348,225798,17000,19800
600119,长江投资,817107311,46528366,75093900,65059,0,32700
600120,浙江东方,1336752415,28968348,33353737,48500,1000,0
600123,兰花科创,556267624,12847956,16567159,45300,1800,0
600125,铁龙物流,768759699,53264483,58065557,330300,170000,8100
600132,重庆啤酒,195212547,19170770,15380993,140697,139771,100
600135,乐凯胶片,738501482,10538603,8575549,0,0,0
600138,中青旅,465374158,13360456,19954808,39000,0,0
600139,西部资源,798673838,12836309,12778719,0,0,30500
600141,兴发集团,699120078,45912582,52802662,20000,20000,20000
600143,金发科技,708984921,0,2899303,203400,0,0
600146,商赢环球,522454348,0,104509,0,0,0
600149,廊坊发展,811654674,20650519,27432151,235692,31800,10500
600150,中国船舶,1454260394,104857700,108376385,1994065,109400,157400
600151,航天机电,413676172,0,594338,5028,0,0
600153,建发股份,1540333680,23694281,20596735,140264,30100,20300
600155,宝硕股份,413155546,5607599,16164864,0,0,0
600157,永泰能源,1052031599,3394233,5316146,233470,0,0
600158,中体产业,2250380205,0,12407230,19179,0,0
600160,巨化股份,746370864,70900550,80829108,204500,100100,0
600161,天坛生物,906075338,0,3160165,700,0,0
600166,福田汽车,991821479,28665738,40091953,410600,96600,123200
600168,武汉控股,62208493,5530516,2023618,0,0,0
600169,太原重工,527333961,3064210,7035524,20000,0,0
600170,上海建工,754534762,34269867,42478331,168400,10000,8000
600171,上海贝岭,1036820580,0,7323605,56200,0,0
600175,美都能源,490416238,1887696,3815907,0,0,0
600176,中国巨石,1148347966,13516545,39534732,3700,0,26300
600177,雅戈尔,1218693978,8673781,29969386,172600,3900,0
