标的证券代码,标的证券简称,本日融资余额(元),本日融资买入额(元),本日融资偿还额(元),本日融券余量,本日融券卖出量,本日融券偿还量
510010,治理ETF,455669,117900,0,26,0,0
510050,50ETF,336562028,21264085,27447221,7516704,11536400,7461050
510180,180ETF,70052573,3124441,4888893,5025545,28807800,26556028
510300,300ETF,278156983,27060482,23304585,8124424,39913727,39317926
510880,红利ETF,5007894,765573,401210,131800,1520600,1460600
600000,浦发银行,1915822878,14990913,20460929,102450,0,7400
600005,武钢股份,76854215,411932,360816,268449,3000,20000
600009,上海机场,100997485,701585,2654879,111555,20000,18900
600010,包钢股份,597675585,40421142,33886400,1948700,819600,628300
600015,华夏银行,384012951,5702379,5591323,162012,8000,59500
600016,民生银行,1701682417,18813694,16067696,1526428,20400,107900
600019,宝钢股份,180258617,776859,721240,13000,0,0
600028,中国石化,232040105,2079328,15690695,232900,67200,22200
600029,南方航空,187598182,3143832,6349412,389100,9000,17200
600030,中信证券,1314683100,29655777,42813788,2648483,774000,466799
600031,三一重工,275905680,4168742,4653107,1533928,135600,65300
600036,招商银行,973655084,12565515,22827617,1177000,92800,98800
600037,歌华有线,109798138,5216100,2052353,32924,0,4000
600048,保利地产,404923244,29350275,14839487,1335317,975596,1414536
600050,中国联通,1136060904,18716109,21560516,2562700,814000,517200
600058,五矿发展,246478512,18634049,21390013,195505,260253,256953
600064,南京高科,146015673,5418447,4901244,47724,6900,3400
600068,葛洲坝,219262818,6008387,12180095,127402,14800,19800
600085,同仁堂,302701243,13184693,40538924,479955,114400,64386
600089,特变电工,415893667,5978568,10543611,371891,90900,17600
600096,云天化,124371717,2549081,5081626,156240,17100,60300
600100,同方股份,419545204,10489449,8643433,245700,1000,19600
600104,上汽集团,192077206,5891132,5889762,579373,214549,366448
600108,亚盛集团,141503275,8501157,10812612,795451,57300,33700
600109,国金证券,127771360,6126068,6213187,161515,44900,8300
600111,包钢稀土,1824858429,96921801,102084725,813158,688442,682442
600115,东方航空,39276944,407273,216279,542520,10591,36000
600118,中国卫星,127343730,4547453,1947875,112101,4000,6100
600123,兰花科创,496977363,32983851,15183753,293903,132036,141936
600132,重庆啤酒,137906466,14609863,10168552,205263,46800,39700
600150,中国船舶,232202675,3521914,1494170,290765,7600,9300
600151,航天机电,49828596,888966,2852333,41570,0,4000
600158,中体产业,139504119,9581168,3056114,27800,56300,55000
600160,巨化股份,244374135,8497643,20392667,132820,83800,20700
600166,福田汽车,165350807,2201794,2206385,233769,13100,133500
600169,太原重工,72325750,829928,10811729,240525,11500,0
600173,卧龙地产,48793100,710200,1499060,30700,0,0
600175,美都控股,44202118,642580,4341406,36720,2600,124571
600177,雅戈尔,189493509,6024606,1285643,90906,42800,146436
600183,生益科技,68277511,645317,2337904,28165,500,3500
600188,兖州煤业,112508343,2511392,1091530,159425,67935,66529
600196,复星医药,145554976,3229352,4913183,692968,138500,56200
600208,新湖中宝,79479084,733665,2606460,54810,148600,169300
600216,浙江医药,233546799,4191625,3728218,70944,15000,4500
600219,南山铝业,118293180,1466169,1410475,42200,221200,224326
600220,江苏阳光,24801183,1799081,223344,54000,0,20000
600221,海南航空,71862764,800976,1740730,205743,0,0
600239,云南城投,101849562,1802471,2327312,38100,0,0
600246,万通地产,35354715,299644,2096077,90800,500,0
600252,中恒集团,397359240,21280454,12675522,389061,25800,19500
