标的证券代码,标的证券简称,本日融资余额(元),本日融资买入额(元),本日融资偿还额(元),本日融券余量,本日融券卖出量,本日融券偿还量
510010,治理ETF,7309148,86833,131225,157688,0,0
510050,50ETF,9007237570,33369159,59603533,52323008,1215200,695100
510180,180ETF,1528327624,1323357,2202435,1925492,20200,543800
510230,金融ETF,15773343,4463,72611,0,0,0
510300,300ETF,25440201776,46099459,61731455,296147742,13198979,10474109
510310,HS300ETF,4577732,0,0,0,0,0
510330,华夏300,7529018,4080,31977,46900,0,0
510500,500ETF,130514548,8170396,16551668,911980,0,1700
510510,广发500,11059330,130374,365936,413900,0,38800
510880,红利ETF,6006269,22905,30526,59100,0,0
510900,H股ETF,499797604,10213119,7615709,551200,0,200000
511010,国债ETF,20039568,1644403,8849557,0,0,0
512070,非银ETF,11594466,47955,132400,0,0,0
512500,中证500,2477342,108351,1,0,0,0
512990,MSCIA股,2507967,23812,67443,0,0,0
518880,黄金ETF,123266062,22303701,11604029,0,0,0
600000,浦发银行,2567620966,58910550,92008123,1143144,195800,50500
600005,武钢股份,700278036,92380916,90107997,198000,0,100000
600006,东风汽车,425508571,0,1830279,0,0,0
600007,中国国贸,194145605,17609519,18322846,0,0,300
600008,首创股份,738288126,45852322,51564403,308734,62900,35100
600009,上海机场,530822211,6675191,8615449,77300,100,30933
600010,包钢股份,1369638150,64713143,85075759,1291960,322000,100000
600011,华能国际,462307372,5044955,5775157,45100,0,0
600015,华夏银行,1330209000,44026263,41742376,260958,24600,200
600016,民生银行,3725775448,37897625,75663082,1753464,97600,588300
600017,日照港,843526206,10572871,14187891,5500,0,0
600018,上港集团,688119895,11606632,14265327,162000,600,210500
600019,宝钢股份,966952160,66737578,52545757,183700,0,202500
600021,上海电力,586472171,16043592,22305512,7300,0,41100
600022,山东钢铁,295090121,4190770,6449885,11500,0,0
600023,浙能电力,940574912,31452728,40123577,171800,0,9300
600026,中海发展,648499847,46119868,45457102,0,0,0
600027,华电国际,620821992,18741230,18590779,360200,0,0
600028,中国石化,2911636962,47798871,77303748,248800,58600,43700
600029,南方航空,1394973498,51010012,58150605,1030546,4100,0
600030,中信证券,10648620615,379631507,451664606,1149200,3000,143562
600031,三一重工,1186119760,53275054,45374252,240100,0,112700
600036,招商银行,2539965412,57515675,77747468,1815090,229100,27300
600037,歌华有线,1152873775,81691698,103038303,7500,0,2000
600038,中直股份,1066560866,43973025,38564677,85404,0,0
600039,四川路桥,471638626,12887510,23345885,0,0,0
600048,保利地产,2342723539,105340743,143279478,494324,0,2300
600050,中国联通,2091949004,39054960,80290053,730400,30000,39500
600056,中国医药,618842952,27775158,22687060,1500,0,0
600058,五矿发展,686848415,53670486,73014901,59801,1800,0
600059,古越龙山,481127119,7996293,13388001,800,0,0
600060,海信电器,635687023,23575606,16299550,167426,0,8000
600062,华润双鹤,472580809,13814567,11743090,20000,0,0
600063,皖维高新,657087108,23809695,29353643,1000,0,0
600066,宇通客车,800070035,38377796,32792247,63343,0,0
600067,冠城大通,954784047,30060268,47728925,0,0,0
600068,葛洲坝,1047623733,28459740,38516710,89993,0,0
600073,上海梅林,633526964,62585921,58252881,0,0,0
600077,宋都股份,634920416,33122360,36700422,200,0,0
600078,澄星股份,403106064,39473782,27901586,1900,0,0
600079,人福医药,708627999,21110788,23780998,9000,0,0
600085,同仁堂,848965261,24414227,29880363,108100,10800,4100
600086,东方金钰,531982151,34398381,52593940,4500,0,0
600088,中视传媒,497879024,43191123,24757462,200,0,0
600089,特变电工,1680543102,37975696,61135082,117100,0,800
600094,大名城,867362415,78331339,66247443,400,0,0
600096,云天化,516354546,28381827,35341178,22300,0,0
600098,广州发展,604762381,11115890,15589586,0,0,0
600100,同方股份,3253088110,301351342,274705963,464800,0,51000
600104,上汽集团,988162102,17052078,21050457,198380,4200,26200
600107,美尔雅,1120268653,72748995,113986927,10600,0,0
600108,亚盛集团,1175201304,35867978,40056142,190700,0,0
600109,国金证券,3121935022,133601226,168445741,239500,9200,44000
600110,诺德股份,866229921,70575844,87121838,0,0,0
600111,北方稀土,1933385735,169599039,196029673,517200,20000,0
600112,天成控股,856219564,66224594,66559544,0,0,0
600113,浙江东日,337451220,0,5931522,3700,0,0
600115,东方航空,864058993,51162422,56678998,698200,0,200000
600116,三峡水利,1060467875,181608246,344922826,0,0,0
600118,中国卫星,1724151150,73374272,99227927,268800,2400,9900
600119,长江投资,546821327,28749093,27508512,0,0,0
600120,浙江东方,339522086,0,96056,20200,0,0
600123,兰花科创,426922995,28449533,49779400,38700,0,0
600125,铁龙物流,702537155,14065870,22373301,19500,0,0
600132,重庆啤酒,276451390,11887410,10851908,15700,0,0
600135,乐凯胶片,885474258,60307355,64182137,12000,0,0
600138,中青旅,460671846,20382122,18821620,24000,0,0
600139,西部资源,750263479,0,3810658,0,0,0
600141,兴发集团,523560336,0,2789116,0,0,0
600143,金发科技,923958277,26004704,23655613,208664,0,217644
600146,商赢环球,397893557,23379806,20568818,0,0,0
600149,廊坊发展,435328128,0,2871707,3197,0,0
600150,中国船舶,1434359161,89476355,83637112,185270,0,0
600151,航天机电,527190542,58444943,54026590,1500,0,0
600153,建发股份,1304989225,0,3877840,268326,0,0
600155,宝硕股份,285164527,29385582,15861915,0,0,0
600157,永泰能源,949048267,172527499,59439812,604670,0,8100
600158,中体产业,1287046273,117218890,108122381,25101,0,0
600160,巨化股份,828290560,85658134,107206472,11100,700,0
600161,天坛生物,631170290,23047980,22986610,200,0,0
600166,福田汽车,1172006126,30930601,34192183,13700,0,0
600169,太原重工,657625880,21831529,27954613,80400,0,0
600170,上海建工,716876719,40386382,44509726,308350,0,0
600171,上海贝岭,1294072792,186061485,139032397,0,0,0
600175,美都能源,557530352,41083915,42098753,0,0,0
600176,中国巨石,1083532688,37462731,40380768,1500,0,0
