标的证券代码,标的证券简称,本日融资余额(元),本日融资买入额(元),本日融资偿还额(元),本日融券余量,本日融券卖出量,本日融券偿还量
510010,治理ETF,1683979,2859,1012,0,0,0
510050,50ETF,6322744472,44926477,29525822,17514783,2473200,19581200
510160,小康ETF,86412,1691,1068,0,0,0
510180,180ETF,350962204,1031018,115493,1808161,15300,408400
510230,金融ETF,6910735,29904,29662,0,0,0
510300,300ETF,17417807556,140790197,30103556,76416236,36657436,8607300
510310,HS300ETF,3077550,73869,90826,0,0,0
510330,华夏300,2882628,0,105671,36200,0,0
510500,500ETF,193710075,24600350,16928308,89799028,7198400,3668686
510810,上海国企,982740,154531,87741,0,0,0
510880,红利ETF,9541867,399577,178429,52300,0,700
510900,H股ETF,7312833616,192410071,56062624,0,0,0
512070,非银ETF,7879000,15672,3533,0,0,0
512500,中证500,2065186,49019,49220,0,0,0
518880,黄金ETF,17448801696,244976873,204762092,925500,666100,6348700
600000,浦发银行,2261360224,162517969,176745777,5275004,1708349,1188070
600004,白云机场,382415136,43823084,17511083,60000,0,0
600006,东风汽车,413218040,7657503,9812464,4200,0,0
600007,中国国贸,592428632,1561627,1051200,15200,900,0
600008,首创股份,1728678384,180866039,196847376,1197900,172100,474800
600009,上海机场,254963960,25200420,8996718,127200,0,1500
600010,包钢股份,1323517103,11231880,13820403,513660,312000,19600
600011,华能国际,233180308,17596596,17182360,325500,131900,2000
600015,华夏银行,2718931123,62065789,40203303,4855058,331500,644500
600016,民生银行,8729118352,182704541,141572466,7643241,2834500,259300
600017,日照港,769086280,17388492,20850381,1300,0,0
600018,上港集团,536997534,22282196,12802583,2471700,84700,43900
600019,宝钢股份,1087023933,47613611,33915281,470949,7500,9000
600020,中原高速,218042969,18374054,22413730,0,0,0
600021,上海电力,370654668,36975959,37720433,366800,327700,12600
600022,山东钢铁,597315406,25180880,20798084,1772800,0,31600
600023,浙能电力,542883584,9605349,8977435,77900,35700,0
600026,中远海能,545642140,9553301,13971228,49900,0,0
600027,华电国际,317801004,14275842,14034149,252100,206100,0
600028,中国石化,1741704131,113594140,67206954,2804762,188500,2125500
600029,南方航空,1172042465,24131176,36274701,5249532,69900,270000
600030,中信证券,7656623581,140239719,154977772,3122100,68000,647900
600031,三一重工,945747146,16077206,12297218,248400,18600,32300
600033,福建高速,140498748,9095536,3421838,0,0,0
600036,招商银行,2760593335,134388192,117657912,2781528,882723,566244
600037,歌华有线,777249419,17651050,5373728,19182,18800,2500
600038,中直股份,781116273,16809536,24016983,126034,21500,37300
600039,四川路桥,518485584,4219587,6823011,1900,0,100
600048,保利地产,1821365231,71815041,49094111,394174,60700,212300
600050,中国联通,4358210805,0,11578820,1405900,0,0
600056,中国医药,313900401,19274220,10970703,36685,7400,14600
600058,五矿发展,548953281,6988131,5030059,12410,3200,8300
600059,古越龙山,527011610,6682812,8224159,20500,20500,0
600060,海信电器,856938316,13303438,18940190,94000,16400,15000
600061,国投安信,261875846,9852042,6870945,13,0,1500
600062,华润双鹤,286070600,12855529,10866001,36357,0,20300
600063,皖维高新,511403129,3465513,2249822,1000,1000,0
600064,南京高科,403516808,7623302,15994583,0,0,0
600066,宇通客车,550456365,4054526,16747892,179994,500,0
600067,冠城大通,822485964,11649625,6136429,6200,3000,0
600068,葛洲坝,1544243951,105637284,122047521,333000,62100,213300
600073,上海梅林,673924557,14040270,11528212,8200,1200,1000
600077,宋都股份,599155414,2372292,3165558,0,0,0
600078,澄星股份,417643279,2740596,4324438,0,0,0
600079,人福医药,445324313,9317557,27575554,31000,100,8900
600085,同仁堂,472980421,39389895,16056413,76575,1300,16800
600086,东方金钰,524662347,10372935,18269321,22100,300,0
600088,中视传媒,376258893,7840099,5278674,32701,4700,6800
600089,特变电工,1213437862,0,21562217,45500,0,0
600094,大名城,492167500,2184615,3553958,15200,0,0
600096,云天化,405731045,1770588,4355613,38900,5000,0
600098,广州发展,553795940,3677342,8446203,59500,12600,0
600100,同方股份,2889622931,0,4009191,1351857,0,0
600104,上汽集团,1293093790,185264573,95441812,1440331,73800,129215
600107,美尔雅,646325678,17626554,11727664,12544,8118,1500
600108,亚盛集团,966498168,8405277,6560399,83200,2300,67100
600109,国金证券,2196560725,83639057,55178513,210218,33400,163700
600110,诺德股份,964161026,26306370,40355699,68579,0,0
600111,北方稀土,1573452988,7461487,7021902,337783,8000,59200
600113,浙江东日,445566472,25301598,13444861,164200,30000,106337
600115,东方航空,1083492274,18314747,31508175,724600,17300,0
600116,三峡水利,774510334,19068198,18092763,278000,135500,50000
600118,中国卫星,1413598985,24025697,19351275,197374,38900,73826
600119,长江投资,575002983,11288926,17579384,124128,6700,47600
600120,浙江东方,1223411134,15877875,17520809,29400,2800,600
600123,兰花科创,656595927,30415067,19137155,98342,39142,32900
600125,铁龙物流,614678341,20365148,30298356,194000,69000,186200
600132,重庆啤酒,438039881,6071680,6233488,4000,3000,15000
600135,乐凯胶片,859118774,130823986,126959342,240000,40000,36000
600138,中青旅,451206175,3523459,8341242,54816,0,0
600139,西部资源,615912497,23759004,20858826,107412,60000,16900
600141,兴发集团,645325381,10739000,12616274,0,0,14400
600143,金发科技,664032176,10248612,10149224,157300,1200,106200
600146,商赢环球,409587050,0,941093,0,0,0
600150,中国船舶,1301208838,38457130,40368178,1861818,333414,423325
600151,航天机电,364563457,9408382,12602096,0,0,0
600153,建发股份,1179112886,26945954,25636877,602326,2000,34900
600155,宝硕股份,856641925,84478479,83249286,251648,61700,60300
600157,永泰能源,816058721,3092169,4926626,261470,8100,94000
600158,中体产业,1469540380,134486440,85888732,305600,234000,54
600160,巨化股份,1001282285,42057722,41498975,128838,106738,222500
600161,天坛生物,891945331,29518766,33357011,1500,0,10000
600166,福田汽车,1227181674,18337000,15255631,6284618,0,0
600168,武汉控股,127515371,2429874,2631910,0,0,0
600169,太原重工,431446897,6380563,7063411,51700,0,0
600170,上海建工,798675980,12260276,18502934,292267,500,4200
600171,上海贝岭,840297011,7531758,12688416,48466,11200,3900
600175,美都能源,496317901,4660969,4200951,0,0,0
600176,中国巨石,1108527901,34674785,40766989,62220,0,0
600177,雅戈尔,1046350495,19137157,41165635,312580,33700,26320
600183,生益科技,723162841,32865477,17194443,30038,300,0
600185,格力地产,573742600,49494463,50787480,220200,80000,146900
600186,莲花健康,426453875,4948420,4901281,0,0,0
600187,国中水务,765182133,22506528,30242134,507543,461543,238100
600188,兖州煤业,218341282,9275985,14142794,87867,30300,16700
600193,创兴资源,348522131,0,906586,1288,0,0
600196,复星医药,804565030,57162146,18730992,115302,10100,200
600197,伊力特,232979704,16874668,10040737,14112,3000,8700
600198,大唐电信,948034424,26227703,20894278,122700,43800,15900
600199,金种子酒,343580070,4961684,4118582,100,0,50000
600200,江苏吴中,875226922,17131054,10694930,10247,10000,19800
600201,生物股份,1006983584,13116614,36590612,26819,15600,0
600206,有研新材,726525347,7583481,9141082,38300,500,6000
600208,新湖中宝,929457987,25099171,44300655,103600,3000,0
600209,罗顿发展,531812485,54117139,35607733,570700,87100,25700
600210,紫江企业,745466579,17931204,15034847,0,0,0
600216,浙江医药,674737464,11529589,8743596,15100,0,0
600218,全柴动力,724449980,0,1442772,1000,0,200
600219,南山铝业,1215090617,12886969,17042364,87000,0,0
600220,江苏阳光,441897529,5940916,6663488,0,0,0
600221,海南航空,1358687350,14255239,21959071,1054600,100000,7500
600222,太龙药业,434274475,5434939,3071688,0,0,0
600223,鲁商置业,356084987,5878580,5021554,0,0,0
600229,城市传媒,366971667,5019060,6133882,0,0,0
600237,铜峰电子,521930842,9989379,6281121,0,0,0
600239,云南城投,618658757,35394310,35028433,489950,48600,75000
600240,华业资本,834883235,26783416,15288584,33751,3500,6800
600251,冠农股份,319845392,3367591,4017031,24900,0,0
600252,中恒集团,873089419,6858223,11653386,415669,83969,33600
600256,广汇能源,1029507625,23858928,13441544,378600,145000,10000
600257,大湖股份,548699982,9500811,8382065,0,0,0
600259,广晟有色,623886353,11051546,16325397,23900,500,40563
600260,凯乐科技,1569221877,16851243,19511628,76466,16300,16000
600261,阳光照明,298677621,5018191,4153194,37400,0,0
600266,北京城建,1896524392,54088615,57196320,0,0,22400
600267,海正药业,561934726,5561708,10201245,23200,13200,0
600269,赣粤高速,263190025,7616438,5206241,0,0,0
600270,外运发展,462037743,10232823,10908962,17500,4700,5100
600271,航天信息,1033075020,22642927,44881620,201731,39000,21400
600273,嘉化能源,479108287,16663215,17328454,21400,0,0
600276,恒瑞医药,492784755,67214989,22195282,422047,17700,111082
600277,亿利洁能,859290194,0,1377586,72300,0,0
600284,浦东建设,273521590,3053387,6848680,2673,2600,12300
600285,羚锐制药,431650390,5606754,5630258,0,0,17000
600288,大恒科技,725662831,11062806,11662045,18778,16400,11400
600289,亿阳信通,729984967,0,993592,1900,0,0
600292,远达环保,700555996,40466856,50221844,199661,24365,0
600293,三峡新材,918001946,1745910,3827323,39,0,7600
600297,广汇汽车,455169470,18649927,20850748,0,0,0
600298,安琪酵母,471008240,18578638,12569872,242500,0,3700
600300,维维股份,556233853,8096118,6420278,0,0,500
600307,酒钢宏兴,764650939,11071708,12815936,0,0,0
