标的证券代码,标的证券简称,本日融资余额(元),本日融资买入额(元),本日融资偿还额(元),本日融券余量,本日融券卖出量,本日融券偿还量
510010,治理ETF,2100655,43345,40172,0,0,0
510050,50ETF,6621286864,34376796,52598140,15636693,2423100,6742900
510160,小康ETF,1700629,290809,290749,0,0,0
510180,180ETF,407287834,493126,1003851,1585736,75700,20400
510230,金融ETF,9856637,273042,560622,0,0,0
510300,300ETF,18346866986,60517547,130961700,67456295,20433263,18420600
510310,HS300ETF,2586138,68532,23547,0,0,0
510330,华夏300,3445327,7797,34934,36200,0,0
510500,500ETF,118891371,4108580,1932925,118226660,73600,591000
510810,上海国企,740509,43474,300,0,0,0
510880,红利ETF,7394556,810634,1066514,52800,0,200
510900,H股ETF,4792194779,519423653,307880832,0,0,0
512070,非银ETF,9994458,387084,390151,0,0,0
512500,中证500,2135134,0,0,0,0,0
518880,黄金ETF,13467625259,581078725,284270664,18115400,17971500,37892300
600000,浦发银行,2113719355,29736258,27350851,1534309,187700,71200
600004,白云机场,181471707,37508869,51763325,0,0,0
600006,东风汽车,458994122,20722395,15023477,0,0,100000
600007,中国国贸,626818065,7121191,7435912,23700,4500,4100
600008,首创股份,921228490,0,50077174,731380,0,0
600009,上海机场,317899596,43889819,21785672,102592,500,16486
600010,包钢股份,1486617048,61502763,56454185,291300,128700,107800
600011,华能国际,337479274,19658668,15752341,34849,27100,88000
600015,华夏银行,2220811930,127013075,97910537,8323737,2928215,4225100
600016,民生银行,7507339444,129317632,86688901,9901657,3398400,5360400
600017,日照港,669700922,152452753,134056586,231500,138000,150000
600018,上港集团,567985665,46467728,42174204,5998965,1221165,136800
600019,宝钢股份,1285150712,192350752,80450267,510595,115895,700
600020,中原高速,236566378,52675916,36985642,0,0,0
600021,上海电力,443002270,28224000,28950019,46600,2500,53500
600022,山东钢铁,616783876,97084569,58174789,3873200,710000,660000
600023,浙能电力,717447220,27103487,40607990,122900,66800,0
600026,中远海能,677548780,70699962,77359709,93400,86400,0
600027,华电国际,455885684,21237405,34133237,34000,22300,0
600028,中国石化,2194490672,133749177,83484410,3839570,850900,1405500
600029,南方航空,1636950811,130347106,180253129,5254300,653000,1263800
600030,中信证券,8982698930,195254880,194234292,4481698,2639198,363913
600031,三一重工,1141951559,88863573,55210454,1028653,884600,111500
600033,福建高速,194063810,49531297,38749718,50000,0,0
600036,招商银行,2256191508,20075577,56618629,2834832,1239700,372908
600037,歌华有线,905746270,66968466,54243211,37272,0,18228
600038,中直股份,858615708,99129303,110406078,133279,57820,32800
600039,四川路桥,626943321,39823008,44764770,101100,400,0
600048,保利地产,1920517209,175841821,140485615,434769,66800,677500
600050,中国联通,4927151589,0,38335178,2493000,0,0
600056,中国医药,372262907,23341416,34799059,49900,100,1800
600058,五矿发展,635811119,20003805,20135077,38301,12100,6800
600059,古越龙山,574158260,7418198,8840824,700,0,0
600060,海信电器,979350010,73699482,80835995,126700,5000,1700
600061,国投安信,385681492,28794085,18083942,99,0,12900
600062,华润双鹤,363219451,11813691,15067005,34796,0,2400
600063,皖维高新,571537233,19998504,25206118,1000,0,0
600064,南京高科,383281580,24351881,18986244,3000,0,1000
600066,宇通客车,699521444,29943410,26810831,101000,5300,11300
600067,冠城大通,836378734,21946548,29345847,4800,3200,42800
600068,葛洲坝,1391269741,200183271,157209994,462200,212700,209800
600073,上海梅林,708584259,9075462,8965319,32500,16700,5400
600077,宋都股份,711169294,9749476,10342831,100,0,0
600078,澄星股份,483065852,34836691,39104733,0,0,0
600079,人福医药,476814554,17185068,12040116,14200,700,18400
600085,同仁堂,732407270,48814514,44471505,89500,2000,0
600086,东方金钰,701477718,26433944,35520881,39600,29500,0
600088,中视传媒,417907960,45384985,33215404,45084,30900,200
600089,特变电工,1314823738,71051406,84363250,335827,226600,135800
600094,大名城,587273393,14089612,8819356,13000,0,10000
600096,云天化,491499200,28841234,16819407,30700,0,3800
600098,广州发展,625319484,59372555,64562371,111400,110000,0
600100,同方股份,3489493684,317081642,319770235,1566258,129900,202200
600104,上汽集团,1386445888,83285500,70696137,544746,81200,26200
600107,美尔雅,715964610,20066729,14429117,4626,3500,6400
600108,亚盛集团,1030389713,21017150,22830329,51700,40200,1000
600109,国金证券,2350089692,141308416,98031505,3320273,68900,17800
600110,诺德股份,1272974186,127866199,137777762,192304,57300,62600
600111,北方稀土,1838374117,33256536,38042058,284421,118371,130300
600112,天成控股,760317311,35650866,43308243,45000,45000,0
600113,浙江东日,551256662,24507639,30443358,24900,21200,10300
600115,东方航空,1432364900,185309777,155594107,923500,54700,122000
600116,三峡水利,743374828,94966524,103694455,317783,217683,142000
600118,中国卫星,1709400832,299909919,238070402,405665,326053,105200
600119,长江投资,812433601,107626404,97633620,182500,115100,24400
600120,浙江东方,1298963631,84883971,102498690,80600,80600,14900
600123,兰花科创,663578582,32496513,33847467,70600,28700,31400
600125,铁龙物流,850885591,176715703,150216643,256300,116000,327100
600132,重庆啤酒,236034135,13850423,16122609,1000,0,12200
600135,乐凯胶片,862449222,392510451,247661433,45000,20000,30000
600138,中青旅,554363305,44918607,41485645,38700,0,0
600139,西部资源,753702717,67673973,38454805,26700,26700,43800
600141,兴发集团,733698400,63927061,62828466,0,0,0
600143,金发科技,619361437,0,1848544,203400,0,0
600146,商赢环球,450530312,0,12763,0,0,0
600149,廊坊发展,633374744,55872952,68367718,378492,0,20000
600150,中国船舶,1750240864,438302537,388446827,2349915,970376,978496
600151,航天机电,349627162,0,4719246,400,0,0
600153,建发股份,1313618125,105092091,141693854,191026,61300,18500
600155,宝硕股份,600762474,342272786,408836069,70000,39900,30000
600157,永泰能源,936562507,16261387,7956355,176286,0,0
600158,中体产业,1875013957,0,9888016,121100,0,20000
600160,巨化股份,810133885,52435045,44126028,27700,0,30000
600161,天坛生物,942317629,32012238,22506629,1500,800,0
600166,福田汽车,1159046156,75823638,72148977,4825518,161600,554700
600168,武汉控股,88293854,0,2769893,0,0,0
600169,太原重工,504988353,44276687,46865210,1700,1700,2710
600170,上海建工,933681031,87638935,64675151,441262,121200,49200
600171,上海贝岭,925106938,25967425,27835858,17300,14000,12000
600175,美都能源,535871619,5155967,5071849,0,0,0
600176,中国巨石,1307872880,133273131,122480938,80000,21100,88000
600177,雅戈尔,1180059520,35033025,33684887,123700,1600,2000
600183,生益科技,581549494,56973919,59743104,27200,0,2100
600185,格力地产,467982248,85337493,64873065,50000,49000,1000
600186,莲花健康,498462716,8067967,7645790,2500,0,0
600187,国中水务,996641801,184012416,158848091,570500,559400,114800
600188,兖州煤业,263715097,21134695,31660873,58399,300,7200
600193,创兴资源,404690663,7935666,8616765,0,0,5000
600196,复星医药,763905203,44262900,54201040,121362,23300,28537
600197,伊力特,357625879,24271826,50485949,25815,15400,38963
600198,大唐电信,1222491791,51039169,41844520,36205,25200,3700
600199,金种子酒,413409620,13336678,15144792,100,0,0
600200,江苏吴中,1070105835,31177933,34273049,131,0,22700
600201,生物股份,1139259280,38837768,19284310,28400,100,0
600206,有研新材,827911605,80045124,81353121,23900,10000,1000
600208,新湖中宝,1305136883,89569191,48068720,154600,800,377500
600209,罗顿发展,583992433,117390106,148442095,440200,64500,99700
600210,紫江企业,790811173,18410303,18898925,0,0,0
600216,浙江医药,789322155,23316935,22992249,0,0,0
600218,全柴动力,871400410,22776912,17983774,1900,0,0
600219,南山铝业,1364594275,102076905,124973091,241100,240000,50000
600220,江苏阳光,529620350,5997437,9067005,0,0,0
600221,海南航空,1447946977,83901999,99663995,1214100,0,165700
600222,太龙药业,498447681,11892332,14358011,0,0,0
600223,鲁商置业,372945361,9538119,9356019,1700,0,0
600229,城市传媒,420834048,11213029,10448462,0,0,0
600237,铜峰电子,621066863,16845781,22199691,0,0,0
600239,云南城投,540297322,0,523783,900,0,0
600240,华业资本,868049502,57830342,40984704,38903,11403,0
600251,冠农股份,396835649,26889148,28558159,68300,27600,126400
600252,中恒集团,1052551381,23329426,13075059,43000,29600,0
600256,广汇能源,1127017136,48821171,51400479,133800,0,134400
600257,大湖股份,615022530,10559696,21923430,0,0,0
600259,广晟有色,724260302,37500881,31266150,10100,0,15000
600260,凯乐科技,1492834638,45497471,54170787,80000,28000,0
600261,阳光照明,321097012,17221446,10353256,21300,0,0
600266,北京城建,2035022137,922116298,710930555,27000,0,1000
600267,海正药业,560154828,22189774,40895759,27000,1000,0
600269,赣粤高速,294045410,25576332,26483254,0,0,0
600270,外运发展,573127868,65378356,81107708,57900,51900,34461
600271,航天信息,1139258873,102140732,87224189,176931,44800,98800
600273,嘉化能源,371482636,45110650,29342162,44500,0,0
600276,恒瑞医药,387792742,61616576,20192517,347597,24100,31126
600277,亿利洁能,961580943,0,2516200,72300,0,0
600284,浦东建设,281851481,21555806,21300152,8900,8900,0
600285,羚锐制药,489660448,8557449,18060761,2500,2500,0
600288,大恒科技,818401988,62825356,64040331,54900,52600,3100
600289,亿阳信通,814149729,39939517,16481475,10500,1500,14500
600292,远达环保,695505591,27511850,28004403,36,0,24400
600293,三峡新材,889224605,3396460,5275172,33,0,4400
600297,广汇汽车,541978226,26605392,30341219,0,0,0
600298,安琪酵母,416167178,64053927,35690956,20000,4600,0
600300,维维股份,582312601,10225231,17874461,30300,0,0
600307,酒钢宏兴,851479642,115484879,92769107,0,0,150000
600309,万华化学,1676445022,115388055,186826259,1832136,27800,103300
600310,桂东电力,210904106,6067388,9042025,0,0,0
600312,平高电气,1102772578,63568141,74113119,46900,44400,9400
600315,上海家化,970907379,22222246,20711606,192600,34100,34800
600316,洪都航空,862386462,126988211,113387772,144848,117378,83600
600318,新力金融,749902976,0,2519840,0,0,0
600320,振华重工,341805668,35811059,31884459,347600,250000,22400
600321,国栋建设,596502070,19794106,23222694,300,0,0
600323,瀚蓝环境,556997701,110755710,55359117,98687,46000,22300
600325,华发股份,1076832503,0,15440871,131925,0,0
600329,中新药业,304071903,10458879,5757140,28100,10900,0
600330,天通股份,934258555,27143107,35019215,24200,24200,5800
600331,宏达股份,471802953,36691543,47086359,0,0,0
600332,白云山,766650512,50909310,59338204,57450,1700,4200
600333,长春燃气,390122558,21818655,25670625,0,0,0
600335,国机汽车,206058795,15881444,16388209,4500,3100,8909
600336,澳柯玛,497824248,14247901,9436435,0,0,0
600337,美克家居,503061058,44108887,46339575,0,0,0
600340,华夏幸福,2630450060,917280204,128537446,200323,0,13600
600343,航天动力,951287281,129433455,97364158,37,0,43396
600348,阳泉煤业,740161937,59116975,61976911,1025501,1600,18700
600350,山东高速,266976919,24789005,10536855,35000,0,500
600352,浙江龙盛,1281677353,29821147,26600420,86653,0,200
600354,敦煌种业,544188247,13705922,14665956,0,0,0
600362,江西铜业,1663618254,114115676,106956999,226626,132470,50600
600363,联创光电,994196945,45445954,53900188,11300,0,15600
600366,宁波韵升,939343674,24171617,36415676,178,0,39700
600369,西南证券,1219872826,26601663,21335523,4500,0,48600
600372,中航电子,936809196,128032557,104900711,372123,293000,48300
600373,中文传媒,878233133,29690836,33510717,32568,0,3800
600376,首开股份,948550600,244597857,259909375,281700,237100,51400
600377,宁沪高速,67294611,6648931,1537382,75000,2000,0
600380,健康元,798417125,20014348,23527597,20500,20000,0
600382,广东明珠,799011841,33943851,23997737,2660,0,10800
600383,金地集团,2884667342,168876647,115926644,21900,7300,210200
600386,北巴传媒,509183902,85461391,59926327,17000,0,11500
600387,海越股份,594258934,0,223312,484110,0,40000
600388,龙净环保,795468362,0,7110257,31,0,0
600389,江山股份,219432273,6669881,5583241,0,0,0
600391,成发科技,754924333,175100640,130096756,62339,62141,0
600392,盛和资源,881250022,28469146,30407013,123037,27500,47400
600395,盘江股份,353222001,16016595,18947870,15898,0,67500
600398,海澜之家,211912456,44736879,9419354,2400,0,0
600406,国电南瑞,1861565810,0,2927097,153555,0,0
600409,三友化工,742621837,122010606,101838537,33100,0,0
600410,华胜天成,1241285736,74762639,132293438,108560,67200,5600
600415,小商品城,854057503,35315348,26579016,384700,48800,25300
600416,湘电股份,1212129135,159654743,129038280,53000,31000,2400
600418,江淮汽车,1013416184,37956148,40015225,167586,10300,22800
