标的证券代码,标的证券简称,本日融资余额(元),本日融资买入额(元),本日融资偿还额(元),本日融券余量,本日融券卖出量,本日融券偿还量
510010,治理ETF,19934849,90694,36157,4187149,105000,27851
510050,50ETF,3257050946,174762903,102394480,21731289,77345912,82143213
510180,180ETF,904028494,58065720,18217503,22761800,102635600,106209403
510300,300ETF,3403613332,215113772,85961643,61763176,101391145,105965948
510330,华夏300,353400851,2222940,421088,30000,10000,0
510500,500ETF,681349,323477,21392,0,0,0
510880,红利ETF,97635814,3087065,191976,605559,1226000,1365330
600000,浦发银行,4239178844,128610340,126673750,4542143,1455500,1991800
600005,武钢股份,161405872,2833957,3941387,1494324,147300,250300
600009,上海机场,102700052,16291938,5965035,930776,435377,112267
600010,包钢股份,577185316,21900345,23309241,5146247,104600,61300
600011,华能国际,227177292,17614044,13773593,307653,100800,7800
600015,华夏银行,1302191096,34816358,49319183,662116,119709,196809
600016,民生银行,4808448626,162778385,455236109,31586450,8015681,5624460
600019,宝钢股份,279882086,14502692,1781548,703067,36900,109004
600022,山东钢铁,75939569,1772240,1005954,44153,95000,98300
600027,华电国际,126144082,9010680,3827421,29206,80400,76400
600028,中国石化,644081403,7113653,6167055,231217,5000,5000
600029,南方航空,345731481,14507728,14574689,404600,96100,69800
600030,中信证券,3670930957,196378501,150009680,3356731,3093757,4358270
600031,三一重工,518366149,14502002,14526936,2106476,1578512,1264943
600036,招商银行,2114329109,80257393,55330792,7819416,3208217,3147391
600038,哈飞股份,263942602,12134384,16748094,32500,16800,12000
600039,四川路桥,239648236,5241363,10583644,27400,5000,0
600048,保利地产,1297802867,83420151,54324346,3469306,1163235,2243316
600050,中国联通,1339783460,47567360,54811865,3018160,872100,1749500
600058,五矿发展,288352816,15651805,14724285,323078,62095,46995
600059,古越龙山,156485360,24795395,50687882,65315,18600,18600
600060,海信电器,527794135,31416015,25646277,110057,17457,37200
600062,华润双鹤,167482499,18305511,13950570,89628,137200,115206
600063,皖维高新,130212936,4528428,5140811,40400,0,0
600066,宇通客车,139933688,10857727,11760129,478731,201080,234745
600067,冠城大通,385916065,51362739,34216820,51000,15900,15100
600068,葛洲坝,459970515,18222930,17065203,170904,197100,127400
600077,宋都股份,176375340,19775520,16867184,14800,8000,48800
600078,澄星股份,144390569,9251748,10888632,16300,37600,31600
600079,人福医药,168193701,9951649,16823319,30600,6400,4200
600085,同仁堂,484569706,57428180,16544559,840145,68200,116414
600086,东方金钰,175983337,40106267,18673187,11278,1000,0
600089,特变电工,767474774,126331300,104626752,1987129,1933570,2720052
600094,大名城,93204464,8173416,6930063,0,0,0
600096,云天化,302831994,14368745,6697486,111531,50501,51201
600100,同方股份,938684525,83797182,88610551,876601,1216481,1427081
600104,上汽集团,916864091,97322422,87050740,846407,456800,568014
600107,美尔雅,178690358,19113048,13720042,6000,0,900
600108,亚盛集团,224064735,16195716,13928932,1385911,192700,276932
600109,国金证券,474999443,38274092,32528085,289971,223533,194333
600111,包钢稀土,2157734638,58418896,79966900,1164259,933037,813576
600113,浙江东日,141456289,26371409,19342334,22500,400,400
600115,东方航空,126530843,4886935,6398035,434619,89957,104100
600116,三峡水利,84893597,5487386,5690952,3500,800,900
600118,中国卫星,669088355,65289844,97419179,436192,372100,415481
600120,浙江东方,525534977,52809089,53674759,85800,32700,34000
600123,兰花科创,792239248,19846165,34762879,299038,409617,367678
600125,铁龙物流,352791685,64771279,40253222,581957,426847,369924
600132,重庆啤酒,255042537,13875588,13662708,123600,30000,41000
600139,西部资源,91632592,5873605,12849671,24000,7800,7800
600141,兴发集团,312001002,17058257,11006616,13200,16500,4500
600143,金发科技,236446476,23637514,20456021,122721,77800,61600
600145,国创能源,99673310,6371975,5404669,2000,6900,5900
600146,大元股份,213806155,7618881,6111620,10200,0,0
600149,廊坊发展,143792733,13841450,11769365,30869,0,0
