标的证券代码,标的证券简称,本日融资余额(元),本日融资买入额(元),本日融资偿还额(元),本日融券余量,本日融券卖出量,本日融券偿还量
510010,治理ETF,3298822,118828,70149,0,0,0
510050,50ETF,7585668978,71338606,41390035,28716163,6272300,11868324
510180,180ETF,508047899,724854,963096,2102361,44000,109500
510230,金融ETF,9751342,737934,219788,0,0,0
510300,300ETF,21684341641,101732299,129801898,141124470,13480420,28842591
510310,HS300ETF,2853240,14998,13003,0,0,0
510330,华夏300,4347964,636706,337439,21500,0,0
510500,500ETF,102350333,3841450,3991358,108277843,3590000,2438400
510510,广发500,9466180,169104,106723,10077200,0,4600
510880,红利ETF,4649588,572170,548316,52600,0,400
510900,H股ETF,1484712935,105326567,73307386,0,0,0
511010,国债ETF,25103862,9475703,9275133,0,0,0
512070,非银ETF,8901769,7193,57365,0,0,0
512500,中证500,2169209,7915,1500,0,0,0
512990,MSCIA股,1890365,203460,12949,0,0,0
518880,黄金ETF,2099749750,92408329,65110087,1000,1000,0
600000,浦发银行,2316088720,32947086,33525112,5216086,180746,276431
600005,武钢股份,791998045,65478477,59086477,362600,1500,54000
600006,东风汽车,548820843,15376802,18708991,38000,0,0
600007,中国国贸,510261408,30281713,18073410,0,0,0
600008,首创股份,800415400,31068968,30837723,54100,0,52900
600009,上海机场,487997586,17156785,34847518,78774,11200,1200
600010,包钢股份,1492591704,100345239,97365510,3876700,204000,1464300
600011,华能国际,349601111,33547548,34995707,212300,22400,152900
600015,华夏银行,1580776484,88354618,46378016,3001658,400,34400
600016,民生银行,5921519392,63022606,102163676,11686819,1645300,2023700
600017,日照港,592774687,41585336,31820494,13500,0,0
600018,上港集团,596241695,29913038,47002396,676700,0,10000
600019,宝钢股份,990955372,56962142,66615795,383800,20500,289657
600021,上海电力,346144911,0,1417269,74500,0,0
600022,山东钢铁,561345191,59168455,53937757,554400,40000,319951
600023,浙能电力,898973883,77372592,79745541,194600,19300,4300
600026,中远海能,691777680,68240037,71109679,15800,10500,2000
600027,华电国际,560921656,51309991,32901561,141000,47400,129200
600028,中国石化,2277685297,94670224,111643115,5554371,94700,1044600
600029,南方航空,2119894636,300998165,224522685,1081197,27700,265100
600030,中信证券,11014755286,1331499229,1061764962,15765964,2728653,1318325
600031,三一重工,1100733570,67966430,47360893,548938,400903,28100
600036,招商银行,2193588343,75060333,58786136,1909974,177739,104100
600037,歌华有线,1181548320,29021040,28274030,7000,0,0
600038,中直股份,838444517,75907223,39963017,103800,20100,17000
600039,四川路桥,584743380,124959922,98340477,40600,0,62300
600048,保利地产,2324615055,289523181,198443948,595500,170200,111100
600050,中国联通,3846835147,1141229010,703925739,3058841,844600,1091379
600056,中国医药,404969621,29461680,27092844,13900,2400,7100
600058,五矿发展,849877884,56151523,60018182,9820,2000,33500
600059,古越龙山,525571754,24466935,18210822,800,0,1500
600060,海信电器,826333502,68225394,63216411,262300,31800,57700
600062,华润双鹤,367958280,17389554,18328514,22500,0,13900
600063,皖维高新,588058501,16429771,17838456,0,0,1000
600066,宇通客车,542843265,34386455,22213615,95294,15000,500
600067,冠城大通,830360095,26087864,38916353,0,0,300
600068,葛洲坝,1533477821,312368754,210697939,486100,215000,60000
600073,上海梅林,843686286,38212643,21729781,11300,0,34200
600077,宋都股份,831967967,10772987,22876090,100,0,0
600078,澄星股份,528153814,28345788,36718331,400,0,0
600079,人福医药,472628430,17142314,7382025,4500,300,0
600085,同仁堂,783646219,113451996,117717831,135300,33000,51500
600086,东方金钰,603409161,33712945,36154913,33100,28400,0
600088,中视传媒,426167205,36946059,31913272,20152,20000,1900
600089,特变电工,1571613653,172846957,146526531,403600,7000,26100
600094,大名城,796962513,20888913,26260739,13200,0,0
600096,云天化,519778432,41354111,41068781,40000,0,0
600098,广州发展,826886660,118009757,89888917,80500,1500,0
600100,同方股份,3625231863,263379229,198526762,273600,3400,57400
600104,上汽集团,1181513585,143425142,208598155,547239,29780,397100
600107,美尔雅,894240253,15013439,23759800,10600,0,1000
600108,亚盛集团,1081675689,96158068,80188595,196600,7100,6300
600109,国金证券,2875224222,147170593,130697287,354700,13200,553300
600110,诺德股份,1490063625,122200570,95533434,90000,0,0
600111,北方稀土,2358810357,110194766,128267393,318900,23900,16200
600112,天成控股,913893521,36132781,44127255,30000,0,25000
600113,浙江东日,664264457,59837168,54228588,144600,20900,35000
600115,东方航空,974870330,100294953,79172147,729500,0,176300
600116,三峡水利,930215775,289282898,197789175,200100,150100,40000
600118,中国卫星,1582730574,101772572,66641601,157916,9500,77700
600119,长江投资,1069779892,30030663,22072433,82100,4700,16300
600120,浙江东方,1454710501,41216719,49296643,75200,0,0
600123,兰花科创,693765243,42886092,34542955,121000,86400,16600
600125,铁龙物流,749044029,58523042,55541273,50300,20000,25000
600132,重庆啤酒,229303821,11248156,10161859,11000,10000,3000
600135,乐凯胶片,799672122,23940686,22461146,0,0,0
600138,中青旅,555705510,26536258,27225759,189908,5700,5200
600139,西部资源,832066886,10709962,22219645,40048,0,0
600141,兴发集团,783260891,94304787,87029882,10300,10300,0
600143,金发科技,730762830,12898518,35551916,1087331,11000,21800
600146,商赢环球,555288970,15921409,23086530,0,0,0
600149,廊坊发展,1099160327,102546823,212690232,412000,14700,28400
600150,中国船舶,1390268909,131620644,142310264,920379,144138,223800
600151,航天机电,486353862,0,800950,5328,0,0
600153,建发股份,1692267066,169454510,148872546,137026,48400,55100
600155,宝硕股份,562089205,48486997,27435777,0,0,0
600157,永泰能源,1226121131,21703441,36451825,396170,120500,124900
600158,中体产业,1533690539,0,21100582,18700,0,0
600160,巨化股份,903413362,45248157,54310451,188500,111100,1700
600161,天坛生物,1055105401,28446766,34034581,700,0,0
600166,福田汽车,1147157309,74234678,34532666,47100,7000,228600
600169,太原重工,614123959,38732753,23460594,80000,80000,4500
600170,上海建工,1022325380,102720322,118229000,358140,129140,114900
600171,上海贝岭,1187494358,39314537,43449852,5500,5300,2300
600175,美都能源,588269017,0,1911422,0,0,0
600176,中国巨石,1117974549,117682058,77989529,10200,10000,115300
600177,雅戈尔,1440552697,107236590,103493067,143500,1400,106400
600183,生益科技,677418193,24308866,35513306,34000,1000,0
600185,格力地产,536390503,12481101,15566788,1000,0,0
600186,莲花健康,667327053,14615084,30665331,0,0,0
600187,国中水务,1131497890,64446785,92134418,423900,224000,211300
600188,兖州煤业,324086893,32428344,25152833,80149,500,12200
600193,创兴资源,472863540,22607840,30542661,0,0,0
600196,复星医药,1087695102,45627960,48006046,117773,3500,5800
600197,伊力特,434636824,28413935,23847323,5000,5000,0
600198,大唐电信,1317801442,40821968,39667816,37400,0,0
600199,金种子酒,425568607,38281699,28092374,100,0,50000
600200,江苏吴中,1243344372,27533893,19908302,0,0,0
600201,生物股份,1210705101,60193228,45346151,8800,300,600
600206,有研新材,987551143,19220786,22129044,2300,0,0
600208,新湖中宝,1098032044,46179900,41992829,258800,17400,156800
600209,罗顿发展,299740198,0,39842,0,0,0
600210,紫江企业,720219571,24058859,26798425,0,0,0
600216,浙江医药,1128833962,42954903,36145726,39800,1400,0
600218,全柴动力,964313780,16316349,14308025,1000,0,0
600219,南山铝业,1449723601,97114479,125988950,101600,0,1300
600220,江苏阳光,602136599,15788139,16091039,0,0,0
600221,海南航空,1486373262,124582277,112719605,1023900,0,203300
600222,太龙药业,651653565,34232720,35355255,0,0,0
600223,鲁商置业,352194521,9025129,15246094,0,0,1700
600225,天津松江,341822146,0,2541721,0,0,0
600229,城市传媒,517293870,20985681,19565503,0,0,0
600237,铜峰电子,781737421,29360557,26380156,0,0,0
600239,云南城投,641922776,13445390,12128701,500,500,0
600240,华业资本,839784255,54553103,36223320,7800,4900,10800
600251,冠农股份,421334392,16981741,10687130,0,0,0
600252,中恒集团,1414321864,51374165,59633965,455500,0,66600
600256,广汇能源,1114354871,42706759,31758980,172400,21200,62200
600257,大湖股份,706960308,54495173,58024568,0,0,0
600259,广晟有色,755224712,70762469,69275036,18400,600,10000
600260,凯乐科技,1251248213,27557422,59702543,0,0,0
600261,阳光照明,378967374,17188609,15084948,14200,5000,0
600266,北京城建,1538557994,114902112,64793160,0,0,0
600267,海正药业,685276013,12786046,12210520,27200,18200,0
600270,外运发展,571886001,14340415,20185643,7200,0,4000
600271,航天信息,1824596339,34102619,94571565,100568,36000,24171
600276,恒瑞医药,496881627,10671225,14172612,253504,16000,21900
600277,亿利洁能,1019984635,45496295,40539241,20900,0,13100
600285,羚锐制药,482245520,43609554,30239650,0,0,0
600288,大恒科技,1024144462,67159422,65346244,117300,75000,0
600289,亿阳信通,1052385268,55328516,30170387,2500,0,5000
600292,远达环保,799431393,19273426,20316552,28,0,0
600293,三峡新材,1061728756,14946623,9776680,0,0,0
600298,安琪酵母,342542602,13974050,24177356,16050,2600,0
600300,维维股份,645449044,44073298,49969102,30300,0,0
600307,酒钢宏兴,829256370,73112923,75204110,0,0,0
600309,万华化学,1000252076,40231793,60394748,64600,2400,37100
600312,平高电气,1345484993,43261702,40872111,1700,0,0
