标的证券代码,标的证券简称,本日融资余额(元),本日融资买入额(元),本日融资偿还额(元),本日融券余量,本日融券卖出量,本日融券偿还量
510010,治理ETF,19265586,151905,182271,470293,0,100
510050,50ETF,11900363640,46928384,146067803,44014523,355900,777800
510180,180ETF,2697719404,3691207,23314905,7564339,1500,3006000
510230,金融ETF,49112823,533896,820164,0,0,0
510300,300ETF,38755038147,47119713,175247399,245251075,12829390,5155800
510310,HS300ETF,7017772,75731,76888,400,0,0
510330,华夏300,19962742,148213,909538,377200,0,0
510500,500ETF,159522958,23707917,26332980,658406,0,0
510510,广发500,25248828,1815641,1373282,4864100,45800,0
510880,红利ETF,17336994,433976,417871,680163,0,600
510900,H股ETF,181071422,28954354,16255619,0,0,0
512070,非银ETF,16788508,187764,168430,0,0,0
512500,中证500,7122785,624337,5089560,0,0,0
512990,MSCIA股,8363058,158013,154611,0,0,0
600000,浦发银行,6255659395,188375040,656874453,1685454,62100,400
600005,武钢股份,1254293696,55272222,78195115,213607,0,0
600006,东风汽车,903248081,200703473,179446821,79544,0,0
600007,中国国贸,254730474,19690982,15035154,3476,0,0
600008,首创股份,779489120,34495937,35417360,47274,19800,80304
600009,上海机场,759642853,44717650,50451414,273591,12100,12700
600010,包钢股份,2268392974,54385125,67281634,1555217,9300,389000
600011,华能国际,759761289,34658609,43511643,324143,32800,48500
600015,华夏银行,1393969420,43453459,50175599,851562,164100,15220
600016,民生银行,4031988949,95964109,170641029,2796788,218900,3300
600017,日照港,770741522,44545221,39103287,2447665,0,0
600018,上港集团,1269326246,140058280,168585057,612245,127600,243600
600019,宝钢股份,1747399857,87423590,65032230,721697,106800,364200
600021,上海电力,968724278,93981499,118694715,17625,0,0
600022,山东钢铁,524800087,62685537,59170282,223939,0,0
600023,浙能电力,1649018813,120058313,125877857,231835,61100,69300
600026,中海发展,652945459,0,1404453,482,0,0
600027,华电国际,967393169,85827227,44962197,656328,22400,15700
600028,中国石化,4898336934,248772942,256885589,934199,71400,214000
600029,南方航空,2098483532,116849372,142662612,1032539,221000,281100
600030,中信证券,14380439271,679692741,839270540,1102355,296800,186700
600031,三一重工,2185171874,73535276,74622423,921584,0,88600
600036,招商银行,4342253556,156858374,291893505,3021943,457600,32500
600037,歌华有线,1006357207,61934855,75304973,10285,0,0
600038,中直股份,1040703140,94918810,89447074,84892,0,5800
600039,四川路桥,840042467,81298788,105330992,3200,0,0
600048,保利地产,3257472927,116530346,127190468,703071,78000,95100
600050,中国联通,3858546877,195282785,186350867,1877042,140200,108100
600056,中国医药,699122488,36687150,28173321,17147,0,0
600058,五矿发展,756871044,0,1468739,44501,0,0
600059,古越龙山,534802327,22479599,11708185,39031,0,500
600060,海信电器,980844515,59058547,76169175,117920,84120,58976
600062,华润双鹤,579707531,24484748,25881814,28700,0,0
600063,皖维高新,805609604,44944371,51512323,1795,0,0
600066,宇通客车,565473406,24810649,34098671,144403,16700,32700
600067,冠城大通,1102993745,108224594,118846371,89417,0,0
600068,葛洲坝,1546875576,98026732,110465060,388562,20000,100
600073,上海梅林,571511193,0,4670249,1200,0,0
600077,宋都股份,472522460,31938932,36177075,700,0,0
600078,澄星股份,504552967,21122517,26561749,12500,0,0
600079,人福医药,884148034,68139111,92931194,184582,19800,7600
600085,同仁堂,655420600,27424480,11625023,167405,6000,8500
600086,东方金钰,812188983,69618644,70850018,4900,0,0
600088,中视传媒,341637546,50599371,41087791,5746,0,0
600089,特变电工,2430982077,86647633,74762897,356716,88700,87400
600094,大名城,990501382,129415595,105824038,1348,0,0
600096,云天化,416163256,21302611,25351703,86155,3200,0
600098,广州发展,893752007,48194209,44168826,18084,0,0
600100,同方股份,3489099629,296591738,257353476,487738,52200,21300
600104,上汽集团,1773546694,46221969,57064712,435838,62702,30086
600107,美尔雅,1036940268,0,1964832,12625,0,0
600108,亚盛集团,1520385812,122803745,95614563,270238,57000,39600
600109,国金证券,3363385934,294223083,250210847,124374,6700,5700
600110,中科英华,1062294458,0,2996254,17023,0,0
600111,北方稀土,2346069735,90225539,99240186,543680,95611,38100
600112,天成控股,1046094638,72562370,88150720,39,0,0
600113,浙江东日,304380929,33040078,20302361,8750,0,0
600115,东方航空,1385990941,114650554,182824791,1236893,39600,46400
600116,三峡水利,345453672,37544155,25012518,114,0,0
600118,中国卫星,1916155383,202278356,198127037,231464,20000,10900
600119,长江投资,475525763,44160921,55093048,313,0,0
600120,浙江东方,838002347,43347343,23690189,20625,0,0
600123,兰花科创,604845618,59999186,55010477,84414,100,4900
600125,铁龙物流,1166521677,53705816,69850596,109472,0,0
600132,重庆啤酒,369337928,21623502,23660126,36702,5000,0
600135,乐凯胶片,557821464,57037490,45367899,12000,0,0
600138,中青旅,564262531,81275383,72017143,27701,0,0
600139,西部资源,910902525,0,4316442,38600,0,0
600141,兴发集团,420028758,0,2413700,9400,0,0
600143,金发科技,1104709917,22060009,30679445,106455,46400,15700
600146,商赢环球,284000224,0,2107,4000,0,0
600149,廊坊发展,713327524,126293040,161834309,27907,0,0
600150,中国船舶,2260535785,181385002,169641712,204627,9800,17400
600151,航天机电,662553756,83174081,61082188,5723,0,0
600153,建发股份,1876954786,0,1221217,272515,0,0
600155,宝硕股份,103675045,0,7651,34600,0,0
600157,永泰能源,1047041535,28217228,43999753,405903,0,11500
600158,中体产业,1472021000,213410001,210444589,56603,0,0
600160,巨化股份,598849238,80597297,54365149,65596,2300,18000
600161,天坛生物,1063307542,64819205,79900390,3046,0,0
600166,福田汽车,1361418564,59609211,60622332,132748,300,10000
600169,太原重工,930577292,41904915,51770894,142200,33000,0
600170,上海建工,670089382,37892989,43752986,487250,0,0
600171,上海贝岭,916024492,54887265,64787486,700,0,0
600175,美都能源,603619070,22932411,26810498,102009,0,0
600176,中国巨石,707234372,124555709,109827848,1568,0,0
600177,雅戈尔,1983060342,99067939,96255755,249500,29800,72000
600179,黑化股份,139618522,15127129,8793643,10798,0,0
600183,生益科技,792662767,68155665,60248432,2200,0,0
600185,格力地产,662196688,50143699,40931300,6146,0,0
600186,莲花味精,385222382,0,366105,87200,0,0
600187,国中水务,1233467621,24693936,52062496,143,0,0
600188,兖州煤业,283616305,9266094,12036320,130715,56600,26000
600193,创兴资源,215324087,0,192444,1800,0,0
600196,复星医药,1157770317,45352554,54634063,159230,18000,27000
600197,伊力特,319762535,23907140,56702174,2500,0,0
600198,大唐电信,1371770714,81262340,93599873,14410,0,0
600199,金种子酒,258908977,11319696,10017901,100,0,0
600200,江苏吴中,1176786966,187672692,148040143,57,0,0
600201,金宇集团,907179455,16964389,56291057,53,0,0
600206,有研新材,1041807540,141146351,128755771,2340,0,0
600208,新湖中宝,898941832,42751990,37769818,193556,0,58500
600209,罗顿发展,288651911,27067840,17991013,9733,0,0
600210,紫江企业,723395461,43062854,36685622,0,0,0
600216,浙江医药,632858642,32225857,34754236,54500,6700,0
600218,全柴动力,710519484,27284633,25511968,2600,0,0
600219,南山铝业,1996038332,98315927,109070366,109800,0,100
600220,江苏阳光,630436602,28597963,32029595,9,0,0
600221,海南航空,1616041625,45383445,64946152,1607895,19400,5000
600222,太龙药业,451210853,18690912,18103605,45,0,0
600223,鲁商置业,360468885,19127410,20006478,2219,0,0
600225,天津松江,284968866,19364907,15888566,2097,0,0
600229,青岛碱业,489160072,71374323,60096163,66,0,0
600230,沧州大化,292198950,14224978,11389499,6471,0,0
600237,铜峰电子,643828064,33880495,34898523,0,0,0
600239,云南城投,765341519,42128760,23193737,22420,1000,0
600240,华业资本,950097188,44133997,43650172,14973,0,0
600251,冠农股份,391936374,63824550,133368598,2562,0,0
600252,中恒集团,1987120807,403059300,306277124,266821,11700,161608
600256,广汇能源,2202129502,69075168,85808843,555000,118200,61100
600257,大湖股份,490169286,60460153,68871171,2178,0,300
600259,广晟有色,378434881,0,4803029,16600,0,0
600260,凯乐科技,575133252,53987153,46717836,335,0,0
600261,阳光照明,458704639,31806406,33214296,52653,0,0
600266,北京城建,1160201785,97970606,68037554,37548,0,0
600267,海正药业,958646945,45543141,39501749,49600,0,14800
600270,外运发展,574802284,29521867,38276149,3151,0,0
600271,航天信息,1362985298,80063890,90651431,145990,13000,18600
600276,恒瑞医药,698880065,95682171,126493628,241691,19800,29676
600277,亿利能源,764568210,0,1878595,118500,0,0
600285,羚锐制药,424683646,20560207,24508170,14012,0,0
600288,大恒科技,859432155,64436339,92341395,79891,0,900
600289,亿阳信通,986773884,67897938,88641082,716,0,0
600292,中电远达,698488053,104001314,78532940,2511,0,0
600293,三峡新材,384093489,27620764,25884647,800,0,0
600298,安琪酵母,328789239,21920719,38653391,9022,0,0
600300,维维股份,729913986,45164933,36213965,30997,0,0
600307,酒钢宏兴,1317446189,190714178,253145728,2000,0,0
600309,万华化学,852424951,29769177,24171831,153910,56100,15700
600311,荣华实业,431306868,19451593,24324058,12000,0,0
600312,平高电气,1097177191,0,1628656,35453,0,0
600315,上海家化,1588331667,26761743,51662801,22632,400,0
600316,洪都航空,1171319170,60305941,53292923,182451,34275,22500
600318,巢东股份,276273649,0,2043240,1094,0,0
600320,振华重工,595848620,25716011,21394424,104395,0,5500
600321,国栋建设,532916926,38580860,41858734,4630,0,0
600323,瀚蓝环境,361696451,24635290,21269187,100,0,0
600325,华发股份,589361972,15951797,40618830,145710,0,0
600329,中新药业,394069609,18067966,22346978,58,0,0
600330,天通股份,795370231,39710870,39682287,3,0,0
600331,宏达股份,559337880,32839550,45437687,2671,0,0
600332,白云山,1224585413,66463463,57559166,66138,12400,0
600333,长春燃气,234699154,23601377,19958601,22786,0,0
600335,国机汽车,267997638,17736609,20657344,32236,0,100
600336,澳柯玛,554380385,35095291,24351516,57,0,0
600340,华夏幸福,1617781847,70490231,63712213,273711,32700,13200
600343,航天动力,920906168,75663741,86709742,4522,0,0
600348,阳泉煤业,460404452,27330485,31897952,131200,34000,125000
600350,山东高速,428334727,11742947,12932140,500,0,0
600352,浙江龙盛,2561006156,98790371,114890922,275345,13600,73500
600354,敦煌种业,460298666,24123999,23728953,410,0,0
600362,江西铜业,1394518326,88002203,67509533,105401,0,16200
600363,联创光电,742882374,77792350,63621007,99,0,0
600366,宁波韵升,494753231,48620197,41837499,6500,0,0
600369,西南证券,1851371520,99742727,94753670,125034,3300,25900
600372,中航电子,1115527320,70245850,91060298,215123,32100,19300
600373,中文传媒,576194380,19022966,14172725,53471,10400,2000
600375,华菱星马,416951983,25084921,22704094,0,0,0
600376,首开股份,1188527262,118875392,163974839,154655,10000,36000
600377,宁沪高速,155940962,8228944,7014193,25766,0,0
600380,健康元,1038614773,41275738,49015213,1610,0,0
600382,广东明珠,495419026,46859081,35467493,57,0,0
600383,金地集团,2623740890,383908866,408510207,641674,103700,138010
600386,北巴传媒,522919362,77614401,50385292,2071,0,0
600387,海越股份,490482375,20202142,20085377,11961,0,0
600388,龙净环保,937852406,43366693,50806566,1400,0,0
600389,江山股份,157061245,6831946,8079654,600,0,0
600390,金瑞科技,506111515,31403041,39202519,12833,0,0
600391,成发科技,739168495,119204832,60380968,84,0,0
600392,盛和资源,383708446,0,581496,0,0,0
600395,盘江股份,328025559,46291663,31418756,130115,46019,51700
600406,国电南瑞,1926141902,86206571,102197453,380927,92400,24400
