标的证券代码,标的证券简称,本日融资余额(元),本日融资买入额(元),本日融资偿还额(元),本日融券余量,本日融券卖出量,本日融券偿还量
510010,治理ETF,34647472,33733,1026,1634846,17800,127800
510050,50ETF,7185029206,176989122,112261131,31778546,93897646,91775700
510180,180ETF,1072437791,29772045,10496704,37436977,54209100,50465100
510300,300ETF,10964929308,175017287,149732228,76749916,138984326,142029359
510330,华夏300,235387016,1165063,182379,2101891,7000,200
510500,500ETF,18559619,427997,974267,1783300,0,0
510880,红利ETF,133594607,421513,363674,799392,18900,51400
600000,浦发银行,6875915050,224122536,170758189,3889910,4507680,4336780
600005,武钢股份,230355970,10414830,13963676,1633317,1466900,1411184
600008,首创股份,266402287,12279840,10722403,59100,2600,5000
600009,上海机场,481992293,24717192,12112025,893083,202285,190185
600010,包钢股份,412563458,0,3337689,2680976,0,0
600011,华能国际,296831063,8023188,5518014,260700,67500,73200
600015,华夏银行,1257173548,32802898,34704096,5261366,142900,257500
600016,民生银行,5385630159,88791823,165225468,3804669,2192989,2006348
600018,上港集团,588419610,115622250,123447262,870200,255900,250500
600019,宝钢股份,311738736,6354488,14656376,1817375,666016,576684
600022,山东钢铁,114961104,10859524,8152305,195500,284800,279800
600027,华电国际,375481887,17457689,9475664,85765,5000,10000
600028,中国石化,689924462,38374111,24059125,1217139,481244,999426
600029,南方航空,453200027,8874242,6311480,678918,881100,981500
600030,中信证券,4302193688,102722600,180685100,4821234,6096852,5667709
600031,三一重工,569924490,21826621,15052976,1663107,691500,844400
600036,招商银行,3045585301,144839076,95190636,4202197,7530809,6815015
600037,歌华有线,294973685,20607450,31868317,8600,12000,10000
600038,哈飞股份,352106927,18436150,17058745,73800,12700,3500
600039,四川路桥,259996901,34852814,41508602,10800,164700,162900
600048,保利地产,1703836335,56671863,75073976,1930148,2178430,2065934
600050,中国联通,1621585613,36761597,27976852,1390548,604500,929800
600056,中国医药,230742010,10275015,8070181,3300,5300,7600
600058,五矿发展,105818358,0,4897,460895,0,0
600059,古越龙山,227162865,21044638,12059614,149815,37900,59300
600060,海信电器,649642571,86626353,82102848,254938,542950,528638
600062,华润双鹤,249430331,8152624,9499803,175743,39300,38816
600063,皖维高新,163162260,5878707,3233425,39500,0,0
600066,宇通客车,248471507,7728216,11131977,725816,249278,247011
600067,冠城大通,451662809,15429974,14827838,7224,35000,39600
600068,葛洲坝,298325377,14641371,12157451,298241,525600,398276
600072,中船股份,101287827,16789097,13035505,15100,0,0
600077,宋都股份,73291988,5756164,5462732,3600,10100,55700
600078,澄星股份,119549358,5177402,8599795,7000,2100,22100
600079,人福医药,318245964,21478697,21558177,20300,35783,36483
600085,同仁堂,402273568,4642679,22950168,584746,183276,140394
600086,东方金钰,462928536,5732991,8347544,83468,6200,0
600089,特变电工,686143201,41084162,25546778,1764375,835180,947842
600094,大名城,98365974,11364627,9432887,73000,600,0
600096,云天化,206215303,7302275,9903639,251688,35900,27500
600100,同方股份,1483702757,117258913,106365824,868645,1536009,1567669
600104,上汽集团,645733519,39611144,36898199,2301830,675905,463571
600107,美尔雅,186432941,16845868,10639405,24200,700,0
600108,亚盛集团,1255491653,84636607,78670323,733043,407068,469868
600109,国金证券,629459779,98991475,80847105,36401240,540936,536736
600110,中科英华,206499494,20292196,19201740,27400,4300,4300
600111,包钢稀土,2415542321,74008241,74100419,705959,1239103,1271903
600113,浙江东日,196313302,12051114,17511973,26900,56100,56100
600115,东方航空,269940411,6951762,7813892,377800,810700,783800
600116,三峡水利,223338760,48188510,15665180,14300,23500,26500
600118,中国卫星,942831711,107458441,125592293,376034,668715,711915
600119,长江投资,378256828,14981830,10979060,10000,0,1500
600120,浙江东方,594736190,22162761,27350579,42965,40916,52116
600123,兰花科创,524160891,16694224,15320492,219550,14900,16800
600125,铁龙物流,370658282,15086379,9018301,151097,124533,124574
600132,重庆啤酒,254699346,25061365,9405119,144887,14079,37429
600138,中青旅,321166509,11247712,40012872,900,0,0
600139,西部资源,199782224,5554068,6436700,27700,0,0
600141,兴发集团,231929785,9031354,9111191,43536,0,0
600143,金发科技,666479285,35837168,30338612,581500,101200,99164
600145,国创能源,115553694,2396754,2534970,70499,64000,135200
600146,大元股份,122948203,0,473721,41700,0,0
600149,廊坊发展,104811857,0,136084,82100,0,0
600150,中国船舶,392909773,60127726,41462623,513501,1021292,1199494
600151,航天机电,379876232,19338923,14622091,16200,2700,1500
600153,建发股份,304929495,11698044,8993615,581332,53500,62000
600157,永泰能源,400149765,27448274,14442016,37817,112900,168600
