标的证券代码,标的证券简称,本日融资余额(元),本日融资买入额(元),本日融资偿还额(元),本日融券余量,本日融券卖出量,本日融券偿还量
510010,治理ETF,39791224,337600,380358,983300,525700,580037
510050,50ETF,11100168413,234856409,138986976,22140400,120235464,122043908
510180,180ETF,2010443017,58690054,18340655,3355543,24042297,24732625
510300,300ETF,10727793719,93491624,231902029,62259164,64585502,83348988
510330,华夏300,305681533,3599433,1378877,1461981,756700,554867
510500,500ETF,23759926,671060,1623718,797800,50000,80000
510880,红利ETF,185134740,2275932,3064520,467617,1362900,1404600
600000,浦发银行,7232566412,229229481,228180112,3257925,11143881,10045081
600005,武钢股份,250133883,10825024,8572381,927071,206000,7000
600008,首创股份,278686190,6831272,3986848,209901,174400,267750
600009,上海机场,397757657,13832227,20125176,280666,116400,137500
600010,包钢股份,886445815,104744375,60125024,1028387,6093882,5562067
600011,华能国际,311971178,19925193,13795754,174132,365400,334100
600015,华夏银行,1076781306,28294087,40910306,2757942,3473033,3525133
600016,民生银行,5582198120,139311927,208359378,6408054,14600847,13658737
600018,上港集团,479324230,18084583,28633079,1023800,326100,305500
600019,宝钢股份,416515756,19476252,13148693,942761,2496800,2788100
600022,山东钢铁,91048855,1410434,2707536,135440,82295,101000
600027,华电国际,381006193,7493756,8050664,52908,96300,86300
600028,中国石化,618077450,76955630,154599527,811010,3011121,4147921
600029,南方航空,481285442,15024949,13230147,417155,242600,261491
600030,中信证券,5531841432,221123632,201774958,1802222,5516531,6599876
600031,三一重工,522138544,7636767,11825218,2533224,1595755,369258
600036,招商银行,3861579936,128766521,108418138,4354796,6390282,4910770
600037,歌华有线,433064361,21494240,17037104,32100,165309,180209
600038,哈飞股份,378142207,20734203,13582528,27790,6500,4500
600039,四川路桥,236164129,4617862,4167990,24400,13200,8500
600048,保利地产,2150317296,114355885,129627441,2515980,5765788,5640498
600050,中国联通,1580412928,71487381,50436866,416920,1326910,1423937
600056,中国医药,323408128,59163870,37158486,13500,11900,12300
600058,五矿发展,177184135,11523755,9316861,106045,133310,148610
600059,古越龙山,262069171,16166665,10809987,140715,8400,1500
600060,海信电器,679022109,43540191,47235051,181578,238428,268400
600062,华润双鹤,291301219,20102221,13778475,102553,133006,120780
600063,皖维高新,127370529,0,1597624,28200,0,0
600066,宇通客车,282051792,29785752,8493714,442049,380847,887654
600067,冠城大通,403759591,10375247,22165305,144400,322800,305700
600068,葛洲坝,328453976,8532864,5359071,498562,1267496,1376897
600072,中船股份,112112639,2544563,6013820,3400,0,0
600077,宋都股份,77189615,6062841,6549613,26200,30000,42000
600078,澄星股份,107828070,6520387,3807856,7900,99500,118890
600079,人福医药,350722701,29827021,16287325,26600,72698,69613
600085,同仁堂,418347274,16590439,14676139,490973,148101,217551
600086,东方金钰,454455166,9762215,6849107,73384,5300,4900
600089,特变电工,1041692579,75172497,57114238,1193013,2217793,2059038
600094,大名城,96710441,4499831,4049793,14900,32700,21400
600096,云天化,261899911,21397091,13050842,352736,370975,274175
600100,同方股份,1855713430,83302020,82130670,681882,698143,715185
