日期,开盘价,收盘价,最高价,最低价,成交量,成交额,振幅,换手率(%)
2016-08-16,2293.81,2257.70,2302.33,2253.41,61249434,60087460352,2.14%,
2016-08-17,2260.93,2253.74,2270.37,2241.94,30848866,32673544960,1.26%,
2016-08-18,2253.12,2244.72,2274.45,2235.05,33880448,37432377088,1.75%,
2016-08-19,2241.67,2249.34,2254.49,2230.33,28900693,28754463488,1.08%,
2016-08-22,2249.08,2237.13,2253.59,2235.01,26193060,24905153792,0.83%,
2016-08-23,2235.39,2241.95,2256.33,2232.44,23023903,21968325888,1.07%,
2016-08-24,2242.91,2232.21,2244.88,2227.55,18121787,18160277248,0.77%,
2016-08-25,2224.51,2222.15,2226.00,2205.01,21819104,21100844032,0.94%,
2016-08-26,2223.31,2219.31,2232.29,2215.62,16430965,16358841344,0.75%,
2016-08-29,2219.02,2214.26,2220.13,2205.12,19852012,20336544768,0.68%,
2016-08-30,2215.84,2224.06,2229.83,2215.68,19846692,20353643520,0.64%,
2016-08-31,2222.02,2232.71,2237.66,2218.65,16955552,19008422912,0.85%,
2016-09-01,2230.36,2220.40,2235.65,2219.25,19028224,19569003776,0.73%,
2016-09-02,2216.29,2229.89,2231.45,2215.64,20406023,20785028608,0.71%,
2016-09-05,2230.41,2228.72,2240.49,2224.93,17813452,17615394560,0.7%,
2016-09-06,2227.44,2232.45,2241.52,2217.48,21254771,20977302272,1.08%,
2016-09-07,2233.03,2236.55,2246.37,2230.58,22097671,22932080128,0.71%,
2016-09-08,2234.95,2236.62,2239.17,2230.82,14171157,14213131008,0.37%,
2016-09-09,2236.39,2229.31,2241.61,2228.66,17411513,18263953152,0.58%,
2016-09-12,2201.68,2199.98,2202.90,2175.33,34546891,34431278080,1.24%,
2016-09-13,2197.38,2193.19,2199.24,2185.82,14968924,14480419328,0.61%,
2016-09-14,2184.11,2176.52,2187.95,2172.40,18169657,16682778368,0.71%,
2016-09-19,2178.76,2189.46,2191.22,2178.76,14135665,12964097024,0.57%,
2016-09-20,2190.10,2184.21,2190.72,2181.02,11022894,10917288960,0.44%,
2016-09-21,2184.42,2187.15,2191.81,2180.50,12446509,12499273216,0.52%,
2016-09-22,2195.25,2200.70,2210.79,2192.49,15398043,15995169280,0.84%,
2016-09-23,2202.70,2196.29,2203.66,2195.08,11727636,11066821888,0.39%,
2016-09-26,2190.39,2167.26,2190.39,2166.82,16948209,16306550528,1.07%,
2016-09-27,2163.38,2176.45,2176.77,2162.43,12592539,12286665216,0.66%,
2016-09-28,2177.41,2166.72,2177.41,2165.33,9288432,9340080128,0.56%,
2016-09-29,2170.99,2175.37,2183.17,2170.84,11879464,11524241408,0.57%,
2016-09-30,2171.94,2177.35,2182.61,2171.49,9219305,9655516160,0.51%,
2016-10-10,2187.65,2202.87,2204.33,2185.47,19300202,17570860032,0.87%,
2016-10-11,2205.35,2209.23,2212.43,2202.12,21169384,19324765184,0.47%,
