日期,开盘价,收盘价,最高价,最低价,成交量,成交额,振幅,换手率(%)
2016-08-16,3130.53,3110.04,3140.44,3102.07,278328928,308544860160,1.23%,
2016-08-17,3106.99,3109.55,3114.25,3090.28,213839636,243405250560,0.77%,
2016-08-18,3107.75,3104.11,3125.58,3093.32,229359081,256969678848,1.04%,
2016-08-19,3100.39,3108.10,3113.34,3082.77,194347453,212050972672,0.98%,
2016-08-22,3107.38,3084.80,3112.74,3083.59,185387927,207638876160,0.94%,
2016-08-23,3081.57,3089.70,3101.11,3073.53,161368965,179183489024,0.89%,
2016-08-24,3092.02,3085.88,3097.15,3079.55,145707441,168362528768,0.57%,
2016-08-25,3073.44,3068.33,3073.44,3041.51,174032980,200859750400,1.03%,
2016-08-26,3069.85,3070.31,3087.65,3063.89,149663900,176309497856,0.77%,
2016-08-29,3068.46,3070.03,3074.94,3058.78,144500006,166397345792,0.53%,
2016-08-30,3071.44,3074.68,3082.99,3065.97,140434811,163878821888,0.55%,
2016-08-31,3072.92,3085.49,3087.70,3063.40,141368609,168986116096,0.79%,
2016-09-01,3083.96,3063.30,3088.70,3062.88,155191094,177093296128,0.84%,
2016-09-02,3057.49,3067.35,3072.53,3050.49,150446920,170592141312,0.72%,
2016-09-05,3070.71,3072.09,3085.49,3065.33,144963318,161243676672,0.66%,
2016-09-06,3071.05,3090.71,3095.51,3053.19,172908524,193057730560,1.38%,
2016-09-07,3091.33,3091.93,3105.68,3087.88,186956764,207162122240,0.58%,
2016-09-08,3089.95,3095.95,3096.78,3083.90,145883771,165944471552,0.42%,
2016-09-09,3095.43,3078.85,3101.79,3078.22,160692923,182056230912,0.76%,
2016-09-12,3037.51,3021.98,3040.95,2999.93,206012086,221846568960,1.33%,
2016-09-13,3025.03,3023.51,3029.72,3008.74,135387579,152791306240,0.69%,
2016-09-14,3008.90,3002.85,3017.94,2995.41,133413402,148148969472,0.75%,
2016-09-19,3005.32,3026.05,3026.65,3005.32,119225027,133168828416,0.71%,
2016-09-20,3027.17,3023.00,3027.82,3015.88,118924116,139662303232,0.39%,
2016-09-21,3021.58,3025.87,3032.45,3017.54,115721213,134133727232,0.49%,
2016-09-22,3038.42,3042.31,3054.43,3035.07,139309555,159031062528,0.64%,
2016-09-23,3044.78,3033.89,3046.80,3032.80,125590976,147377737728,0.46%,
2016-09-26,3028.24,2980.43,3028.24,2980.12,144330286,162257248256,1.59%,
2016-09-27,2974.59,2998.17,2998.23,2969.13,121701450,133372706816,0.98%,
2016-09-28,3000.70,2987.86,3000.70,2984.32,104625697,116437377024,0.55%,
2016-09-29,2992.17,2998.48,3009.20,2991.91,113213919,122728570880,0.58%,
2016-09-30,2994.25,3004.70,3009.20,2993.06,101333563,112794537984,0.54%,
2016-10-10,3020.46,3048.14,3048.24,3014.62,160051105,175521792000,1.12%,
2016-10-11,3051.62,3065.25,3066.10,3048.02,167273495,183787646976,0.59%,
2016-10-12,3057.32,3058.50,3060.51,3048.89,142493578,159982960640,0.38%,
2016-10-13,3057.97,3061.34,3065.00,3052.64,154756726,166335868928,0.4%,
2016-10-14,3056.99,3063.81,3064.79,3043.18,155373706,163792994304,0.71%,
2016-10-17,3064.69,3041.17,3068.81,3033.75,163733266,180594077696,1.14%,
2016-10-18,3037.40,3083.88,3084.19,3037.40,182042460,196036128768,1.54%,
2016-10-19,3085.75,3084.72,3096.22,3076.77,182470144,197481136128,0.63%,
2016-10-20,3084.91,3084.46,3089.68,3076.29,160691364,177674543104,0.43%,
2016-10-21,3081.39,3090.94,3101.85,3069.27,187388073,201953660928,1.06%,
2016-10-24,3092.05,3128.25,3137.03,3090.79,240522350,250354393088,1.5%,
2016-10-25,3127.97,3131.94,3132.50,3121.05,203380897,220861464576,0.37%,
2016-10-26,3129.84,3116.31,3129.84,3110.39,191663263,215767707648,0.62%,
2016-10-27,3112.60,3112.35,3114.76,3100.39,158008788,182237126656,0.46%,
2016-10-28,3111.70,3104.27,3128.64,3101.24,181774124,212593008640,0.88%,
2016-10-31,3097.19,3100.49,3102.30,3081.07,151506765,178427744256,0.68%,
2016-11-01,3101.66,3122.43,3122.61,3097.04,160232033,195831590912,0.82%,
2016-11-02,3115.73,3102.73,3118.98,3099.82,182722066,221676544000,0.61%,
2016-11-03,3096.76,3128.93,3140.93,3094.10,222986260,265820360704,1.51%,
2016-11-04,3126.35,3125.32,3141.33,3119.53,197683197,239043256320,0.7%,
2016-11-07,3124.89,3133.33,3139.20,3117.10,179418491,210602323968,0.71%,
2016-11-08,3140.94,3147.89,3156.88,3134.95,190846979,221585117184,0.7%,
2016-11-09,3146.08,3128.37,3146.95,3096.95,241114959,277229391872,1.59%,
2016-11-10,3148.54,3171.28,3172.31,3148.54,244192602,285992812544,0.76%,
2016-11-11,3169.40,3196.04,3202.74,3166.07,310854576,343773949952,1.16%,
2016-11-14,3187.71,3210.37,3221.46,3186.80,329608320,346974629888,1.08%,
2016-11-15,3209.95,3206.99,3214.29,3195.03,240886351,267003871232,0.6%,
2016-11-16,3208.50,3205.06,3210.89,3195.41,221766994,244854509568,0.48%,
2016-11-17,3198.50,3208.45,3211.05,3187.20,214206241,226775851008,0.74%,
2016-11-18,3207.19,3192.86,3212.39,3187.50,209826639,235352064000,0.78%,
2016-11-21,3188.50,3218.15,3229.76,3188.28,230652844,263177809920,1.3%,
2016-11-22,3220.98,3248.35,3249.68,3220.98,261631547,292484829184,0.89%,
2016-11-23,3247.94,3241.14,3262.88,3231.59,249959593,277942468608,0.96%,
2016-11-24,3237.43,3241.74,3257.86,3232.87,232324526,267224711168,0.77%,
2016-11-25,3241.24,3261.94,3262.44,3209.60,233921600,259117039616,1.63%,
2016-11-28,3270.05,3277.00,3288.34,3267.67,281551248,300460150784,0.63%,
2016-11-29,3269.23,3282.92,3301.21,3263.40,320836288,348149350400,1.15%,
2016-11-30,3272.14,3250.03,3277.27,3239.52,243576054,262808739840,1.15%,
2016-12-01,3257.03,3273.31,3279.67,3256.26,237759864,261553934336,0.72%,
2016-12-02,3270.12,3243.84,3279.71,3235.28,259567204,281559097344,1.36%,
2016-12-05,3203.78,3204.71,3219.52,3194.88,223010394,238598033408,0.76%,
2016-12-06,3202.03,3199.65,3215.31,3196.52,157572692,177170153472,0.59%,
2016-12-07,3198.47,3222.24,3222.43,3189.49,169072847,189443846144,1.03%,
2016-12-08,3225.55,3215.36,3228.12,3211.47,170710172,197802065920,0.52%,
2016-12-09,3209.34,3232.88,3244.80,3207.04,204023956,226387156992,1.17%,
2016-12-12,3233.67,3152.97,3245.09,3149.89,274708464,294260137984,2.94%,
2016-12-13,3138.99,3155.04,3162.50,3118.71,185164495,203175456768,1.39%,
2016-12-14,3149.38,3140.53,3170.02,3136.35,201358886,219206160384,1.07%,
2016-12-15,3125.76,3117.68,3138.78,3100.91,189990625,212863238144,1.21%,
2016-12-16,3111.51,3122.98,3128.87,3106.35,164988700,189844754432,0.72%,
2016-12-19,3120.70,3118.08,3125.28,3110.08,154169715,174500241408,0.49%,
2016-12-20,3115.90,3102.88,3117.01,3084.80,157426760,171611881472,1.03%,
2016-12-21,3107.24,3137.43,3140.25,3107.24,186706606,204247805952,1.06%,
2016-12-22,3132.16,3139.56,3143.17,3126.89,167804989,185981558784,0.52%,
2016-12-23,3134.93,3110.15,3138.40,3103.75,166176768,189281177600,1.1%,
2016-12-26,3095.58,3122.57,3122.88,3068.41,152571881,170555609088,1.75%,
2016-12-27,3117.39,3114.66,3127.88,3113.74,141528940,162193907712,0.45%,
2016-12-28,3113.77,3102.24,3118.78,3094.55,135727086,154329653248,0.78%,
2016-12-29,3095.84,3096.10,3111.80,3087.34,132623291,149919182848,0.79%,
2016-12-30,3097.34,3103.64,3108.84,3089.99,133267131,151732781056,0.61%,
2017-01-03,3105.31,3135.92,3136.45,3105.31,141567186,159887138816,1%,
2017-01-04,3133.79,3158.79,3160.10,3130.11,167860851,195914293248,0.96%,
2017-01-05,3157.91,3165.41,3168.50,3154.28,174727644,199692025856,0.45%,
2017-01-06,3163.78,3154.32,3172.03,3153.03,183708966,207296036864,0.6%,
2017-01-09,3148.53,3171.24,3173.14,3147.74,171714076,192110579712,0.81%,
2017-01-10,3167.57,3161.67,3174.58,3157.33,179759217,194963218432,0.54%,
2017-01-11,3156.68,3136.75,3167.03,3136.27,178362222,189186457600,0.97%,
2017-01-12,3133.60,3119.29,3144.97,3115.98,148889239,161922297856,0.92%,
2017-01-13,3116.08,3112.76,3130.51,3102.16,156274214,174438555648,0.91%,
2017-01-16,3104.49,3103.43,3105.14,3044.29,257885996,262826041344,1.95%,
2017-01-17,3087.03,3108.77,3108.91,3072.34,136157860,154757554176,1.18%,
2017-01-18,3104.77,3113.01,3123.72,3098.59,131780129,144546717696,0.81%,
2017-01-19,3104.97,3101.30,3115.78,3094.01,123851420,139280461824,0.7%,
2017-01-20,3095.82,3123.14,3125.66,3095.21,122366776,141471809536,0.98%,
