日期,开盘价,收盘价,最高价,最低价,成交量,成交额,振幅,换手率(%)
2016-08-16,764.45,771.26,794.63,763.02,2929346,3009317904,4.15%,
2016-08-17,772.78,766.12,781.82,760.63,1875694,2854825776,2.75%,
2016-08-18,766.24,786.39,795.48,761.66,2598655,2744568240,4.41%,
2016-08-19,782.72,784.80,789.71,770.11,1685052,1847266848,2.49%,
2016-08-22,784.43,766.93,784.43,763.85,1333725,1803951440,2.62%,
2016-08-23,765.31,762.60,770.33,755.50,1129527,1401208096,1.93%,
2016-08-24,761.12,756.44,765.95,754.79,1021249,1450838912,1.46%,
2016-08-25,753.94,746.63,753.94,740.11,1226144,1687585680,1.83%,
2016-08-26,747.22,748.68,753.76,742.77,928407,1110015744,1.47%,
2016-08-29,746.90,737.18,747.33,730.94,1204197,1347137760,2.19%,
2016-08-30,737.56,739.42,740.03,734.68,883691,1267041280,0.73%,
2016-08-31,738.01,739.14,740.75,734.19,726466,937342960,0.89%,
2016-09-01,740.78,730.62,740.78,729.06,960332,1077002864,1.59%,
2016-09-02,730.13,730.54,732.21,726.55,732828,881962208,0.77%,
2016-09-05,732.38,732.91,738.19,729.54,706575,953336320,1.18%,
2016-09-06,732.95,740.07,741.43,725.75,1044373,1123789824,2.14%,
2016-09-07,740.15,738.02,746.20,736.48,892936,950083968,1.31%,
2016-09-08,739.60,737.95,740.94,734.32,622142,767460448,0.9%,
2016-09-09,737.65,731.89,739.33,730.39,726241,879921792,1.21%,
2016-09-12,724.46,717.76,724.46,706.70,1350722,1489035392,2.43%,
2016-09-13,717.87,713.43,719.74,711.22,548017,650359872,1.19%,
2016-09-14,712.84,707.13,713.31,705.49,568487,572750592,1.1%,
2016-09-19,710.45,710.93,714.20,707.74,469079,503881680,0.91%,
2016-09-20,710.53,706.20,710.89,704.50,479278,457591680,0.9%,
2016-09-21,706.23,708.02,710.73,704.84,475959,479224240,0.83%,
2016-09-22,709.98,711.86,715.07,709.03,704812,960673952,0.85%,
2016-09-23,713.44,724.66,729.25,713.44,1260669,1272251056,2.22%,
2016-09-26,722.98,710.28,722.98,706.95,797281,914254432,2.21%,
2016-09-27,705.16,714.80,716.31,705.16,569082,752620400,1.57%,
2016-09-28,715.32,722.80,725.95,711.97,823536,869503344,1.96%,
2016-09-29,721.41,721.16,728.63,719.60,551252,674022688,1.25%,
2016-09-30,719.45,718.57,728.86,717.03,550755,655643792,1.64%,
2016-10-10,743.17,754.12,756.39,736.33,2582959,2236742336,2.79%,
2016-10-11,752.60,820.07,820.48,749.10,5051276,2982215888,9.47%,
