日期,开盘价,收盘价,最高价,最低价,成交量,成交额,振幅,换手率(%)
2016-08-16,21115.23,21177.52,21235.38,20891.32,6030569,5958432256,1.65%,
2016-08-17,21141.78,21530.05,21635.19,21049.21,6489161,5595741184,2.77%,
2016-08-18,21482.35,21641.01,21878.38,21413.02,5478152,5308903936,2.16%,
2016-08-19,21655.18,21731.43,21823.62,21551.08,4956457,4882352640,1.26%,
2016-08-22,21719.08,21494.54,21846.42,21460.62,4597303,4297797120,1.78%,
2016-08-23,21502.51,21587.86,21764.28,21439.38,3611672,3453739776,1.51%,
2016-08-24,21561.89,21392.18,21576.26,21354.79,3059939,3220208896,1.03%,
2016-08-25,21246.14,21281.60,21316.21,21014.48,2866642,3395688496,1.41%,
2016-08-26,21351.72,21248.57,21475.54,21209.92,2634627,3335575616,1.25%,
2016-08-29,21319.90,21375.78,21481.74,21245.49,2948540,2799063408,1.11%,
2016-08-30,21328.75,21433.55,21607.14,21328.75,3050565,3045049216,1.3%,
2016-08-31,21417.85,21427.92,21501.15,21309.29,2402606,2618591744,0.9%,
2016-09-01,21383.07,21135.77,21472.40,21101.92,2431708,2834722416,1.73%,
2016-09-02,21119.90,21046.45,21189.00,20913.11,2546163,2615788416,1.31%,
2016-09-05,21087.75,21259.15,21335.27,21087.75,2224528,2370270224,1.18%,
2016-09-06,21236.89,21499.16,21502.64,21071.04,2353698,2794670336,2.03%,
2016-09-07,21586.07,21518.08,21753.98,21464.22,3063174,3845084352,1.35%,
2016-09-08,21462.25,21547.12,21576.01,21400.77,2330072,3214987408,0.81%,
2016-09-09,21534.06,21235.98,21555.84,21227.23,2337835,2835193040,1.53%,
2016-09-12,20858.14,20549.17,20950.10,20527.21,2556629,2833463136,1.99%,
2016-09-13,20675.10,20686.60,20721.29,20513.61,1987441,2290345824,1.01%,
2016-09-14,20530.30,20603.64,20661.91,20501.31,1676036,2330449456,0.78%,
2016-09-19,20649.01,20796.27,20806.56,20649.01,1536417,2368108768,0.76%,
2016-09-20,20825.26,20862.11,20888.66,20730.56,1929075,3320438976,0.76%,
2016-09-21,20870.62,20836.76,20945.73,20820.66,1432673,2325343952,0.6%,
2016-09-22,20934.45,20986.50,21079.99,20903.38,1740307,2486974400,0.85%,
2016-09-23,21001.68,20850.74,21021.27,20817.50,1459908,2205629072,0.97%,
