日期,开盘价,收盘价,最高价,最低价,成交量,成交额,振幅,换手率(%)
2016-08-16,1081.06,1078.68,1093.26,1077.95,2997609,3116011680,1.42%,
2016-08-17,1081.56,1092.42,1104.58,1077.88,2814807,2986664608,2.48%,
2016-08-18,1098.11,1091.08,1110.23,1082.98,2648362,3064153584,2.49%,
2016-08-19,1087.24,1104.35,1113.47,1077.18,2448716,2627604640,3.33%,
2016-08-22,1100.59,1081.45,1102.64,1081.14,1712025,1827702944,1.95%,
2016-08-23,1079.39,1076.44,1088.78,1070.32,1719942,1651462304,1.71%,
2016-08-24,1076.92,1076.48,1082.80,1072.61,1189908,1258506624,0.95%,
2016-08-25,1069.42,1060.62,1069.86,1052.31,1478322,1521976496,1.63%,
2016-08-26,1062.02,1057.49,1070.96,1056.47,1170699,1231927104,1.37%,
2016-08-29,1059.21,1065.51,1070.22,1058.79,1171104,1243861472,1.08%,
2016-08-30,1065.89,1065.84,1072.46,1062.08,1218145,1305068752,0.97%,
2016-08-31,1069.01,1065.38,1070.86,1059.00,1275185,1517670176,1.11%,
2016-09-01,1066.11,1054.71,1068.32,1053.47,1423117,1583710656,1.39%,
2016-09-02,1053.07,1050.46,1056.68,1044.33,1452363,1464355440,1.17%,
2016-09-05,1054.82,1044.31,1057.31,1042.78,1077117,1156853520,1.38%,
2016-09-06,1044.36,1053.68,1053.91,1034.98,1352070,1491230752,1.81%,
2016-09-07,1054.71,1060.57,1071.20,1054.04,1847870,1969183152,1.63%,
2016-09-08,1060.10,1058.11,1061.31,1052.57,1262563,1437785280,0.82%,
2016-09-09,1059.87,1052.68,1063.98,1051.58,1411248,1569583056,1.17%,
2016-09-12,1032.93,1026.50,1035.31,1015.37,2340148,2276927344,1.89%,
2016-09-13,1027.28,1021.56,1029.63,1016.19,1072182,1051318768,1.31%,
2016-09-14,1015.57,1010.65,1017.11,1007.39,1090052,1062829184,0.95%,
2016-09-19,1011.97,1017.97,1024.12,1011.97,973965,941298320,1.2%,
2016-09-20,1018.37,1015.32,1018.54,1012.73,970708,942437680,0.57%,
2016-09-21,1015.19,1014.49,1018.80,1012.04,1000659,1295237440,0.67%,
2016-09-22,1019.72,1018.10,1022.69,1015.62,1411496,1805600096,0.7%,
2016-09-23,1019.09,1014.07,1021.37,1011.75,1082889,1298898544,0.94%,
2016-09-26,1012.51,987.79,1012.51,985.99,1499027,1571961952,2.62%,
2016-09-27,985.22,993.75,994.02,980.87,1097982,1162040432,1.33%,
2016-09-28,995.27,990.49,995.27,988.54,918039,1062078832,0.68%,
2016-09-29,993.45,994.99,1000.10,992.86,998097,1075525856,0.73%,
2016-09-30,994.17,996.93,998.77,992.67,906763,976972240,0.61%,
2016-10-10,1005.24,1019.45,1019.58,1005.24,1622116,1743695488,1.44%,
2016-10-11,1027.16,1043.76,1050.06,1025.89,2925808,3119413392,2.37%,
2016-10-12,1039.66,1035.98,1039.73,1031.05,1789663,1952192480,0.83%,
2016-10-13,1034.73,1055.07,1055.42,1031.20,2616468,2541801472,2.34%,
2016-10-14,1052.09,1065.25,1066.79,1042.96,2404295,2757252336,2.26%,
2016-10-17,1064.44,1057.97,1077.04,1050.19,2518573,3035774544,2.52%,
2016-10-18,1051.72,1094.29,1097.45,1050.65,3166640,3543018736,4.42%,
2016-10-19,1092.71,1095.64,1105.70,1089.72,2652415,2938741376,1.46%,
2016-10-20,1094.60,1094.93,1103.68,1091.26,2016985,2330652368,1.13%,
2016-10-21,1091.01,1124.46,1134.51,1088.23,3570174,3627698032,4.23%,
2016-10-24,1125.15,1140.79,1146.37,1121.22,4051132,4075837728,2.24%,
2016-10-25,1134.55,1117.49,1135.95,1114.72,2707690,2871675424,1.86%,
2016-10-26,1116.87,1108.16,1118.37,1104.18,2023905,2189068800,1.27%,
2016-10-27,1107.30,1107.53,1110.15,1098.15,1475486,1573151200,1.08%,
2016-10-28,1115.85,1093.31,1119.14,1091.97,2650244,2701002800,2.45%,
2016-10-31,1089.54,1081.53,1089.82,1075.98,1824944,1919879616,1.27%,
2016-11-01,1084.66,1088.51,1090.31,1081.80,1392485,1535910224,0.79%,
2016-11-02,1090.37,1070.89,1090.49,1068.98,1826629,1951011088,1.98%,
2016-11-03,1070.41,1106.78,1113.31,1069.00,2881592,3196998224,4.14%,
2016-11-04,1099.28,1093.52,1111.16,1092.02,2061895,2429602736,1.73%,
2016-11-07,1092.01,1093.04,1102.34,1084.14,1389227,1531531600,1.66%,
2016-11-08,1096.47,1093.59,1108.36,1090.22,1465092,1613886464,1.66%,
2016-11-09,1089.73,1086.72,1099.89,1069.38,2186185,2244463520,2.79%,
2016-11-10,1100.84,1120.22,1127.58,1100.84,2528364,2854102304,2.46%,
2016-11-11,1112.44,1142.83,1154.02,1111.87,4206214,4372730112,3.76%,
2016-11-14,1137.24,1162.96,1172.28,1136.60,4859633,4970047232,3.12%,
2016-11-15,1166.27,1167.33,1174.05,1153.22,4052883,4672606976,1.79%,
2016-11-16,1166.97,1159.66,1172.68,1153.65,2762524,3234374128,1.63%,
2016-11-17,1155.00,1184.52,1185.33,1155.00,4791695,4837429760,2.62%,
2016-11-18,1181.45,1161.47,1184.44,1157.25,3888321,3763722224,2.3%,
2016-11-21,1156.54,1180.29,1196.27,1155.75,4413003,4267304656,3.49%,
2016-11-22,1177.83,1186.01,1193.22,1173.38,4279791,4357809664,1.68%,
2016-11-23,1189.52,1175.78,1197.47,1169.87,4326500,4402443264,2.33%,
2016-11-24,1170.95,1166.10,1178.26,1159.67,2873135,2840337808,1.58%,
2016-11-25,1166.45,1177.17,1178.89,1149.04,3095533,3116187392,2.56%,
2016-11-28,1176.58,1204.13,1213.86,1174.43,4283575,4697989376,3.35%,
2016-11-29,1197.07,1231.36,1262.24,1191.68,9110337,9016629760,5.86%,
2016-11-30,1215.26,1199.95,1227.31,1191.95,4959434,4949833984,2.87%,
2016-12-01,1202.86,1236.38,1250.45,1202.86,9080404,8942808832,3.97%,
2016-12-02,1235.23,1223.09,1257.21,1222.17,8591558,9186764032,2.83%,
2016-12-05,1190.38,1186.59,1234.98,1178.14,8623791,9762182400,4.65%,
2016-12-06,1178.80,1193.15,1211.50,1178.80,5198046,5730625024,2.76%,
2016-12-07,1189.58,1208.68,1209.56,1186.95,5437219,6435486976,1.89%,
2016-12-08,1205.84,1189.10,1212.30,1184.36,4905381,5792010240,2.31%,
2016-12-09,1185.32,1199.12,1199.45,1174.21,4380567,5123401984,2.12%,
2016-12-12,1195.99,1162.99,1198.70,1158.90,6259980,7707348736,3.32%,
2016-12-13,1155.10,1191.44,1198.77,1152.31,6583024,8577196288,3.99%,
2016-12-14,1186.16,1172.45,1195.40,1170.75,6581981,8319931904,2.07%,
2016-12-15,1163.77,1178.00,1194.55,1162.19,5863737,7591846400,2.76%,
2016-12-16,1168.53,1168.07,1178.43,1161.52,4271950,5413367808,1.44%,
2016-12-19,1166.92,1157.34,1174.63,1151.11,3753174,4670091264,2.01%,
2016-12-20,1153.46,1142.61,1156.42,1133.74,3258897,3572352880,1.96%,
2016-12-21,1147.47,1184.86,1196.54,1146.02,6554806,8266416640,4.42%,
2016-12-22,1177.35,1200.01,1207.95,1177.15,5369117,6944507392,2.6%,
2016-12-23,1194.95,1193.78,1208.14,1192.44,4343204,6017505792,1.31%,
2016-12-26,1183.47,1231.16,1232.62,1177.70,4592033,5752422400,4.6%,
2016-12-27,1229.06,1225.67,1236.13,1219.01,4123246,5072878848,1.39%,
2016-12-28,1221.50,1209.41,1228.03,1207.75,3035735,3632946848,1.65%,
2016-12-29,1206.16,1196.14,1214.81,1192.42,3257081,3928799344,1.85%,
2016-12-30,1194.27,1178.97,1201.39,1172.51,3123357,4119825680,2.41%,
2017-01-03,1181.38,1202.64,1204.61,1181.22,3410227,3904186304,1.98%,
2017-01-04,1198.24,1211.76,1214.53,1197.46,3830444,4449289472,1.42%,
2017-01-05,1208.31,1225.11,1225.28,1206.86,4526582,5360006400,1.52%,
2017-01-06,1224.10,1227.16,1242.49,1222.95,4961883,6266563584,1.59%,
2017-01-09,1220.96,1257.93,1259.48,1219.68,7327890,8560033792,3.24%,
2017-01-10,1252.86,1232.24,1253.66,1230.97,4875312,6172755200,1.8%,
2017-01-11,1229.39,1238.71,1249.20,1223.50,4630862,5945434880,2.09%,
2017-01-12,1232.02,1230.54,1257.36,1224.26,4750723,5416786944,2.67%,
2017-01-13,1225.28,1220.91,1234.29,1212.52,3961986,4633213952,1.77%,
2017-01-16,1212.89,1205.39,1213.18,1166.21,5869642,6435535872,3.85%,
2017-01-17,1192.24,1206.14,1208.78,1192.02,3120748,3672267600,1.39%,
2017-01-18,1207.40,1215.90,1229.34,1206.05,3223598,3810338864,1.93%,
2017-01-19,1206.68,1208.44,1217.10,1200.64,2453194,2952682720,1.35%,
2017-01-20,1206.39,1225.26,1226.08,1205.87,2741568,3115693120,1.67%,
2017-01-23,1230.27,1246.35,1247.08,1230.27,4029644,4915472384,1.37%,
2017-01-24,1242.98,1243.97,1251.14,1238.20,2572407,3115908160,1.04%,
2017-01-25,1239.18,1243.93,1249.53,1236.17,2445690,2965985904,1.07%,
2017-01-26,1245.35,1243.56,1248.29,1231.93,2306724,2648202384,1.32%,
2017-02-03,1249.32,1249.34,1264.89,1242.51,3456240,4627153664,1.8%,
2017-02-06,1248.14,1258.21,1264.86,1247.49,3581847,4730957312,1.39%,
2017-02-07,1252.45,1256.10,1260.18,1243.88,2716351,3530567648,1.3%,
2017-02-08,1252.41,1273.22,1277.08,1248.21,5238236,6659291904,2.3%,
