日期,开盘价,收盘价,最高价,最低价,成交量,成交额,振幅,换手率(%)
2017-05-22,1.01,1.00,1.04,1.00,13541662,18640767488,-,
2017-05-23,1.01,0.99,1.02,0.98,7418284,6105446656,4%,
2017-05-24,0.98,1.03,1.04,0.98,2102594,3392079200,6.06%,
2017-05-25,1.06,1.07,1.08,1.03,12490835,19983521024,4.85%,
2017-05-26,1.07,1.07,1.08,1.06,14308220,19811231232,1.87%,
2017-05-31,1.09,1.09,1.11,1.08,10319789,18433850624,2.8%,
2017-06-01,1.11,1.09,1.13,1.09,5143376,7633168128,3.67%,
2017-06-02,1.12,1.19,1.19,1.11,1428151,2510511072,7.34%,
2017-06-05,1.22,1.21,1.23,1.20,16385251,17923904768,2.52%,
2017-06-06,1.23,1.23,1.24,1.22,6642638,9505195520,1.65%,
2017-06-07,1.24,1.28,1.29,1.24,3994022,4677575424,4.07%,
2017-06-08,1.32,1.31,1.33,1.31,18278229,31492970496,1.56%,
2017-06-09,1.33,1.33,1.34,1.32,10385571,16730248192,1.53%,
2017-06-12,1.36,1.35,1.38,1.34,10133613,14870988032,3.01%,
2017-06-13,1.35,1.36,1.38,1.34,3954344,5978248704,2.96%,
2017-06-14,1.40,1.40,1.42,1.39,8533882,18888363008,2.21%,
2017-06-15,1.46,1.40,1.46,1.39,10042314,12464136448,5%,
2017-06-16,1.44,1.41,1.44,1.40,14020527,19486909440,2.86%,
2017-06-19,1.39,1.41,1.41,1.38,11005532,14645914368,2.13%,
2017-06-20,1.43,1.45,1.47,1.43,7184211,10203042560,2.84%,
2017-06-21,1.48,1.47,1.49,1.45,9492296,13189002496,2.76%,
2017-06-22,1.49,1.48,1.52,1.48,4186974,6175355648,2.72%,
2017-06-23,1.46,1.46,1.47,1.44,2069949,4175107712,2.03%,
2017-06-26,1.51,1.59,1.60,1.49,3724466,7490798848,7.53%,
2017-06-27,1.62,1.59,1.62,1.58,8430350,9325014784,2.52%,
2017-06-28,1.61,1.58,1.62,1.58,5133708,6722922496,2.52%,
2017-06-29,1.65,1.63,1.66,1.62,1933378,5637434368,2.53%,
2017-06-30,1.69,1.66,1.69,1.64,4100057,6681915136,3.07%,
2017-07-03,1.75,1.70,1.75,1.69,3222254,4336367104,3.61%,
2017-07-04,1.73,1.75,1.75,1.73,6366411,8298894592,1.18%,
2017-07-05,1.80,1.83,1.84,1.77,3385704,4175627744,4%,
2017-07-06,1.87,1.92,1.92,1.87,11559980,16601063168,2.73%,
2017-07-07,1.92,1.99,2.00,1.92,7335553,7861498368,4.17%,
2017-07-10,2.02,1.99,2.02,1.98,15077861,25691564032,2.01%,
2017-07-11,2.01,1.95,2.01,1.93,2378975,3479898608,4.02%,
2017-07-12,1.97,1.99,1.99,1.91,3359275,3717546224,4.1%,
2017-07-13,2.05,2.04,2.08,2.03,5537357,9587807744,2.51%,
2017-07-14,2.06,2.02,2.06,2.01,7864608,8671512064,2.45%,
2017-07-17,2.09,2.06,2.09,2.01,2822051,5118298112,3.96%,
2017-07-18,2.02,2.09,2.12,2.02,2585848,4988372480,4.85%,
2017-07-19,2.12,2.18,2.18,2.12,10487780,14294402304,2.87%,
2017-07-20,2.22,2.22,2.24,2.20,24045564,28326303744,1.83%,
2017-07-21,2.25,2.22,2.25,2.21,10318730,12768524288,1.8%,
2017-07-24,2.32,2.30,2.36,2.30,8967110,14110052352,2.7%,
2017-07-25,2.33,2.36,2.37,2.32,13669088,17898164992,2.17%,
2017-07-26,2.37,2.40,2.42,2.37,10822735,16920560896,2.12%,
2017-07-27,2.53,2.47,2.53,2.44,15640766,16812219392,3.75%,
2017-07-28,2.51,2.51,2.53,2.48,15505219,23764089856,2.02%,
2017-07-31,2.54,2.63,2.63,2.54,15748415,17307596032,3.59%,
2017-08-01,2.69,2.66,2.70,2.64,31656933,35366783488,2.28%,
2017-08-02,2.70,2.74,2.76,2.69,10931916,18117203200,2.63%,
2017-08-03,2.77,2.74,2.78,2.73,17352939,25253765376,1.82%,
2017-08-04,2.80,2.73,2.80,2.72,14793749,14510879488,2.92%,
2017-08-07,2.80,2.81,2.81,2.77,13756039,14906770432,1.47%,
2017-08-08,2.87,2.90,2.91,2.87,33946246,31830056192,1.42%,
2017-08-09,2.97,2.94,2.97,2.91,11770505,13233064192,2.07%,
2017-08-10,2.90,2.96,2.99,2.90,22075179,20722454528,3.06%,
2017-08-11,3.01,3.01,3.05,2.99,7071871,9450888448,2.03%,
2017-08-14,3.14,3.20,3.20,3.07,9218456,8431536128,4.32%,
2017-08-15,3.29,3.32,3.32,3.28,22190550,34292653056,1.25%,
2017-08-16,3.39,3.40,3.42,3.37,14450644,18731780864,1.51%,
2017-08-17,3.49,3.49,3.54,3.42,12373502,16907196672,3.53%,
2017-08-18,3.51,3.54,3.59,3.51,15668828,22399953920,2.29%,
2017-08-21,3.63,3.73,3.73,3.63,10339193,14437019392,2.82%,
2017-08-22,4.02,3.82,4.02,3.81,18933424,30835111168,5.63%,
2017-08-23,3.85,3.83,3.87,3.81,15584686,19732151808,1.57%,
2017-08-24,3.92,3.94,4.05,3.92,4501658,9068228608,3.39%,
2017-08-25,4.00,4.05,4.06,3.97,7448575,10052959488,2.28%,
2017-08-28,4.18,4.27,4.29,4.17,11611376,22122665984,2.96%,
2017-08-29,4.31,4.35,4.52,4.31,19334703,40033597952,4.92%,
2017-08-30,4.45,4.42,4.47,4.41,11274535,19594727680,1.38%,
2017-08-31,4.50,4.62,4.63,4.50,14924728,21698036736,2.94%,
2017-09-01,4.73,4.72,4.77,4.67,10618154,26072204544,2.16%,
2017-09-04,5.02,4.76,5.02,4.75,36458490,33831626752,5.72%,
2017-09-05,4.85,4.82,4.85,4.78,13927417,22902643968,1.47%,
2017-09-06,4.87,5.06,5.06,4.87,11389519,19847206144,3.94%,
2017-09-07,5.10,5.17,5.24,5.10,17738436,33803192576,2.77%,
2017-09-08,5.20,5.29,5.31,5.20,10733695,14800910336,2.13%,
