日期,开盘价,收盘价,最高价,最低价,成交量,成交额,振幅,换手率(%)
2016-08-16,354.13,355.28,356.46,354.13,540085,390076464,0.66%,
2016-08-17,354.94,355.24,355.72,353.94,322879,222081233,0.5%,
2016-08-18,355.20,356.14,357.62,355.17,443468,314881536,0.69%,
2016-08-19,356.11,356.00,356.31,354.53,250221,175269597,0.5%,
2016-08-22,355.91,354.40,356.78,354.09,340770,229492060,0.76%,
2016-08-23,354.23,353.94,355.49,353.08,253840,178315141,0.68%,
2016-08-24,353.99,353.51,355.02,353.08,294324,192381920,0.55%,
2016-08-25,353.11,352.71,353.11,350.28,370798,251877284,0.8%,
2016-08-26,352.58,353.54,354.43,352.58,270010,183837470,0.52%,
2016-08-29,353.48,354.15,354.63,353.01,229874,158081090,0.46%,
2016-08-30,354.05,354.12,354.86,353.69,218096,156907125,0.33%,
2016-08-31,353.92,354.81,355.13,353.31,266058,195476588,0.51%,
2016-09-01,354.71,353.22,355.09,352.98,231377,164388913,0.59%,
2016-09-02,352.92,353.18,353.92,352.52,184830,138455063,0.4%,
2016-09-05,353.47,353.38,354.88,353.18,196498,145550957,0.48%,
2016-09-06,353.53,355.64,355.68,352.41,288388,217300545,0.93%,
2016-09-07,355.77,356.01,357.06,355.70,381880,264954773,0.38%,
2016-09-08,356.13,356.98,357.08,355.83,254097,175385693,0.35%,
2016-09-09,357.00,356.25,357.43,356.18,332542,242048435,0.35%,
2016-09-12,353.81,351.14,353.85,350.73,604877,430662272,0.88%,
2016-09-13,351.34,352.37,352.71,351.34,209021,157233263,0.39%,
2016-09-14,352.21,352.49,353.47,351.24,271357,196385653,0.63%,
2016-09-19,351.82,353.36,353.92,351.82,206800,161928144,0.6%,
2016-09-20,353.35,352.96,353.45,352.40,184172,133058115,0.3%,
2016-09-21,353.00,353.36,353.55,352.69,227772,165917534,0.24%,
2016-09-22,353.68,354.95,355.88,353.68,348316,249377609,0.62%,
2016-09-23,354.83,353.35,355.53,353.14,476873,327220496,0.67%,
2016-09-26,353.00,348.09,353.32,347.87,478275,323583616,1.54%,
2016-09-27,347.69,349.37,349.57,347.23,317354,221989398,0.67%,
2016-09-28,349.25,350.66,350.80,348.96,341249,235009163,0.53%,
2016-09-29,351.23,353.36,353.65,350.93,421851,278301456,0.78%,
2016-09-30,353.00,354.14,354.20,352.62,355550,241185965,0.45%,
2016-10-10,355.12,356.91,356.99,354.43,536175,361658192,0.72%,
2016-10-11,357.15,357.85,358.00,356.82,510960,331066656,0.33%,
2016-10-12,357.65,357.28,357.76,356.44,365481,230646143,0.37%,
2016-10-13,357.18,358.80,358.95,357.08,421003,264509728,0.52%,
2016-10-14,358.61,357.68,358.61,355.81,327021,223065665,0.78%,
2016-10-17,357.69,335.68,358.74,333.56,1724630,1149750048,7.04%,
2016-10-18,336.15,344.24,344.34,336.15,1015482,668696496,2.44%,
2016-10-19,344.34,342.50,346.82,342.28,735271,462782016,1.32%,
2016-10-20,342.48,343.60,344.38,342.28,376462,229626464,0.61%,
2016-10-21,343.61,339.97,343.94,337.32,564806,351913888,1.93%,
2016-10-24,341.01,347.03,347.56,341.01,640158,438123664,1.93%,
2016-10-25,347.48,348.22,348.33,346.59,533763,425930000,0.5%,
2016-10-26,347.81,346.91,348.12,346.33,387139,282658976,0.51%,
2016-10-27,346.65,346.97,347.25,345.36,372027,269020960,0.54%,
2016-10-28,347.05,344.53,347.63,344.46,358256,232076207,0.91%,
2016-10-31,344.10,342.69,344.10,340.74,340461,234130484,0.98%,
2016-11-01,342.66,344.72,344.94,342.63,330345,214031331,0.67%,
2016-11-02,344.59,343.75,344.92,343.32,329239,268017853,0.46%,
2016-11-03,343.85,345.04,346.37,343.26,495983,318035200,0.9%,
2016-11-04,345.15,345.43,346.59,344.83,345027,226841626,0.51%,
2016-11-07,345.45,345.78,346.29,344.37,322919,217212063,0.56%,
2016-11-08,345.95,346.68,347.64,345.95,376339,253578911,0.49%,
2016-11-09,346.57,344.93,346.99,342.74,440249,313384544,1.23%,
2016-11-10,345.37,349.59,349.93,345.37,561471,406392848,1.32%,
2016-11-11,349.79,352.96,353.24,349.48,689898,522152288,1.08%,
2016-11-14,352.18,353.39,354.45,351.55,634384,452836080,0.82%,
2016-11-15,353.10,354.02,354.55,352.88,562437,376603488,0.47%,
2016-11-16,353.75,354.95,355.41,353.73,562046,399272240,0.47%,
2016-11-17,354.67,354.32,354.67,353.02,473198,321026192,0.46%,
2016-11-18,354.02,351.99,354.19,351.64,452729,320260816,0.72%,
2016-11-21,351.94,353.29,354.25,351.53,420162,294162416,0.77%,
2016-11-22,353.52,355.56,355.63,353.18,465399,335643136,0.69%,
2016-11-23,355.43,354.02,356.12,353.53,367410,255146298,0.73%,
2016-11-24,353.95,353.32,354.87,352.84,315077,225643505,0.57%,
2016-11-25,352.92,353.61,353.66,349.83,404204,288373520,1.08%,
2016-11-28,353.65,354.15,354.61,353.64,311520,232973739,0.27%,
2016-11-29,354.23,349.42,354.23,349.11,488787,356370432,1.45%,
2016-11-30,349.48,348.39,349.48,347.89,394074,269751984,0.46%,
2016-12-01,348.57,349.40,349.97,348.57,201590,150876850,0.4%,
2016-12-02,349.53,348.50,350.10,348.13,259248,205567503,0.56%,
2016-12-05,347.69,347.04,348.88,346.68,287983,210203919,0.63%,
2016-12-06,347.13,348.66,349.69,347.11,299848,208498357,0.74%,
2016-12-07,348.75,350.77,350.91,348.48,256287,177861397,0.7%,
2016-12-08,350.91,350.53,351.50,350.03,265719,188029920,0.42%,
2016-12-09,350.19,349.55,350.28,348.94,261099,187724214,0.38%,
2016-12-12,349.46,342.65,349.75,342.27,603696,407176128,2.14%,
2016-12-13,342.41,344.49,344.77,342.07,394558,261139475,0.79%,
2016-12-14,344.44,344.98,346.48,343.65,468817,314903120,0.82%,
2016-12-15,344.84,345.41,347.03,344.64,407847,285526192,0.69%,
2016-12-16,345.57,346.73,347.02,345.07,443965,314942816,0.56%,
2016-12-19,347.21,344.66,347.21,344.48,427318,317387984,0.79%,
2016-12-20,344.34,342.01,344.43,341.62,278690,202289090,0.82%,
2016-12-21,342.27,343.73,344.13,342.27,243486,188379323,0.54%,
2016-12-22,343.45,345.23,345.52,342.84,341605,269436448,0.78%,
2016-12-23,345.25,342.67,345.25,342.07,302153,233724987,0.92%,
2016-12-26,341.61,343.10,343.26,341.08,251553,169578465,0.64%,
2016-12-27,342.86,343.71,344.29,342.86,217467,156840236,0.42%,
2016-12-28,343.73,341.10,343.83,341.01,217885,154076824,0.82%,
2016-12-29,341.30,341.85,342.58,341.05,196035,138666312,0.45%,
2016-12-30,341.64,341.80,342.67,340.97,216016,155589909,0.5%,
2017-01-03,341.85,343.76,343.94,341.66,303795,208538456,0.67%,
2017-01-04,343.67,344.83,344.93,342.75,398302,267326750,0.63%,
2017-01-05,344.90,345.30,345.52,344.53,330604,226935873,0.29%,
2017-01-06,344.97,343.63,345.25,343.38,320365,224626622,0.54%,
2017-01-09,343.71,344.65,344.65,343.38,274409,176843920,0.37%,
2017-01-10,344.68,344.30,345.17,344.09,288875,188346298,0.31%,
2017-01-11,344.14,342.43,344.14,342.41,288436,182389891,0.5%,
2017-01-12,342.40,341.93,343.38,341.55,223631,156341839,0.53%,
2017-01-13,341.93,339.39,342.08,338.91,265290,184149385,0.93%,
2017-01-16,338.86,330.43,338.89,325.76,679131,462437504,3.87%,
2017-01-17,330.02,332.15,332.32,329.07,332865,226803430,0.98%,
2017-01-18,332.06,332.42,333.42,331.11,227086,142677393,0.7%,
2017-01-19,332.07,332.06,332.80,331.54,184705,135450493,0.38%,
2017-01-20,332.08,334.96,335.84,331.49,215654,158411688,1.31%,
2017-01-23,334.85,337.31,337.74,334.85,235801,150947207,0.86%,
2017-01-24,337.57,337.97,338.30,337.11,222528,151438781,0.35%,
2017-01-25,337.79,338.66,338.76,337.64,112755,78209934,0.33%,
2017-01-26,338.54,338.51,338.95,337.74,275793,175033837,0.36%,
2017-02-03,338.86,336.63,338.93,336.00,280959,180165792,0.87%,
2017-02-06,335.89,337.58,337.84,335.53,220447,141626453,0.69%,
2017-02-07,337.56,337.63,338.26,336.87,177629,134959170,0.41%,
2017-02-08,337.48,338.70,338.92,336.16,245533,156134891,0.82%,
2017-02-09,338.81,340.49,340.49,338.56,316268,192970009,0.57%,
2017-02-10,340.68,341.80,342.49,340.46,444319,281824768,0.6%,
2017-02-13,342.02,344.41,344.60,342.02,374518,261019648,0.75%,
2017-02-14,344.96,344.62,345.08,343.54,347005,227718451,0.45%,
2017-02-15,344.58,344.75,346.57,344.11,514749,367969040,0.71%,
2017-02-16,344.76,345.00,345.93,344.06,445041,305612144,0.54%,
2017-02-17,344.99,343.97,345.89,343.48,375660,255878511,0.7%,
2017-02-20,343.95,347.62,347.66,343.95,581355,417764384,1.08%,
2017-02-21,347.55,348.82,348.88,346.73,548087,419201632,0.62%,
