日期,开盘价,收盘价,最高价,最低价,成交量,成交额,振幅,换手率(%)
2016-08-16,3277.42,3255.83,3287.77,3247.48,277788848,308154785792,1.23%,
2016-08-17,3252.64,3255.33,3260.26,3235.11,213516759,243183169536,0.77%,
2016-08-18,3253.43,3249.57,3272.14,3238.24,228915615,256654794752,1.04%,
2016-08-19,3245.66,3253.77,3259.28,3227.20,194097231,211875700736,0.99%,
2016-08-22,3253.02,3229.34,3258.64,3228.07,185047158,207409381376,0.94%,
2016-08-23,3225.95,3234.51,3246.45,3217.54,161115126,179005173760,0.9%,
2016-08-24,3236.94,3230.51,3242.30,3223.86,145413115,168170147840,0.57%,
2016-08-25,3217.45,3212.09,3217.45,3183.98,173662182,200607875072,1.04%,
2016-08-26,3213.69,3214.14,3232.34,3207.41,149393892,176125661184,0.78%,
2016-08-29,3212.20,3213.82,3218.98,3202.03,144270134,166239264768,0.53%,
2016-08-30,3215.31,3218.71,3227.43,3209.57,140216714,163721916416,0.56%,
2016-08-31,3216.87,3230.05,3232.37,3206.88,141102551,168790642688,0.79%,
2016-09-01,3228.45,3206.79,3233.43,3206.34,154959716,176928907264,0.84%,
2016-09-02,3200.69,3211.05,3216.46,3193.35,150262090,170453684224,0.72%,
2016-09-05,3214.56,3216.02,3230.05,3208.90,144766820,161098125312,0.66%,
2016-09-06,3214.92,3235.51,3240.57,3196.18,172620137,192840429568,1.38%,
2016-09-07,3236.15,3236.77,3251.19,3232.52,186574884,206897168384,0.58%,
2016-09-08,3234.69,3240.97,3241.84,3228.33,145629673,165769089024,0.42%,
2016-09-09,3240.41,3223.02,3247.09,3222.35,160360381,181814185984,0.76%,
2016-09-12,3179.66,3163.43,3183.28,3140.26,205407209,221415907328,1.33%,
2016-09-13,3166.64,3165.00,3171.52,3149.50,135178560,152634073088,0.7%,
2016-09-14,3149.65,3143.28,3159.14,3135.50,133142044,147952582656,0.75%,
2016-09-19,3145.90,3167.63,3168.25,3145.90,119018227,133006901248,0.71%,
2016-09-20,3168.81,3164.44,3169.49,3156.96,118739945,139529244672,0.4%,
2016-09-21,3162.94,3167.45,3174.35,3158.71,115493440,133967810560,0.49%,
2016-09-22,3180.62,3184.66,3197.38,3177.07,138961239,158781685760,0.64%,
2016-09-23,3187.27,3175.88,3189.38,3174.73,125114104,147050516480,0.46%,
2016-09-26,3169.95,3119.87,3169.95,3119.54,143852012,161933664256,1.59%,
2016-09-27,3113.75,3138.47,3138.53,3108.02,121384097,133150720000,0.98%,
2016-09-28,3141.13,3127.59,3141.13,3123.88,104284449,116202369024,0.55%,
2016-09-29,3132.10,3138.66,3149.93,3131.82,112792069,122450268160,0.58%,
2016-09-30,3134.22,3145.17,3149.90,3132.97,100978012,112553353216,0.54%,
2016-10-10,3161.69,3190.72,3190.82,3155.55,159514929,175160135680,1.12%,
2016-10-11,3194.37,3208.67,3209.56,3190.58,166762534,183456583680,0.59%,
2016-10-12,3200.34,3201.59,3203.70,3191.51,142128097,159752314880,0.38%,
2016-10-13,3201.04,3204.53,3208.37,3195.41,154335721,166071357440,0.4%,
2016-10-14,3199.96,3207.16,3208.19,3185.53,155046684,163569930240,0.71%,
2016-10-17,3208.09,3184.15,3212.41,3176.41,162008635,179444326400,1.12%,
2016-10-18,3180.18,3228.73,3229.06,3180.18,181026977,195367432192,1.54%,
2016-10-19,3230.70,3229.68,3241.64,3221.33,181734871,197018353664,0.63%,
2016-10-20,3229.88,3229.37,3234.88,3220.82,160314900,177444917248,0.44%,
2016-10-21,3226.14,3236.31,3247.64,3213.54,186823265,201601748992,1.06%,
2016-10-24,3237.43,3275.26,3284.49,3236.03,239882191,249916268544,1.5%,
2016-10-25,3274.95,3279.10,3279.72,3267.69,202847135,220435533824,0.37%,
2016-10-26,3276.91,3262.72,3276.91,3256.51,191276124,215485046784,0.62%,
2016-10-27,3258.84,3258.56,3261.10,3246.04,157636762,181968105472,0.46%,
2016-10-28,3257.88,3250.16,3275.67,3246.97,181415867,212360933376,0.88%,
2016-10-31,3242.73,3246.25,3248.14,3225.90,151166303,178193616896,0.68%,
2016-11-01,3247.48,3269.24,3269.43,3242.62,159901688,195617562624,0.83%,
