日期,开盘价,收盘价,最高价,最低价,成交量,成交额,振幅,换手率(%)
2016-08-16,2195.02,2201.10,2211.01,2192.97,41894229,99220193280,0.82%,
2016-08-17,2200.24,2208.20,2218.29,2195.37,38309641,94247927808,1.04%,
2016-08-18,2204.95,2201.59,2213.30,2191.93,37873956,92612784128,0.97%,
2016-08-19,2200.68,2204.56,2211.06,2194.11,34079969,81998032896,0.77%,
2016-08-22,2205.57,2167.40,2213.41,2167.40,37116421,88505692160,2.09%,
2016-08-23,2168.34,2174.16,2186.74,2160.30,30192240,71274065920,1.22%,
2016-08-24,2178.53,2192.17,2204.80,2176.35,34558486,80246222848,1.31%,
2016-08-25,2179.01,2180.66,2183.73,2152.11,38573294,92006699008,1.44%,
2016-08-26,2186.00,2189.75,2211.63,2182.11,39402495,92417859584,1.35%,
2016-08-29,2187.72,2193.20,2209.25,2183.81,37814785,84334108672,1.16%,
2016-08-30,2197.49,2195.53,2210.40,2193.07,36388415,78025969664,0.79%,
2016-08-31,2194.61,2191.76,2198.25,2175.84,34232360,79190302720,1.02%,
2016-09-01,2192.94,2181.33,2201.28,2181.33,35320383,80316985344,0.91%,
2016-09-02,2176.39,2170.86,2187.69,2160.11,34463469,78164250624,1.26%,
2016-09-05,2178.63,2182.69,2199.65,2178.09,31350629,72522010624,0.99%,
2016-09-06,2183.23,2222.84,2225.26,2161.93,46134653,100947640320,2.9%,
2016-09-07,2223.02,2212.05,2232.12,2208.83,48768067,103235960832,1.05%,
2016-09-08,2211.39,2223.47,2223.47,2207.11,38590931,80711213056,0.74%,
2016-09-09,2223.58,2202.97,2228.54,2202.97,38968752,83363176448,1.15%,
2016-09-12,2163.45,2145.56,2179.98,2145.03,41905376,85731819520,1.59%,
2016-09-13,2157.95,2145.87,2165.58,2139.34,30860316,66241787648,1.22%,
2016-09-14,2137.40,2144.56,2156.98,2131.71,29032311,60399623424,1.18%,
2016-09-19,2149.37,2165.21,2174.40,2149.37,26844050,57115933440,1.17%,
2016-09-20,2164.42,2158.43,2167.64,2153.94,28844356,58750579968,0.63%,
2016-09-21,2158.06,2162.13,2170.09,2157.38,27049597,57269330176,0.59%,
2016-09-22,2174.30,2168.42,2178.53,2166.61,28362324,61945057280,0.55%,
2016-09-23,2171.63,2156.51,2173.49,2156.04,30098249,63659931904,0.8%,
2016-09-26,2154.40,2122.90,2161.76,2122.90,32401347,68205945600,1.8%,
2016-09-27,2118.95,2140.80,2140.80,2112.70,28166716,59577680128,1.32%,
2016-09-28,2143.72,2139.63,2143.72,2132.55,24175726,51069165568,0.52%,
2016-09-29,2141.34,2146.18,2155.42,2140.98,25538391,53909913088,0.67%,
2016-09-30,2144.47,2149.90,2154.40,2143.34,23142884,48014445056,0.52%,
2016-10-10,2165.85,2208.47,2208.47,2163.41,36210604,79254614016,2.1%,
2016-10-11,2207.43,2210.86,2210.86,2201.31,33618197,74087587840,0.43%,
2016-10-12,2202.36,2209.68,2216.52,2198.89,32205925,68693591808,0.8%,
2016-10-13,2211.76,2208.57,2216.09,2200.52,32880023,70015844352,0.7%,
2016-10-14,2203.87,2194.23,2203.87,2178.91,32467018,71744110592,1.13%,
2016-10-17,2199.18,2167.86,2200.47,2160.01,34755160,75275321344,1.84%,
2016-10-18,2164.60,2198.14,2198.14,2164.60,33830748,75480899584,1.55%,
2016-10-19,2200.53,2184.91,2201.16,2180.47,35703035,79193329664,0.94%,
2016-10-20,2187.41,2193.26,2199.06,2184.35,39193186,84494012416,0.67%,
2016-10-21,2196.84,2181.00,2202.49,2167.83,41616516,86896533504,1.58%,
2016-10-24,2184.11,2200.80,2204.36,2176.92,37525698,83347079168,1.26%,
2016-10-25,2202.79,2200.21,2207.81,2196.57,34010903,80367828992,0.51%,
2016-10-26,2203.48,2184.49,2204.84,2179.76,39927389,88142589952,1.14%,
2016-10-27,2182.91,2182.48,2184.32,2171.24,32058256,73099206656,0.6%,
2016-10-28,2182.56,2165.43,2192.90,2165.03,37520831,84037988352,1.28%,
2016-10-31,2158.57,2159.76,2162.67,2145.57,31724370,71498686464,0.79%,
2016-11-01,2160.39,2176.45,2177.83,2159.71,34872399,81948446720,0.84%,
2016-11-02,2170.81,2146.40,2171.66,2145.07,38992662,88504274944,1.22%,
2016-11-03,2137.13,2153.18,2167.93,2135.28,43866867,99368714240,1.52%,
2016-11-04,2151.92,2145.23,2168.34,2142.41,40275072,89121763328,1.2%,
2016-11-07,2141.30,2130.30,2145.82,2126.95,35113623,79743434752,0.88%,
2016-11-08,2138.45,2150.30,2154.57,2136.24,33764858,76689612800,0.86%,
2016-11-09,2150.62,2123.84,2154.85,2098.56,41862022,93897957376,2.62%,
2016-11-10,2143.56,2143.32,2149.09,2138.94,37575299,90342498304,0.48%,
2016-11-11,2143.58,2147.11,2147.11,2125.49,44124780,102156668928,1.01%,
2016-11-14,2146.83,2161.68,2175.25,2146.83,46558866,109741744128,1.32%,
2016-11-15,2161.57,2179.30,2179.30,2152.38,43229678,99672965120,1.25%,
2016-11-16,2187.50,2182.47,2208.98,2182.12,51659092,113829429248,1.23%,
2016-11-17,2176.12,2163.04,2176.12,2157.54,36753518,81920585728,0.85%,
2016-11-18,2164.71,2157.96,2170.79,2155.23,32671431,78249877504,0.72%,
2016-11-21,2156.46,2152.60,2162.37,2147.05,34743224,86720847872,0.71%,
2016-11-22,2156.51,2177.65,2177.65,2146.62,41202113,107157053440,1.44%,
2016-11-23,2182.10,2165.71,2191.26,2163.00,49392911,118245470208,1.3%,
2016-11-24,2159.61,2146.63,2172.18,2142.95,39967956,94879690752,1.35%,
2016-11-25,2145.97,2167.53,2167.53,2123.74,41598643,99075051520,2.04%,
2016-11-28,2172.97,2166.05,2175.51,2159.73,35057826,86536212480,0.73%,
2016-11-29,2161.78,2160.34,2178.19,2153.72,40323866,90413551616,1.13%,
2016-11-30,2157.54,2183.05,2201.55,2155.24,41888076,96636841984,2.14%,
2016-12-01,2181.73,2181.93,2188.09,2175.49,34102657,83035422720,0.58%,
2016-12-02,2180.39,2143.45,2186.69,2143.21,38481896,91440885760,1.99%,
2016-12-05,2129.24,2143.88,2162.30,2124.75,30341460,71489007616,1.75%,
2016-12-06,2149.75,2122.26,2156.69,2121.25,28738655,68273398528,1.65%,
2016-12-07,2123.55,2134.99,2134.99,2116.54,26993264,64602403072,0.87%,
2016-12-08,2135.79,2114.71,2136.26,2114.04,29346543,69894676480,1.04%,
2016-12-09,2114.45,2099.89,2118.63,2097.09,29318900,72802414592,1.02%,
2016-12-12,2095.58,1984.39,2096.40,1981.17,45320517,98589941760,5.49%,
2016-12-13,1982.08,1985.04,1995.35,1961.91,30454873,65404302336,1.69%,
2016-12-14,1982.98,1963.08,1988.46,1958.04,26826274,59922039552,1.53%,
2016-12-15,1957.71,1975.85,1991.32,1956.55,26921236,59878689536,1.77%,
2016-12-16,1977.86,1998.11,2005.28,1972.21,26396375,58833056256,1.67%,
2016-12-19,1995.00,1980.41,1995.00,1976.77,23412762,51680845056,0.91%,
2016-12-20,1981.69,1982.30,1989.98,1974.93,22915613,50798393600,0.76%,
2016-12-21,1987.76,1991.70,1996.10,1985.05,24556539,54142331392,0.56%,
2016-12-22,1993.04,1986.27,1993.04,1978.74,22576231,49651373056,0.72%,
2016-12-23,1987.73,1964.54,1992.21,1964.23,24758644,54365947392,1.41%,
2016-12-26,1959.18,1974.01,1974.01,1933.52,25822442,55096392960,2.06%,
2016-12-27,1972.51,1968.62,1977.31,1968.57,24282865,51573646848,0.44%,
2016-12-28,1968.15,1957.15,1971.51,1954.96,24099892,48942376448,0.84%,
