日期,开盘价,收盘价,最高价,最低价,成交量,成交额,振幅,换手率(%)
2016-08-16,4327.37,4380.52,4390.78,4324.69,13874603,6688289280,1.53%,
2016-08-17,4377.81,4434.53,4491.11,4370.40,19580969,8883511296,2.76%,
2016-08-18,4411.80,4417.01,4432.32,4396.71,11278638,5661149952,0.8%,
2016-08-19,4415.19,4397.02,4415.77,4364.69,9279048,4660523520,1.16%,
2016-08-22,4392.09,4364.31,4405.68,4360.37,8215778,4364395264,1.03%,
2016-08-23,4359.83,4367.82,4380.30,4347.38,7191857,4170737168,0.75%,
2016-08-24,4367.11,4382.05,4395.27,4365.13,6641411,3639045664,0.69%,
2016-08-25,4368.05,4407.18,4465.34,4348.68,11754354,5558382336,2.66%,
2016-08-26,4409.42,4413.71,4431.51,4386.43,7967438,3992374960,1.02%,
2016-08-29,4405.04,4420.54,4442.39,4397.36,7576812,3742926816,1.02%,
2016-08-30,4424.09,4407.58,4432.21,4390.34,6192260,3067098816,0.95%,
2016-08-31,4401.70,4385.37,4404.74,4369.78,5521098,2726272704,0.79%,
2016-09-01,4382.05,4326.81,4384.45,4324.60,7813778,4170281680,1.36%,
2016-09-02,4322.03,4332.20,4343.50,4316.82,5565211,3323216800,0.62%,
2016-09-05,4335.97,4380.28,4395.78,4335.97,8292670,4252389344,1.38%,
2016-09-06,4386.84,4397.71,4400.52,4358.30,7240742,3744460656,0.96%,
2016-09-07,4388.30,4393.70,4420.74,4383.42,7351315,3965418064,0.85%,
2016-09-08,4392.14,4404.11,4406.21,4387.99,5422596,3058251776,0.41%,
2016-09-09,4406.64,4381.45,4414.00,4378.69,6247457,3430723008,0.8%,
2016-09-12,4340.80,4278.27,4343.69,4266.43,9826830,5113943040,1.76%,
2016-09-13,4290.94,4282.19,4311.05,4271.66,5089127,2553528064,0.92%,
2016-09-14,4278.37,4274.59,4294.50,4263.13,6250080,3601759152,0.73%,
2016-09-19,4294.29,4335.36,4335.84,4292.99,6534261,3472489712,1%,
2016-09-20,4343.34,4332.69,4343.72,4314.84,7656056,3400456112,0.67%,
2016-09-21,4334.40,4387.57,4446.41,4334.40,10071691,4557239552,2.59%,
2016-09-22,4386.73,4380.97,4390.79,4370.15,7175351,3262151792,0.47%,
2016-09-23,4388.25,4385.11,4408.93,4378.61,7243848,3551020512,0.69%,
2016-09-26,4385.32,4304.79,4386.03,4299.98,7201900,3459349008,1.96%,
2016-09-27,4289.66,4308.91,4310.09,4266.24,5053960,2401810928,1.02%,
2016-09-28,4313.41,4311.17,4323.82,4298.00,4200450,2133803904,0.6%,
2016-09-29,4304.39,4314.95,4328.61,4304.39,6846146,3854387792,0.56%,
2016-09-30,4309.58,4320.66,4325.31,4296.90,5621914,2873010880,0.66%,
