本日融资余额(元),本日融资买入额(元),本日融券余量,本日融券余量金额(元),本日融券卖出量,本日融资融券余额(元)
466115042931,17349425406.0,1272137473.0,7133329443.0,94767119.0,4.73248372374e+11
